production_key,production_id,date_key,product_key,unit_of_measure,location_key,machine_key,employee_key,planned_quantity,produced_quantity,defect_quantity,production_hours
22272,PRD-022272,20240222,339,Each,94,1699,4048,384,381,9,8.71
22273,PRD-022273,20200511,510,Each,26,667,2139,232,219,9,3.77
22274,PRD-022274,20211229,4270,Each,37,995,340,146,142,1,3.34
22275,PRD-022275,20231218,1884,Each,49,445,1238,168,157,5,3.02
22276,PRD-022276,20220417,4607,Each,68,963,3994,273,266,6,4.91
22277,PRD-022277,20250523,1797,Each,66,1135,1536,282,276,11,6.65
22278,PRD-022278,20240622,4222,Each,79,1436,1429,328,282,12,8.23
22279,PRD-022279,20250913,3169,Each,52,424,3843,317,306,26,8.15
22280,PRD-022280,20190607,2013,Each,52,1510,3992,193,188,22,4.01
22281,PRD-022281,20201220,4754,Each,70,866,393,280,262,9,4.96
22282,PRD-022282,20250201,2253,Each,91,1745,1068,375,325,24,9.91
22283,PRD-022283,20250510,262,Each,14,1349,3880,586,510,3,9.62
22284,PRD-022284,20230506,2244,Each,41,1411,911,252,238,23,4.76
22285,PRD-022285,20220215,1539,Each,75,1398,428,290,260,22,6.58
22286,PRD-022286,20230702,2750,Each,40,1586,1174,429,415,43,8.64
22287,PRD-022287,20240402,1399,Each,29,1057,1655,327,299,11,7.97
22288,PRD-022288,20201221,773,Each,81,1934,2841,332,311,10,5.51
22289,PRD-022289,20230913,2595,Each,59,255,1254,321,288,4,8.32
22290,PRD-022290,20190727,908,Each,93,1675,4629,223,202,10,3.49
22291,PRD-022291,20220902,2150,Each,21,1603,1926,241,216,20,5.5
22292,PRD-022292,20210705,4941,Each,69,586,4337,180,174,1,3.9
22293,PRD-022293,20250504,2881,Each,22,1415,3532,409,360,19,8.59
22294,PRD-022294,20251018,4162,Each,86,677,3251,521,497,34,10.41
22295,PRD-022295,20200821,2777,Each,37,1796,4291,146,133,7,2.27
22296,PRD-022296,20201019,3126,Each,30,529,2100,221,192,4,4.6
22297,PRD-022297,20230917,766,Each,82,1690,3138,182,174,4,3.5
22298,PRD-022298,20230711,733,Each,21,1566,808,290,256,4,4.6
22299,PRD-022299,20210105,1223,Each,79,201,1721,327,289,3,7.74
22300,PRD-022300,20190104,311,Each,6,1734,3709,114,104,6,3.12
22301,PRD-022301,20200404,2200,Each,8,833,1878,284,284,23,4.85
22302,PRD-022302,20230428,2588,Each,78,1388,4936,225,197,8,3.48
22303,PRD-022303,20241101,2737,Each,100,1322,4705,375,343,4,9.53
22304,PRD-022304,20191122,961,Each,35,1254,2183,281,263,2,6.52
22305,PRD-022305,20200320,4603,Each,54,599,3489,229,219,13,4.34
22306,PRD-022306,20190626,2017,Each,6,314,3904,276,256,18,5.1
22307,PRD-022307,20250317,4222,Each,85,1290,2724,533,533,23,10.72
22308,PRD-022308,20230613,273,Each,13,616,3134,311,311,17,8.43
22309,PRD-022309,20210127,440,Each,79,235,487,354,351,8,8.83
22310,PRD-022310,20191105,871,Each,95,267,2919,213,213,24,3.91
22311,PRD-022311,20190318,4124,Each,36,675,3914,137,131,0,2.59
22312,PRD-022312,20211112,1235,Each,74,12,2098,252,227,8,4.19
22313,PRD-022313,20241108,2234,Each,43,1236,3840,367,309,2,8.9
22314,PRD-022314,20251027,4706,Each,34,1146,2491,438,396,19,11.94
22315,PRD-022315,20221215,1445,Each,61,797,2888,318,308,41,4.96
22316,PRD-022316,20200609,4133,Each,71,49,2896,280,280,13,5.95
22317,PRD-022317,20190705,3438,Each,4,478,3146,193,180,8,3.26
22318,PRD-022318,20190127,3284,Each,58,1997,3274,198,190,16,3.07
22319,PRD-022319,20210808,4759,Each,44,682,1417,184,178,7,5.11
22320,PRD-022320,20220110,2521,Each,54,1418,196,209,200,24,5.1
22321,PRD-022321,20250328,4589,Each,16,1249,4805,419,404,42,9.76
22322,PRD-022322,20240326,3641,Each,42,101,1768,294,262,18,6.82
22323,PRD-022323,20191214,1355,Each,52,600,2780,348,308,7,8.78
22324,PRD-022324,20240814,702,Each,73,1289,2364,304,281,32,7.38
22325,PRD-022325,20190917,346,Each,23,514,2698,339,332,14,5.96
22326,PRD-022326,20230609,811,Each,82,651,2620,479,441,22,10.55
22327,PRD-022327,20220420,395,Each,54,1061,2400,222,199,2,4.23
22328,PRD-022328,20231205,3221,Each,35,729,4925,241,225,24,4.73
22329,PRD-022329,20220327,831,Each,41,90,1456,230,212,4,4.5
22330,PRD-022330,20200630,3615,Each,10,306,3463,338,314,10,7.8
22331,PRD-022331,20240124,1290,Each,16,1608,819,240,216,14,5.9
22332,PRD-022332,20200918,2391,Each,29,696,1677,385,348,7,9.38
22333,PRD-022333,20200420,2437,Each,44,1619,3921,281,281,12,6.13
22334,PRD-022334,20190402,4449,Each,80,444,4526,259,223,6,4.54
22335,PRD-022335,20241114,3079,Each,95,1582,223,220,216,9,4.17
22336,PRD-022336,20201112,2422,Each,97,803,4282,294,281,28,5.2
22337,PRD-022337,20210710,368,Each,83,711,3294,158,148,14,3.38
22338,PRD-022338,20210220,224,Each,63,282,454,336,336,3,6.46
22339,PRD-022339,20220402,1403,Each,57,618,286,241,217,5,4.0
22340,PRD-022340,20210413,3497,Each,98,1799,3142,243,225,1,4.6
22341,PRD-022341,20220901,4634,Each,76,439,1876,184,172,4,4.21
22342,PRD-022342,20251028,346,Each,79,982,2091,300,287,43,7.19
22343,PRD-022343,20250930,4136,Each,57,231,42,434,394,24,7.26
22344,PRD-022344,20190825,1658,Each,52,622,322,299,297,2,5.84
22345,PRD-022345,20250708,1774,Each,63,1327,1688,227,213,4,6.1
22346,PRD-022346,20250524,3503,Each,88,1738,2278,196,188,5,4.14
22347,PRD-022347,20230127,2145,Each,45,1462,1457,108,102,8,2.66
22348,PRD-022348,20200504,3635,Each,58,565,977,288,280,0,5.01
22349,PRD-022349,20211125,2964,Each,21,194,2650,244,231,28,3.82
22350,PRD-022350,20191101,3100,Each,18,1188,3729,327,302,11,5.76
22351,PRD-022351,20190305,4435,Each,63,1485,411,111,102,8,1.8
22352,PRD-022352,20240215,2172,Each,37,995,1575,321,276,10,8.78
22353,PRD-022353,20200717,2370,Each,40,227,380,284,276,4,6.77
22354,PRD-022354,20231227,2972,Each,28,173,3123,254,254,31,6.11
22355,PRD-022355,20250930,3261,Each,53,175,3071,261,261,21,5.34
22356,PRD-022356,20250403,3947,Each,44,1973,979,178,170,23,3.34
22357,PRD-022357,20221002,2828,Each,69,154,1065,196,185,15,4.62
22358,PRD-022358,20230407,3611,Each,50,907,3422,269,239,20,4.51
22359,PRD-022359,20250214,3488,Each,8,1028,3290,314,311,13,5.8
22360,PRD-022360,20221014,2108,Each,28,163,2439,296,289,37,5.8
22361,PRD-022361,20241022,3554,Each,39,994,802,142,130,11,2.3
22362,PRD-022362,20230111,2363,Each,88,61,3326,120,106,5,3.02
22363,PRD-022363,20221129,4079,Each,79,235,2795,237,204,25,6.01
22364,PRD-022364,20221101,1895,Each,73,1037,3936,155,141,10,2.88
22365,PRD-022365,20230216,3011,Each,78,1548,4132,402,370,35,7.24
22366,PRD-022366,20230306,2339,Each,55,1048,3656,182,182,27,4.34
22367,PRD-022367,20200425,953,Each,93,1091,3485,173,171,26,3.44
22368,PRD-022368,20220908,4898,Each,26,1890,1714,238,226,2,4.61
22369,PRD-022369,20250114,1303,Each,27,544,886,303,262,3,4.82
22370,PRD-022370,20220208,4230,Each,100,1144,2671,69,66,2,1.54
22371,PRD-022371,20191019,4963,Each,92,1243,2202,243,230,4,6.23
22372,PRD-022372,20200224,4481,Each,16,1249,3918,188,174,12,2.98
22373,PRD-022373,20211122,4769,Each,38,1870,1270,189,171,26,4.05
22374,PRD-022374,20241004,1364,Each,93,1928,2098,230,217,16,5.02
22375,PRD-022375,20210402,2403,Each,42,579,936,234,225,34,3.84
22376,PRD-022376,20190228,327,Each,90,169,4072,253,236,14,6.54
22377,PRD-022377,20190504,324,Each,63,1688,1395,252,233,9,4.46
22378,PRD-022378,20210407,1259,Each,97,1617,4065,268,239,13,4.3
22379,PRD-022379,20220827,3851,Each,42,684,3376,365,365,9,9.31
22380,PRD-022380,20200418,3729,Each,97,257,4324,250,250,4,4.07
22381,PRD-022381,20210130,2913,Each,75,880,639,133,129,5,2.6
22382,PRD-022382,20240901,2222,Each,10,507,348,460,458,57,10.17
22383,PRD-022383,20251104,2438,Each,30,731,4945,360,344,17,7.62
22384,PRD-022384,20220107,566,Each,49,112,944,236,216,28,4.42
22385,PRD-022385,20210825,196,Each,20,1251,4695,364,352,6,8.62
22386,PRD-022386,20191008,3758,Each,93,864,4846,200,197,20,3.91
22387,PRD-022387,20240919,1437,Each,57,151,4272,329,276,7,5.68
22388,PRD-022388,20230728,3191,Each,6,149,678,312,284,10,5.57
22389,PRD-022389,20190316,30,Each,69,1980,4503,234,217,4,5.98
22390,PRD-022390,20201221,1090,Each,75,1313,3330,281,279,14,5.53
22391,PRD-022391,20220925,3793,Each,41,970,3271,166,156,5,2.96
22392,PRD-022392,20230423,400,Each,21,50,2167,187,185,8,3.96
22393,PRD-022393,20201011,2033,Each,80,915,2901,237,225,5,5.21
22394,PRD-022394,20220426,2417,Each,84,921,2829,413,396,27,11.23
22395,PRD-022395,20231017,3566,Each,51,1125,2991,328,316,15,5.25
22396,PRD-022396,20211118,3756,Each,13,266,70,123,109,4,3.31
22397,PRD-022397,20220728,1965,Each,22,1030,458,194,171,15,5.08
22398,PRD-022398,20251215,1649,Each,18,1369,4730,247,211,1,4.45
22399,PRD-022399,20230604,1142,Each,11,343,3863,380,363,19,6.9
22400,PRD-022400,20220214,4713,Each,8,1277,3104,282,271,17,4.85
22401,PRD-022401,20220605,4604,Each,37,999,1078,228,194,23,4.12
22402,PRD-022402,20211223,2472,Each,81,1934,3355,358,338,19,9.22
22403,PRD-022403,20221115,568,Each,81,1627,507,260,257,5,4.46
22404,PRD-022404,20241128,4220,Each,5,855,4161,181,181,7,3.97
22405,PRD-022405,20190121,4638,Each,20,624,2783,196,191,8,3.29
22406,PRD-022406,20251016,2571,Each,66,800,2006,259,222,11,5.77
22407,PRD-022407,20250119,1726,Each,85,319,561,368,340,21,8.66
22408,PRD-022408,20190503,4221,Each,13,727,1932,310,302,8,8.25
22409,PRD-022409,20190526,3808,Each,58,293,4704,255,255,14,4.28
22410,PRD-022410,20240528,3053,Each,52,434,2233,139,135,3,3.11
22411,PRD-022411,20240218,3276,Each,65,998,4297,255,231,1,4.01
22412,PRD-022412,20240104,1906,Each,4,1897,3537,162,155,6,3.36
22413,PRD-022413,20230109,2859,Each,5,185,4165,284,264,29,5.65
22414,PRD-022414,20200428,3924,Each,39,851,2753,272,272,24,6.69
22415,PRD-022415,20230210,4499,Each,70,295,801,351,337,1,7.89
22416,PRD-022416,20190927,1934,Each,54,1061,4820,220,177,7,4.29
22417,PRD-022417,20250301,4574,Each,64,1109,4049,413,394,24,8.78
22418,PRD-022418,20220522,2674,Each,96,1430,3580,234,220,8,4.87
22419,PRD-022419,20231102,2019,Each,20,362,4870,402,383,46,10.27
22420,PRD-022420,20210213,3274,Each,34,897,567,156,146,10,2.67
22421,PRD-022421,20220921,3668,Each,53,1106,2083,315,290,9,7.72
22422,PRD-022422,20210408,4554,Each,85,1898,2654,210,210,32,3.69
22423,PRD-022423,20241027,4410,Each,17,1835,408,145,140,14,3.25
22424,PRD-022424,20210727,1261,Each,53,1359,3147,270,249,8,6.34
22425,PRD-022425,20230817,3675,Each,21,1206,3542,109,106,4,1.83
22426,PRD-022426,20200601,2677,Each,69,47,2049,293,253,24,8.18
22427,PRD-022427,20231008,1985,Each,7,633,1314,487,442,6,12.0
22428,PRD-022428,20251028,2712,Each,19,1115,2926,473,456,24,8.73
22429,PRD-022429,20190730,3505,Each,73,1319,2785,171,165,7,4.73
22430,PRD-022430,20201202,1915,Each,59,664,1708,112,99,1,2.33
22431,PRD-022431,20240128,4679,Each,5,1281,1620,241,236,12,4.37
22432,PRD-022432,20250312,1610,Each,9,828,509,442,403,28,12.0
22433,PRD-022433,20191025,1494,Each,16,848,3663,240,221,3,6.45
22434,PRD-022434,20211024,2052,Each,70,295,721,210,193,1,4.51
22435,PRD-022435,20250227,1865,Each,82,1731,1895,172,150,4,3.84
22436,PRD-022436,20200720,2845,Each,35,1127,1432,72,65,3,1.5
22437,PRD-022437,20230902,3123,Each,74,594,1114,343,331,27,6.58
22438,PRD-022438,20220310,2395,Each,26,918,2876,185,164,16,4.17
22439,PRD-022439,20220405,861,Each,13,1722,3915,167,155,5,3.21
22440,PRD-022440,20210202,2285,Each,20,452,159,211,207,17,4.51
22441,PRD-022441,20190517,4147,Each,85,1720,4804,129,125,7,3.66
22442,PRD-022442,20241011,2929,Each,56,660,1320,282,248,3,5.52
22443,PRD-022443,20200615,4069,Each,64,73,2095,153,132,7,2.78
22444,PRD-022444,20240709,3021,Each,62,1385,4717,296,281,3,5.03
22445,PRD-022445,20210323,2856,Each,37,238,2531,222,203,3,3.46
22446,PRD-022446,20210823,2776,Each,88,1267,1982,235,218,5,5.36
22447,PRD-022447,20200303,1912,Each,97,954,2200,261,251,4,4.75
22448,PRD-022448,20200212,1296,Each,44,1065,4200,251,251,14,4.64
22449,PRD-022449,20200815,1577,Each,54,789,4363,102,92,1,1.82
22450,PRD-022450,20190227,2166,Each,46,1262,1386,226,216,29,4.85
22451,PRD-022451,20220828,4611,Each,57,1019,2724,380,373,4,6.86
22452,PRD-022452,20220909,3169,Each,74,155,1139,288,260,7,5.07
22453,PRD-022453,20230919,3306,Each,75,1759,2758,222,199,2,3.93
22454,PRD-022454,20200401,3856,Each,53,1443,4842,113,111,2,2.69
22455,PRD-022455,20240620,1393,Each,64,137,4927,146,139,10,3.64
22456,PRD-022456,20210626,2195,Each,74,783,1285,305,292,10,6.35
22457,PRD-022457,20190408,3147,Each,9,433,521,337,315,13,8.53
22458,PRD-022458,20191001,2450,Each,40,1632,55,216,212,4,5.59
22459,PRD-022459,20250606,471,Each,9,1825,2968,490,447,15,7.57
22460,PRD-022460,20251005,2471,Each,68,849,4872,359,310,13,6.29
22461,PRD-022461,20230208,1329,Each,40,1816,4100,334,314,1,7.6
22462,PRD-022462,20211114,1602,Each,34,1146,3978,267,267,10,6.84
22463,PRD-022463,20250528,4704,Each,54,1506,1254,240,215,22,5.53
22464,PRD-022464,20230627,69,Each,48,1203,684,325,309,2,5.96
22465,PRD-022465,20240803,1705,Each,100,1318,4820,265,262,6,5.9
22466,PRD-022466,20210409,3386,Each,49,794,1889,210,190,6,4.2
22467,PRD-022467,20240406,3725,Each,95,859,1211,225,218,9,4.9
22468,PRD-022468,20240213,4457,Each,93,1152,2165,344,341,4,6.62
22469,PRD-022469,20230724,2312,Each,18,421,4161,230,220,2,5.71
22470,PRD-022470,20200120,2569,Each,67,1181,2418,193,175,9,3.06
22471,PRD-022471,20220714,202,Each,18,285,1602,493,434,38,8.87
22472,PRD-022472,20220630,3342,Each,50,907,2058,373,341,7,7.44
22473,PRD-022473,20230902,1315,Each,31,1221,1043,359,346,8,6.67
22474,PRD-022474,20201201,411,Each,16,1975,2217,207,198,7,3.39
22475,PRD-022475,20190309,4200,Each,22,1030,3463,221,212,15,4.37
22476,PRD-022476,20210226,2532,Each,23,96,1496,306,280,12,4.86
22477,PRD-022477,20190923,4475,Each,58,1041,4222,189,189,15,4.04
22478,PRD-022478,20220630,4736,Each,39,19,1002,334,334,9,5.28
22479,PRD-022479,20240707,4016,Each,41,924,947,323,314,2,8.38
22480,PRD-022480,20250113,4980,Each,37,1796,2462,375,350,6,8.78
22481,PRD-022481,20200507,3119,Each,5,1310,1083,284,275,5,5.28
22482,PRD-022482,20210911,962,Each,16,701,2243,318,305,8,6.75
22483,PRD-022483,20240813,1521,Each,51,715,4754,308,275,13,6.08
22484,PRD-022484,20190924,1070,Each,14,1676,328,145,141,1,2.5
22485,PRD-022485,20220604,4694,Each,82,802,1204,288,253,17,5.89
22486,PRD-022486,20230516,1845,Each,3,1297,4744,242,222,6,6.86
22487,PRD-022487,20220219,432,Each,13,1021,3633,163,162,4,3.12
22488,PRD-022488,20241030,4842,Each,25,1679,2387,397,360,22,10.08
22489,PRD-022489,20191031,4131,Each,38,1663,503,184,178,4,3.02
22490,PRD-022490,20230203,1137,Each,40,108,2324,318,295,3,5.0
22491,PRD-022491,20250720,3579,Each,40,758,4193,469,441,18,8.94
22492,PRD-022492,20220822,1845,Each,74,1108,2679,320,278,14,5.2
22493,PRD-022493,20200115,2609,Each,85,1768,968,83,78,2,2.0
22494,PRD-022494,20210412,2283,Each,64,806,3160,280,256,7,5.18
22495,PRD-022495,20220121,3132,Each,34,488,2398,138,131,4,3.28
22496,PRD-022496,20250716,1705,Each,7,1635,4286,298,282,6,7.89
22497,PRD-022497,20240602,823,Each,34,1146,4330,371,355,27,9.7
22498,PRD-022498,20230820,4119,Each,97,1637,2658,425,410,9,8.93
22499,PRD-022499,20231006,3448,Each,22,597,1487,52,49,2,1.22
22500,PRD-022500,20200228,810,Each,50,1283,2042,171,162,4,3.63
22501,PRD-022501,20210519,3070,Each,77,1217,4107,161,136,2,3.01
22502,PRD-022502,20240905,1107,Each,72,936,3968,217,196,12,3.96
22503,PRD-022503,20230923,1906,Each,39,1468,3318,137,120,5,2.37
22504,PRD-022504,20190915,2792,Each,27,835,4017,166,156,17,3.05
22505,PRD-022505,20251007,1993,Each,88,988,3790,324,299,24,5.49
22506,PRD-022506,20191128,1377,Each,12,1866,2476,220,204,8,5.94
22507,PRD-022507,20210321,1587,Each,64,546,4540,83,79,4,1.64
22508,PRD-022508,20210309,3908,Each,12,1339,677,344,312,9,8.85
22509,PRD-022509,20250129,4226,Each,42,1657,1263,185,185,8,4.94
22510,PRD-022510,20200208,2789,Each,20,1314,1235,329,312,16,8.83
22511,PRD-022511,20230716,3596,Each,92,1425,2588,245,237,18,5.33
22512,PRD-022512,20201118,3097,Each,75,453,1253,102,96,0,1.99
22513,PRD-022513,20230721,295,Each,54,1506,1632,193,179,12,5.43
22514,PRD-022514,20250512,311,Each,64,1190,3126,402,385,5,8.16
22515,PRD-022515,20190919,525,Each,49,794,2575,170,163,5,4.76
22516,PRD-022516,20190530,1712,Each,88,1602,1983,240,232,14,4.8
22517,PRD-022517,20250206,3426,Each,72,1646,4406,336,311,27,5.84
22518,PRD-022518,20191227,2714,Each,96,1315,1272,192,184,7,4.84
22519,PRD-022519,20220810,3199,Each,15,1925,4918,269,256,4,5.75
22520,PRD-022520,20250618,4084,Each,4,692,1761,396,368,23,7.33
22521,PRD-022521,20250430,405,Each,69,1980,4764,422,382,19,9.86
22522,PRD-022522,20231027,2085,Each,4,779,1074,219,207,3,4.53
22523,PRD-022523,20210405,3633,Each,40,758,3916,391,390,48,8.31
22524,PRD-022524,20200513,1776,Each,13,1770,930,335,301,11,6.28
22525,PRD-022525,20241203,472,Each,54,599,906,145,132,5,3.82
22526,PRD-022526,20240210,4961,Each,72,290,291,278,246,3,4.52
22527,PRD-022527,20201021,1464,Each,43,1236,4828,224,203,5,6.05
22528,PRD-022528,20200911,2342,Each,13,266,1078,173,167,3,3.56
22529,PRD-022529,20210223,2806,Each,6,1730,2165,231,226,3,4.0
22530,PRD-022530,20200922,1280,Each,66,1185,2071,273,260,14,5.52
22531,PRD-022531,20231203,1039,Each,67,1284,847,298,256,6,6.78
22532,PRD-022532,20210129,4204,Each,12,857,4764,194,185,10,4.77
22533,PRD-022533,20240811,1450,Each,93,1675,3787,324,301,6,8.52
22534,PRD-022534,20220503,2995,Each,37,228,3665,293,278,7,5.19
22535,PRD-022535,20210103,1465,Each,78,554,1234,70,62,3,1.44
22536,PRD-022536,20240519,785,Each,17,1329,1543,263,236,5,5.14
22537,PRD-022537,20230628,4414,Each,46,1469,1109,179,160,24,3.9
22538,PRD-022538,20240824,1900,Each,82,759,1641,262,241,6,6.24
22539,PRD-022539,20201130,3693,Each,69,1053,2286,160,151,3,3.32
22540,PRD-022540,20250328,1482,Each,66,1939,3944,365,345,4,5.84
22541,PRD-022541,20240914,1277,Each,81,1350,4440,378,315,11,9.83
22542,PRD-022542,20240605,4999,Each,18,410,4537,151,140,7,2.74
22543,PRD-022543,20190706,3366,Each,99,1504,4351,201,190,11,4.26
22544,PRD-022544,20200211,4735,Each,31,1712,346,231,227,16,3.89
22545,PRD-022545,20240901,495,Each,88,519,1589,306,291,12,6.47
22546,PRD-022546,20230528,2707,Each,32,1333,4399,233,214,6,3.86
22547,PRD-022547,20250106,4750,Each,72,454,110,354,305,7,7.59
22548,PRD-022548,20211209,4479,Each,70,1500,4015,266,251,6,4.43
22549,PRD-022549,20200525,1677,Each,72,1591,1877,142,131,4,2.79
22550,PRD-022550,20240828,3068,Each,39,1150,3541,243,222,18,4.12
22551,PRD-022551,20240607,2088,Each,99,1484,382,267,253,8,4.79
22552,PRD-022552,20241025,2109,Each,98,1308,429,383,383,27,8.69
22553,PRD-022553,20200404,4973,Each,17,1387,1488,164,148,6,2.6
22554,PRD-022554,20210315,4108,Each,60,422,1954,201,187,24,3.24
22555,PRD-022555,20250124,627,Each,15,145,1286,240,223,15,4.62
22556,PRD-022556,20251118,345,Each,58,2,2900,374,315,47,6.57
22557,PRD-022557,20220115,3685,Each,14,1568,4377,311,287,13,8.01
22558,PRD-022558,20201225,1380,Each,86,334,3754,134,124,10,2.42
22559,PRD-022559,20250523,2217,Each,70,1507,1787,389,376,8,7.41
22560,PRD-022560,20230721,139,Each,39,206,675,345,323,24,9.51
22561,PRD-022561,20251019,3576,Each,21,927,4314,357,324,13,5.94
22562,PRD-022562,20190926,2911,Each,68,389,1031,106,102,5,1.72
22563,PRD-022563,20240131,3591,Each,100,1318,4342,338,338,18,5.83
22564,PRD-022564,20231127,3638,Each,38,1685,2112,173,157,3,2.91
22565,PRD-022565,20210213,3391,Each,2,1099,751,115,106,3,2.28
22566,PRD-022566,20241123,2432,Each,61,655,1978,151,137,5,4.2
22567,PRD-022567,20200812,2701,Each,43,1031,2653,83,80,5,1.55
22568,PRD-022568,20240603,382,Each,45,1913,2976,321,287,11,7.85
22569,PRD-022569,20210518,4328,Each,10,1905,3139,220,218,15,4.01
22570,PRD-022570,20250126,1841,Each,58,1611,2757,266,266,4,5.06
22571,PRD-022571,20230312,4924,Each,3,1783,3473,385,355,17,6.21
22572,PRD-022572,20221130,4217,Each,70,148,2708,310,302,14,7.94
22573,PRD-022573,20210725,2499,Each,16,1472,473,166,156,5,4.32
22574,PRD-022574,20250922,1641,Each,93,93,1024,353,322,7,8.23
22575,PRD-022575,20250902,2571,Each,45,1708,2567,297,283,6,5.16
22576,PRD-022576,20251007,3866,Each,90,169,699,296,272,32,6.72
22577,PRD-022577,20200101,3770,Each,93,1152,595,213,204,5,3.77
22578,PRD-022578,20200908,1867,Each,5,256,2170,208,187,10,4.09
22579,PRD-022579,20210104,506,Each,28,1880,2171,196,186,12,3.42
22580,PRD-022580,20220919,4160,Each,89,463,428,387,362,8,5.98
22581,PRD-022581,20200121,1675,Each,13,1596,4946,318,315,24,8.37
22582,PRD-022582,20221206,1497,Each,7,1205,2982,132,130,11,2.63
22583,PRD-022583,20240228,4076,Each,74,1846,4605,334,313,31,9.53
22584,PRD-022584,20220411,3759,Each,24,210,785,253,215,9,6.99
22585,PRD-022585,20240708,4833,Each,74,573,4506,256,253,38,6.85
22586,PRD-022586,20190128,233,Each,54,1757,4330,130,126,4,2.28
22587,PRD-022587,20231107,332,Each,32,396,4316,332,313,8,7.16
22588,PRD-022588,20190607,2383,Each,60,236,227,178,164,4,2.89
22589,PRD-022589,20190402,141,Each,76,30,2655,162,148,18,2.64
22590,PRD-022590,20230924,174,Each,93,95,1753,361,324,6,6.16
22591,PRD-022591,20210811,1954,Each,13,1842,1214,143,138,10,2.78
22592,PRD-022592,20210820,1864,Each,42,961,3544,243,230,18,4.65
22593,PRD-022593,20231022,3041,Each,67,1362,3962,227,198,25,5.82
22594,PRD-022594,20230721,4369,Each,5,1514,2294,245,234,12,5.33
22595,PRD-022595,20230129,1674,Each,23,1451,3301,290,275,1,6.14
22596,PRD-022596,20220301,2943,Each,3,1341,700,217,211,3,5.03
22597,PRD-022597,20230618,121,Each,38,1680,3779,424,379,7,6.64
22598,PRD-022598,20221005,38,Each,64,1822,2667,205,188,11,4.83
22599,PRD-022599,20211215,3287,Each,24,428,1547,215,207,6,4.46
22600,PRD-022600,20210917,1289,Each,18,62,3467,226,219,9,6.12
22601,PRD-022601,20241009,1940,Each,30,917,4898,192,181,17,3.11
22602,PRD-022602,20250718,302,Each,30,736,4039,283,259,36,4.87
22603,PRD-022603,20211128,329,Each,44,1973,3694,166,149,4,2.97
22604,PRD-022604,20220205,4690,Each,99,114,3780,235,227,3,3.7
22605,PRD-022605,20210524,4130,Each,8,1670,1476,304,282,6,7.84
22606,PRD-022606,20190322,4528,Each,24,796,5000,289,248,18,7.6
22607,PRD-022607,20240506,1215,Each,61,125,2444,270,261,9,4.18
22608,PRD-022608,20220214,1489,Each,62,1385,3631,189,189,20,5.2
22609,PRD-022609,20191001,2005,Each,65,611,4794,463,421,19,7.19
22610,PRD-022610,20241105,4543,Each,41,1758,3766,395,355,18,6.5
22611,PRD-022611,20240127,3129,Each,65,221,226,496,466,7,8.12
22612,PRD-022612,20250524,3444,Each,51,510,2588,441,424,36,10.2
22613,PRD-022613,20200122,1911,Each,89,1910,685,203,190,6,3.19
22614,PRD-022614,20250926,1813,Each,88,202,1538,488,435,41,7.63
22615,PRD-022615,20230827,4872,Each,85,1066,2059,207,207,11,4.98
22616,PRD-022616,20221123,2721,Each,69,1862,99,249,245,37,3.9
22617,PRD-022617,20210831,2338,Each,70,1345,2614,232,226,10,4.07
22618,PRD-022618,20230714,1245,Each,18,195,4956,318,264,4,4.97
22619,PRD-022619,20201204,1330,Each,90,48,4767,197,171,3,4.81
22620,PRD-022620,20240901,1789,Each,58,234,3174,487,436,11,7.78
22621,PRD-022621,20250620,2565,Each,26,914,1763,471,438,29,7.59
22622,PRD-022622,20190108,3467,Each,40,1632,108,317,302,10,7.25
22623,PRD-022623,20200910,336,Each,76,1534,645,206,195,7,4.91
22624,PRD-022624,20251028,601,Each,46,1153,3084,148,128,8,2.35
22625,PRD-022625,20230528,4626,Each,9,352,4001,383,374,37,6.36
22626,PRD-022626,20250128,1825,Each,55,15,3353,290,282,14,5.91
22627,PRD-022627,20190105,4896,Each,57,81,1047,279,261,13,4.36
22628,PRD-022628,20210808,3481,Each,34,1761,199,303,281,40,8.13
22629,PRD-022629,20211212,1965,Each,44,682,657,188,181,24,2.96
22630,PRD-022630,20210407,689,Each,59,1923,1734,364,343,2,5.72
22631,PRD-022631,20241206,3209,Each,94,164,2164,315,280,15,7.05
22632,PRD-022632,20240204,4211,Each,8,517,3583,341,299,35,5.52
22633,PRD-022633,20250823,839,Each,30,1815,2360,213,191,10,4.15
22634,PRD-022634,20240712,1203,Each,59,785,1579,472,444,29,7.69
22635,PRD-022635,20250328,893,Each,40,1196,1958,403,360,20,6.37
22636,PRD-022636,20231011,832,Each,4,816,3149,306,275,13,5.28
22637,PRD-022637,20230922,1674,Each,73,176,2715,105,94,3,2.95
22638,PRD-022638,20210503,3944,Each,70,629,3112,76,76,3,1.28
22639,PRD-022639,20240612,4597,Each,100,770,2522,481,448,29,10.61
22640,PRD-022640,20210128,3925,Each,39,1468,534,113,100,0,2.18
22641,PRD-022641,20190118,2119,Each,30,1202,2592,50,47,3,1.0
22642,PRD-022642,20200503,2864,Each,21,1206,4884,109,102,8,2.17
22643,PRD-022643,20250504,2571,Each,37,238,61,307,252,9,4.89
22644,PRD-022644,20221209,1016,Each,32,1694,4074,147,147,6,3.72
22645,PRD-022645,20230804,4180,Each,63,1969,1811,135,127,17,3.81
22646,PRD-022646,20250527,4709,Each,65,611,328,271,268,7,4.23
