financial_transaction_key,transaction_id,date_key,account_key,location_key,transaction_type,transaction_category,transaction_amount
37448,FIN-037448,20200825,512,98,Cost,Materials,9842.81
37449,FIN-037449,20200621,630,73,Revenue,Sales Revenue,7334.66
37450,FIN-037450,20221013,497,11,Revenue,Sales Revenue,4465.33
37451,FIN-037451,20220506,183,69,Revenue,Sales Revenue,2148.08
37452,FIN-037452,20210518,47,76,Cost,Materials,12302.52
37453,FIN-037453,20200513,916,68,Revenue,Sales Revenue,16457.82
37454,FIN-037454,20190728,717,68,Cost,Maintenance,8614.04
37455,FIN-037455,20231007,34,14,Cost,Materials,2133.9
37456,FIN-037456,20231020,986,81,Revenue,Sales Revenue,5427.54
37457,FIN-037457,20200816,776,35,Cost,Maintenance,3417.45
37458,FIN-037458,20190830,944,63,Revenue,Sales Revenue,1000.61
37459,FIN-037459,20240902,247,25,Revenue,Sales Revenue,4604.85
37460,FIN-037460,20220117,740,8,Cost,Materials,10644.74
37461,FIN-037461,20221123,622,68,Expense,Operating Expense,5418.96
37462,FIN-037462,20240715,630,6,Cost,Maintenance,1153.91
37463,FIN-037463,20220414,365,95,Revenue,Sales Revenue,2124.77
37464,FIN-037464,20200820,409,41,Revenue,Sales Revenue,5586.47
37465,FIN-037465,20200113,519,4,Cost,Maintenance,708.74
37466,FIN-037466,20240314,879,17,Revenue,Sales Revenue,3659.47
37467,FIN-037467,20240629,68,1,Expense,Payroll,2488.87
37468,FIN-037468,20231124,267,56,Expense,Operating Expense,1255.03
37469,FIN-037469,20210722,641,96,Expense,Utilities,1125.99
37470,FIN-037470,20250817,1,39,Revenue,Sales Revenue,1180.27
37471,FIN-037471,20240416,891,70,Expense,Utilities,1454.28
37472,FIN-037472,20221208,858,21,Revenue,Sales Revenue,3706.81
37473,FIN-037473,20230607,570,64,Cost,Materials,4769.82
37474,FIN-037474,20220506,734,22,Revenue,Sales Revenue,2251.55
37475,FIN-037475,20231005,139,99,Cost,Maintenance,366.16
37476,FIN-037476,20200313,318,72,Expense,Operating Expense,2369.26
37477,FIN-037477,20230223,144,71,Cost,Materials,841.31
37478,FIN-037478,20210816,361,22,Cost,Materials,2545.64
37479,FIN-037479,20200404,794,81,Revenue,Sales Revenue,6221.72
37480,FIN-037480,20220308,954,79,Revenue,Sales Revenue,17643.13
37481,FIN-037481,20230519,913,71,Expense,Operating Expense,2253.96
37482,FIN-037482,20210115,390,20,Expense,Operating Expense,7061.29
37483,FIN-037483,20220522,634,5,Revenue,Sales Revenue,3645.84
37484,FIN-037484,20200115,325,30,Expense,Utilities,495.59
37485,FIN-037485,20241104,331,55,Revenue,Sales Revenue,4818.77
37486,FIN-037486,20231110,793,31,Revenue,Sales Revenue,22313.69
37487,FIN-037487,20250609,164,90,Expense,Operating Expense,5080.44
37488,FIN-037488,20240917,583,44,Revenue,Sales Revenue,3318.92
37489,FIN-037489,20240710,746,85,Revenue,Sales Revenue,29398.99
37490,FIN-037490,20191209,810,36,Expense,Utilities,1108.09
37491,FIN-037491,20250514,282,57,Expense,Operating Expense,5600.96
37492,FIN-037492,20240608,249,50,Cost,Maintenance,3969.47
37493,FIN-037493,20220219,603,37,Cost,Maintenance,2289.86
37494,FIN-037494,20221124,811,13,Expense,Payroll,3473.04
37495,FIN-037495,20220604,809,57,Cost,Materials,2777.68
37496,FIN-037496,20231019,285,13,Cost,Maintenance,2573.18
37497,FIN-037497,20201113,340,42,Revenue,Sales Revenue,2227.98
37498,FIN-037498,20230903,662,22,Revenue,Sales Revenue,6882.23
37499,FIN-037499,20231209,500,76,Expense,Payroll,2568.79
37500,FIN-037500,20190630,504,26,Revenue,Sales Revenue,1346.01
37501,FIN-037501,20230115,121,51,Expense,Payroll,2446.34
37502,FIN-037502,20230309,29,18,Revenue,Sales Revenue,9711.43
37503,FIN-037503,20250515,456,64,Cost,Materials,6337.65
37504,FIN-037504,20221027,978,86,Revenue,Sales Revenue,1703.53
37505,FIN-037505,20231213,457,51,Expense,Operating Expense,2774.39
37506,FIN-037506,20200424,304,24,Cost,Maintenance,8025.63
37507,FIN-037507,20210817,461,36,Cost,Materials,5963.26
37508,FIN-037508,20200812,919,72,Revenue,Sales Revenue,1616.03
37509,FIN-037509,20200703,567,38,Revenue,Sales Revenue,4668.22
37510,FIN-037510,20201222,20,76,Expense,Payroll,12622.85
37511,FIN-037511,20240809,701,15,Cost,Materials,1252.04
37512,FIN-037512,20251207,398,22,Expense,Operating Expense,2155.64
37513,FIN-037513,20200921,236,2,Expense,Operating Expense,10228.5
37514,FIN-037514,20201212,530,12,Revenue,Sales Revenue,6385.45
37515,FIN-037515,20240813,229,44,Revenue,Sales Revenue,25729.3
37516,FIN-037516,20220103,531,41,Revenue,Sales Revenue,14095.77
37517,FIN-037517,20241220,895,24,Expense,Utilities,9069.0
37518,FIN-037518,20230129,992,85,Revenue,Sales Revenue,2760.46
37519,FIN-037519,20200807,913,56,Cost,Maintenance,2756.0
37520,FIN-037520,20221225,725,73,Cost,Maintenance,463.21
37521,FIN-037521,20200110,782,42,Revenue,Sales Revenue,4923.41
37522,FIN-037522,20220430,908,5,Cost,Materials,391.23
37523,FIN-037523,20221226,868,24,Revenue,Sales Revenue,10835.46
37524,FIN-037524,20240323,693,63,Cost,Materials,1566.91
37525,FIN-037525,20221226,119,43,Expense,Operating Expense,1387.43
37526,FIN-037526,20210516,791,24,Cost,Materials,1129.58
37527,FIN-037527,20220712,657,90,Revenue,Sales Revenue,8674.3
37528,FIN-037528,20240806,853,98,Cost,Materials,992.15
37529,FIN-037529,20240521,347,68,Expense,Operating Expense,1469.54
37530,FIN-037530,20230310,730,26,Expense,Payroll,1471.67
37531,FIN-037531,20240901,652,23,Revenue,Sales Revenue,4374.35
37532,FIN-037532,20231015,461,78,Expense,Payroll,4628.61
37533,FIN-037533,20251205,724,91,Revenue,Sales Revenue,2902.24
37534,FIN-037534,20230610,501,26,Expense,Operating Expense,2322.5
37535,FIN-037535,20230116,296,14,Cost,Maintenance,2374.9
37536,FIN-037536,20230220,953,78,Revenue,Sales Revenue,3160.27
37537,FIN-037537,20201201,810,25,Revenue,Sales Revenue,5233.99
37538,FIN-037538,20231130,867,41,Revenue,Sales Revenue,20849.18
37539,FIN-037539,20250724,901,7,Cost,Materials,10674.83
37540,FIN-037540,20211010,816,82,Cost,Materials,3956.07
37541,FIN-037541,20210408,163,25,Cost,Materials,3857.73
37542,FIN-037542,20231221,670,9,Cost,Materials,979.29
37543,FIN-037543,20200930,27,69,Expense,Utilities,1228.6
37544,FIN-037544,20240115,937,80,Expense,Operating Expense,6416.1
37545,FIN-037545,20240104,83,70,Cost,Maintenance,9902.01
37546,FIN-037546,20200808,29,85,Expense,Operating Expense,1522.66
37547,FIN-037547,20211015,886,61,Cost,Materials,2440.92
37548,FIN-037548,20221019,159,95,Cost,Maintenance,13669.06
37549,FIN-037549,20210220,74,35,Revenue,Sales Revenue,7827.09
37550,FIN-037550,20190321,842,70,Expense,Payroll,5341.07
37551,FIN-037551,20210321,418,62,Revenue,Sales Revenue,5677.32
37552,FIN-037552,20250821,941,47,Revenue,Sales Revenue,3631.49
37553,FIN-037553,20191116,414,24,Revenue,Sales Revenue,2487.97
37554,FIN-037554,20250930,55,80,Revenue,Sales Revenue,20565.79
37555,FIN-037555,20240130,189,6,Expense,Operating Expense,1002.68
37556,FIN-037556,20201207,612,9,Revenue,Sales Revenue,1479.7
37557,FIN-037557,20251113,734,16,Revenue,Sales Revenue,8978.29
37558,FIN-037558,20230720,591,54,Cost,Maintenance,1497.3
37559,FIN-037559,20210227,737,52,Cost,Maintenance,1233.54
37560,FIN-037560,20240502,754,70,Revenue,Sales Revenue,4678.02
37561,FIN-037561,20201218,855,85,Expense,Operating Expense,1285.38
37562,FIN-037562,20210907,29,5,Cost,Materials,1501.05
37563,FIN-037563,20251115,991,45,Expense,Utilities,5113.81
37564,FIN-037564,20200923,17,73,Revenue,Sales Revenue,1313.54
37565,FIN-037565,20240613,728,8,Cost,Maintenance,3478.93
37566,FIN-037566,20240821,658,30,Cost,Maintenance,2721.09
37567,FIN-037567,20220922,532,20,Cost,Maintenance,3312.81
37568,FIN-037568,20250209,812,99,Revenue,Sales Revenue,5626.64
37569,FIN-037569,20220127,179,21,Revenue,Sales Revenue,3291.97
37570,FIN-037570,20221025,508,29,Revenue,Sales Revenue,15292.87
37571,FIN-037571,20230810,850,78,Expense,Payroll,5659.24
37572,FIN-037572,20251227,456,64,Revenue,Sales Revenue,5089.01
37573,FIN-037573,20211014,726,92,Cost,Maintenance,2878.48
37574,FIN-037574,20230429,430,96,Revenue,Sales Revenue,2557.77
37575,FIN-037575,20200105,600,66,Cost,Materials,7732.03
37576,FIN-037576,20190217,991,35,Revenue,Sales Revenue,1732.7
37577,FIN-037577,20190705,245,7,Expense,Utilities,6241.76
37578,FIN-037578,20250424,266,94,Cost,Maintenance,465.19
37579,FIN-037579,20201012,725,67,Expense,Utilities,1933.0
37580,FIN-037580,20230930,592,58,Cost,Materials,3503.06
37581,FIN-037581,20220514,552,68,Revenue,Sales Revenue,4176.09
37582,FIN-037582,20191127,17,2,Revenue,Sales Revenue,4044.56
37583,FIN-037583,20250604,331,73,Cost,Materials,4253.84
37584,FIN-037584,20251007,898,89,Expense,Operating Expense,1481.19
37585,FIN-037585,20211027,415,44,Cost,Maintenance,577.84
37586,FIN-037586,20240601,772,66,Cost,Maintenance,7015.15
37587,FIN-037587,20200603,929,13,Revenue,Sales Revenue,6170.38
37588,FIN-037588,20220110,683,76,Revenue,Sales Revenue,673.18
37589,FIN-037589,20241017,829,60,Expense,Utilities,990.8
37590,FIN-037590,20240610,527,30,Cost,Materials,8366.09
37591,FIN-037591,20230309,866,58,Expense,Payroll,2013.0
37592,FIN-037592,20190305,697,7,Expense,Utilities,1288.62
37593,FIN-037593,20221020,832,2,Expense,Operating Expense,2785.7
37594,FIN-037594,20241113,863,88,Revenue,Sales Revenue,20030.9
37595,FIN-037595,20250204,584,35,Cost,Maintenance,4304.7
37596,FIN-037596,20240328,68,41,Revenue,Sales Revenue,3714.01
37597,FIN-037597,20191214,607,6,Expense,Operating Expense,1578.61
37598,FIN-037598,20220503,113,46,Expense,Payroll,1610.27
37599,FIN-037599,20210314,511,24,Revenue,Sales Revenue,2797.43
37600,FIN-037600,20220123,503,24,Expense,Utilities,3918.12
37601,FIN-037601,20240716,23,51,Expense,Payroll,2717.72
37602,FIN-037602,20221030,418,75,Revenue,Sales Revenue,2855.11
37603,FIN-037603,20231226,61,93,Cost,Materials,972.48
37604,FIN-037604,20190224,629,76,Revenue,Sales Revenue,2689.05
37605,FIN-037605,20200927,545,47,Revenue,Sales Revenue,1917.1
37606,FIN-037606,20250221,288,8,Expense,Operating Expense,3664.66
37607,FIN-037607,20221105,805,21,Expense,Utilities,1150.84
37608,FIN-037608,20241008,464,26,Revenue,Sales Revenue,9816.09
37609,FIN-037609,20200925,669,44,Cost,Maintenance,3662.11
37610,FIN-037610,20250807,954,58,Cost,Materials,11207.33
37611,FIN-037611,20250219,221,1,Cost,Materials,2637.54
37612,FIN-037612,20240802,616,48,Expense,Payroll,5075.9
37613,FIN-037613,20230724,572,96,Revenue,Sales Revenue,1837.59
37614,FIN-037614,20220303,613,20,Revenue,Sales Revenue,4837.01
37615,FIN-037615,20220530,183,47,Revenue,Sales Revenue,5468.82
37616,FIN-037616,20220412,641,18,Expense,Utilities,3723.83
37617,FIN-037617,20221002,990,59,Revenue,Sales Revenue,35178.95
37618,FIN-037618,20240130,918,65,Cost,Maintenance,940.93
37619,FIN-037619,20210314,8,95,Revenue,Sales Revenue,18095.01
37620,FIN-037620,20220808,701,83,Revenue,Sales Revenue,10478.92
37621,FIN-037621,20221223,63,59,Expense,Payroll,914.46
37622,FIN-037622,20210203,991,3,Cost,Materials,718.03
37623,FIN-037623,20240205,418,62,Revenue,Sales Revenue,18328.38
37624,FIN-037624,20241227,868,14,Expense,Operating Expense,2280.84
37625,FIN-037625,20220209,546,19,Expense,Payroll,946.27
37626,FIN-037626,20200526,20,44,Expense,Utilities,1952.64
37627,FIN-037627,20190831,57,41,Cost,Materials,4146.37
37628,FIN-037628,20220228,571,72,Revenue,Sales Revenue,2346.12
37629,FIN-037629,20201022,824,65,Revenue,Sales Revenue,17523.3
37630,FIN-037630,20240215,405,27,Cost,Maintenance,11215.06
37631,FIN-037631,20231020,87,69,Revenue,Sales Revenue,5157.11
37632,FIN-037632,20250305,149,16,Expense,Operating Expense,990.24
37633,FIN-037633,20251203,785,49,Expense,Payroll,5143.92
37634,FIN-037634,20251122,706,35,Revenue,Sales Revenue,7946.37
37635,FIN-037635,20220424,550,86,Revenue,Sales Revenue,847.64
37636,FIN-037636,20250105,2,47,Expense,Operating Expense,7525.53
37637,FIN-037637,20201224,278,22,Revenue,Sales Revenue,3863.99
37638,FIN-037638,20221218,77,5,Revenue,Sales Revenue,3095.11
37639,FIN-037639,20210209,749,76,Expense,Payroll,2325.62
37640,FIN-037640,20230110,980,58,Revenue,Sales Revenue,6727.19
37641,FIN-037641,20200224,820,58,Cost,Maintenance,3615.06
37642,FIN-037642,20190216,823,5,Cost,Materials,2706.58
37643,FIN-037643,20210520,127,13,Cost,Maintenance,1792.34
37644,FIN-037644,20190405,147,2,Cost,Materials,8248.39
37645,FIN-037645,20210309,510,90,Expense,Operating Expense,1335.68
37646,FIN-037646,20201214,657,41,Revenue,Sales Revenue,1715.01
37647,FIN-037647,20240214,988,17,Cost,Materials,1201.45
37648,FIN-037648,20250612,986,12,Cost,Maintenance,1543.29
37649,FIN-037649,20251206,711,79,Expense,Utilities,641.27
37650,FIN-037650,20220110,7,72,Revenue,Sales Revenue,5347.38
37651,FIN-037651,20231215,636,73,Expense,Operating Expense,515.81
37652,FIN-037652,20250313,808,22,Cost,Materials,1134.33
37653,FIN-037653,20221122,954,41,Expense,Payroll,853.32
37654,FIN-037654,20240222,196,58,Expense,Operating Expense,4835.05
37655,FIN-037655,20240901,53,81,Expense,Operating Expense,1047.53
37656,FIN-037656,20220826,150,7,Expense,Utilities,678.96
37657,FIN-037657,20190218,598,85,Revenue,Sales Revenue,3737.89
37658,FIN-037658,20230529,572,44,Revenue,Sales Revenue,6374.39
37659,FIN-037659,20210101,192,8,Cost,Materials,1710.17
37660,FIN-037660,20220803,828,28,Expense,Payroll,3978.85
37661,FIN-037661,20220501,719,28,Cost,Maintenance,760.74
37662,FIN-037662,20220416,358,63,Revenue,Sales Revenue,9365.99
37663,FIN-037663,20210510,773,39,Expense,Payroll,1506.69
37664,FIN-037664,20221205,322,58,Expense,Operating Expense,5580.3
37665,FIN-037665,20251207,231,74,Expense,Operating Expense,2075.51
37666,FIN-037666,20240913,117,37,Expense,Payroll,2574.18
37667,FIN-037667,20220227,253,13,Cost,Maintenance,1231.76
37668,FIN-037668,20190513,34,71,Revenue,Sales Revenue,2106.7
37669,FIN-037669,20190811,501,68,Revenue,Sales Revenue,1168.07
37670,FIN-037670,20241025,60,70,Revenue,Sales Revenue,28967.59
37671,FIN-037671,20200928,252,60,Revenue,Sales Revenue,2012.99
37672,FIN-037672,20221122,931,20,Revenue,Sales Revenue,15407.23
37673,FIN-037673,20251029,411,35,Revenue,Sales Revenue,13565.87
37674,FIN-037674,20240310,766,13,Revenue,Sales Revenue,2173.28
37675,FIN-037675,20231009,767,10,Cost,Maintenance,7123.78
37676,FIN-037676,20210326,188,67,Cost,Materials,5409.77
37677,FIN-037677,20230522,416,3,Revenue,Sales Revenue,5394.32
37678,FIN-037678,20191119,108,48,Expense,Utilities,4981.78
37679,FIN-037679,20211028,611,58,Revenue,Sales Revenue,3737.66
37680,FIN-037680,20190513,680,71,Expense,Operating Expense,2817.82
37681,FIN-037681,20200826,585,85,Cost,Materials,1754.39
37682,FIN-037682,20220905,460,95,Expense,Operating Expense,413.4
37683,FIN-037683,20210520,301,19,Revenue,Sales Revenue,1573.74
37684,FIN-037684,20250530,441,86,Expense,Payroll,1203.8
37685,FIN-037685,20220331,710,71,Revenue,Sales Revenue,1938.5
37686,FIN-037686,20210101,957,39,Cost,Materials,4091.98
37687,FIN-037687,20200206,236,39,Cost,Maintenance,816.18
37688,FIN-037688,20190104,568,47,Revenue,Sales Revenue,865.01
37689,FIN-037689,20250921,847,7,Revenue,Sales Revenue,2511.0
37690,FIN-037690,20230603,475,15,Revenue,Sales Revenue,4234.77
37691,FIN-037691,20250924,548,11,Revenue,Sales Revenue,634.47
37692,FIN-037692,20190219,686,74,Revenue,Sales Revenue,4272.5
37693,FIN-037693,20190428,43,79,Cost,Maintenance,1586.07
37694,FIN-037694,20210407,632,45,Revenue,Sales Revenue,2086.33
37695,FIN-037695,20190924,53,66,Cost,Maintenance,1721.52
37696,FIN-037696,20230124,391,92,Revenue,Sales Revenue,6984.96
37697,FIN-037697,20211020,631,87,Revenue,Sales Revenue,21727.27
37698,FIN-037698,20220903,374,69,Expense,Operating Expense,1475.84
37699,FIN-037699,20251229,147,79,Revenue,Sales Revenue,4775.95
37700,FIN-037700,20191209,44,51,Expense,Operating Expense,811.08
37701,FIN-037701,20221226,90,77,Expense,Utilities,2251.61
37702,FIN-037702,20210911,769,55,Revenue,Sales Revenue,1961.19
37703,FIN-037703,20250723,548,73,Revenue,Sales Revenue,14747.66
37704,FIN-037704,20240728,987,44,Revenue,Sales Revenue,2353.04
37705,FIN-037705,20230907,236,72,Revenue,Sales Revenue,3284.39
37706,FIN-037706,20220907,92,42,Revenue,Sales Revenue,4690.25
37707,FIN-037707,20231012,184,76,Cost,Maintenance,674.84
37708,FIN-037708,20200529,554,97,Cost,Materials,4226.35
37709,FIN-037709,20221011,451,86,Expense,Payroll,4094.01
37710,FIN-037710,20220728,524,87,Revenue,Sales Revenue,4375.18
37711,FIN-037711,20190124,196,30,Revenue,Sales Revenue,1511.79
37712,FIN-037712,20200203,366,8,Expense,Utilities,351.64
37713,FIN-037713,20220517,57,30,Cost,Materials,1350.78
37714,FIN-037714,20250112,574,29,Revenue,Sales Revenue,18532.05
37715,FIN-037715,20190113,693,51,Revenue,Sales Revenue,2920.36
37716,FIN-037716,20220307,914,70,Revenue,Sales Revenue,5002.53
37717,FIN-037717,20220306,637,70,Revenue,Sales Revenue,3640.4
37718,FIN-037718,20210824,102,31,Cost,Materials,4301.43
37719,FIN-037719,20211119,19,73,Revenue,Sales Revenue,1023.71
37720,FIN-037720,20200625,984,63,Revenue,Sales Revenue,11819.32
37721,FIN-037721,20230330,740,75,Expense,Payroll,3201.4
37722,FIN-037722,20190802,99,10,Cost,Maintenance,6153.05
37723,FIN-037723,20230423,377,20,Revenue,Sales Revenue,3029.05
37724,FIN-037724,20211114,954,58,Cost,Maintenance,1518.53
37725,FIN-037725,20250320,716,40,Cost,Materials,3629.64
37726,FIN-037726,20220131,366,94,Revenue,Sales Revenue,12124.98
37727,FIN-037727,20240423,617,58,Expense,Payroll,5780.89
37728,FIN-037728,20200727,687,47,Revenue,Sales Revenue,4110.67
37729,FIN-037729,20201005,968,95,Revenue,Sales Revenue,3775.3
37730,FIN-037730,20250623,398,42,Expense,Utilities,1647.53
37731,FIN-037731,20221217,623,9,Expense,Operating Expense,573.2
37732,FIN-037732,20220319,475,23,Revenue,Sales Revenue,7040.92
37733,FIN-037733,20220223,737,39,Expense,Operating Expense,2268.08
37734,FIN-037734,20210320,46,2,Expense,Utilities,1141.13
37735,FIN-037735,20241207,95,52,Cost,Materials,619.41
37736,FIN-037736,20190906,450,65,Cost,Materials,5057.62
37737,FIN-037737,20200503,636,49,Revenue,Sales Revenue,2928.27
37738,FIN-037738,20190829,538,97,Revenue,Sales Revenue,7995.46
37739,FIN-037739,20220703,101,44,Expense,Utilities,6649.58
37740,FIN-037740,20241016,541,17,Revenue,Sales Revenue,3374.19
37741,FIN-037741,20250815,521,32,Revenue,Sales Revenue,5726.79
37742,FIN-037742,20190321,708,82,Cost,Materials,3159.33
37743,FIN-037743,20251025,150,6,Expense,Operating Expense,1929.65
37744,FIN-037744,20250214,71,59,Revenue,Sales Revenue,25310.04
37745,FIN-037745,20230310,345,40,Expense,Payroll,2017.35
37746,FIN-037746,20211010,179,77,Expense,Operating Expense,1383.66
37747,FIN-037747,20220504,814,77,Expense,Operating Expense,2671.68
37748,FIN-037748,20250812,730,39,Revenue,Sales Revenue,3998.1
37749,FIN-037749,20240513,529,98,Expense,Operating Expense,3189.21
37750,FIN-037750,20251024,240,97,Expense,Utilities,1417.17
37751,FIN-037751,20220622,84,27,Cost,Materials,1290.25
37752,FIN-037752,20250807,120,76,Expense,Utilities,1325.22
37753,FIN-037753,20200228,285,35,Revenue,Sales Revenue,8082.84
37754,FIN-037754,20220619,579,4,Revenue,Sales Revenue,8097.63
37755,FIN-037755,20190410,852,97,Revenue,Sales Revenue,2218.31
37756,FIN-037756,20190224,247,73,Revenue,Sales Revenue,864.79
37757,FIN-037757,20241225,287,54,Revenue,Sales Revenue,6799.57
37758,FIN-037758,20250827,246,85,Expense,Operating Expense,571.28
37759,FIN-037759,20220711,429,20,Revenue,Sales Revenue,1823.35
37760,FIN-037760,20250729,306,23,Revenue,Sales Revenue,6782.01
37761,FIN-037761,20240825,523,31,Revenue,Sales Revenue,8521.31
37762,FIN-037762,20241009,579,38,Expense,Payroll,4410.18
37763,FIN-037763,20250121,411,45,Expense,Utilities,1473.56
37764,FIN-037764,20220805,379,53,Cost,Materials,5266.07
37765,FIN-037765,20190828,776,43,Expense,Utilities,999.55
37766,FIN-037766,20221207,813,45,Cost,Maintenance,7089.3
37767,FIN-037767,20200302,507,54,Revenue,Sales Revenue,6409.49
37768,FIN-037768,20250313,242,38,Expense,Utilities,2371.62
37769,FIN-037769,20221017,930,40,Expense,Operating Expense,735.77
37770,FIN-037770,20220619,144,33,Revenue,Sales Revenue,3381.58
37771,FIN-037771,20220720,680,19,Cost,Maintenance,1993.07
37772,FIN-037772,20220918,553,45,Cost,Maintenance,4898.49
37773,FIN-037773,20210704,314,67,Expense,Utilities,549.13
37774,FIN-037774,20200424,150,96,Expense,Operating Expense,1624.29
37775,FIN-037775,20200228,591,73,Expense,Operating Expense,834.94
37776,FIN-037776,20220917,673,82,Cost,Maintenance,1553.35
37777,FIN-037777,20200521,303,94,Expense,Payroll,2479.66
37778,FIN-037778,20240410,99,93,Expense,Utilities,1592.34
37779,FIN-037779,20200929,231,46,Revenue,Sales Revenue,1209.72
37780,FIN-037780,20191225,414,21,Revenue,Sales Revenue,5357.09
37781,FIN-037781,20201031,470,55,Expense,Operating Expense,1903.6
37782,FIN-037782,20220829,316,69,Expense,Utilities,662.46
37783,FIN-037783,20230907,901,99,Cost,Materials,4345.67
37784,FIN-037784,20231126,742,18,Cost,Maintenance,1100.69
37785,FIN-037785,20190816,125,28,Revenue,Sales Revenue,19602.44
37786,FIN-037786,20240703,688,13,Expense,Utilities,2712.28
37787,FIN-037787,20241110,76,70,Revenue,Sales Revenue,5230.96
37788,FIN-037788,20250111,695,36,Expense,Payroll,3288.08
37789,FIN-037789,20241027,576,24,Revenue,Sales Revenue,49010.27
37790,FIN-037790,20220207,334,47,Expense,Utilities,1030.68
37791,FIN-037791,20240609,229,89,Expense,Utilities,587.14
37792,FIN-037792,20220616,780,67,Cost,Materials,2045.59
37793,FIN-037793,20201124,818,10,Revenue,Sales Revenue,8356.81
37794,FIN-037794,20240705,343,38,Expense,Utilities,8653.11
37795,FIN-037795,20210905,109,52,Revenue,Sales Revenue,3939.23
37796,FIN-037796,20230322,778,41,Revenue,Sales Revenue,4221.67
37797,FIN-037797,20240317,179,90,Revenue,Sales Revenue,6355.64
37798,FIN-037798,20190423,61,25,Revenue,Sales Revenue,5936.42
37799,FIN-037799,20241017,745,80,Cost,Materials,9290.71
37800,FIN-037800,20190102,759,8,Revenue,Sales Revenue,3907.5
37801,FIN-037801,20200320,537,14,Revenue,Sales Revenue,2352.67
37802,FIN-037802,20250729,64,54,Revenue,Sales Revenue,3318.38
37803,FIN-037803,20250803,216,38,Revenue,Sales Revenue,4283.16
37804,FIN-037804,20190804,325,15,Cost,Materials,1814.04
37805,FIN-037805,20250306,93,92,Expense,Utilities,3180.45
37806,FIN-037806,20220402,139,24,Cost,Materials,4068.36
37807,FIN-037807,20191213,874,55,Cost,Maintenance,497.66
37808,FIN-037808,20250621,545,23,Expense,Operating Expense,7894.27
37809,FIN-037809,20210104,812,26,Expense,Payroll,660.57
37810,FIN-037810,20230805,80,55,Expense,Utilities,3009.37
37811,FIN-037811,20221015,619,31,Cost,Maintenance,987.38
37812,FIN-037812,20250101,934,95,Revenue,Sales Revenue,3043.8
37813,FIN-037813,20240303,901,82,Revenue,Sales Revenue,5815.8
37814,FIN-037814,20221229,968,26,Revenue,Sales Revenue,5916.0
37815,FIN-037815,20210301,927,37,Expense,Operating Expense,4134.74
37816,FIN-037816,20200602,918,28,Expense,Payroll,1807.96
37817,FIN-037817,20190418,115,34,Cost,Maintenance,2719.5
37818,FIN-037818,20190716,962,47,Expense,Payroll,743.66
37819,FIN-037819,20210423,594,22,Expense,Payroll,1773.87
37820,FIN-037820,20230616,551,95,Revenue,Sales Revenue,13071.08
37821,FIN-037821,20220724,872,34,Expense,Utilities,764.73
37822,FIN-037822,20230316,405,46,Revenue,Sales Revenue,3273.46
37823,FIN-037823,20220220,293,46,Expense,Utilities,2075.19
37824,FIN-037824,20200630,40,5,Revenue,Sales Revenue,2885.76
37825,FIN-037825,20240530,685,80,Cost,Maintenance,1166.39
37826,FIN-037826,20230517,740,18,Expense,Payroll,852.32
37827,FIN-037827,20230109,109,35,Cost,Materials,1698.58
37828,FIN-037828,20220616,207,94,Cost,Maintenance,4946.34
37829,FIN-037829,20201203,822,84,Revenue,Sales Revenue,1373.51
37830,FIN-037830,20250529,814,72,Revenue,Sales Revenue,5599.58
37831,FIN-037831,20221010,663,25,Cost,Maintenance,2733.34
37832,FIN-037832,20210119,429,98,Revenue,Sales Revenue,1370.67
37833,FIN-037833,20200125,734,33,Cost,Materials,3631.68
37834,FIN-037834,20241210,172,76,Revenue,Sales Revenue,16856.17
37835,FIN-037835,20190517,128,95,Revenue,Sales Revenue,4385.96
37836,FIN-037836,20221123,3,78,Expense,Payroll,1184.99
37837,FIN-037837,20190123,87,3,Expense,Utilities,1024.85
37838,FIN-037838,20200219,672,26,Expense,Operating Expense,1196.73
37839,FIN-037839,20230926,930,29,Revenue,Sales Revenue,2411.66
37840,FIN-037840,20240309,459,42,Revenue,Sales Revenue,1526.95
37841,FIN-037841,20220119,204,47,Expense,Operating Expense,1734.2
37842,FIN-037842,20190216,577,33,Revenue,Sales Revenue,4141.76
37843,FIN-037843,20250126,580,83,Cost,Materials,1044.36
37844,FIN-037844,20251028,188,84,Expense,Operating Expense,4674.82
37845,FIN-037845,20210417,335,70,Revenue,Sales Revenue,7708.77
37846,FIN-037846,20220504,838,27,Cost,Maintenance,912.62
37847,FIN-037847,20251027,991,20,Expense,Payroll,7985.2
37848,FIN-037848,20251224,605,13,Revenue,Sales Revenue,55769.26
37849,FIN-037849,20210101,960,90,Cost,Maintenance,1590.66
37850,FIN-037850,20230913,835,10,Cost,Maintenance,1344.1
37851,FIN-037851,20241115,170,42,Cost,Materials,1287.75
37852,FIN-037852,20250603,584,70,Expense,Payroll,5520.97
37853,FIN-037853,20250117,701,75,Cost,Maintenance,10517.62
37854,FIN-037854,20251129,591,55,Cost,Materials,8084.83
37855,FIN-037855,20230716,314,47,Revenue,Sales Revenue,2174.02
37856,FIN-037856,20190119,322,54,Cost,Maintenance,1839.32
37857,FIN-037857,20230930,4,60,Revenue,Sales Revenue,3020.68
37858,FIN-037858,20210604,559,41,Revenue,Sales Revenue,2796.58
37859,FIN-037859,20250209,415,31,Revenue,Sales Revenue,4187.17
