budget_key,budget_id,date_key,account_key,location_key,budget_category,budget_amount
2954,BUD-002954,20201129,586,77,Utilities,44528.4
2955,BUD-002955,20250719,682,76,Revenue,273919.34
2956,BUD-002956,20200929,142,43,Maintenance,77487.08
2957,BUD-002957,20250417,819,36,Revenue,99095.27
2958,BUD-002958,20211219,12,27,Utilities,417667.16
2959,BUD-002959,20240705,189,6,Revenue,98799.06
2960,BUD-002960,20190317,118,9,Revenue,136431.24
2961,BUD-002961,20240109,238,58,Utilities,375222.1
2962,BUD-002962,20241007,396,58,Payroll,139836.75
2963,BUD-002963,20190720,911,16,Payroll,250664.37
2964,BUD-002964,20190409,813,58,Operations,391892.54
2965,BUD-002965,20230407,27,76,Maintenance,408625.75
2966,BUD-002966,20240306,472,24,Payroll,340602.08
2967,BUD-002967,20240222,733,13,Maintenance,38307.86
2968,BUD-002968,20251223,192,92,Utilities,234445.41
2969,BUD-002969,20190611,45,4,Revenue,447377.86
2970,BUD-002970,20210825,376,98,Utilities,284180.79
2971,BUD-002971,20210325,305,23,Utilities,440092.12
2972,BUD-002972,20221226,507,22,Operations,449972.42
2973,BUD-002973,20201220,630,45,Operations,346077.59
2974,BUD-002974,20201031,976,90,Maintenance,416614.89
2975,BUD-002975,20211204,577,13,Revenue,279628.43
2976,BUD-002976,20190106,731,71,Maintenance,13818.47
2977,BUD-002977,20210218,501,96,Utilities,301558.09
2978,BUD-002978,20250330,285,34,Revenue,68293.84
2979,BUD-002979,20190725,649,72,Revenue,380212.98
2980,BUD-002980,20240318,534,98,Payroll,118104.99
2981,BUD-002981,20250827,317,85,Utilities,406184.16
2982,BUD-002982,20191016,199,63,Payroll,82351.42
2983,BUD-002983,20210405,574,15,Payroll,277582.93
2984,BUD-002984,20250503,483,66,Operations,293575.83
2985,BUD-002985,20240811,853,89,Utilities,22934.9
2986,BUD-002986,20200421,227,35,Maintenance,397436.37
2987,BUD-002987,20220424,376,56,Revenue,147274.7
2988,BUD-002988,20201122,501,24,Revenue,253455.84
2989,BUD-002989,20230107,230,23,Utilities,344935.38
2990,BUD-002990,20220928,38,15,Utilities,312061.79
2991,BUD-002991,20250530,657,5,Maintenance,383759.99
2992,BUD-002992,20190822,656,75,Revenue,402086.11
2993,BUD-002993,20200423,807,75,Utilities,131352.94
2994,BUD-002994,20191128,53,99,Operations,23364.5
2995,BUD-002995,20230315,64,99,Maintenance,124640.22
2996,BUD-002996,20211207,584,44,Operations,353602.22
2997,BUD-002997,20230402,400,65,Revenue,489570.0
2998,BUD-002998,20221026,606,99,Utilities,445437.48
2999,BUD-002999,20231205,984,92,Payroll,499335.24
3000,BUD-003000,20241125,961,89,Operations,132840.26
3001,BUD-003001,20220724,52,24,Utilities,216305.9
3002,BUD-003002,20250901,488,100,Maintenance,466215.57
3003,BUD-003003,20250301,98,16,Maintenance,207685.31
3004,BUD-003004,20211105,5,89,Revenue,437546.65
3005,BUD-003005,20210530,654,29,Maintenance,48484.81
3006,BUD-003006,20200807,864,27,Payroll,167480.57
3007,BUD-003007,20231205,731,69,Maintenance,289014.31
3008,BUD-003008,20191215,831,64,Payroll,483531.89
3009,BUD-003009,20240212,843,28,Payroll,288756.43
3010,BUD-003010,20220518,760,65,Payroll,214821.57
3011,BUD-003011,20230124,902,47,Operations,54912.05
3012,BUD-003012,20200416,574,84,Maintenance,294443.52
3013,BUD-003013,20240831,118,54,Utilities,58910.65
3014,BUD-003014,20190915,3,24,Maintenance,430886.26
3015,BUD-003015,20210711,762,10,Utilities,60024.86
3016,BUD-003016,20250923,360,61,Utilities,79557.07
3017,BUD-003017,20240112,925,52,Maintenance,171966.1
3018,BUD-003018,20211205,969,74,Revenue,403954.38
3019,BUD-003019,20200815,942,56,Revenue,67998.71
3020,BUD-003020,20240311,520,81,Utilities,47501.56
3021,BUD-003021,20220413,283,76,Revenue,100774.45
3022,BUD-003022,20210614,890,91,Payroll,225110.19
3023,BUD-003023,20210609,784,14,Operations,479113.48
3024,BUD-003024,20221116,558,25,Payroll,47363.62
3025,BUD-003025,20250216,758,7,Maintenance,216675.35
3026,BUD-003026,20210301,763,42,Utilities,86515.33
3027,BUD-003027,20241031,809,74,Revenue,277277.55
3028,BUD-003028,20220605,727,27,Utilities,291073.19
3029,BUD-003029,20220903,204,73,Maintenance,410884.88
3030,BUD-003030,20200107,766,92,Maintenance,384575.36
3031,BUD-003031,20241107,500,43,Payroll,472308.39
3032,BUD-003032,20210315,626,9,Revenue,199033.18
3033,BUD-003033,20200916,79,89,Maintenance,67501.6
3034,BUD-003034,20220218,970,20,Payroll,27237.08
3035,BUD-003035,20230516,506,58,Operations,387133.13
3036,BUD-003036,20221120,582,15,Payroll,227989.52
3037,BUD-003037,20250304,669,25,Payroll,161234.47
3038,BUD-003038,20250619,25,93,Utilities,104507.71
3039,BUD-003039,20190727,634,18,Operations,435405.81
3040,BUD-003040,20220125,712,81,Utilities,43888.41
3041,BUD-003041,20240526,821,63,Maintenance,266635.13
3042,BUD-003042,20240816,334,95,Maintenance,440933.68
3043,BUD-003043,20220210,663,90,Maintenance,410201.79
3044,BUD-003044,20220718,380,70,Utilities,147015.77
3045,BUD-003045,20210522,503,24,Payroll,116244.36
3046,BUD-003046,20220104,479,36,Payroll,262370.41
3047,BUD-003047,20211101,774,90,Maintenance,450201.7
3048,BUD-003048,20240809,645,9,Payroll,487304.09
3049,BUD-003049,20240818,317,81,Utilities,153257.69
3050,BUD-003050,20200408,541,65,Maintenance,200959.09
3051,BUD-003051,20220310,414,86,Maintenance,83671.4
3052,BUD-003052,20231109,79,71,Payroll,16618.36
3053,BUD-003053,20201010,127,9,Revenue,429249.8
3054,BUD-003054,20240208,208,79,Payroll,233885.73
3055,BUD-003055,20210413,986,39,Payroll,304908.63
3056,BUD-003056,20210507,992,85,Payroll,296980.98
3057,BUD-003057,20250911,335,25,Utilities,479565.29
3058,BUD-003058,20200427,958,58,Operations,291253.91
3059,BUD-003059,20250723,266,18,Maintenance,108301.92
3060,BUD-003060,20230125,119,61,Operations,61510.47
3061,BUD-003061,20201128,112,42,Operations,149551.2
3062,BUD-003062,20251213,854,81,Payroll,88796.59
3063,BUD-003063,20230830,200,17,Revenue,340625.92
3064,BUD-003064,20220722,226,67,Revenue,430935.41
3065,BUD-003065,20250703,495,94,Revenue,78859.61
3066,BUD-003066,20250117,808,49,Revenue,211924.25
3067,BUD-003067,20251220,654,34,Revenue,121432.18
3068,BUD-003068,20221031,251,20,Utilities,380988.03
3069,BUD-003069,20201013,347,92,Maintenance,445597.57
3070,BUD-003070,20200709,605,98,Payroll,278983.16
3071,BUD-003071,20190708,49,80,Payroll,467232.61
3072,BUD-003072,20230422,229,24,Maintenance,146446.37
3073,BUD-003073,20240412,529,62,Maintenance,40758.56
3074,BUD-003074,20210425,27,98,Revenue,314094.91
3075,BUD-003075,20200229,964,15,Maintenance,471461.68
3076,BUD-003076,20250606,390,37,Maintenance,328884.39
3077,BUD-003077,20230709,689,32,Utilities,211695.14
3078,BUD-003078,20230704,110,54,Revenue,266013.7
3079,BUD-003079,20250914,505,14,Revenue,152427.27
3080,BUD-003080,20251120,837,59,Maintenance,449957.69
3081,BUD-003081,20231210,186,75,Operations,369831.79
3082,BUD-003082,20190402,275,76,Payroll,299410.17
3083,BUD-003083,20220803,44,58,Maintenance,117097.93
3084,BUD-003084,20200531,833,86,Payroll,141848.28
3085,BUD-003085,20210323,201,66,Payroll,438912.59
3086,BUD-003086,20240425,86,47,Utilities,386805.13
3087,BUD-003087,20231106,238,65,Payroll,244361.37
3088,BUD-003088,20220321,68,77,Revenue,124568.39
3089,BUD-003089,20240416,732,94,Maintenance,443583.81
3090,BUD-003090,20191113,288,26,Utilities,80309.63
3091,BUD-003091,20190208,931,21,Payroll,365099.71
3092,BUD-003092,20210820,142,50,Utilities,251969.06
3093,BUD-003093,20200801,493,78,Payroll,394687.69
3094,BUD-003094,20190716,193,79,Maintenance,170183.61
3095,BUD-003095,20250925,696,88,Utilities,379242.83
3096,BUD-003096,20221218,444,53,Maintenance,187017.62
3097,BUD-003097,20250804,407,86,Maintenance,384434.43
3098,BUD-003098,20210628,841,34,Revenue,342944.95
3099,BUD-003099,20240219,304,79,Payroll,300494.12
3100,BUD-003100,20210408,87,44,Utilities,224665.97
3101,BUD-003101,20211210,549,16,Operations,177474.08
3102,BUD-003102,20220224,430,76,Maintenance,278041.31
3103,BUD-003103,20250719,6,6,Utilities,122162.69
3104,BUD-003104,20191112,772,42,Maintenance,453810.24
3105,BUD-003105,20250512,858,86,Maintenance,346024.99
3106,BUD-003106,20250309,2,77,Utilities,27331.53
3107,BUD-003107,20211007,209,55,Operations,153452.05
3108,BUD-003108,20220506,973,70,Utilities,463658.4
3109,BUD-003109,20220413,286,94,Revenue,16365.18
3110,BUD-003110,20250605,841,69,Revenue,305392.53
3111,BUD-003111,20190216,896,48,Operations,219059.25
3112,BUD-003112,20191103,899,9,Payroll,217442.93
3113,BUD-003113,20190816,799,99,Maintenance,435894.82
3114,BUD-003114,20240701,307,62,Utilities,347408.97
3115,BUD-003115,20220128,46,11,Maintenance,148404.91
3116,BUD-003116,20220417,804,68,Revenue,348706.8
3117,BUD-003117,20190501,8,19,Revenue,320997.82
3118,BUD-003118,20241013,113,56,Operations,199482.2
3119,BUD-003119,20200526,116,99,Utilities,38141.8
3120,BUD-003120,20190326,374,33,Maintenance,477700.73
3121,BUD-003121,20200404,87,61,Operations,423243.87
3122,BUD-003122,20221009,987,12,Revenue,141793.19
3123,BUD-003123,20191106,259,14,Operations,365599.69
3124,BUD-003124,20220830,1000,55,Operations,406471.55
3125,BUD-003125,20191030,145,58,Payroll,177652.06
3126,BUD-003126,20220314,180,31,Payroll,29072.64
3127,BUD-003127,20241002,810,35,Utilities,334305.46
3128,BUD-003128,20190819,357,66,Operations,498660.61
3129,BUD-003129,20200412,801,99,Revenue,466437.59
3130,BUD-003130,20250917,75,45,Revenue,101967.36
3131,BUD-003131,20201031,256,20,Maintenance,459210.52
3132,BUD-003132,20250704,805,65,Operations,155236.5
3133,BUD-003133,20241218,659,87,Revenue,409779.23
3134,BUD-003134,20230527,841,66,Operations,167545.55
3135,BUD-003135,20200803,328,47,Payroll,162593.52
3136,BUD-003136,20191228,258,61,Utilities,163534.36
3137,BUD-003137,20240618,847,89,Operations,441793.19
3138,BUD-003138,20190629,88,29,Utilities,285020.63
3139,BUD-003139,20240617,937,46,Maintenance,143557.56
3140,BUD-003140,20220810,58,42,Operations,81463.7
3141,BUD-003141,20240103,42,95,Maintenance,29432.34
3142,BUD-003142,20231106,897,21,Utilities,69187.99
3143,BUD-003143,20240426,984,82,Maintenance,498227.86
3144,BUD-003144,20240207,409,80,Utilities,184869.82
3145,BUD-003145,20250904,915,8,Operations,439446.71
3146,BUD-003146,20240226,805,38,Revenue,52742.54
3147,BUD-003147,20200905,138,74,Utilities,117894.01
3148,BUD-003148,20240818,884,11,Operations,304943.95
3149,BUD-003149,20250106,351,7,Revenue,41464.37
3150,BUD-003150,20220708,536,4,Payroll,247402.33
3151,BUD-003151,20211121,278,46,Payroll,197552.89
3152,BUD-003152,20221202,929,88,Payroll,230833.86
3153,BUD-003153,20230824,732,25,Revenue,322051.99
3154,BUD-003154,20201015,217,32,Revenue,442798.89
3155,BUD-003155,20240603,167,69,Utilities,101240.69
3156,BUD-003156,20190110,286,42,Maintenance,311986.01
3157,BUD-003157,20200211,390,10,Payroll,485119.14
3158,BUD-003158,20220410,150,37,Payroll,283671.64
3159,BUD-003159,20230625,433,5,Operations,189116.6
3160,BUD-003160,20200522,25,96,Utilities,40913.29
3161,BUD-003161,20200306,994,70,Payroll,238168.74
3162,BUD-003162,20231017,137,69,Maintenance,419403.73
3163,BUD-003163,20250407,306,79,Payroll,168831.76
3164,BUD-003164,20200106,521,60,Revenue,418212.4
3165,BUD-003165,20241118,549,57,Revenue,355044.17
3166,BUD-003166,20191031,10,98,Revenue,47842.28
3167,BUD-003167,20250310,566,38,Maintenance,379969.75
3168,BUD-003168,20250927,875,36,Operations,440768.66
3169,BUD-003169,20250717,614,40,Payroll,252037.59
3170,BUD-003170,20220330,505,98,Operations,117729.27
3171,BUD-003171,20221227,354,47,Maintenance,209251.33
3172,BUD-003172,20230307,245,19,Operations,227143.91
3173,BUD-003173,20191225,721,87,Maintenance,452782.27
3174,BUD-003174,20210201,970,80,Payroll,339995.78
3175,BUD-003175,20241224,186,20,Payroll,482438.29
3176,BUD-003176,20200131,230,33,Utilities,350556.68
3177,BUD-003177,20190419,933,54,Payroll,83668.54
3178,BUD-003178,20240208,133,1,Operations,345905.07
3179,BUD-003179,20251112,795,83,Maintenance,495807.88
3180,BUD-003180,20210727,56,75,Payroll,44704.06
3181,BUD-003181,20221028,418,6,Payroll,326645.25
3182,BUD-003182,20220626,976,34,Revenue,408935.44
3183,BUD-003183,20210103,362,72,Operations,488265.62
3184,BUD-003184,20250707,414,60,Maintenance,221032.78
3185,BUD-003185,20200609,117,71,Utilities,432024.37
3186,BUD-003186,20210904,568,56,Utilities,116254.55
3187,BUD-003187,20240804,944,49,Revenue,395536.68
3188,BUD-003188,20211003,572,12,Payroll,83951.76
3189,BUD-003189,20210727,556,34,Payroll,313393.75
3190,BUD-003190,20230810,135,91,Utilities,470776.06
3191,BUD-003191,20230209,585,81,Payroll,136964.5
3192,BUD-003192,20210421,188,96,Payroll,485061.79
3193,BUD-003193,20190216,809,8,Utilities,138118.14
3194,BUD-003194,20250506,822,1,Payroll,173027.19
3195,BUD-003195,20210708,958,44,Revenue,73862.89
3196,BUD-003196,20220820,632,24,Revenue,478301.45
3197,BUD-003197,20240829,509,71,Utilities,12941.83
3198,BUD-003198,20231004,120,34,Operations,379846.32
3199,BUD-003199,20211114,74,43,Revenue,99152.16
3200,BUD-003200,20190317,973,42,Utilities,222029.07
3201,BUD-003201,20190708,6,38,Revenue,430834.55
3202,BUD-003202,20210620,429,58,Revenue,195880.74
3203,BUD-003203,20201204,470,20,Maintenance,210664.75
3204,BUD-003204,20241125,373,17,Revenue,342504.01
3205,BUD-003205,20210923,411,32,Maintenance,261441.99
3206,BUD-003206,20230812,619,34,Utilities,218493.21
3207,BUD-003207,20210417,299,37,Utilities,87967.6
3208,BUD-003208,20250410,394,86,Utilities,422607.43
3209,BUD-003209,20190903,947,48,Operations,305121.45
3210,BUD-003210,20200703,914,17,Payroll,315975.53
3211,BUD-003211,20211109,810,2,Revenue,193692.66
3212,BUD-003212,20231023,881,91,Operations,156431.08
3213,BUD-003213,20210901,286,2,Payroll,471180.35
3214,BUD-003214,20200110,957,24,Operations,179729.6
3215,BUD-003215,20231116,159,70,Payroll,43254.17
3216,BUD-003216,20190207,458,5,Operations,467777.77
3217,BUD-003217,20230122,126,11,Maintenance,473660.35
3218,BUD-003218,20190705,215,29,Revenue,147614.41
3219,BUD-003219,20210814,775,40,Maintenance,94622.15
3220,BUD-003220,20230822,402,3,Maintenance,35066.32
3221,BUD-003221,20210823,529,3,Revenue,344528.35
3222,BUD-003222,20241116,734,37,Maintenance,477321.45
3223,BUD-003223,20221014,741,63,Revenue,342001.54
3224,BUD-003224,20230816,773,18,Utilities,456500.18
3225,BUD-003225,20190717,83,21,Utilities,127685.25
3226,BUD-003226,20210226,796,20,Operations,169032.74
3227,BUD-003227,20220902,586,11,Operations,253537.56
3228,BUD-003228,20220106,983,26,Revenue,152586.28
3229,BUD-003229,20230217,612,43,Utilities,436304.7
3230,BUD-003230,20210612,989,35,Operations,236582.43
3231,BUD-003231,20241112,678,8,Payroll,166317.65
3232,BUD-003232,20201208,242,54,Operations,231288.48
3233,BUD-003233,20191216,597,65,Utilities,24495.24
3234,BUD-003234,20210304,437,79,Utilities,133474.27
3235,BUD-003235,20240915,629,63,Revenue,426892.06
3236,BUD-003236,20221226,409,22,Utilities,47529.09
3237,BUD-003237,20190310,386,45,Operations,97537.67
3238,BUD-003238,20190516,662,29,Revenue,413739.26
3239,BUD-003239,20230821,384,36,Maintenance,170770.74
3240,BUD-003240,20250305,670,34,Maintenance,440447.57
3241,BUD-003241,20240526,843,76,Operations,250683.02
3242,BUD-003242,20210802,31,53,Payroll,240790.59
3243,BUD-003243,20240710,24,56,Maintenance,462268.7
3244,BUD-003244,20200203,89,4,Revenue,490770.12
3245,BUD-003245,20250511,806,46,Revenue,50546.97
3246,BUD-003246,20250516,759,84,Payroll,180133.13
3247,BUD-003247,20201025,958,43,Revenue,496510.63
3248,BUD-003248,20201006,259,55,Utilities,169113.18
3249,BUD-003249,20250816,596,57,Revenue,149089.39
3250,BUD-003250,20221122,979,57,Payroll,20907.36
3251,BUD-003251,20201125,390,90,Revenue,36954.06
3252,BUD-003252,20220609,609,51,Utilities,152659.18
3253,BUD-003253,20201221,875,46,Operations,188452.8
3254,BUD-003254,20191211,574,38,Maintenance,315970.06
3255,BUD-003255,20251110,489,5,Payroll,356533.94
3256,BUD-003256,20200508,192,41,Revenue,181525.94
3257,BUD-003257,20201013,977,99,Maintenance,80951.58
3258,BUD-003258,20190724,953,3,Payroll,51512.98
3259,BUD-003259,20240607,768,13,Utilities,461194.32
3260,BUD-003260,20210807,69,2,Utilities,141385.03
3261,BUD-003261,20220417,839,4,Operations,220237.79
3262,BUD-003262,20230123,318,97,Utilities,499921.38
3263,BUD-003263,20220118,280,63,Utilities,246065.1
3264,BUD-003264,20250130,342,61,Maintenance,180224.0
3265,BUD-003265,20250413,583,64,Revenue,337463.57
3266,BUD-003266,20230922,951,32,Payroll,210773.97
3267,BUD-003267,20190530,931,62,Maintenance,493720.14
3268,BUD-003268,20220213,613,4,Revenue,307803.34
3269,BUD-003269,20190208,807,100,Operations,384981.69
3270,BUD-003270,20211113,76,13,Revenue,334004.68
3271,BUD-003271,20201004,592,95,Operations,246894.73
3272,BUD-003272,20220615,444,24,Utilities,309878.66
3273,BUD-003273,20250214,761,57,Revenue,287221.12
3274,BUD-003274,20201107,676,3,Payroll,346500.85
3275,BUD-003275,20240724,873,15,Revenue,280598.76
3276,BUD-003276,20230309,292,1,Utilities,109850.54
3277,BUD-003277,20201216,196,88,Utilities,245793.9
3278,BUD-003278,20250313,377,76,Utilities,393813.09
3279,BUD-003279,20210201,859,50,Payroll,493369.14
3280,BUD-003280,20200511,526,49,Utilities,396027.19
3281,BUD-003281,20250515,54,14,Revenue,139817.09
3282,BUD-003282,20200410,292,68,Utilities,289008.24
3283,BUD-003283,20230215,340,94,Payroll,130681.66
3284,BUD-003284,20210731,710,51,Revenue,487456.2
3285,BUD-003285,20220125,501,68,Payroll,189454.36
3286,BUD-003286,20241207,425,28,Maintenance,403297.14
3287,BUD-003287,20210825,562,77,Revenue,389251.14
3288,BUD-003288,20250913,943,31,Utilities,54866.14
3289,BUD-003289,20240701,280,4,Revenue,453999.19
3290,BUD-003290,20250608,998,42,Maintenance,101002.23
3291,BUD-003291,20221202,949,88,Revenue,465797.8
3292,BUD-003292,20210920,510,30,Operations,35538.31
3293,BUD-003293,20200213,887,6,Operations,166999.74
3294,BUD-003294,20250201,704,32,Maintenance,186825.02
3295,BUD-003295,20241017,251,7,Maintenance,86732.87
3296,BUD-003296,20220830,422,22,Payroll,487105.68
3297,BUD-003297,20250309,757,87,Operations,425333.0
3298,BUD-003298,20250814,398,97,Maintenance,316403.51
3299,BUD-003299,20191003,938,50,Operations,136284.65
3300,BUD-003300,20240305,187,69,Operations,342630.34
3301,BUD-003301,20251129,377,42,Payroll,465813.6
3302,BUD-003302,20210910,232,82,Utilities,143784.51
3303,BUD-003303,20190301,312,17,Utilities,58677.47
3304,BUD-003304,20250228,385,70,Maintenance,133473.38
3305,BUD-003305,20240923,996,22,Payroll,332133.88
3306,BUD-003306,20250426,461,51,Maintenance,152921.16
3307,BUD-003307,20190731,429,98,Maintenance,380292.38
3308,BUD-003308,20210923,690,50,Operations,301280.2
3309,BUD-003309,20240707,942,10,Payroll,35123.83
3310,BUD-003310,20210203,741,6,Maintenance,351371.53
3311,BUD-003311,20220301,72,80,Payroll,477426.84
3312,BUD-003312,20210417,595,90,Operations,286786.91
3313,BUD-003313,20231210,4,95,Revenue,312785.53
3314,BUD-003314,20200810,597,6,Utilities,43354.2
3315,BUD-003315,20240710,267,27,Maintenance,404880.1
3316,BUD-003316,20200920,486,72,Revenue,481518.44
3317,BUD-003317,20191204,569,58,Utilities,219538.5
3318,BUD-003318,20190912,707,33,Revenue,98998.66
3319,BUD-003319,20200302,754,47,Utilities,396741.77
3320,BUD-003320,20210421,213,77,Operations,188804.99
3321,BUD-003321,20200428,849,68,Maintenance,34236.85
3322,BUD-003322,20210505,869,71,Operations,26994.13
3323,BUD-003323,20240126,499,9,Revenue,436211.04
3324,BUD-003324,20250325,997,23,Maintenance,18728.24
3325,BUD-003325,20250513,215,100,Maintenance,168214.16
3326,BUD-003326,20190601,169,66,Utilities,180274.11
3327,BUD-003327,20231206,883,19,Utilities,247456.36
3328,BUD-003328,20240525,404,22,Revenue,213572.53
3329,BUD-003329,20190512,168,91,Operations,14685.25
3330,BUD-003330,20250828,187,75,Operations,54515.19
3331,BUD-003331,20230713,561,81,Revenue,43257.53
3332,BUD-003332,20231112,882,13,Revenue,416123.9
3333,BUD-003333,20250626,561,29,Maintenance,99678.1
3334,BUD-003334,20210510,654,34,Utilities,289532.8
3335,BUD-003335,20190222,610,7,Revenue,64449.56
3336,BUD-003336,20240315,825,44,Revenue,106053.13
3337,BUD-003337,20230510,24,77,Revenue,319609.13
3338,BUD-003338,20230312,199,82,Operations,35778.76
3339,BUD-003339,20191211,417,19,Payroll,177883.87
3340,BUD-003340,20200105,29,75,Revenue,78142.65
3341,BUD-003341,20191021,820,80,Revenue,333428.02
3342,BUD-003342,20250111,13,28,Operations,326405.03
3343,BUD-003343,20220308,977,65,Revenue,271794.54
3344,BUD-003344,20240926,4,86,Operations,237631.46
3345,BUD-003345,20220731,391,31,Payroll,375552.0
3346,BUD-003346,20210921,174,71,Payroll,432134.51
3347,BUD-003347,20240116,910,9,Utilities,139289.75
3348,BUD-003348,20230721,386,52,Payroll,328150.73
3349,BUD-003349,20210927,989,7,Revenue,96763.2
3350,BUD-003350,20251115,103,70,Utilities,35189.02
3351,BUD-003351,20190215,273,44,Utilities,401284.46
3352,BUD-003352,20221128,474,15,Payroll,286730.57
3353,BUD-003353,20210507,76,24,Operations,316098.64
3354,BUD-003354,20230826,765,1,Maintenance,200763.34
3355,BUD-003355,20200306,46,89,Revenue,416676.36
3356,BUD-003356,20191112,491,1,Operations,444137.96
3357,BUD-003357,20201011,591,62,Operations,84336.91
3358,BUD-003358,20231225,825,70,Revenue,241623.63
3359,BUD-003359,20201129,90,5,Utilities,185789.18
3360,BUD-003360,20221018,607,70,Utilities,205323.1
3361,BUD-003361,20190604,245,35,Payroll,349265.47
3362,BUD-003362,20230409,748,79,Maintenance,61002.78
3363,BUD-003363,20200605,556,74,Utilities,80734.45
3364,BUD-003364,20220515,795,33,Payroll,155219.31
3365,BUD-003365,20221127,482,83,Revenue,66033.38
3366,BUD-003366,20241113,348,64,Utilities,409001.74
3367,BUD-003367,20220406,152,87,Operations,182862.87
3368,BUD-003368,20220812,93,70,Operations,166471.6
3369,BUD-003369,20220417,555,82,Payroll,39403.89
3370,BUD-003370,20220226,562,31,Revenue,176656.58
3371,BUD-003371,20231008,400,14,Utilities,394504.74
3372,BUD-003372,20210619,910,23,Payroll,175677.43
3373,BUD-003373,20220122,96,1,Payroll,140356.76
3374,BUD-003374,20200331,319,60,Utilities,367603.29
3375,BUD-003375,20190227,696,48,Payroll,158693.46
3376,BUD-003376,20251212,129,5,Payroll,372723.28
3377,BUD-003377,20190328,875,59,Revenue,175576.77
3378,BUD-003378,20250306,314,100,Revenue,399047.27
3379,BUD-003379,20190921,159,92,Revenue,156872.35
3380,BUD-003380,20240526,879,4,Payroll,489481.82
3381,BUD-003381,20201214,204,11,Maintenance,255684.25
3382,BUD-003382,20200102,289,69,Utilities,107196.12
3383,BUD-003383,20251114,425,36,Maintenance,146515.91
3384,BUD-003384,20220609,562,88,Revenue,457123.14
3385,BUD-003385,20211123,646,43,Revenue,418905.41
3386,BUD-003386,20190529,640,81,Revenue,465223.13
3387,BUD-003387,20200313,553,36,Utilities,178431.41
3388,BUD-003388,20210309,930,46,Operations,32708.39
3389,BUD-003389,20210410,215,66,Payroll,137311.46
3390,BUD-003390,20190822,45,4,Revenue,376528.33
3391,BUD-003391,20200302,396,79,Operations,463103.94
3392,BUD-003392,20190710,729,32,Payroll,360361.26
3393,BUD-003393,20251221,762,90,Operations,446552.95
3394,BUD-003394,20241113,110,42,Revenue,297820.43
3395,BUD-003395,20250218,342,66,Payroll,424904.79
3396,BUD-003396,20250406,278,47,Payroll,75383.42
3397,BUD-003397,20190503,435,71,Revenue,25434.99
3398,BUD-003398,20190519,466,53,Revenue,359680.38
3399,BUD-003399,20250425,691,34,Maintenance,79441.74
3400,BUD-003400,20191030,882,4,Payroll,365690.1
3401,BUD-003401,20211025,893,43,Revenue,317052.04
3402,BUD-003402,20201127,491,23,Revenue,425056.55
3403,BUD-003403,20250831,165,90,Operations,400625.23
3404,BUD-003404,20230417,280,93,Revenue,91590.01
3405,BUD-003405,20230508,994,60,Utilities,499331.3
3406,BUD-003406,20220827,445,12,Payroll,330168.51
3407,BUD-003407,20250614,243,81,Maintenance,233812.0
3408,BUD-003408,20220318,609,11,Utilities,20362.64
3409,BUD-003409,20220318,880,54,Maintenance,242484.87
3410,BUD-003410,20200816,993,88,Payroll,74016.18
3411,BUD-003411,20191210,241,11,Revenue,268412.95
3412,BUD-003412,20220715,24,51,Operations,467119.97
3413,BUD-003413,20191226,631,13,Payroll,32255.44
3414,BUD-003414,20201207,613,14,Utilities,277385.87
3415,BUD-003415,20200131,832,28,Revenue,438934.16
3416,BUD-003416,20240429,443,1,Revenue,172051.18
3417,BUD-003417,20201021,183,16,Revenue,318928.85
3418,BUD-003418,20240919,50,68,Utilities,35705.7
3419,BUD-003419,20201030,386,42,Operations,476125.73
3420,BUD-003420,20191114,594,74,Utilities,87958.72
3421,BUD-003421,20241103,644,91,Utilities,230135.95
3422,BUD-003422,20241007,360,96,Utilities,401058.76
3423,BUD-003423,20230104,626,66,Utilities,271444.36
3424,BUD-003424,20230915,303,14,Maintenance,33187.72
3425,BUD-003425,20250308,210,93,Utilities,230816.23
3426,BUD-003426,20210505,657,97,Utilities,209328.03
3427,BUD-003427,20190607,360,87,Utilities,374586.66
3428,BUD-003428,20240819,592,54,Maintenance,304788.95
3429,BUD-003429,20211013,390,98,Payroll,328233.38
3430,BUD-003430,20220920,281,7,Utilities,389324.99
3431,BUD-003431,20240913,289,81,Revenue,161516.88
3432,BUD-003432,20210811,844,87,Maintenance,323201.3
3433,BUD-003433,20191212,875,33,Revenue,405382.64
3434,BUD-003434,20191224,829,74,Utilities,174545.82
3435,BUD-003435,20191008,350,43,Maintenance,368694.16
3436,BUD-003436,20210303,453,41,Operations,294411.22
3437,BUD-003437,20240220,82,57,Payroll,167790.77
3438,BUD-003438,20201126,316,81,Payroll,119615.59
3439,BUD-003439,20190512,402,78,Revenue,294537.76
3440,BUD-003440,20220804,449,61,Payroll,477997.44
3441,BUD-003441,20190704,903,58,Utilities,87975.56
3442,BUD-003442,20210202,318,90,Revenue,163940.59
3443,BUD-003443,20200107,622,29,Payroll,311277.65
3444,BUD-003444,20250806,156,42,Maintenance,44120.65
3445,BUD-003445,20211112,777,77,Revenue,160471.22
3446,BUD-003446,20190319,74,94,Payroll,473485.13
3447,BUD-003447,20251023,886,28,Revenue,152299.79
3448,BUD-003448,20191231,613,58,Maintenance,86694.77
3449,BUD-003449,20190213,626,92,Revenue,429090.79
3450,BUD-003450,20210413,810,3,Operations,397696.21
3451,BUD-003451,20250506,272,68,Utilities,494419.37
