energy_key,energy_id,date_key,location_key,machine_key,energy_source,unit_of_measure,energy_consumption
19214,ENG-019214,20190409,15,1001,Electricity,kWh,6408.462
19215,ENG-019215,20210903,78,384,Diesel,kWh,7691.576
19216,ENG-019216,20220730,99,1082,Diesel,kWh,9832.15
19217,ENG-019217,20200618,81,1447,Natural Gas,kWh,7936.092
19218,ENG-019218,20190907,28,401,Electricity,kWh,4008.343
19219,ENG-019219,20231129,13,1618,Diesel,kWh,6707.98
19220,ENG-019220,20210829,10,1219,Diesel,kWh,8428.734
19221,ENG-019221,20200610,5,1880,Natural Gas,kWh,6224.204
19222,ENG-019222,20200123,57,602,Natural Gas,kWh,7292.879
19223,ENG-019223,20220711,37,416,Electricity,kWh,1820.951
19224,ENG-019224,20190714,48,1218,Electricity,kWh,4986.604
19225,ENG-019225,20211204,14,1854,Electricity,kWh,9179.246
19226,ENG-019226,20220322,97,387,Electricity,kWh,8007.591
19227,ENG-019227,20251113,99,880,Natural Gas,kWh,5543.934
19228,ENG-019228,20230418,67,1617,Electricity,kWh,3984.265
19229,ENG-019229,20191120,38,142,Diesel,kWh,939.209
19230,ENG-019230,20220831,17,1460,Diesel,kWh,870.57
19231,ENG-019231,20250917,83,1666,Natural Gas,kWh,438.917
19232,ENG-019232,20210812,80,1405,Electricity,kWh,4026.142
19233,ENG-019233,20200724,42,944,Natural Gas,kWh,2581.155
19234,ENG-019234,20210305,6,1107,Natural Gas,kWh,5517.066
19235,ENG-019235,20231230,7,194,Natural Gas,kWh,8731.505
19236,ENG-019236,20220116,34,450,Natural Gas,kWh,6733.978
19237,ENG-019237,20210221,74,1924,Electricity,kWh,4680.298
19238,ENG-019238,20230411,78,531,Electricity,kWh,4100.974
19239,ENG-019239,20221018,25,65,Electricity,kWh,9021.537
19240,ENG-019240,20230616,37,864,Diesel,kWh,9515.991
19241,ENG-019241,20210320,72,890,Diesel,kWh,9823.909
19242,ENG-019242,20210115,28,1724,Electricity,kWh,5742.88
19243,ENG-019243,20220509,42,113,Natural Gas,kWh,5081.544
19244,ENG-019244,20250429,25,1593,Diesel,kWh,4067.245
19245,ENG-019245,20230531,96,29,Diesel,kWh,9154.348
19246,ENG-019246,20201017,59,603,Natural Gas,kWh,1492.061
19247,ENG-019247,20220530,73,279,Electricity,kWh,3719.457
19248,ENG-019248,20230310,11,1736,Diesel,kWh,6703.046
19249,ENG-019249,20200704,32,101,Natural Gas,kWh,5177.654
19250,ENG-019250,20250713,69,1565,Diesel,kWh,3262.964
19251,ENG-019251,20210227,71,1935,Diesel,kWh,8463.105
19252,ENG-019252,20241224,31,434,Electricity,kWh,9142.557
19253,ENG-019253,20230912,48,479,Electricity,kWh,980.724
19254,ENG-019254,20190331,57,1806,Natural Gas,kWh,6356.118
19255,ENG-019255,20211009,45,860,Natural Gas,kWh,185.604
19256,ENG-019256,20230221,75,299,Natural Gas,kWh,9246.182
19257,ENG-019257,20230719,92,1779,Diesel,kWh,6854.141
19258,ENG-019258,20190927,59,729,Electricity,kWh,1070.991
19259,ENG-019259,20230302,6,469,Natural Gas,kWh,5862.601
19260,ENG-019260,20241111,63,134,Natural Gas,kWh,7319.075
19261,ENG-019261,20220822,50,1015,Electricity,kWh,3460.025
19262,ENG-019262,20210122,27,679,Diesel,kWh,4971.379
19263,ENG-019263,20200910,91,1934,Electricity,kWh,2253.738
19264,ENG-019264,20200603,39,674,Electricity,kWh,6970.438
19265,ENG-019265,20231112,53,1316,Natural Gas,kWh,8536.33
19266,ENG-019266,20210909,9,1677,Diesel,kWh,5742.009
19267,ENG-019267,20220211,99,363,Natural Gas,kWh,8980.314
19268,ENG-019268,20241101,31,1212,Electricity,kWh,7865.182
19269,ENG-019269,20240702,23,1314,Electricity,kWh,3757.425
19270,ENG-019270,20230901,47,1351,Diesel,kWh,969.314
19271,ENG-019271,20230211,95,754,Electricity,kWh,3737.097
19272,ENG-019272,20200929,1,1512,Diesel,kWh,555.771
19273,ENG-019273,20190610,46,169,Natural Gas,kWh,924.105
19274,ENG-019274,20190119,69,760,Electricity,kWh,3871.408
19275,ENG-019275,20191004,75,1553,Diesel,kWh,6540.762
19276,ENG-019276,20210720,63,1093,Electricity,kWh,438.452
19277,ENG-019277,20230604,92,1779,Natural Gas,kWh,1387.713
19278,ENG-019278,20240303,23,289,Electricity,kWh,1050.468
19279,ENG-019279,20200722,79,1873,Electricity,kWh,8551.085
19280,ENG-019280,20190705,65,1605,Natural Gas,kWh,2837.683
19281,ENG-019281,20240824,100,1270,Electricity,kWh,8346.241
19282,ENG-019282,20230612,29,1472,Diesel,kWh,4338.02
19283,ENG-019283,20190115,89,876,Diesel,kWh,1887.824
19284,ENG-019284,20201019,41,23,Electricity,kWh,4765.431
19285,ENG-019285,20241104,35,1694,Electricity,kWh,3253.895
19286,ENG-019286,20251214,36,1683,Natural Gas,kWh,5368.792
19287,ENG-019287,20241127,2,1700,Natural Gas,kWh,9545.274
19288,ENG-019288,20250513,69,777,Natural Gas,kWh,8824.451
19289,ENG-019289,20220329,79,1466,Diesel,kWh,5980.649
19290,ENG-019290,20190113,65,1754,Natural Gas,kWh,7149.084
19291,ENG-019291,20250621,18,1546,Natural Gas,kWh,1864.571
19292,ENG-019292,20250731,76,699,Natural Gas,kWh,5895.483
19293,ENG-019293,20240607,62,978,Natural Gas,kWh,6479.756
19294,ENG-019294,20201028,38,1342,Electricity,kWh,650.291
19295,ENG-019295,20231128,23,1728,Diesel,kWh,7092.046
19296,ENG-019296,20230514,72,890,Diesel,kWh,2655.999
19297,ENG-019297,20191007,21,996,Diesel,kWh,7306.857
19298,ENG-019298,20190319,9,1734,Natural Gas,kWh,5656.899
19299,ENG-019299,20190620,75,938,Electricity,kWh,3095.402
19300,ENG-019300,20190125,71,552,Natural Gas,kWh,4820.893
19301,ENG-019301,20190123,88,493,Diesel,kWh,8295.638
19302,ENG-019302,20190913,18,1261,Electricity,kWh,4013.256
19303,ENG-019303,20240930,100,568,Natural Gas,kWh,1374.177
19304,ENG-019304,20210602,10,1997,Diesel,kWh,8838.434
19305,ENG-019305,20230508,11,1691,Natural Gas,kWh,9195.509
19306,ENG-019306,20240914,54,261,Diesel,kWh,9908.905
19307,ENG-019307,20220926,66,529,Natural Gas,kWh,2473.808
19308,ENG-019308,20200515,5,71,Electricity,kWh,3111.211
19309,ENG-019309,20230922,99,1790,Diesel,kWh,7215.671
19310,ENG-019310,20231214,22,1947,Natural Gas,kWh,1156.054
19311,ENG-019311,20240917,2,1423,Natural Gas,kWh,3719.377
19312,ENG-019312,20200425,13,1403,Diesel,kWh,5068.536
19313,ENG-019313,20200605,54,1581,Diesel,kWh,2569.447
19314,ENG-019314,20220329,62,1989,Diesel,kWh,6702.147
19315,ENG-019315,20230823,28,555,Diesel,kWh,4281.459
19316,ENG-019316,20220323,36,318,Diesel,kWh,9268.035
19317,ENG-019317,20231219,44,303,Diesel,kWh,3952.198
19318,ENG-019318,20190627,15,1970,Natural Gas,kWh,5969.466
19319,ENG-019319,20250703,85,1307,Diesel,kWh,8009.747
19320,ENG-019320,20211109,47,1136,Electricity,kWh,3625.122
19321,ENG-019321,20221104,48,124,Electricity,kWh,7828.973
19322,ENG-019322,20200901,71,927,Diesel,kWh,9806.371
19323,ENG-019323,20251227,73,184,Diesel,kWh,6564.213
19324,ENG-019324,20190314,33,1110,Electricity,kWh,719.304
19325,ENG-019325,20250609,26,1774,Electricity,kWh,8137.599
19326,ENG-019326,20231212,14,1164,Electricity,kWh,2052.544
19327,ENG-019327,20200629,51,1814,Diesel,kWh,9830.209
19328,ENG-019328,20220211,94,1052,Electricity,kWh,6650.238
19329,ENG-019329,20211104,36,1778,Diesel,kWh,9075.985
19330,ENG-019330,20211017,27,557,Diesel,kWh,5726.263
19331,ENG-019331,20200121,95,704,Diesel,kWh,5451.215
19332,ENG-019332,20210215,66,270,Electricity,kWh,331.958
19333,ENG-019333,20230625,98,467,Diesel,kWh,9489.978
19335,ENG-019335,20251205,38,371,Electricity,kWh,1204.74
19336,ENG-019336,20251207,56,1561,Diesel,kWh,175.421
19337,ENG-019337,20200402,50,1849,Diesel,kWh,2940.936
19338,ENG-019338,20220424,12,917,Diesel,kWh,1716.103
19339,ENG-019339,20191221,38,1199,Diesel,kWh,1039.726
19340,ENG-019340,20210418,80,1089,Diesel,kWh,7952.775
19341,ENG-019341,20210110,5,71,Natural Gas,kWh,5315.505
19342,ENG-019342,20211107,35,1187,Electricity,kWh,1410.406
19343,ENG-019343,20191110,50,1015,Diesel,kWh,1963.742
19344,ENG-019344,20230425,60,421,Natural Gas,kWh,882.646
19345,ENG-019345,20240723,17,1460,Natural Gas,kWh,6377.954
19346,ENG-019346,20220221,26,1328,Natural Gas,kWh,3193.836
19347,ENG-019347,20230316,23,733,Diesel,kWh,7871.482
19348,ENG-019348,20220616,12,1333,Diesel,kWh,1745.581
19349,ENG-019349,20201027,89,616,Diesel,kWh,9450.002
19350,ENG-019350,20210103,53,1759,Electricity,kWh,573.886
19351,ENG-019351,20230107,48,1931,Electricity,kWh,3464.28
19352,ENG-019352,20250505,5,452,Natural Gas,kWh,1359.023
19353,ENG-019353,20230908,63,16,Natural Gas,kWh,7944.093
19354,ENG-019354,20201006,77,1674,Diesel,kWh,7803.535
19355,ENG-019355,20240122,25,1710,Electricity,kWh,3541.187
19356,ENG-019356,20250806,25,1006,Electricity,kWh,4459.975
19357,ENG-019357,20231009,6,660,Electricity,kWh,6012.27
19358,ENG-019358,20210926,100,1252,Diesel,kWh,3858.051
19359,ENG-019359,20211222,10,1360,Diesel,kWh,1556.159
19360,ENG-019360,20241207,71,626,Electricity,kWh,8544.273
19361,ENG-019361,20220111,75,1529,Natural Gas,kWh,1522.887
19362,ENG-019362,20240622,39,1568,Electricity,kWh,8142.162
19363,ENG-019363,20211101,11,1721,Electricity,kWh,7624.325
19364,ENG-019364,20240722,47,1136,Electricity,kWh,6224.535
19365,ENG-019365,20230709,4,1380,Electricity,kWh,2001.813
19366,ENG-019366,20250908,30,409,Electricity,kWh,2341.555
19367,ENG-019367,20190121,88,690,Natural Gas,kWh,1400.856
19368,ENG-019368,20250212,73,1191,Electricity,kWh,6578.828
19369,ENG-019369,20231114,53,1182,Diesel,kWh,8980.463
19370,ENG-019370,20190516,80,1787,Natural Gas,kWh,6713.727
19371,ENG-019371,20211213,72,823,Diesel,kWh,2254.676
19372,ENG-019372,20220128,79,761,Electricity,kWh,1031.487
19373,ENG-019373,20211006,94,173,Natural Gas,kWh,8663.494
19374,ENG-019374,20200925,70,1958,Natural Gas,kWh,430.554
19375,ENG-019375,20220622,74,585,Diesel,kWh,355.888
19376,ENG-019376,20240919,72,60,Natural Gas,kWh,6821.326
19377,ENG-019377,20190128,20,1903,Natural Gas,kWh,9357.708
19378,ENG-019378,20200928,67,232,Natural Gas,kWh,9216.084
19379,ENG-019379,20250727,7,1308,Electricity,kWh,8147.079
19380,ENG-019380,20191012,40,45,Natural Gas,kWh,9932.425
19381,ENG-019381,20250919,57,1806,Diesel,kWh,2812.479
19382,ENG-019382,20190131,20,1933,Natural Gas,kWh,8334.836
19383,ENG-019383,20201016,61,405,Diesel,kWh,3062.948
19384,ENG-019384,20240513,11,153,Electricity,kWh,1818.756
19385,ENG-019385,20241128,74,1036,Electricity,kWh,9283.021
19386,ENG-019386,20190227,78,748,Electricity,kWh,3028.57
19387,ENG-019387,20201029,43,328,Natural Gas,kWh,2200.533
19388,ENG-019388,20200402,46,1166,Diesel,kWh,1714.777
19389,ENG-019389,20240119,13,1836,Natural Gas,kWh,4168.88
19390,ENG-019390,20200131,75,1442,Natural Gas,kWh,5789.401
19391,ENG-019391,20220222,23,1079,Diesel,kWh,2135.421
19392,ENG-019392,20240503,55,431,Natural Gas,kWh,5058.442
19393,ENG-019393,20220622,17,1085,Electricity,kWh,8699.942
19394,ENG-019394,20190929,21,1455,Diesel,kWh,5315.415
19395,ENG-019395,20251230,34,558,Diesel,kWh,413.091
19396,ENG-019396,20230414,3,1083,Electricity,kWh,9297.784
19397,ENG-019397,20220221,52,1596,Electricity,kWh,2292.858
19398,ENG-019398,20200317,71,808,Natural Gas,kWh,810.326
19399,ENG-019399,20190217,44,635,Natural Gas,kWh,8039.821
19400,ENG-019400,20250529,52,708,Electricity,kWh,2298.795
19401,ENG-019401,20240527,97,20,Electricity,kWh,1677.41
19402,ENG-019402,20221116,66,404,Electricity,kWh,9504.828
19403,ENG-019403,20201013,25,490,Electricity,kWh,8140.361
19404,ENG-019404,20190121,11,132,Diesel,kWh,5965.502
19405,ENG-019405,20221215,8,1838,Diesel,kWh,847.389
19406,ENG-019406,20190201,25,1961,Diesel,kWh,8636.426
19407,ENG-019407,20250920,2,1822,Natural Gas,kWh,9322.383
19408,ENG-019408,20190628,67,1712,Natural Gas,kWh,7464.499
19409,ENG-019409,20251103,18,349,Electricity,kWh,4997.674
19410,ENG-019410,20250604,84,1376,Natural Gas,kWh,3310.773
19411,ENG-019411,20191002,98,1327,Natural Gas,kWh,8379.762
19412,ENG-019412,20200305,15,395,Diesel,kWh,3588.768
19413,ENG-019413,20230915,7,1055,Electricity,kWh,1314.915
19414,ENG-019414,20210609,53,1122,Electricity,kWh,9850.146
19415,ENG-019415,20210718,65,1983,Diesel,kWh,5342.456
19416,ENG-019416,20190319,65,119,Natural Gas,kWh,3521.761
19417,ENG-019417,20191117,6,353,Natural Gas,kWh,1873.766
19418,ENG-019418,20220807,91,725,Natural Gas,kWh,4804.507
19419,ENG-019419,20250910,99,1985,Electricity,kWh,8320.798
19420,ENG-019420,20240315,53,1769,Electricity,kWh,3179.413
19421,ENG-019421,20241130,74,1924,Diesel,kWh,8915.779
19422,ENG-019422,20230518,7,1988,Natural Gas,kWh,2900.891
19423,ENG-019423,20191112,59,449,Natural Gas,kWh,6509.299
19424,ENG-019424,20220304,41,1662,Diesel,kWh,2175.444
19425,ENG-019425,20210702,75,1501,Natural Gas,kWh,3955.904
19426,ENG-019426,20250529,97,1468,Diesel,kWh,6265.842
19427,ENG-019427,20250720,86,1908,Diesel,kWh,364.237
19428,ENG-019428,20230212,7,1607,Electricity,kWh,7613.211
19429,ENG-019429,20211017,53,1600,Diesel,kWh,4247.4
19430,ENG-019430,20210703,32,475,Electricity,kWh,640.959
19431,ENG-019431,20241004,81,844,Diesel,kWh,5683.145
19432,ENG-019432,20220601,28,1023,Natural Gas,kWh,5753.931
19433,ENG-019433,20220619,94,1895,Natural Gas,kWh,1902.727
19434,ENG-019434,20221119,67,1621,Diesel,kWh,6745.346
19435,ENG-019435,20200917,13,658,Electricity,kWh,155.342
19436,ENG-019436,20250319,9,5,Natural Gas,kWh,638.902
19437,ENG-019437,20250807,70,780,Natural Gas,kWh,4966.565
19438,ENG-019438,20190122,64,710,Diesel,kWh,8155.529
19439,ENG-019439,20220627,88,1265,Diesel,kWh,4779.611
19440,ENG-019440,20250711,6,469,Electricity,kWh,5408.717
19441,ENG-019441,20210202,96,1833,Natural Gas,kWh,4581.27
19442,ENG-019442,20240513,7,1991,Natural Gas,kWh,8060.617
19443,ENG-019443,20200102,55,811,Diesel,kWh,8729.808
19444,ENG-019444,20211004,59,603,Diesel,kWh,2903.652
19445,ENG-019445,20230617,4,1443,Natural Gas,kWh,9128.549
19446,ENG-019446,20210228,80,1118,Diesel,kWh,6303.422
19447,ENG-019447,20210415,47,1205,Natural Gas,kWh,3733.9
19448,ENG-019448,20211101,100,407,Diesel,kWh,3212.08
19449,ENG-019449,20191229,13,235,Electricity,kWh,3356.686
19450,ENG-019450,20250812,63,1797,Diesel,kWh,9595.194
19451,ENG-019451,20250519,17,1750,Natural Gas,kWh,4039.771
19452,ENG-019452,20201221,43,1259,Diesel,kWh,6817.196
19453,ENG-019453,20220726,81,1522,Electricity,kWh,8067.63
19454,ENG-019454,20190324,46,169,Natural Gas,kWh,9921.465
19455,ENG-019455,20200721,49,571,Electricity,kWh,4107.815
19456,ENG-019456,20250717,51,617,Electricity,kWh,1754.29
19457,ENG-019457,20200918,36,1547,Natural Gas,kWh,5026.032
19458,ENG-019458,20201230,2,1756,Diesel,kWh,6147.125
19459,ENG-019459,20210512,58,1130,Diesel,kWh,4343.884
19460,ENG-019460,20240604,60,1162,Natural Gas,kWh,6460.323
19461,ENG-019461,20220102,11,274,Diesel,kWh,8234.197
19462,ENG-019462,20220828,43,1259,Natural Gas,kWh,7083.477
19463,ENG-019463,20220502,36,1514,Electricity,kWh,8015.682
19464,ENG-019464,20210604,44,1033,Natural Gas,kWh,4170.387
19465,ENG-019465,20240116,7,1991,Natural Gas,kWh,8931.115
19466,ENG-019466,20240617,42,1861,Diesel,kWh,869.904
19467,ENG-019467,20201207,51,870,Diesel,kWh,6175.664
19468,ENG-019468,20190310,95,754,Electricity,kWh,6091.542
19469,ENG-019469,20220227,22,641,Diesel,kWh,3356.903
19470,ENG-019470,20240515,16,1156,Natural Gas,kWh,5887.831
19471,ENG-019471,20231116,23,208,Natural Gas,kWh,9809.46
19472,ENG-019472,20190225,44,1257,Natural Gas,kWh,722.603
19473,ENG-019473,20201011,26,1701,Diesel,kWh,4503.303
19474,ENG-019474,20190929,82,1282,Natural Gas,kWh,5043.268
19475,ENG-019475,20200509,63,1093,Diesel,kWh,9181.467
19476,ENG-019476,20230223,87,38,Electricity,kWh,2282.985
19477,ENG-019477,20200701,87,1481,Diesel,kWh,1291.044
19478,ENG-019478,20190119,52,1596,Electricity,kWh,3889.287
19479,ENG-019479,20190522,49,1768,Natural Gas,kWh,4111.333
19480,ENG-019480,20230323,66,1588,Electricity,kWh,5369.142
19481,ENG-019481,20200607,65,893,Electricity,kWh,1209.997
19482,ENG-019482,20210710,67,872,Electricity,kWh,2570.962
19483,ENG-019483,20200316,76,417,Diesel,kWh,4537.362
19484,ENG-019484,20250604,82,107,Diesel,kWh,9869.123
19485,ENG-019485,20190304,70,1817,Natural Gas,kWh,848.479
19486,ENG-019486,20190817,41,516,Natural Gas,kWh,7262.219
19487,ENG-019487,20210323,59,1867,Natural Gas,kWh,6365.935
19488,ENG-019488,20250430,98,1812,Natural Gas,kWh,1526.432
19489,ENG-019489,20230611,67,154,Natural Gas,kWh,9865.166
19490,ENG-019490,20190417,62,1855,Electricity,kWh,6018.981
19491,ENG-019491,20220316,2,1081,Electricity,kWh,4077.64
19492,ENG-019492,20200302,56,969,Diesel,kWh,9954.661
19493,ENG-019493,20220713,93,183,Natural Gas,kWh,9475.713
19494,ENG-019494,20210814,70,647,Natural Gas,kWh,4230.997
19495,ENG-019495,20231118,92,985,Diesel,kWh,9925.206
19496,ENG-019496,20211010,46,1438,Diesel,kWh,6125.184
19497,ENG-019497,20200316,4,605,Electricity,kWh,8717.868
19498,ENG-019498,20211211,18,755,Diesel,kWh,3911.982
19499,ENG-019499,20190118,44,1127,Electricity,kWh,7485.802
19500,ENG-019500,20240813,71,1440,Electricity,kWh,9750.588
19501,ENG-019501,20190112,19,373,Electricity,kWh,7977.847
19502,ENG-019502,20250826,74,447,Electricity,kWh,3905.711
19503,ENG-019503,20240120,93,835,Diesel,kWh,444.58
19504,ENG-019504,20220728,97,1430,Diesel,kWh,3761.952
19505,ENG-019505,20251204,81,1498,Natural Gas,kWh,4233.078
19506,ENG-019506,20191125,9,1677,Electricity,kWh,9440.515
19507,ENG-019507,20240402,17,1750,Diesel,kWh,8066.569
19508,ENG-019508,20240430,3,912,Natural Gas,kWh,9278.323
19509,ENG-019509,20240829,94,924,Electricity,kWh,9109.845
19510,ENG-019510,20230914,3,1281,Diesel,kWh,9093.576
19511,ENG-019511,20251201,54,1503,Natural Gas,kWh,7029.833
19512,ENG-019512,20250912,45,1421,Electricity,kWh,1818.727
19513,ENG-019513,20240630,11,274,Natural Gas,kWh,5094.333
19514,ENG-019514,20210718,46,1180,Electricity,kWh,9972.005
19515,ENG-019515,20221221,34,1074,Diesel,kWh,5959.051
19516,ENG-019516,20201028,13,1302,Diesel,kWh,4240.457
19517,ENG-019517,20230722,56,1844,Natural Gas,kWh,6234.681
19518,ENG-019518,20190413,25,65,Electricity,kWh,3728.534
19519,ENG-019519,20200514,78,531,Electricity,kWh,3562.144
19520,ENG-019520,20250711,53,426,Natural Gas,kWh,8044.827
19521,ENG-019521,20231120,37,1675,Electricity,kWh,6234.895
19522,ENG-019522,20250915,25,65,Natural Gas,kWh,5586.956
19523,ENG-019523,20210605,98,1208,Diesel,kWh,4326.98
19524,ENG-019524,20250509,77,1592,Natural Gas,kWh,7526.383
19525,ENG-019525,20241210,19,439,Electricity,kWh,5000.498
19526,ENG-019526,20230312,44,1395,Natural Gas,kWh,5001.747
19527,ENG-019527,20210228,59,1851,Electricity,kWh,5651.485
19528,ENG-019528,20240519,91,381,Electricity,kWh,329.981
19529,ENG-019529,20231111,69,240,Natural Gas,kWh,371.406
19530,ENG-019530,20250418,56,1606,Diesel,kWh,2858.567
19531,ENG-019531,20240223,12,1333,Natural Gas,kWh,549.693
19532,ENG-019532,20240109,67,1668,Electricity,kWh,3568.099
19533,ENG-019533,20230123,7,587,Natural Gas,kWh,9515.505
19534,ENG-019534,20220529,17,1865,Natural Gas,kWh,2373.112
19535,ENG-019535,20251004,31,1735,Natural Gas,kWh,8961.127
19536,ENG-019536,20210722,1,284,Natural Gas,kWh,1228.742
19537,ENG-019537,20210408,97,474,Diesel,kWh,3710.219
19538,ENG-019538,20220702,31,1965,Natural Gas,kWh,5611.941
19539,ENG-019539,20190305,51,870,Electricity,kWh,6149.924
19540,ENG-019540,20210630,72,747,Diesel,kWh,2320.818
19541,ENG-019541,20211212,90,1544,Electricity,kWh,8751.873
19542,ENG-019542,20221024,98,1602,Electricity,kWh,264.409
19543,ENG-019543,20211230,67,527,Electricity,kWh,3396.542
19544,ENG-019544,20240421,92,1470,Diesel,kWh,7390.971
19545,ENG-019545,20220823,11,126,Electricity,kWh,6938.554
19546,ENG-019546,20241119,77,34,Diesel,kWh,2235.817
19547,ENG-019547,20190805,23,1784,Diesel,kWh,1146.567
19548,ENG-019548,20250815,59,162,Natural Gas,kWh,4697.055
19549,ENG-019549,20220124,31,974,Natural Gas,kWh,9541.307
19550,ENG-019550,20190217,1,284,Electricity,kWh,6322.89
19551,ENG-019551,20250715,83,792,Natural Gas,kWh,4486.071
19552,ENG-019552,20190531,76,1295,Diesel,kWh,1830.838
19553,ENG-019553,20210715,90,639,Electricity,kWh,5076.593
19554,ENG-019554,20221014,87,1406,Electricity,kWh,4887.034
19555,ENG-019555,20210521,61,1699,Electricity,kWh,1456.067
19556,ENG-019556,20191222,76,1878,Natural Gas,kWh,7320.297
19557,ENG-019557,20221210,51,1866,Electricity,kWh,1872.155
19558,ENG-019558,20221104,46,515,Electricity,kWh,9611.736
19559,ENG-019559,20221201,31,974,Natural Gas,kWh,7435.145
19560,ENG-019560,20250428,52,623,Diesel,kWh,3072.6
19561,ENG-019561,20221223,64,1795,Electricity,kWh,1159.368
19562,ENG-019562,20221026,29,435,Natural Gas,kWh,7456.527
19563,ENG-019563,20240416,5,989,Electricity,kWh,2649.182
19564,ENG-019564,20250327,23,955,Electricity,kWh,9130.414
19565,ENG-019565,20230212,70,1727,Electricity,kWh,7762.62
19566,ENG-019566,20190902,51,776,Electricity,kWh,5337.87
19567,ENG-019567,20190630,90,110,Electricity,kWh,4711.134
19568,ENG-019568,20220602,89,1744,Electricity,kWh,7075.68
19569,ENG-019569,20210722,18,491,Diesel,kWh,9616.713
19570,ENG-019570,20201115,53,241,Diesel,kWh,9408.378
19571,ENG-019571,20220322,59,162,Natural Gas,kWh,9973.852
19572,ENG-019572,20211016,65,638,Diesel,kWh,214.715
19573,ENG-019573,20220421,78,719,Natural Gas,kWh,8068.843
19574,ENG-019574,20220527,62,978,Diesel,kWh,138.042
19575,ENG-019575,20200530,59,1851,Natural Gas,kWh,3131.695
19576,ENG-019576,20230801,84,1414,Natural Gas,kWh,8009.51
19577,ENG-019577,20211226,50,17,Diesel,kWh,1694.703
19578,ENG-019578,20201128,22,745,Electricity,kWh,1162.901
19579,ENG-019579,20250910,70,1727,Electricity,kWh,6849.529
19580,ENG-019580,20240805,33,1110,Diesel,kWh,7834.948
19581,ENG-019581,20250106,88,512,Natural Gas,kWh,4467.875
19582,ENG-019582,20190811,76,677,Electricity,kWh,2401.76
19583,ENG-019583,20220108,73,965,Electricity,kWh,3593.226
19584,ENG-019584,20210428,65,838,Natural Gas,kWh,1746.416
19585,ENG-019585,20230709,79,1873,Electricity,kWh,5551.064
19586,ENG-019586,20210214,18,491,Natural Gas,kWh,1849.374
19587,ENG-019587,20201021,94,321,Diesel,kWh,5961.419
19588,ENG-019588,20200927,14,1399,Diesel,kWh,658.072
19589,ENG-019589,20250626,55,445,Natural Gas,kWh,8423.269
19590,ENG-019590,20190712,82,107,Natural Gas,kWh,900.187
19591,ENG-019591,20201107,12,1660,Electricity,kWh,3418.814
19592,ENG-019592,20210211,41,1398,Electricity,kWh,945.293
19593,ENG-019593,20190419,4,1352,Natural Gas,kWh,464.202
19594,ENG-019594,20190111,28,1335,Diesel,kWh,9930.733
19595,ENG-019595,20250629,54,1698,Natural Gas,kWh,7626.694
19596,ENG-019596,20220907,1,1883,Diesel,kWh,2091.909
19597,ENG-019597,20200122,49,981,Natural Gas,kWh,759.678
19598,ENG-019598,20220406,99,1985,Natural Gas,kWh,4199.671
19599,ENG-019599,20210824,5,1880,Electricity,kWh,1029.59
19600,ENG-019600,20201018,23,1728,Natural Gas,kWh,6595.445
19601,ENG-019601,20230215,83,443,Electricity,kWh,8176.841
19602,ENG-019602,20200123,93,786,Natural Gas,kWh,8162.984
19603,ENG-019603,20190817,35,1070,Diesel,kWh,1184.256
19604,ENG-019604,20211023,60,1058,Electricity,kWh,2687.8
19605,ENG-019605,20220517,37,1609,Diesel,kWh,6528.883
19606,ENG-019606,20200521,35,293,Electricity,kWh,1753.441
19607,ENG-019607,20250608,82,614,Diesel,kWh,4633.6
19608,ENG-019608,20240403,87,1748,Natural Gas,kWh,5110.254
19609,ENG-019609,20250619,44,959,Natural Gas,kWh,9364.456
19610,ENG-019610,20200524,72,1059,Electricity,kWh,8181.963
19611,ENG-019611,20230307,76,249,Electricity,kWh,3613.034
19612,ENG-019612,20211002,36,318,Natural Gas,kWh,5722.353
19613,ENG-019613,20210102,46,1166,Electricity,kWh,9123.424
19614,ENG-019614,20240602,4,312,Diesel,kWh,9307.552
19615,ENG-019615,20240501,6,500,Natural Gas,kWh,1857.414
19616,ENG-019616,20200723,26,920,Electricity,kWh,5075.546
19617,ENG-019617,20241027,6,906,Electricity,kWh,3636.046
19618,ENG-019618,20240408,87,1535,Natural Gas,kWh,6112.954
19619,ENG-019619,20240813,69,646,Diesel,kWh,1138.15
19620,ENG-019620,20200302,22,320,Natural Gas,kWh,4334.633
19621,ENG-019621,20230629,84,1371,Natural Gas,kWh,3384.624
19622,ENG-019622,20190930,42,1839,Diesel,kWh,224.218
19623,ENG-019623,20230828,69,1044,Diesel,kWh,8540.433
19624,ENG-019624,20230919,29,242,Electricity,kWh,2975.874
19625,ENG-019625,20250211,16,1420,Natural Gas,kWh,2651.557
19626,ENG-019626,20200731,30,971,Electricity,kWh,5853.744
19627,ENG-019627,20200113,38,371,Electricity,kWh,1097.524
19628,ENG-019628,20210703,85,425,Electricity,kWh,8887.675
19629,ENG-019629,20210114,85,634,Natural Gas,kWh,9430.42
19630,ENG-019630,20220818,78,719,Electricity,kWh,9475.023
19631,ENG-019631,20201112,70,1313,Diesel,kWh,3315.773
19632,ENG-019632,20250113,2,768,Diesel,kWh,5713.673
19633,ENG-019633,20240112,97,1396,Diesel,kWh,1664.471
19634,ENG-019634,20240707,2,773,Natural Gas,kWh,1570.978
19635,ENG-019635,20220730,72,1378,Electricity,kWh,3292.426
