product_key,product_id,supplier_key,product_name,category,subcategory,unit_of_measure,unit_cost,unit_price,status
964,PROD-000964,696,Atlas Product 964,Electronics,Premium,Meter,316.14,747.86,Inactive
965,PROD-000965,281,Atlas Product 965,Electronics,Premium,Kg,26.01,40.21,Active
966,PROD-000966,717,Atlas Product 966,Raw Materials,Premium,Meter,359.75,576.85,Active
967,PROD-000967,423,Atlas Product 967,Raw Materials,Standard,Liter,115.9,152.59,Inactive
968,PROD-000968,937,Atlas Product 968,Components,Premium,Each,339.37,824.78,Active
969,PROD-000969,386,Atlas Product 969,Raw Materials,Premium,Liter,294.02,704.94,Inactive
970,PROD-000970,667,Atlas Product 970,Components,Standard,Meter,385.75,891.48,Active
971,PROD-000971,511,Atlas Product 971,Industrial Equipment,Specialty,Meter,90.12,188.61,Active
972,PROD-000972,700,Atlas Product 972,Raw Materials,Premium,Liter,361.47,617.44,Active
973,PROD-000973,685,Atlas Product 973,Packaging,Specialty,Meter,26.92,54.87,Active
974,PROD-000974,504,Atlas Product 974,Raw Materials,Specialty,Kg,195.51,396.5,Active
975,PROD-000975,784,Atlas Product 975,Components,Specialty,Liter,214.65,454.07,Inactive
976,PROD-000976,527,Atlas Product 976,Electronics,Standard,Kg,173.95,394.25,Active
977,PROD-000977,305,Atlas Product 977,Electronics,Premium,Meter,480.47,783.27,Active
978,PROD-000978,767,Atlas Product 978,Components,Premium,Liter,428.45,628.57,Active
979,PROD-000979,313,Atlas Product 979,Electronics,Specialty,Meter,60.04,108.31,Active
980,PROD-000980,814,Atlas Product 980,Electronics,Premium,Each,173.87,236.79,Active
981,PROD-000981,827,Atlas Product 981,Components,Specialty,Liter,276.31,445.41,Active
982,PROD-000982,195,Atlas Product 982,Raw Materials,Premium,Meter,490.21,1156.09,Active
983,PROD-000983,960,Atlas Product 983,Packaging,Standard,Kg,239.92,461.78,Active
984,PROD-000984,67,Atlas Product 984,Electronics,Premium,Liter,411.35,813.84,Active
985,PROD-000985,471,Atlas Product 985,Components,Standard,Kg,275.69,561.11,Active
986,PROD-000986,941,Atlas Product 986,Industrial Equipment,Standard,Liter,348.11,700.54,Active
987,PROD-000987,550,Atlas Product 987,Packaging,Specialty,Liter,354.34,624.56,Active
988,PROD-000988,74,Atlas Product 988,Raw Materials,Specialty,Each,102.36,201.74,Inactive
989,PROD-000989,660,Atlas Product 989,Raw Materials,Specialty,Meter,305.01,672.18,Active
990,PROD-000990,758,Atlas Product 990,Electronics,Standard,Liter,405.01,527.98,Active
991,PROD-000991,791,Atlas Product 991,Industrial Equipment,Standard,Liter,217.87,327.4,Active
992,PROD-000992,847,Atlas Product 992,Industrial Equipment,Specialty,Each,437.92,647.42,Active
993,PROD-000993,122,Atlas Product 993,Packaging,Specialty,Liter,138.03,176.0,Active
994,PROD-000994,349,Atlas Product 994,Components,Premium,Meter,143.15,272.44,Active
995,PROD-000995,233,Atlas Product 995,Raw Materials,Standard,Each,291.7,477.7,Active
996,PROD-000996,205,Atlas Product 996,Components,Standard,Each,420.23,681.66,Active
997,PROD-000997,315,Atlas Product 997,Industrial Equipment,Specialty,Meter,344.46,787.71,Active
998,PROD-000998,28,Atlas Product 998,Raw Materials,Specialty,Meter,466.66,1020.98,Inactive
999,PROD-000999,197,Atlas Product 999,Packaging,Standard,Liter,95.5,192.92,Active
1000,PROD-001000,813,Atlas Product 1000,Industrial Equipment,Specialty,Meter,487.05,749.45,Active
1001,PROD-001001,460,Atlas Product 1001,Electronics,Premium,Each,322.58,490.78,Active
1002,PROD-001002,480,Atlas Product 1002,Packaging,Standard,Each,282.26,506.85,Active
1003,PROD-001003,971,Atlas Product 1003,Industrial Equipment,Specialty,Liter,135.0,318.23,Active
1004,PROD-001004,231,Atlas Product 1004,Components,Specialty,Liter,200.84,315.28,Active
1005,PROD-001005,230,Atlas Product 1005,Packaging,Standard,Kg,132.16,282.57,Active
1006,PROD-001006,928,Atlas Product 1006,Components,Standard,Meter,432.85,1065.45,Active
1007,PROD-001007,665,Atlas Product 1007,Electronics,Standard,Kg,471.45,1153.59,Active
1008,PROD-001008,448,Atlas Product 1008,Industrial Equipment,Premium,Meter,415.16,650.1,Active
1009,PROD-001009,823,Atlas Product 1009,Components,Premium,Each,292.35,429.3,Inactive
1010,PROD-001010,259,Atlas Product 1010,Raw Materials,Specialty,Each,139.58,258.38,Active
1011,PROD-001011,199,Atlas Product 1011,Industrial Equipment,Specialty,Meter,111.04,254.43,Active
1012,PROD-001012,281,Atlas Product 1012,Components,Premium,Meter,50.04,67.64,Active
1013,PROD-001013,879,Atlas Product 1013,Components,Specialty,Kg,191.07,393.84,Active
1014,PROD-001014,492,Atlas Product 1014,Raw Materials,Standard,Kg,397.84,714.55,Active
1015,PROD-001015,327,Atlas Product 1015,Electronics,Specialty,Liter,430.5,567.81,Active
1016,PROD-001016,633,Atlas Product 1016,Raw Materials,Premium,Meter,452.47,673.99,Active
1017,PROD-001017,450,Atlas Product 1017,Industrial Equipment,Standard,Liter,301.19,643.82,Active
1018,PROD-001018,971,Atlas Product 1018,Electronics,Specialty,Kg,169.85,328.56,Active
1019,PROD-001019,5,Atlas Product 1019,Electronics,Premium,Each,421.79,710.74,Active
1020,PROD-001020,378,Atlas Product 1020,Electronics,Premium,Liter,332.69,500.1,Active
1021,PROD-001021,331,Atlas Product 1021,Electronics,Specialty,Kg,205.38,494.44,Active
1022,PROD-001022,649,Atlas Product 1022,Components,Premium,Each,418.8,762.54,Active
1023,PROD-001023,170,Atlas Product 1023,Packaging,Premium,Each,334.85,666.35,Active
1024,PROD-001024,479,Atlas Product 1024,Raw Materials,Specialty,Liter,205.02,360.73,Active
1025,PROD-001025,869,Atlas Product 1025,Packaging,Premium,Liter,339.97,479.59,Active
1026,PROD-001026,839,Atlas Product 1026,Industrial Equipment,Standard,Kg,72.76,173.98,Active
1027,PROD-001027,679,Atlas Product 1027,Electronics,Premium,Liter,414.25,757.54,Active
1028,PROD-001028,870,Atlas Product 1028,Raw Materials,Premium,Each,493.05,1075.63,Active
1029,PROD-001029,689,Atlas Product 1029,Packaging,Specialty,Kg,390.44,671.95,Active
1030,PROD-001030,21,Atlas Product 1030,Raw Materials,Standard,Kg,379.36,732.32,Active
1031,PROD-001031,965,Atlas Product 1031,Packaging,Premium,Liter,192.89,331.69,Inactive
1032,PROD-001032,78,Atlas Product 1032,Electronics,Specialty,Kg,152.11,221.21,Active
1033,PROD-001033,749,Atlas Product 1033,Electronics,Specialty,Each,471.07,821.08,Active
1034,PROD-001034,196,Atlas Product 1034,Packaging,Premium,Kg,480.77,1123.56,Active
1035,PROD-001035,729,Atlas Product 1035,Industrial Equipment,Premium,Meter,272.86,505.76,Active
1036,PROD-001036,122,Atlas Product 1036,Packaging,Standard,Kg,78.9,171.62,Active
1037,PROD-001037,121,Atlas Product 1037,Industrial Equipment,Specialty,Meter,90.21,148.23,Active
1038,PROD-001038,292,Atlas Product 1038,Industrial Equipment,Standard,Each,28.24,47.04,Active
1039,PROD-001039,204,Atlas Product 1039,Raw Materials,Premium,Liter,119.07,157.55,Inactive
1040,PROD-001040,977,Atlas Product 1040,Electronics,Premium,Liter,48.16,74.5,Active
1041,PROD-001041,219,Atlas Product 1041,Packaging,Specialty,Liter,287.26,510.65,Active
1042,PROD-001042,785,Atlas Product 1042,Raw Materials,Standard,Kg,106.6,160.0,Active
1043,PROD-001043,938,Atlas Product 1043,Components,Standard,Liter,254.93,605.47,Active
1044,PROD-001044,120,Atlas Product 1044,Raw Materials,Specialty,Liter,282.68,589.56,Inactive
1045,PROD-001045,365,Atlas Product 1045,Packaging,Specialty,Liter,434.71,761.77,Active
1046,PROD-001046,951,Atlas Product 1046,Components,Standard,Kg,60.6,119.97,Active
1047,PROD-001047,959,Atlas Product 1047,Industrial Equipment,Standard,Liter,473.82,1098.07,Active
1048,PROD-001048,755,Atlas Product 1048,Electronics,Specialty,Meter,111.09,185.82,Active
1049,PROD-001049,385,Atlas Product 1049,Electronics,Specialty,Liter,358.11,589.69,Active
1050,PROD-001050,168,Atlas Product 1050,Industrial Equipment,Premium,Kg,73.56,136.71,Active
1051,PROD-001051,688,Atlas Product 1051,Industrial Equipment,Premium,Each,374.75,841.94,Active
1052,PROD-001052,917,Atlas Product 1052,Electronics,Premium,Each,280.74,632.28,Active
1053,PROD-001053,65,Atlas Product 1053,Electronics,Standard,Kg,320.76,578.62,Active
1054,PROD-001054,563,Atlas Product 1054,Components,Standard,Kg,454.53,609.27,Active
1055,PROD-001055,596,Atlas Product 1055,Electronics,Premium,Kg,478.65,1046.09,Active
1056,PROD-001056,997,Atlas Product 1056,Packaging,Standard,Meter,421.49,932.36,Active
1057,PROD-001057,222,Atlas Product 1057,Electronics,Specialty,Each,308.92,388.3,Active
1058,PROD-001058,939,Atlas Product 1058,Components,Premium,Kg,238.15,455.88,Active
1059,PROD-001059,861,Atlas Product 1059,Electronics,Standard,Liter,461.63,722.45,Active
1060,PROD-001060,334,Atlas Product 1060,Packaging,Standard,Kg,222.19,292.85,Active
1061,PROD-001061,145,Atlas Product 1061,Industrial Equipment,Premium,Meter,124.05,281.23,Active
1062,PROD-001062,916,Atlas Product 1062,Raw Materials,Standard,Meter,198.33,436.3,Active
1063,PROD-001063,696,Atlas Product 1063,Electronics,Premium,Meter,335.36,430.36,Active
1064,PROD-001064,575,Atlas Product 1064,Industrial Equipment,Specialty,Meter,129.25,184.65,Active
1065,PROD-001065,995,Atlas Product 1065,Electronics,Standard,Meter,55.05,120.59,Inactive
1066,PROD-001066,258,Atlas Product 1066,Components,Standard,Each,265.78,472.64,Active
1067,PROD-001067,391,Atlas Product 1067,Components,Premium,Kg,274.31,408.74,Active
1068,PROD-001068,987,Atlas Product 1068,Components,Specialty,Each,382.55,840.57,Active
1069,PROD-001069,680,Atlas Product 1069,Packaging,Standard,Meter,395.93,499.98,Active
1070,PROD-001070,49,Atlas Product 1070,Raw Materials,Standard,Meter,129.45,176.08,Active
1071,PROD-001071,604,Atlas Product 1071,Industrial Equipment,Specialty,Kg,184.18,311.1,Active
1072,PROD-001072,858,Atlas Product 1072,Electronics,Standard,Meter,303.43,559.4,Active
1073,PROD-001073,849,Atlas Product 1073,Packaging,Specialty,Kg,151.05,286.87,Inactive
1074,PROD-001074,45,Atlas Product 1074,Industrial Equipment,Standard,Meter,408.13,902.62,Active
1075,PROD-001075,809,Atlas Product 1075,Electronics,Standard,Meter,277.96,663.54,Active
1076,PROD-001076,583,Atlas Product 1076,Industrial Equipment,Premium,Each,486.57,1208.3,Active
1077,PROD-001077,348,Atlas Product 1077,Components,Standard,Each,188.23,441.88,Active
1078,PROD-001078,565,Atlas Product 1078,Components,Specialty,Each,52.09,87.71,Active
1079,PROD-001079,371,Atlas Product 1079,Components,Standard,Meter,342.71,531.94,Active
1080,PROD-001080,17,Atlas Product 1080,Packaging,Standard,Meter,239.29,378.57,Active
1081,PROD-001081,920,Atlas Product 1081,Raw Materials,Standard,Meter,240.6,491.44,Active
1082,PROD-001082,35,Atlas Product 1082,Raw Materials,Premium,Liter,72.16,106.29,Active
1083,PROD-001083,782,Atlas Product 1083,Electronics,Standard,Liter,459.05,951.14,Active
1084,PROD-001084,482,Atlas Product 1084,Industrial Equipment,Standard,Each,64.38,96.38,Active
1085,PROD-001085,224,Atlas Product 1085,Electronics,Standard,Each,307.76,683.89,Active
1086,PROD-001086,359,Atlas Product 1086,Raw Materials,Standard,Kg,48.97,102.88,Active
1087,PROD-001087,836,Atlas Product 1087,Packaging,Standard,Kg,118.04,168.76,Active
1088,PROD-001088,937,Atlas Product 1088,Components,Specialty,Liter,113.02,166.57,Active
1089,PROD-001089,452,Atlas Product 1089,Packaging,Specialty,Meter,373.21,674.92,Active
1090,PROD-001090,724,Atlas Product 1090,Packaging,Premium,Liter,83.71,145.94,Inactive
1091,PROD-001091,939,Atlas Product 1091,Raw Materials,Specialty,Meter,262.38,506.31,Active
1092,PROD-001092,230,Atlas Product 1092,Raw Materials,Specialty,Each,449.66,889.27,Active
1093,PROD-001093,704,Atlas Product 1093,Raw Materials,Premium,Kg,165.83,279.99,Active
1094,PROD-001094,282,Atlas Product 1094,Electronics,Premium,Kg,146.32,247.74,Active
1095,PROD-001095,284,Atlas Product 1095,Components,Premium,Each,396.83,970.98,Inactive
1096,PROD-001096,813,Atlas Product 1096,Packaging,Standard,Each,143.79,245.87,Active
1097,PROD-001097,310,Atlas Product 1097,Electronics,Specialty,Each,272.77,635.88,Active
1098,PROD-001098,987,Atlas Product 1098,Components,Specialty,Liter,27.44,55.58,Active
1099,PROD-001099,146,Atlas Product 1099,Raw Materials,Specialty,Kg,290.57,565.58,Active
1100,PROD-001100,448,Atlas Product 1100,Raw Materials,Standard,Liter,110.42,212.95,Active
1101,PROD-001101,543,Atlas Product 1101,Electronics,Specialty,Each,44.12,64.82,Inactive
1102,PROD-001102,236,Atlas Product 1102,Packaging,Premium,Kg,341.0,659.68,Active
1103,PROD-001103,448,Atlas Product 1103,Industrial Equipment,Premium,Liter,142.92,335.41,Active
1104,PROD-001104,658,Atlas Product 1104,Raw Materials,Standard,Meter,85.17,171.57,Active
1105,PROD-001105,344,Atlas Product 1105,Industrial Equipment,Standard,Meter,302.97,614.85,Active
1106,PROD-001106,99,Atlas Product 1106,Raw Materials,Standard,Meter,225.15,320.15,Active
1107,PROD-001107,311,Atlas Product 1107,Industrial Equipment,Standard,Kg,247.11,546.42,Active
1108,PROD-001108,669,Atlas Product 1108,Packaging,Specialty,Liter,259.89,342.49,Active
1109,PROD-001109,63,Atlas Product 1109,Industrial Equipment,Standard,Kg,428.44,950.89,Active
1110,PROD-001110,17,Atlas Product 1110,Packaging,Premium,Liter,246.98,344.16,Active
1111,PROD-001111,565,Atlas Product 1111,Packaging,Standard,Meter,233.2,487.07,Active
1112,PROD-001112,961,Atlas Product 1112,Raw Materials,Specialty,Each,241.32,369.31,Active
1113,PROD-001113,199,Atlas Product 1113,Electronics,Premium,Meter,194.15,453.71,Active
1114,PROD-001114,36,Atlas Product 1114,Packaging,Standard,Kg,247.37,408.17,Inactive
1115,PROD-001115,346,Atlas Product 1115,Packaging,Premium,Kg,60.95,144.55,Active
1116,PROD-001116,450,Atlas Product 1116,Raw Materials,Premium,Kg,387.37,507.66,Inactive
1117,PROD-001117,256,Atlas Product 1117,Packaging,Standard,Each,15.12,23.65,Active
1118,PROD-001118,590,Atlas Product 1118,Industrial Equipment,Standard,Each,22.83,32.31,Active
1119,PROD-001119,174,Atlas Product 1119,Electronics,Premium,Each,196.11,442.87,Active
1120,PROD-001120,807,Atlas Product 1120,Components,Premium,Each,328.23,482.24,Inactive
1121,PROD-001121,369,Atlas Product 1121,Components,Specialty,Each,86.38,114.97,Active
1122,PROD-001122,169,Atlas Product 1122,Electronics,Premium,Each,32.0,52.87,Active
1123,PROD-001123,790,Atlas Product 1123,Raw Materials,Specialty,Liter,182.32,298.85,Active
1124,PROD-001124,617,Atlas Product 1124,Raw Materials,Specialty,Kg,147.79,328.67,Active
1125,PROD-001125,413,Atlas Product 1125,Industrial Equipment,Premium,Each,442.91,588.94,Active
1126,PROD-001126,194,Atlas Product 1126,Components,Standard,Meter,136.59,312.64,Inactive
1127,PROD-001127,526,Atlas Product 1127,Raw Materials,Specialty,Kg,80.15,114.32,Active
1128,PROD-001128,292,Atlas Product 1128,Components,Premium,Meter,207.66,337.98,Inactive
1129,PROD-001129,605,Atlas Product 1129,Industrial Equipment,Standard,Each,295.61,648.58,Active
1130,PROD-001130,643,Atlas Product 1130,Raw Materials,Standard,Liter,75.51,162.82,Active
1131,PROD-001131,610,Atlas Product 1131,Electronics,Standard,Liter,376.82,867.51,Active
1132,PROD-001132,34,Atlas Product 1132,Industrial Equipment,Premium,Kg,465.62,756.06,Active
1133,PROD-001133,424,Atlas Product 1133,Industrial Equipment,Standard,Each,423.01,1023.55,Active
1134,PROD-001134,227,Atlas Product 1134,Industrial Equipment,Premium,Meter,28.69,53.46,Active
1135,PROD-001135,75,Atlas Product 1135,Raw Materials,Specialty,Meter,23.29,31.77,Active
1136,PROD-001136,124,Atlas Product 1136,Components,Standard,Liter,373.82,534.84,Active
1137,PROD-001137,546,Atlas Product 1137,Industrial Equipment,Standard,Liter,148.63,212.38,Active
1138,PROD-001138,104,Atlas Product 1138,Raw Materials,Standard,Liter,18.7,34.56,Active
1139,PROD-001139,78,Atlas Product 1139,Industrial Equipment,Specialty,Liter,270.7,500.34,Active
1140,PROD-001140,905,Atlas Product 1140,Raw Materials,Premium,Meter,326.59,636.78,Active
1141,PROD-001141,208,Atlas Product 1141,Electronics,Standard,Liter,104.39,159.19,Active
1142,PROD-001142,730,Atlas Product 1142,Packaging,Specialty,Liter,214.95,368.51,Active
1143,PROD-001143,437,Atlas Product 1143,Raw Materials,Standard,Each,383.5,640.83,Active
1144,PROD-001144,128,Atlas Product 1144,Packaging,Specialty,Kg,310.98,612.28,Active
1145,PROD-001145,31,Atlas Product 1145,Raw Materials,Standard,Meter,257.12,531.67,Active
1146,PROD-001146,941,Atlas Product 1146,Packaging,Specialty,Kg,190.69,265.22,Active
1147,PROD-001147,900,Atlas Product 1147,Raw Materials,Specialty,Liter,334.94,746.5,Active
1148,PROD-001148,510,Atlas Product 1148,Electronics,Specialty,Each,330.15,560.44,Active
1149,PROD-001149,736,Atlas Product 1149,Components,Specialty,Liter,121.14,197.87,Active
1150,PROD-001150,707,Atlas Product 1150,Electronics,Standard,Kg,373.48,680.7,Inactive
1151,PROD-001151,969,Atlas Product 1151,Electronics,Specialty,Liter,175.03,229.96,Active
1152,PROD-001152,544,Atlas Product 1152,Electronics,Standard,Meter,219.89,321.09,Inactive
1153,PROD-001153,241,Atlas Product 1153,Components,Standard,Kg,379.0,762.68,Active
1154,PROD-001154,968,Atlas Product 1154,Components,Premium,Each,53.27,124.79,Active
1155,PROD-001155,705,Atlas Product 1155,Packaging,Standard,Each,436.57,761.21,Active
1156,PROD-001156,361,Atlas Product 1156,Industrial Equipment,Specialty,Each,218.41,331.95,Active
1157,PROD-001157,734,Atlas Product 1157,Industrial Equipment,Standard,Meter,356.39,820.01,Active
1158,PROD-001158,80,Atlas Product 1158,Raw Materials,Specialty,Meter,175.76,282.54,Active
1159,PROD-001159,787,Atlas Product 1159,Electronics,Standard,Liter,97.23,139.15,Active
1160,PROD-001160,757,Atlas Product 1160,Raw Materials,Specialty,Kg,257.22,554.09,Active
1161,PROD-001161,246,Atlas Product 1161,Raw Materials,Specialty,Kg,387.05,561.73,Active
1162,PROD-001162,707,Atlas Product 1162,Components,Premium,Kg,158.36,304.63,Active
1163,PROD-001163,520,Atlas Product 1163,Components,Standard,Meter,427.64,584.47,Active
1164,PROD-001164,95,Atlas Product 1164,Components,Specialty,Meter,475.31,706.56,Active
1165,PROD-001165,283,Atlas Product 1165,Industrial Equipment,Standard,Each,231.81,469.61,Active
1166,PROD-001166,133,Atlas Product 1166,Packaging,Premium,Meter,72.56,107.74,Active
1167,PROD-001167,184,Atlas Product 1167,Raw Materials,Premium,Liter,311.2,427.94,Active
1168,PROD-001168,897,Atlas Product 1168,Industrial Equipment,Specialty,Liter,100.1,153.08,Active
1169,PROD-001169,352,Atlas Product 1169,Raw Materials,Specialty,Liter,397.31,993.12,Inactive
1170,PROD-001170,55,Atlas Product 1170,Components,Specialty,Meter,132.14,277.21,Active
1171,PROD-001171,756,Atlas Product 1171,Raw Materials,Standard,Meter,384.85,499.44,Active
1172,PROD-001172,363,Atlas Product 1172,Industrial Equipment,Specialty,Meter,495.2,1108.5,Active
1173,PROD-001173,358,Atlas Product 1173,Components,Standard,Each,362.01,789.66,Inactive
1174,PROD-001174,711,Atlas Product 1174,Components,Premium,Meter,83.47,174.35,Active
1175,PROD-001175,618,Atlas Product 1175,Packaging,Premium,Each,63.29,111.99,Active
1176,PROD-001176,668,Atlas Product 1176,Components,Specialty,Meter,242.25,516.83,Active
1177,PROD-001177,848,Atlas Product 1177,Electronics,Specialty,Meter,460.7,837.87,Active
1178,PROD-001178,115,Atlas Product 1178,Raw Materials,Premium,Kg,327.11,503.26,Active
1179,PROD-001179,3,Atlas Product 1179,Industrial Equipment,Specialty,Liter,233.31,540.52,Active
1180,PROD-001180,257,Atlas Product 1180,Components,Standard,Meter,83.27,171.14,Inactive
1181,PROD-001181,181,Atlas Product 1181,Raw Materials,Premium,Kg,166.32,225.95,Active
1182,PROD-001182,959,Atlas Product 1182,Industrial Equipment,Premium,Liter,121.69,250.99,Active
1183,PROD-001183,25,Atlas Product 1183,Components,Specialty,Liter,197.35,270.34,Active
1184,PROD-001184,530,Atlas Product 1184,Packaging,Specialty,Each,68.94,149.47,Active
1185,PROD-001185,764,Atlas Product 1185,Components,Specialty,Kg,18.35,40.35,Active
1186,PROD-001186,605,Atlas Product 1186,Components,Premium,Each,51.11,103.16,Inactive
1187,PROD-001187,816,Atlas Product 1187,Industrial Equipment,Premium,Kg,89.06,127.25,Active
1188,PROD-001188,575,Atlas Product 1188,Raw Materials,Specialty,Each,377.03,869.5,Active
1189,PROD-001189,841,Atlas Product 1189,Industrial Equipment,Standard,Liter,154.71,256.87,Active
1190,PROD-001190,129,Atlas Product 1190,Packaging,Standard,Kg,155.12,195.83,Active
1191,PROD-001191,355,Atlas Product 1191,Raw Materials,Specialty,Each,278.3,660.06,Active
1192,PROD-001192,329,Atlas Product 1192,Industrial Equipment,Specialty,Each,473.71,933.15,Active
1193,PROD-001193,255,Atlas Product 1193,Industrial Equipment,Premium,Meter,340.68,716.6,Active
1194,PROD-001194,886,Atlas Product 1194,Components,Premium,Each,387.94,801.02,Active
1195,PROD-001195,464,Atlas Product 1195,Components,Premium,Kg,380.46,857.92,Active
1196,PROD-001196,612,Atlas Product 1196,Components,Specialty,Meter,31.28,53.62,Active
1197,PROD-001197,176,Atlas Product 1197,Packaging,Standard,Meter,299.59,705.15,Active
1198,PROD-001198,244,Atlas Product 1198,Raw Materials,Premium,Kg,34.91,84.46,Active
1199,PROD-001199,502,Atlas Product 1199,Industrial Equipment,Premium,Meter,305.33,425.57,Active
1200,PROD-001200,425,Atlas Product 1200,Industrial Equipment,Specialty,Meter,62.86,147.3,Active
1201,PROD-001201,731,Atlas Product 1201,Components,Specialty,Liter,127.9,184.87,Inactive
1202,PROD-001202,98,Atlas Product 1202,Raw Materials,Premium,Meter,452.43,832.79,Active
1203,PROD-001203,227,Atlas Product 1203,Industrial Equipment,Specialty,Liter,293.65,697.15,Active
1204,PROD-001204,647,Atlas Product 1204,Industrial Equipment,Premium,Each,94.78,210.65,Active
1205,PROD-001205,692,Atlas Product 1205,Raw Materials,Specialty,Meter,425.76,911.12,Active
1206,PROD-001206,169,Atlas Product 1206,Components,Standard,Meter,457.74,735.82,Active
1207,PROD-001207,211,Atlas Product 1207,Components,Premium,Liter,165.93,312.29,Active
1208,PROD-001208,30,Atlas Product 1208,Components,Specialty,Each,62.96,92.37,Active
1209,PROD-001209,183,Atlas Product 1209,Industrial Equipment,Specialty,Kg,86.11,214.7,Inactive
1210,PROD-001210,594,Atlas Product 1210,Components,Standard,Liter,153.49,205.19,Active
1211,PROD-001211,793,Atlas Product 1211,Packaging,Specialty,Meter,111.48,247.83,Active
1212,PROD-001212,673,Atlas Product 1212,Electronics,Premium,Liter,322.59,501.4,Active
1213,PROD-001213,845,Atlas Product 1213,Components,Specialty,Each,373.49,735.41,Active
1214,PROD-001214,84,Atlas Product 1214,Industrial Equipment,Specialty,Kg,225.48,502.32,Inactive
1215,PROD-001215,148,Atlas Product 1215,Packaging,Standard,Meter,176.9,250.58,Active
1216,PROD-001216,295,Atlas Product 1216,Industrial Equipment,Premium,Meter,306.75,588.84,Active
1217,PROD-001217,502,Atlas Product 1217,Industrial Equipment,Premium,Liter,75.43,176.63,Active
1218,PROD-001218,913,Atlas Product 1218,Packaging,Standard,Meter,468.37,766.28,Active
1219,PROD-001219,277,Atlas Product 1219,Raw Materials,Standard,Liter,298.89,471.89,Active
1220,PROD-001220,923,Atlas Product 1220,Components,Standard,Kg,234.93,451.07,Active
1221,PROD-001221,333,Atlas Product 1221,Electronics,Premium,Meter,138.93,332.62,Active
1222,PROD-001222,883,Atlas Product 1222,Industrial Equipment,Premium,Each,196.81,280.84,Inactive
1223,PROD-001223,91,Atlas Product 1223,Industrial Equipment,Premium,Liter,198.67,376.59,Active
1224,PROD-001224,902,Atlas Product 1224,Electronics,Standard,Meter,11.1,14.52,Active
1225,PROD-001225,862,Atlas Product 1225,Packaging,Specialty,Each,258.24,329.88,Active
1226,PROD-001226,259,Atlas Product 1226,Components,Standard,Kg,437.38,1034.55,Active
1227,PROD-001227,434,Atlas Product 1227,Industrial Equipment,Premium,Each,449.93,755.75,Active
1228,PROD-001228,462,Atlas Product 1228,Electronics,Specialty,Each,238.26,552.27,Inactive
1229,PROD-001229,895,Atlas Product 1229,Packaging,Specialty,Liter,76.86,113.91,Active
1230,PROD-001230,975,Atlas Product 1230,Components,Premium,Meter,70.66,106.0,Active
1231,PROD-001231,462,Atlas Product 1231,Packaging,Specialty,Liter,361.34,585.2,Active
1232,PROD-001232,407,Atlas Product 1232,Components,Specialty,Meter,495.01,1154.62,Active
1233,PROD-001233,815,Atlas Product 1233,Electronics,Specialty,Liter,90.22,193.33,Active
1234,PROD-001234,313,Atlas Product 1234,Electronics,Premium,Liter,471.03,964.47,Active
1235,PROD-001235,419,Atlas Product 1235,Industrial Equipment,Premium,Kg,397.86,631.95,Inactive
1236,PROD-001236,778,Atlas Product 1236,Components,Premium,Liter,221.81,371.75,Active
1237,PROD-001237,488,Atlas Product 1237,Industrial Equipment,Standard,Each,293.84,445.98,Active
1238,PROD-001238,603,Atlas Product 1238,Industrial Equipment,Standard,Liter,376.67,510.63,Active
1239,PROD-001239,292,Atlas Product 1239,Industrial Equipment,Premium,Meter,489.05,777.82,Active
1240,PROD-001240,234,Atlas Product 1240,Packaging,Specialty,Each,272.53,539.75,Active
1241,PROD-001241,928,Atlas Product 1241,Industrial Equipment,Standard,Each,286.54,687.12,Active
1242,PROD-001242,537,Atlas Product 1242,Packaging,Specialty,Kg,408.82,602.0,Active
1243,PROD-001243,438,Atlas Product 1243,Packaging,Premium,Each,384.6,674.96,Active
1244,PROD-001244,370,Atlas Product 1244,Electronics,Specialty,Each,464.16,1029.25,Active
1245,PROD-001245,749,Atlas Product 1245,Packaging,Standard,Each,203.4,381.28,Active
1246,PROD-001246,235,Atlas Product 1246,Packaging,Premium,Each,438.89,725.13,Active
1247,PROD-001247,1,Atlas Product 1247,Components,Standard,Liter,489.06,1107.07,Inactive
1248,PROD-001248,896,Atlas Product 1248,Industrial Equipment,Premium,Liter,15.74,21.36,Active
1249,PROD-001249,779,Atlas Product 1249,Components,Specialty,Liter,136.52,174.22,Active
1250,PROD-001250,522,Atlas Product 1250,Components,Standard,Kg,496.87,992.71,Active
1251,PROD-001251,310,Atlas Product 1251,Industrial Equipment,Specialty,Liter,250.53,432.98,Inactive
1252,PROD-001252,718,Atlas Product 1252,Industrial Equipment,Premium,Kg,238.99,491.25,Active
1253,PROD-001253,511,Atlas Product 1253,Packaging,Standard,Kg,175.05,238.66,Active
1254,PROD-001254,461,Atlas Product 1254,Packaging,Standard,Kg,63.53,121.32,Active
1255,PROD-001255,9,Atlas Product 1255,Industrial Equipment,Premium,Meter,441.88,855.16,Active
1256,PROD-001256,297,Atlas Product 1256,Components,Specialty,Liter,106.99,254.81,Active
1257,PROD-001257,195,Atlas Product 1257,Packaging,Premium,Liter,306.36,717.74,Active
1258,PROD-001258,836,Atlas Product 1258,Industrial Equipment,Specialty,Each,232.98,570.18,Active
1259,PROD-001259,731,Atlas Product 1259,Electronics,Specialty,Meter,423.91,955.86,Active
