product_id,supplier_id,product_name,category,unit_cost,unit_price,status
PROD-0001230,SUP-000268,Components Product 01230,Components,43.09,95.89,Active
PROD-0001231,SUP-000219,Finished Goods Product 01231,Finished Goods,86.6,200.26,Active
PROD-0001232,SUP-000149,Industrial Parts Product 01232,Industrial Parts,33.14,79.77,Active
PROD-0001233,SUP-000144,Finished Goods Product 01233,Finished Goods,31.78,49.48,Active
PROD-0001234,SUP-000597,Industrial Parts Product 01234,Industrial Parts,15.22,24.11,Active
PROD-0001235,SUP-000492,Finished Goods Product 01235,Finished Goods,128.21,174.57,Active
PROD-0001236,SUP-000321,Components Product 01236,Components,10.99,23.32,Active
PROD-0001237,SUP-000818,Raw Materials Product 01237,Raw Materials,12.29,20.06,Active
PROD-0001238,SUP-000398,Industrial Parts Product 01238,Industrial Parts,51.84,119.93,Active
PROD-0001239,SUP-000715,Components Product 01239,Components,30.42,69.47,Active
PROD-0001240,SUP-000734,Components Product 01240,Components,50.06,97.45,Active
PROD-0001241,SUP-000423,Raw Materials Product 01241,Raw Materials,31.84,57.6,Active
PROD-0001242,SUP-000122,Finished Goods Product 01242,Finished Goods,33.14,33.14,Active
PROD-0001243,SUP-000932,Industrial Parts Product 01243,Industrial Parts,9.93,21.28,Active
PROD-0001244,SUP-000848,Packaging Product 01244,Packaging,8.5,20.66,Active
PROD-0001245,SUP-000098,Industrial Parts Product 01245,Industrial Parts,208.46,452.5,Active
PROD-0001247,SUP-000658,Components Product 00011,Industrial Parts,23.45,34.59,Inactive
PROD-0001248,SUP-000084,Components Product 01248,Components,79.54,182.67,Active
PROD-0001249,SUP-000984,Components Product 01249,Components,72.87,150.79,Active
PROD-0001250,SUP-000465,Finished Goods Product 01250,Finished Goods,18.07,38.81,Active
PROD-0001251,SUP-000643,Industrial Parts Product 01251,Industrial Parts,21.28,31.55,Active
PROD-0001252,SUP-000200,Finished Goods Product 01252,Finished Goods,30.85,53.55,Active
PROD-0001253,SUP-000113,Finished Goods Product 01253,Finished Goods,19.54,25.62,Active
PROD-0001254,SUP-000127,Components Product 01254,Components,57.04,83.2,Active
PROD-0001255,SUP-000619,Industrial Parts Product 01255,Industrial Parts,343.52,484.2,Active
PROD-0001256,SUP-000958,Raw Materials Product 01256,Raw Materials,23.36,31.45,Active
PROD-0001257,SUP-000459,Raw Materials Product 01257,Raw Materials,20.4,50.73,Inactive
PROD-0001258,SUP-000462,Packaging Product 01258,Packaging,59.92,94.76,Active
PROD-0001259,SUP-000145,Components Product 01259,Components,4.49,9.2,Active
PROD-0001260,SUP-000426,Finished Goods Product 01260,Finished Goods,39.33,86.98,Active
PROD-0001261,SUP-000981,Industrial Parts Product 01261,Industrial Parts,15.84,31.57,Active
PROD-0001262,SUP-000415,Finished Goods Product 01262,Finished Goods,119.22,247.5,Active
PROD-0001263,SUP-000231,Industrial Parts Product 01263,Industrial Parts,16.42,25.22,Active
PROD-0001264,SUP-000184,Components Product 01264,Components,31.62,5967.0,Active
PROD-0001265,SUP-000834,Components Product 01265,Components,29.65,63.79,Active
PROD-0001266,SUP-000865,Industrial Parts Product 01266,Industrial Parts,44.56,74.16,Inactive
PROD-0001267,SUP-000761,Components Product 01267,Components,60.7,150.27,Active
PROD-0001268,SUP-000506,Finished Goods Product 01268,Finished Goods,48.77,91.48,Active
PROD-0001269,SUP-000910,Raw Materials Product 01269,Raw Materials,13.96,18.87,Active
PROD-0001270,SUP-000157,Industrial Parts Product 01270,Industrial Parts,40.46,77.93,Active
PROD-0001271,SUP-000112,Finished Goods Product 01271,Finished Goods,77.29,190.27,Active
PROD-0001272,SUP-000669,Finished Goods Product 01272,Finished Goods,19.34,35.65,Active
PROD-0001273,SUP-000281,Packaging Product 01273,Packaging,23.98,40.49,Active
PROD-0001274,SUP-000717,Packaging Product 01274,Packaging,3285.0,3285.0,Active
PROD-0001275,SUP-000393,Components Product 01275,Components,13.17,22.39,Active
PROD-0001276,SUP-000175,Finished Goods Product 01276,Finished Goods,52.55,89.09,Active
PROD-0001277,SUP-000978,Raw Materials Product 01277,Raw Materials,52.28,106.03,Active
PROD-0001278,SUP-000961,Industrial Parts Product 01278,Industrial Parts,12.61,31.18,Active
PROD-0001279,SUP-000273,Components Product 01279,Components,49.24,63.07,Active
PROD-0001280,SUP-000634,Raw Materials Product 01280,Raw Materials,29.55,41.26,Active
PROD-0001281,SUP-000293,Finished Goods Product 01281,Finished Goods,21.66,29.16,Active
PROD-0001282,SUP-000437,Finished Goods Product 01282,Finished Goods,61.84,102.46,Active
PROD-0001283,SUP-000554,Components Product 01283,Components,16.75,25.4,Active
PROD-0001284,SUP-000527,Raw Materials Product 01284,Raw Materials,38.72,86.43,Active
PROD-0001285,SUP-000752,Finished Goods Product 01285,Finished Goods,42.0,80.45,Active
PROD-0001286,SUP-000615,Finished Goods Product 01286,Finished Goods,49.6,64.82,Active
PROD-0001287,SUP-000640,Components Product 01287,Components,97.36,214.16,Active
PROD-0001288,SUP-000995,Finished Goods Product 01288,Finished Goods,50.61,63.08,Active
PROD-0001289,SUP-000996,Components Product 00011,Packaging,38.48,72.4,Active
PROD-0001290,SUP-000931,Components Product 01290,Components,21.11,40.47,Active
PROD-0001291,SUP-000148,Raw Materials Product 01291,Raw Materials,60.85,132.25,Active
PROD-0001292,SUP-000055,Packaging Product 01292,Packaging,51.6,73.13,Active
PROD-0001293,SUP-000046,Industrial Parts Product 01293,Industrial Parts,16.04,38.87,Active
PROD-0001294,SUP-000990,Components Product 01294,Components,27.61,36.03,Active
PROD-0001295,SUP-000644,Components Product 01295,Components,16.57,40.08,Active
PROD-0001296,SUP-000140,Components Product 01296,Components,46.86,74.84,Active
PROD-0001297,SUP-000985,Finished Goods Product 01297,Finished Goods,32.31,65.87,Active
PROD-0001298,SUP-000075,Industrial Parts Product 01298,Industrial Parts,49.13,100.43,Active
PROD-0001299,SUP-000230,Finished Goods Product 01299,Finished Goods,27.05,42.75,Active
PROD-0001300,SUP-000012,Finished Goods Product 01300,Finished Goods,40.49,88.59,Active
PROD-0001301,SUP-000727,Industrial Parts Product 01301,Industrial Parts,43.95,71.59,Active
PROD-0001302,SUP-000958,Industrial Parts Product 01302,Industrial Parts,53.19,105.3,Active
PROD-0001303,SUP-000670,Components Product 01303,Components,35.37,85.09,Active
PROD-0001304,SUP-000713,Raw Materials Product 01304,Raw Materials,14.02,28.06,Active
PROD-0001305,SUP-000141,Finished Goods Product 01305,Finished Goods,72.38,157.05,Active
PROD-0001306,SUP-000256,Components Product 01306,Components,74.33,184.28,Active
PROD-0001307,SUP-000652,Raw Materials Product 01307,Raw Materials,104.67,192.59,Inactive
PROD-0001308,SUP-000245,Industrial Parts Product 01308,Industrial Parts,15.76,31.8,Active
PROD-0001309,SUP-000258,Finished Goods Product 01309,Finished Goods,21.31,26.39,Active
PROD-0001310,SUP-000349,Packaging Product 01310,Packaging,15.06,32.22,Active
PROD-0001311,SUP-000824,Finished Goods Product 01311,Finished Goods,6.19,14.22,Active
PROD-0001312,SUP-000551,Finished Goods Product 01312,Finished Goods,65.62,102.61,Active
PROD-0001313,SUP-000052,Components Product 01313,Components,10.43,13.12,Active
PROD-0001314,SUP-000737,Components Product 01314,Components,56.06,83.95,Active
PROD-0001315,SUP-000120,Finished Goods Product 01315,Finished Goods,10.94,15.07,Active
PROD-0001316,SUP-000135,Industrial Parts Product 01316,Industrial Parts,8.67,19.3,Active
PROD-0001317,SUP-000564,Raw Materials Product 01317,Raw Materials,23.69,45.53,Active
PROD-0001318,SUP-000978,Components Product 01318,Components,46.78,67.64,Active
PROD-0001319,SUP-000761,Finished Goods Product 01319,Finished Goods,8.05,11.68,Active
PROD-0001320,SUP-000875,Raw Materials Product 01320,Raw Materials,3285.0,3285.0,Active
PROD-0001321,SUP-000249,Finished Goods Product 01321,Finished Goods,9.94,17.28,Active
PROD-0001322,SUP-000621,Raw Materials Product 01322,Raw Materials,57.9,104.72,Active
PROD-0001323,SUP-000116,Components Product 01323,Components,32.85,41.04,Inactive
PROD-0001324,SUP-000221,Finished Goods Product 01324,Finished Goods,33.65,64.1,Active
PROD-0001325,SUP-000613,Finished Goods Product 01325,Finished Goods,67.11,146.88,Active
PROD-0001326,SUP-000375,Industrial Parts Product 01326,Industrial Parts,27.62,39.93,Active
PROD-0001327,SUP-000013,Finished Goods Product 01327,Finished Goods,47.01,81.33,Active
PROD-0001328,SUP-000920,Components Product 01328,Components,120.13,263.78,Active
PROD-0001329,SUP-000428,Finished Goods Product 01329,Finished Goods,34.1,73.77,Active
PROD-0001330,SUP-000658,Industrial Parts Product 01330,Industrial Parts,7.94,16.6,Active
PROD-0001331,SUP-000984,Raw Materials Product 01331,Raw Materials,47.72,107.03,Active
PROD-0001332,SUP-000570,Raw Materials Product 01332,Raw Materials,16.84,28.42,Active
PROD-0001333,SUP-000464,Packaging Product 01333,Packaging,23.65,32.71,Active
PROD-0001334,SUP-000442,Raw Materials Product 01334,Components,19.26,31.05,Active
PROD-0001335,SUP-000678,Components Product 01335,Components,38.67,60.51,Active
PROD-0001336,SUP-000311,Packaging Product 01336,Packaging,29.19,45.4,Active
PROD-0001337,SUP-000119,Finished Goods Product 01337,Finished Goods,28.56,47.98,Active
PROD-0001338,SUP-000762,Raw Materials Product 01338,Raw Materials,55.27,70.59,Active
PROD-0001339,SUP-000187,Raw Materials Product 01339,Raw Materials,27.4,44.19,Active
PROD-0001340,SUP-000697,Finished Goods Product 01340,Finished Goods,38.0,49.43,Active
PROD-0001341,SUP-000734,Raw Materials Product 01341,Raw Materials,87.16,213.92,Active
PROD-0001342,SUP-000540,Industrial Parts Product 01342,Industrial Parts,98.27,194.02,Active
PROD-0001343,SUP-000989,Raw Materials Product 01343,Raw Materials,154.45,210.04,Active
PROD-0001344,SUP-000993,Raw Materials Product 01344,Raw Materials,104.85,161.69,Active
PROD-0001345,SUP-000770,Industrial Parts Product 01345,Industrial Parts,10.02,20.15,Active
PROD-0001346,SUP-000966,Packaging Product 01346,Packaging,18.2,33.12,Active
PROD-0001347,SUP-000040,Industrial Parts Product 01347,Industrial Parts,55.08,92.3,Active
PROD-0001348,SUP-000147,Industrial Parts Product 01348,Industrial Parts,48.6,113.2,Inactive
PROD-0001349,SUP-000685,Industrial Parts Product 01349,Industrial Parts,28.38,41.68,Active
PROD-0001350,SUP-000331,Packaging Product 01350,Packaging,63.99,125.8,Active
PROD-0001351,SUP-000109,Components Product 01351,Components,14.7,30.76,Active
PROD-0001352,SUP-000924,Finished Goods Product 01352,Finished Goods,59.01,147.1,Active
PROD-0001353,SUP-000696,Finished Goods Product 01353,Finished Goods,74.81,93.29,Active
PROD-0001354,SUP-000646,Raw Materials Product 01354,Raw Materials,8.99,17.39,Active
PROD-0001355,SUP-000158,Raw Materials Product 01355,Raw Materials,36.08,45.32,Active
PROD-0001356,SUP-000743,Finished Goods Product 01356,Finished Goods,40.37,53.6,Active
PROD-0001357,SUP-000043,Finished Goods Product 01357,Finished Goods,14.89,25.34,Active
PROD-0001358,SUP-000746,Components Product 01358,Components,3285.0,3285.0,Active
PROD-0001359,SUP-000621,Components Product 01359,Components,40.47,49.09,Active
PROD-0001360,SUP-000887,Industrial Parts Product 01360,Industrial Parts,50.1,93.69,Active
PROD-0001361,SUP-000296,Raw Materials Product 01361,Components,29.08,62.95,Active
PROD-0001362,SUP-000387,Finished Goods Product 01362,Finished Goods,23.94,54.81,Active
PROD-0001363,SUP-000328,Industrial Parts Product 01363,Industrial Parts,47.37,60.46,Active
PROD-0001364,SUP-000636,Finished Goods Product 01364,Finished Goods,10.14,13.2,Active
PROD-0001365,SUP-000598,Components Product 01365,Components,95.3,211.73,Active
PROD-0001366,SUP-000094,Components Product 01366,Components,195.98,407.14,Active
PROD-0001367,SUP-000002,Components Product 01367,Components,36.08,66.46,Active
PROD-0001368,SUP-000222,Components Product 01368,Components,97.43,196.03,Active
PROD-0001369,SUP-000966,Raw Materials Product 01369,Raw Materials,67.93,157.27,Active
PROD-0001370,SUP-000393,Components Product 01370,Components,254.11,511.25,Active
PROD-0001371,SUP-000522,Components Product 01371,Components,4.87,7.22,Active
PROD-0001372,SUP-000094,Finished Goods Product 01372,Finished Goods,55.83,110.27,Active
PROD-0001373,SUP-000527,Raw Materials Product 01373,Raw Materials,4.42,10.53,Active
PROD-0001374,SUP-000307,Components Product 01374,Components,15.47,24.17,Active
PROD-0001375,SUP-000284,Components Product 01375,Components,31.43,50.61,Active
PROD-0001376,SUP-000310,Components Product 01376,Components,24.51,59.52,Active
PROD-0001377,SUP-000273,Components Product 01377,Components,85.94,213.31,Active
PROD-0001378,SUP-000521,Packaging Product 01378,Packaging,137.09,252.88,Active
PROD-0001379,SUP-000735,Packaging Product 01379,Packaging,47.37,69.91,Active
PROD-0001380,SUP-000447,Packaging Product 01380,Packaging,262.6,484.69,Active
PROD-0001381,SUP-000454,Raw Materials Product 01381,Raw Materials,12.73,30.06,Active
PROD-0001382,SUP-000737,Components Product 01382,Components,15.72,27.19,Active
PROD-0001383,SUP-000310,Raw Materials Product 01383,Raw Materials,13.53,19.62,Active
PROD-0001384,SUP-000694,Components Product 01384,Components,76.63,187.54,Active
PROD-0001385,SUP-000474,Finished Goods Product 01385,Finished Goods,91.46,172.26,Active
PROD-0001386,SUP-000659,Raw Materials Product 01386,Raw Materials,9.75,12.26,Active
PROD-0001387,SUP-000666,Raw Materials Product 01387,Raw Materials,16.84,25.76,Active
PROD-0001388,SUP-000227,Raw Materials Product 01388,Raw Materials,27.63,44.32,Active
PROD-0001389,SUP-000182,Raw Materials Product 01389,Raw Materials,20.67,48.11,Active
PROD-0001390,SUP-000863,Finished Goods Product 01390,Finished Goods,20.07,28.43,Active
PROD-0001391,SUP-000142,Components Product 01391,Components,26.34,54.59,Active
PROD-0001392,SUP-000649,Finished Goods Product 01392,Finished Goods,15.4,24.11,Active
PROD-0001393,SUP-000606,Finished Goods Product 01393,Finished Goods,75.5,126.43,Active
PROD-0001394,SUP-000581,Industrial Parts Product 01394,Industrial Parts,123.56,178.28,Active
PROD-0001395,SUP-000812,Industrial Parts Product 01395,Industrial Parts,10.56,24.51,Active
PROD-0001396,SUP-000797,Finished Goods Product 01396,Finished Goods,42.58,68.36,Inactive
PROD-0001397,SUP-000870,Industrial Parts Product 01397,Industrial Parts,55.53,131.07,Active
PROD-0001398,SUP-000301,Finished Goods Product 01398,Finished Goods,15.88,39.33,Active
PROD-0001399,SUP-000772,Packaging Product 01399,Packaging,8.68,16.91,Active
PROD-0001400,SUP-000387,Components Product 01400,Components,28.66,54.18,Active
PROD-0001401,SUP-000170,Components Product 01401,Components,33.14,33.37,Active
PROD-0001402,SUP-000242,Finished Goods Product 01402,Finished Goods,23.85,53.56,Active
PROD-0001403,SUP-000451,Raw Materials Product 01403,Raw Materials,53.31,64.49,Active
PROD-0001404,SUP-000004,Raw Materials Product 01404,Raw Materials,85.43,194.86,Active
PROD-0001405,SUP-000332,Raw Materials Product 01405,Raw Materials,281.56,645.43,Active
PROD-0001406,SUP-000213,Raw Materials Product 01406,Raw Materials,45.68,88.29,Active
PROD-0001407,SUP-000750,Components Product 01407,Components,31.18,67.38,Active
PROD-0001408,SUP-000125,Finished Goods Product 01408,Finished Goods,11.45,25.23,Active
PROD-0001409,SUP-000350,Packaging Product 01409,Packaging,50.1,62.68,Active
PROD-0001410,SUP-000705,Components Product 01410,Components,38.97,73.34,Active
PROD-0001411,SUP-000408,Components Product 01411,Components,29.8,69.1,Active
PROD-0001412,SUP-000165,Industrial Parts Product 01412,Industrial Parts,37.32,90.54,Active
PROD-0001413,SUP-000900,Packaging Product 01413,Packaging,7.73,11.32,Inactive
PROD-0001414,SUP-000841,Components Product 01414,Components,6.54,12.7,Active
PROD-0001415,SUP-000554,Industrial Parts Product 01415,Industrial Parts,82.26,102.32,Active
PROD-0001416,SUP-000173,Raw Materials Product 01416,Raw Materials,6.7,12.4,Active
PROD-0001417,SUP-000404,Raw Materials Product 01417,Raw Materials,10.93,18.26,Active
PROD-0001418,SUP-000568,Raw Materials Product 01418,Raw Materials,13.59,29.64,Active
PROD-0001419,SUP-000779,Raw Materials Product 01419,Raw Materials,45.95,74.44,Active
PROD-0001420,SUP-000130,Raw Materials Product 01420,Raw Materials,225.59,470.38,Active
PROD-0001421,SUP-000477,Components Product 01421,Components,33.14,71.85,Active
PROD-0001423,SUP-000804,Raw Materials Product 01423,Raw Materials,98.93,144.97,Inactive
PROD-0001424,SUP-000455,Raw Materials Product 01424,Raw Materials,13.89,22.37,Active
PROD-0001425,SUP-000782,Components Product 01425,Components,61.29,142.52,Active
PROD-0001427,SUP-000450,Finished Goods Product 01427,Finished Goods,19.24,26.91,Active
PROD-0001428,SUP-000338,Packaging Product 01428,Packaging,32.22,45.58,Active
PROD-0001429,SUP-000701,Industrial Parts Product 01429,Industrial Parts,44.94,73.46,Inactive
PROD-0001430,SUP-000300,Components Product 01430,Components,22.54,46.17,Active
PROD-0001431,SUP-000006,Finished Goods Product 01431,Finished Goods,30.52,72.21,Active
PROD-0001432,SUP-000757,Finished Goods Product 01432,Finished Goods,44.85,64.93,Inactive
PROD-0001433,SUP-000030,Components Product 01433,Components,59.34,136.69,Active
PROD-0001434,SUP-000276,Packaging Product 01434,Packaging,9.08,14.25,Active
PROD-0001435,SUP-000177,Raw Materials Product 01435,Raw Materials,33.27,69.7,Active
PROD-0001436,SUP-000947,Components Product 01436,Components,19.75,46.26,Active
PROD-0001437,SUP-000419,Components Product 01437,Components,102.38,188.27,Active
PROD-0001438,SUP-000163,Industrial Parts Product 01438,Industrial Parts,33.36,68.66,Active
PROD-0001439,SUP-000873,Components Product 01439,Components,30.0,51.12,Active
PROD-0001440,SUP-000282,Finished Goods Product 01440,Finished Goods,109.26,246.37,Active
PROD-0001441,SUP-000643,Industrial Parts Product 01441,Industrial Parts,13.31,28.39,Active
PROD-0001442,SUP-000972,Components Product 01442,Components,37.38,84.89,Active
PROD-0001443,SUP-000309,Raw Materials Product 01443,Raw Materials,22.87,51.46,Active
PROD-0001444,SUP-000289,Raw Materials Product 01444,Raw Materials,165.4,331.49,Active
PROD-0001445,SUP-000770,Finished Goods Product 01445,Finished Goods,16.62,34.21,Active
PROD-0001446,SUP-000281,Finished Goods Product 01446,Finished Goods,35.87,87.9,Active
PROD-0001447,SUP-000257,Components Product 01447,Components,31.91,65.28,Active
PROD-0001448,SUP-000398,Components Product 01448,Components,32.68,80.38,Active
PROD-0001449,SUP-000019,Industrial Parts Product 01449,Industrial Parts,100.66,121.52,Active
PROD-0001450,SUP-000911,Raw Materials Product 01450,Raw Materials,57.46,92.18,Active
PROD-0001452,SUP-000538,Raw Materials Product 01452,Raw Materials,61.31,152.1,Active
PROD-0001453,SUP-000948,Industrial Parts Product 01453,Industrial Parts,36.05,56.25,Active
PROD-0001454,SUP-000998,Raw Materials Product 01454,Raw Materials,11.21,17.0,Active
PROD-0001455,SUP-000052,Industrial Parts Product 01455,Industrial Parts,43.04,101.12,Active
PROD-0001456,SUP-000098,Components Product 01456,Components,332.06,451.79,Active
PROD-0001457,SUP-000990,Raw Materials Product 01457,Raw Materials,64.2,84.05,Active
PROD-0001458,SUP-000300,Industrial Parts Product 01458,Industrial Parts,15.84,23.37,Active
PROD-0001459,SUP-000788,Industrial Parts Product 01459,Industrial Parts,8.01,18.95,Active
PROD-0001460,SUP-000600,Finished Goods Product 01460,Finished Goods,16.99,39.99,Active
PROD-0001461,SUP-000894,Packaging Product 01461,Packaging,16.72,35.4,Active
PROD-0001462,SUP-000928,Finished Goods Product 01462,Finished Goods,38.64,85.6,Active
PROD-0001463,SUP-000477,Industrial Parts Product 01463,Industrial Parts,121.82,267.97,Active
PROD-0001464,SUP-000623,Components Product 01464,Components,18.05,31.26,Active
PROD-0001465,SUP-000763,Finished Goods Product 01465,Finished Goods,24.99,43.8,Active
PROD-0001466,SUP-000474,Finished Goods Product 01466,Finished Goods,65.86,123.2,Active
PROD-0001467,SUP-000333,Industrial Parts Product 01467,Industrial Parts,28.94,44.32,Active
PROD-0001468,SUP-000028,Finished Goods Product 01468,Finished Goods,66.14,91.86,Active
PROD-0001469,SUP-000213,Raw Materials Product 01469,Raw Materials,25.39,59.06,Active
PROD-0001470,SUP-000538,Raw Materials Product 01470,Raw Materials,27.74,64.96,Active
PROD-0001471,SUP-000988,Finished Goods Product 01471,Finished Goods,34.37,53.27,Active
PROD-0001472,SUP-000170,Raw Materials Product 01472,Raw Materials,35.38,60.37,Active
PROD-0001473,SUP-000777,Raw Materials Product 01473,Raw Materials,10.27,21.63,Active
PROD-0001474,SUP-000191,Components Product 01474,Components,33.09,40.73,Active
PROD-0001475,SUP-000850,Components Product 01475,Components,49.36,72.74,Active
PROD-0001476,SUP-000058,Raw Materials Product 01476,Components,22.16,32.21,Active
PROD-0001477,SUP-000505,Industrial Parts Product 01477,Industrial Parts,50.11,81.22,Active
PROD-0001478,SUP-000019,Finished Goods Product 01478,Finished Goods,62.65,92.17,Active
PROD-0001479,SUP-000587,Finished Goods Product 01479,Finished Goods,42.23,99.54,Active
PROD-0001480,SUP-000891,Finished Goods Product 01480,Finished Goods,23.87,38.96,Active
PROD-0001481,SUP-000707,Industrial Parts Product 01481,Industrial Parts,12.56,15.17,Active
PROD-0001482,SUP-000885,Finished Goods Product 01482,Finished Goods,56.11,60.46,Active
PROD-0001483,SUP-000194,Finished Goods Product 01483,Finished Goods,63.74,105.22,Active
PROD-0001484,SUP-000311,Finished Goods Product 01484,Finished Goods,160.07,376.15,Active
PROD-0001485,SUP-000813,Components Product 01485,Components,9.81,19.55,Inactive
PROD-0001486,SUP-000353,Components Product 01486,Components,106.63,154.46,Active
PROD-0001487,SUP-000429,Components Product 01487,Components,87.94,134.41,Active
PROD-0001488,SUP-000316,Packaging Product 01488,Packaging,41.74,62.0,Active
PROD-0001489,SUP-000969,Components Product 01489,Components,84.97,203.14,Active
PROD-0001490,SUP-000137,Finished Goods Product 01490,Finished Goods,37.77,51.39,Active
PROD-0001491,SUP-000735,Packaging Product 01491,Packaging,40.09,90.73,Active
PROD-0001492,SUP-000629,Industrial Parts Product 01492,Industrial Parts,14.7,21.23,Active
PROD-0001493,SUP-000022,Components Product 01493,Components,25.45,40.19,Active
PROD-0001494,SUP-000804,Components Product 01494,Components,52.17,88.77,Active
PROD-0001495,SUP-000997,Raw Materials Product 01495,Raw Materials,31.42,47.08,Active
PROD-0001496,SUP-000817,Finished Goods Product 01496,Finished Goods,18.32,35.26,Active
PROD-0001497,SUP-000882,Industrial Parts Product 01497,Industrial Parts,27.28,39.29,Active
PROD-0001498,SUP-000349,Finished Goods Product 01498,Finished Goods,33.81,45.77,Active
PROD-0001499,SUP-000643,Raw Materials Product 01499,Raw Materials,90.13,193.09,Active
PROD-0001500,SUP-000377,Finished Goods Product 01500,Finished Goods,81.1,123.06,Active
PROD-0001501,SUP-000696,Industrial Parts Product 01501,Industrial Parts,28.38,36.39,Active
PROD-0001502,SUP-000438,Components Product 01502,Components,23.98,42.33,Active
PROD-0001503,SUP-000216,Industrial Parts Product 01503,Industrial Parts,62.7,105.48,Inactive
PROD-0001504,SUP-000487,Raw Materials Product 01504,Raw Materials,19.01,33.37,Active
PROD-0001505,SUP-000966,Components Product 01505,Components,57.62,90.63,Active
PROD-0001506,SUP-000236,Finished Goods Product 01506,Finished Goods,95.91,141.47,Active
PROD-0001507,SUP-000028,Components Product 01507,Components,119.02,212.64,Active
PROD-0001508,SUP-000232,Components Product 01508,Components,17.24,29.22,Active
PROD-0001509,SUP-000872,Raw Materials Product 01509,Raw Materials,39.68,49.79,Active
PROD-0001510,SUP-000359,Components Product 01510,Components,34.87,73.44,Active
PROD-0001511,SUP-000295,Components Product 01511,Components,9.61,19.2,Active
PROD-0001512,SUP-000435,Packaging Product 01512,Packaging,51.13,92.58,Active
PROD-0001513,SUP-000025,Finished Goods Product 01513,Finished Goods,32.66,68.25,Active
PROD-0001514,SUP-000867,Industrial Parts Product 01514,Industrial Parts,28.44,35.66,Active
PROD-0001515,SUP-000512,Finished Goods Product 01515,Finished Goods,34.3,58.56,Inactive
PROD-0001516,SUP-000899,Industrial Parts Product 01516,Industrial Parts,26.45,34.14,Active
PROD-0001517,SUP-000236,Industrial Parts Product 01517,Industrial Parts,21.52,47.06,Active
PROD-0001518,SUP-000525,Finished Goods Product 01518,Finished Goods,64.07,108.92,Active
PROD-0001519,SUP-000338,Industrial Parts Product 01519,Industrial Parts,32.32,39.34,Active
PROD-0001520,SUP-000639,Packaging Product 01520,Packaging,84.42,153.29,Active
PROD-0001521,SUP-000586,Industrial Parts Product 01521,Industrial Parts,57.47,126.47,Active
PROD-0001522,SUP-000834,Components Product 01522,Components,59.96,74.55,Active
PROD-0001523,SUP-000032,Industrial Parts Product 01523,Industrial Parts,10.81,17.88,Active
PROD-0001524,SUP-000073,Raw Materials Product 01524,Raw Materials,33.46,40.16,Active
PROD-0001525,SUP-000677,Components Product 01525,Components,65.16,131.84,Active
PROD-0001526,SUP-000213,Components Product 01526,Components,94.47,174.77,Active
PROD-0001527,SUP-000258,Packaging Product 01527,Packaging,34.51,45.17,Active
PROD-0001528,SUP-000170,Components Product 01528,Components,13.84,19.99,Active
PROD-0001529,SUP-000189,Finished Goods Product 01529,Finished Goods,100.61,199.7,Active
PROD-0001530,SUP-000469,Industrial Parts Product 01530,Industrial Parts,18.37,25.76,Active
PROD-0001531,SUP-000748,Components Product 01531,Components,8.66,16.3,Active
PROD-0001532,SUP-000336,Finished Goods Product 01532,Finished Goods,34.77,61.51,Active
PROD-0001533,SUP-000196,Raw Materials Product 01533,Raw Materials,31.84,47.34,Active
PROD-0001534,SUP-000381,Components Product 01534,Components,88.85,209.5,Active
PROD-0001535,SUP-000712,Components Product 01535,Components,79.06,152.42,Active
PROD-0001536,SUP-000751,Components Product 01536,Components,22.47,53.58,Active
PROD-0001537,SUP-000811,Finished Goods Product 01537,Finished Goods,14.81,20.08,Active
PROD-0001538,SUP-000145,Components Product 01538,Components,25.98,31.31,Active
PROD-0001539,SUP-000620,Finished Goods Product 01539,Finished Goods,39.17,91.21,Active
PROD-0001540,SUP-000903,Industrial Parts Product 01540,Industrial Parts,56.85,105.54,Active
PROD-0001541,SUP-000055,Raw Materials Product 01541,Raw Materials,24.76,49.23,Active
PROD-0001542,SUP-000045,Industrial Parts Product 01542,Industrial Parts,58.17,81.31,Active
PROD-0001543,SUP-000968,Raw Materials Product 01543,Raw Materials,20.85,39.46,Active
PROD-0001544,SUP-000982,Industrial Parts Product 01544,Industrial Parts,126.71,246.33,Active
PROD-0001545,SUP-000140,Raw Materials Product 01545,Raw Materials,43.66,101.17,Active
PROD-0001546,SUP-000913,Raw Materials Product 01546,Raw Materials,12.49,26.62,Active
PROD-0001547,SUP-000349,Industrial Parts Product 01547,Industrial Parts,20.11,28.78,Active
PROD-0001548,SUP-000619,Finished Goods Product 01548,Finished Goods,18.32,30.73,Active
PROD-0001550,SUP-000305,Finished Goods Product 01550,Finished Goods,13.62,29.49,Active
PROD-0001551,SUP-000547,Raw Materials Product 01551,Raw Materials,25.52,55.29,Active
PROD-0001552,SUP-000565,Finished Goods Product 01552,Finished Goods,23.64,51.52,Active
PROD-0001553,SUP-000441,Industrial Parts Product 01553,Industrial Parts,42.69,55.5,Active
PROD-0001554,SUP-000362,Industrial Parts Product 01554,Industrial Parts,23.88,32.72,Active
PROD-0001555,SUP-000794,Finished Goods Product 01555,Finished Goods,68.32,162.82,Active
PROD-0001556,SUP-000335,Finished Goods Product 01556,Finished Goods,25.27,50.11,Active
PROD-0001557,SUP-000669,Industrial Parts Product 01557,Industrial Parts,13.28,24.1,Active
PROD-0001558,SUP-000903,Raw Materials Product 01558,Raw Materials,5.24,9.18,Active
