financial_transaction_key,transaction_id,date_key,account_key,location_key,transaction_type,transaction_category,transaction_amount
14488,FIN-014488,20250504,395,76,Revenue,Utilities,33380.47
14489,FIN-014489,20190905,372,77,Expense,Operating Expense,34471.05
14490,FIN-014490,20230502,395,71,Revenue,Materials,40149.68
14491,FIN-014491,20230807,92,41,Cost,Maintenance,38128.35
14492,FIN-014492,20220908,63,77,Revenue,Materials,23536.57
14493,FIN-014493,20221008,672,19,Cost,Sales Revenue,32129.24
14494,FIN-014494,20210210,12,93,Revenue,Utilities,44905.68
14495,FIN-014495,20230512,989,74,Expense,Operating Expense,40038.08
14496,FIN-014496,20231107,158,7,Revenue,Sales Revenue,41999.36
14497,FIN-014497,20240216,370,23,Cost,Utilities,41964.65
14498,FIN-014498,20191108,137,34,Expense,Utilities,5474.13
14499,FIN-014499,20241017,557,91,Revenue,Operating Expense,20414.36
14500,FIN-014500,20210314,457,92,Cost,Operating Expense,31918.95
14501,FIN-014501,20200212,101,95,Revenue,Utilities,11091.99
14502,FIN-014502,20200331,312,79,Revenue,Sales Revenue,20133.57
14503,FIN-014503,20220603,983,17,Cost,Sales Revenue,34285.11
14504,FIN-014504,20200323,6,31,Expense,Sales Revenue,37190.63
14505,FIN-014505,20210114,465,21,Cost,Maintenance,14967.75
14506,FIN-014506,20231027,882,69,Revenue,Sales Revenue,27326.67
14507,FIN-014507,20241025,491,71,Cost,Utilities,39080.58
14508,FIN-014508,20210612,468,74,Cost,Materials,20295.42
14509,FIN-014509,20191119,783,8,Revenue,Operating Expense,23388.0
14510,FIN-014510,20201129,588,12,Expense,Maintenance,32711.82
14511,FIN-014511,20230216,485,61,Revenue,Operating Expense,25870.99
14512,FIN-014512,20200604,223,72,Cost,Maintenance,40725.57
14513,FIN-014513,20210811,301,80,Revenue,Operating Expense,38625.74
14514,FIN-014514,20251004,249,45,Expense,Utilities,22424.22
14515,FIN-014515,20241013,962,5,Revenue,Operating Expense,44318.54
14516,FIN-014516,20200813,734,13,Expense,Operating Expense,42418.69
14517,FIN-014517,20211119,839,4,Expense,Operating Expense,41207.85
14518,FIN-014518,20230430,344,56,Cost,Operating Expense,44203.12
14519,FIN-014519,20221013,705,84,Expense,Materials,10761.66
14520,FIN-014520,20191117,176,41,Revenue,Sales Revenue,16499.82
14521,FIN-014521,20190831,478,71,Expense,Materials,16293.32
14522,FIN-014522,20240418,995,97,Expense,Materials,683.83
14523,FIN-014523,20231015,709,2,Revenue,Operating Expense,1126.47
14524,FIN-014524,20240417,231,24,Cost,Sales Revenue,45751.85
14525,FIN-014525,20241205,512,71,Revenue,Payroll,10092.72
14526,FIN-014526,20251016,889,55,Expense,Sales Revenue,1545.98
14527,FIN-014527,20230608,788,63,Revenue,Operating Expense,2407.72
14528,FIN-014528,20250120,135,97,Revenue,Utilities,15487.51
14529,FIN-014529,20210908,843,51,Expense,Payroll,46129.94
14530,FIN-014530,20210831,328,46,Revenue,Maintenance,32055.41
14531,FIN-014531,20200911,281,88,Revenue,Utilities,15322.62
14532,FIN-014532,20220207,288,36,Cost,Maintenance,43284.02
14533,FIN-014533,20240426,250,80,Expense,Operating Expense,45147.29
14534,FIN-014534,20201205,856,76,Expense,Maintenance,33771.13
14535,FIN-014535,20220419,734,6,Revenue,Materials,11661.43
14536,FIN-014536,20231128,193,64,Expense,Sales Revenue,6047.05
14537,FIN-014537,20191102,47,99,Revenue,Sales Revenue,43382.7
14538,FIN-014538,20241020,937,1,Cost,Utilities,190.74
14539,FIN-014539,20190830,734,70,Expense,Sales Revenue,19374.68
14540,FIN-014540,20251206,740,88,Expense,Maintenance,20985.52
14541,FIN-014541,20220410,402,74,Expense,Payroll,4539.85
14542,FIN-014542,20250415,588,58,Cost,Materials,46917.25
14543,FIN-014543,20210414,31,44,Expense,Maintenance,7469.61
14544,FIN-014544,20210608,858,49,Revenue,Utilities,3989.39
14545,FIN-014545,20230104,73,54,Revenue,Payroll,27780.11
14546,FIN-014546,20211204,804,34,Cost,Maintenance,32477.76
14547,FIN-014547,20240417,467,41,Cost,Materials,40619.32
14548,FIN-014548,20230329,104,13,Expense,Operating Expense,11863.48
14549,FIN-014549,20220116,690,36,Expense,Sales Revenue,42994.84
14550,FIN-014550,20200312,933,52,Cost,Utilities,17475.44
14551,FIN-014551,20250918,319,50,Cost,Sales Revenue,13936.93
14552,FIN-014552,20231019,269,38,Revenue,Operating Expense,26967.02
14553,FIN-014553,20190424,684,37,Cost,Maintenance,29504.5
14554,FIN-014554,20240504,628,88,Cost,Materials,41442.92
14555,FIN-014555,20230830,720,90,Expense,Sales Revenue,29289.27
14556,FIN-014556,20210717,656,73,Expense,Sales Revenue,10884.43
14557,FIN-014557,20250301,452,18,Revenue,Payroll,42244.43
14558,FIN-014558,20240529,268,43,Revenue,Maintenance,18152.15
14559,FIN-014559,20200912,928,17,Cost,Maintenance,1984.45
14560,FIN-014560,20201026,662,68,Expense,Sales Revenue,18693.16
14561,FIN-014561,20250106,758,91,Expense,Payroll,30962.03
14562,FIN-014562,20230204,404,67,Cost,Maintenance,3915.44
14563,FIN-014563,20200826,796,52,Cost,Payroll,49677.95
14564,FIN-014564,20221027,496,32,Revenue,Sales Revenue,5858.0
14565,FIN-014565,20190323,911,62,Cost,Operating Expense,21312.82
14566,FIN-014566,20220610,836,8,Expense,Utilities,43177.31
14567,FIN-014567,20200708,460,33,Cost,Operating Expense,42400.16
14568,FIN-014568,20200314,329,51,Cost,Sales Revenue,35636.36
14569,FIN-014569,20210607,609,98,Cost,Maintenance,28653.51
14570,FIN-014570,20190206,936,32,Revenue,Maintenance,23360.43
14571,FIN-014571,20220720,87,38,Revenue,Payroll,252.42
14572,FIN-014572,20210827,449,95,Expense,Materials,29997.46
14573,FIN-014573,20201216,621,70,Cost,Payroll,5428.38
14574,FIN-014574,20240824,706,56,Revenue,Sales Revenue,34766.2
14575,FIN-014575,20191014,156,29,Expense,Payroll,16171.57
14576,FIN-014576,20190708,508,65,Cost,Payroll,17003.13
14577,FIN-014577,20191008,603,56,Expense,Materials,44407.17
14578,FIN-014578,20200221,436,19,Cost,Sales Revenue,38473.2
14579,FIN-014579,20200603,662,88,Expense,Operating Expense,518.82
14580,FIN-014580,20230205,207,14,Cost,Payroll,39078.67
14581,FIN-014581,20251227,781,25,Expense,Operating Expense,49126.29
14582,FIN-014582,20250119,166,45,Cost,Sales Revenue,19373.79
14583,FIN-014583,20250420,252,87,Expense,Operating Expense,572.43
14584,FIN-014584,20250820,965,85,Revenue,Utilities,43809.91
14585,FIN-014585,20251113,30,72,Revenue,Maintenance,39901.51
14586,FIN-014586,20200423,284,35,Expense,Maintenance,7098.73
14587,FIN-014587,20250318,879,61,Cost,Sales Revenue,32991.68
14588,FIN-014588,20190609,882,82,Expense,Sales Revenue,15434.93
14589,FIN-014589,20200612,142,7,Cost,Sales Revenue,21305.48
14590,FIN-014590,20221028,983,10,Expense,Materials,12946.69
14591,FIN-014591,20210110,992,33,Expense,Sales Revenue,14626.01
14592,FIN-014592,20240310,143,11,Cost,Materials,27257.18
14593,FIN-014593,20190202,226,12,Expense,Payroll,38473.95
14594,FIN-014594,20220615,235,45,Revenue,Payroll,35153.01
14595,FIN-014595,20250823,207,13,Revenue,Materials,38022.57
14596,FIN-014596,20250916,652,32,Expense,Utilities,45706.05
14597,FIN-014597,20210626,232,66,Expense,Sales Revenue,31499.61
14598,FIN-014598,20210517,87,44,Expense,Payroll,21761.25
14599,FIN-014599,20190805,543,86,Revenue,Operating Expense,2836.25
14600,FIN-014600,20200621,82,70,Cost,Materials,34148.94
14601,FIN-014601,20250618,160,27,Expense,Sales Revenue,22308.52
14602,FIN-014602,20231115,494,84,Revenue,Payroll,23147.99
14603,FIN-014603,20231206,664,84,Cost,Operating Expense,12540.14
14604,FIN-014604,20231029,658,27,Cost,Sales Revenue,44069.93
14605,FIN-014605,20190719,934,7,Expense,Sales Revenue,27058.22
14606,FIN-014606,20251117,145,23,Revenue,Payroll,11093.83
14607,FIN-014607,20240210,990,20,Expense,Materials,18160.0
14608,FIN-014608,20240903,653,21,Expense,Operating Expense,39582.29
14609,FIN-014609,20191024,422,26,Cost,Materials,47857.15
14610,FIN-014610,20251024,867,68,Expense,Payroll,19546.26
14611,FIN-014611,20251210,530,99,Expense,Sales Revenue,38119.47
14612,FIN-014612,20220627,529,41,Revenue,Maintenance,2060.7
14613,FIN-014613,20210601,441,17,Revenue,Sales Revenue,7265.93
14614,FIN-014614,20200721,242,29,Cost,Operating Expense,25992.29
14615,FIN-014615,20250118,671,68,Expense,Sales Revenue,30712.4
14616,FIN-014616,20200812,14,5,Expense,Utilities,952.72
14617,FIN-014617,20250607,543,53,Cost,Payroll,21824.06
14618,FIN-014618,20210530,716,85,Cost,Materials,12144.67
14619,FIN-014619,20200915,284,19,Revenue,Materials,44129.35
14620,FIN-014620,20210101,506,58,Revenue,Maintenance,41134.63
14621,FIN-014621,20201228,925,40,Revenue,Sales Revenue,34418.19
14622,FIN-014622,20200212,151,62,Expense,Sales Revenue,9487.94
14623,FIN-014623,20250209,596,81,Expense,Utilities,29338.96
14624,FIN-014624,20190204,460,79,Expense,Utilities,144.05
14625,FIN-014625,20190220,78,82,Revenue,Payroll,14180.4
14626,FIN-014626,20190507,955,69,Revenue,Utilities,5394.97
14627,FIN-014627,20190220,152,19,Cost,Utilities,42203.2
14628,FIN-014628,20200907,103,19,Cost,Utilities,49982.64
14629,FIN-014629,20220922,497,86,Revenue,Payroll,5084.57
14630,FIN-014630,20241117,302,43,Expense,Payroll,24672.73
14631,FIN-014631,20240928,128,62,Cost,Payroll,194.5
14632,FIN-014632,20220824,574,27,Expense,Materials,23198.73
14633,FIN-014633,20190601,440,11,Revenue,Sales Revenue,25987.4
14634,FIN-014634,20250120,501,26,Cost,Utilities,13608.39
14635,FIN-014635,20251230,721,98,Expense,Maintenance,15594.76
14636,FIN-014636,20241018,251,45,Revenue,Maintenance,17120.01
14637,FIN-014637,20210105,1000,86,Cost,Utilities,7789.74
14638,FIN-014638,20250910,784,99,Revenue,Payroll,35639.92
14639,FIN-014639,20230531,175,58,Cost,Maintenance,16007.41
14640,FIN-014640,20200219,976,50,Revenue,Sales Revenue,21045.28
14641,FIN-014641,20230122,245,84,Expense,Operating Expense,1384.14
14642,FIN-014642,20240626,749,77,Cost,Sales Revenue,47441.28
14643,FIN-014643,20191128,726,15,Expense,Materials,9387.59
14644,FIN-014644,20210921,413,3,Expense,Maintenance,41784.76
14645,FIN-014645,20190708,801,35,Expense,Materials,36015.41
14646,FIN-014646,20201028,944,62,Revenue,Payroll,26245.68
14647,FIN-014647,20230401,534,11,Expense,Utilities,12647.8
14648,FIN-014648,20220830,18,92,Cost,Sales Revenue,27250.87
14649,FIN-014649,20220828,591,8,Expense,Operating Expense,28441.98
14650,FIN-014650,20190325,142,65,Expense,Operating Expense,37927.86
14651,FIN-014651,20210528,889,94,Cost,Sales Revenue,19888.3
14652,FIN-014652,20190425,903,79,Cost,Sales Revenue,33321.08
14653,FIN-014653,20191207,424,74,Revenue,Operating Expense,23299.1
14654,FIN-014654,20240715,812,58,Revenue,Utilities,25409.25
14655,FIN-014655,20251120,681,36,Cost,Payroll,41608.18
14656,FIN-014656,20230206,262,37,Expense,Operating Expense,6962.59
14657,FIN-014657,20190306,598,13,Revenue,Payroll,46318.45
14658,FIN-014658,20190313,813,81,Revenue,Payroll,10413.12
14659,FIN-014659,20240509,61,18,Revenue,Sales Revenue,5325.81
14660,FIN-014660,20220107,268,30,Expense,Operating Expense,35848.51
14661,FIN-014661,20250116,233,6,Cost,Materials,2285.44
14662,FIN-014662,20190505,748,78,Revenue,Materials,23000.6
14663,FIN-014663,20230814,79,76,Revenue,Maintenance,24422.89
14664,FIN-014664,20230628,142,50,Expense,Materials,49140.36
14665,FIN-014665,20190902,582,18,Revenue,Operating Expense,18911.57
14666,FIN-014666,20251231,150,13,Cost,Utilities,8613.22
14667,FIN-014667,20220209,317,38,Expense,Utilities,19039.25
14668,FIN-014668,20241230,706,97,Revenue,Materials,33287.35
14669,FIN-014669,20231203,116,75,Expense,Payroll,23301.45
14670,FIN-014670,20200817,159,33,Cost,Utilities,18803.85
14671,FIN-014671,20250608,762,76,Revenue,Utilities,14800.97
14672,FIN-014672,20240401,607,90,Revenue,Sales Revenue,20169.47
14673,FIN-014673,20211023,766,95,Expense,Materials,9152.17
14674,FIN-014674,20250803,202,37,Expense,Sales Revenue,42879.12
14675,FIN-014675,20240314,938,41,Revenue,Payroll,33444.57
14676,FIN-014676,20220422,453,32,Revenue,Sales Revenue,9211.77
14677,FIN-014677,20250209,501,7,Expense,Payroll,27515.6
14678,FIN-014678,20220910,725,41,Cost,Materials,35357.65
14679,FIN-014679,20201011,450,56,Expense,Maintenance,28668.77
14680,FIN-014680,20220224,791,77,Revenue,Materials,7467.43
14681,FIN-014681,20190503,280,61,Cost,Materials,31825.67
14682,FIN-014682,20240327,593,73,Revenue,Maintenance,1913.71
14683,FIN-014683,20200215,895,41,Expense,Operating Expense,23478.48
14684,FIN-014684,20200610,524,47,Cost,Utilities,29355.89
14685,FIN-014685,20230623,207,72,Cost,Maintenance,35063.58
14686,FIN-014686,20240412,699,6,Revenue,Sales Revenue,41618.13
14687,FIN-014687,20210120,127,66,Cost,Payroll,5282.19
14688,FIN-014688,20240407,41,43,Cost,Operating Expense,3740.42
14689,FIN-014689,20210719,194,54,Revenue,Utilities,38848.11
14690,FIN-014690,20250318,45,43,Expense,Maintenance,1958.0
14691,FIN-014691,20250625,625,55,Revenue,Materials,38384.02
14692,FIN-014692,20250520,983,35,Cost,Sales Revenue,13596.03
14693,FIN-014693,20231018,385,10,Revenue,Payroll,24291.09
14694,FIN-014694,20190508,133,89,Cost,Operating Expense,31694.35
14695,FIN-014695,20250811,294,37,Expense,Utilities,6950.75
14696,FIN-014696,20190202,454,92,Cost,Payroll,12676.6
14697,FIN-014697,20251216,47,15,Cost,Utilities,43439.61
14698,FIN-014698,20240619,79,10,Expense,Payroll,44563.56
14699,FIN-014699,20250125,685,71,Cost,Maintenance,18844.8
14700,FIN-014700,20200129,749,67,Expense,Maintenance,29889.94
14701,FIN-014701,20230422,467,59,Expense,Operating Expense,694.54
14702,FIN-014702,20240607,553,65,Cost,Utilities,22124.99
14703,FIN-014703,20220924,995,23,Cost,Operating Expense,26612.76
14704,FIN-014704,20230903,394,34,Revenue,Sales Revenue,35982.24
14705,FIN-014705,20220810,890,7,Revenue,Payroll,32277.04
14706,FIN-014706,20190626,151,39,Revenue,Utilities,13976.55
14707,FIN-014707,20240719,836,99,Revenue,Utilities,37200.65
14708,FIN-014708,20240811,304,29,Expense,Utilities,23934.57
14709,FIN-014709,20230310,360,70,Expense,Operating Expense,15309.63
14710,FIN-014710,20240614,815,23,Cost,Payroll,1984.33
14711,FIN-014711,20240518,698,66,Expense,Sales Revenue,14259.35
14712,FIN-014712,20250908,894,15,Cost,Maintenance,46618.87
14713,FIN-014713,20241013,880,42,Cost,Materials,18821.02
14714,FIN-014714,20250616,984,65,Cost,Sales Revenue,23480.38
14715,FIN-014715,20210108,198,27,Cost,Payroll,8171.9
14716,FIN-014716,20211123,948,32,Revenue,Maintenance,37380.77
14717,FIN-014717,20211115,68,47,Expense,Materials,3997.72
14718,FIN-014718,20251203,104,29,Expense,Sales Revenue,47271.05
14719,FIN-014719,20200826,757,88,Cost,Operating Expense,46411.1
14720,FIN-014720,20220103,296,13,Revenue,Materials,32455.28
14721,FIN-014721,20210506,417,86,Expense,Utilities,46224.35
14722,FIN-014722,20220428,279,69,Revenue,Payroll,9477.1
14723,FIN-014723,20230914,324,62,Cost,Operating Expense,8266.09
14724,FIN-014724,20250621,100,62,Cost,Maintenance,29618.56
14725,FIN-014725,20250214,548,90,Revenue,Payroll,33782.98
14726,FIN-014726,20240905,823,19,Cost,Sales Revenue,23446.16
14727,FIN-014727,20200409,907,76,Revenue,Payroll,43933.4
14728,FIN-014728,20251111,386,13,Cost,Materials,34896.75
14729,FIN-014729,20200621,995,10,Expense,Utilities,27622.52
14730,FIN-014730,20190821,714,92,Cost,Utilities,25701.3
14731,FIN-014731,20190130,700,61,Cost,Operating Expense,9549.99
14732,FIN-014732,20231015,65,72,Revenue,Operating Expense,22057.67
14733,FIN-014733,20250621,663,86,Cost,Utilities,35982.63
14734,FIN-014734,20250701,59,77,Revenue,Maintenance,47440.7
14735,FIN-014735,20221117,952,69,Cost,Sales Revenue,27984.96
14736,FIN-014736,20200829,381,22,Cost,Operating Expense,22920.4
14737,FIN-014737,20231018,99,85,Revenue,Operating Expense,2335.19
14738,FIN-014738,20211001,156,47,Expense,Sales Revenue,23297.77
14739,FIN-014739,20240509,504,26,Expense,Sales Revenue,25075.99
14740,FIN-014740,20251015,36,2,Revenue,Materials,49548.35
14741,FIN-014741,20191210,257,49,Revenue,Sales Revenue,26150.46
14742,FIN-014742,20191209,831,93,Revenue,Operating Expense,20744.3
14743,FIN-014743,20190114,544,96,Revenue,Payroll,16452.78
14744,FIN-014744,20240718,225,19,Cost,Maintenance,9499.78
14745,FIN-014745,20200301,237,8,Expense,Materials,49722.7
14746,FIN-014746,20220503,634,13,Expense,Operating Expense,1970.0
14747,FIN-014747,20210830,136,20,Cost,Materials,49809.84
14748,FIN-014748,20210205,180,31,Expense,Operating Expense,8307.03
14749,FIN-014749,20220902,209,11,Expense,Materials,44163.04
14750,FIN-014750,20230716,783,45,Cost,Payroll,6751.69
14751,FIN-014751,20200418,212,5,Revenue,Maintenance,34619.75
14752,FIN-014752,20210926,491,22,Revenue,Payroll,2862.06
14753,FIN-014753,20221231,578,100,Cost,Maintenance,20027.85
14754,FIN-014754,20210927,561,54,Expense,Sales Revenue,45400.56
14755,FIN-014755,20220701,205,21,Revenue,Sales Revenue,40958.72
14756,FIN-014756,20210806,838,81,Cost,Payroll,34001.34
14757,FIN-014757,20240801,617,66,Expense,Utilities,16512.27
14758,FIN-014758,20200705,179,36,Expense,Utilities,31460.92
14759,FIN-014759,20190501,501,43,Expense,Operating Expense,43406.42
14760,FIN-014760,20240808,668,37,Expense,Materials,39358.46
14761,FIN-014761,20220103,612,12,Cost,Sales Revenue,13046.15
14762,FIN-014762,20251231,494,32,Expense,Payroll,24371.27
14763,FIN-014763,20210502,817,17,Revenue,Materials,37593.03
14764,FIN-014764,20210928,453,30,Expense,Utilities,41075.17
14765,FIN-014765,20220630,363,25,Expense,Materials,31785.7
14766,FIN-014766,20220226,837,95,Cost,Maintenance,28343.97
14767,FIN-014767,20241213,92,95,Cost,Materials,12227.13
14768,FIN-014768,20210505,19,81,Revenue,Utilities,6478.51
14769,FIN-014769,20250930,665,64,Expense,Sales Revenue,21792.48
14770,FIN-014770,20221209,481,43,Revenue,Sales Revenue,48814.0
14771,FIN-014771,20221007,335,4,Expense,Operating Expense,48338.36
14772,FIN-014772,20251109,554,95,Revenue,Payroll,40874.1
14773,FIN-014773,20190614,590,35,Cost,Materials,12182.55
14774,FIN-014774,20210701,984,9,Cost,Maintenance,36666.67
14775,FIN-014775,20240905,147,13,Expense,Utilities,8323.17
14776,FIN-014776,20240506,837,80,Expense,Materials,16958.46
14777,FIN-014777,20250519,483,62,Cost,Operating Expense,23073.77
14778,FIN-014778,20200724,641,12,Cost,Maintenance,45520.66
14779,FIN-014779,20240606,235,44,Cost,Sales Revenue,6465.81
14780,FIN-014780,20240315,716,86,Revenue,Maintenance,17728.56
14781,FIN-014781,20220515,415,55,Revenue,Maintenance,43266.18
14782,FIN-014782,20250424,714,79,Revenue,Payroll,32871.4
14783,FIN-014783,20220711,918,83,Cost,Payroll,28430.75
14784,FIN-014784,20190823,859,33,Revenue,Operating Expense,39200.67
14785,FIN-014785,20190429,251,44,Expense,Operating Expense,15680.41
14786,FIN-014786,20190620,326,98,Expense,Operating Expense,21179.14
14787,FIN-014787,20211115,701,17,Revenue,Maintenance,15528.28
14788,FIN-014788,20220711,720,86,Revenue,Materials,10010.97
14789,FIN-014789,20250420,206,45,Expense,Materials,18847.86
14790,FIN-014790,20200116,710,9,Cost,Maintenance,15717.72
14791,FIN-014791,20220816,901,60,Expense,Utilities,46196.19
14792,FIN-014792,20210831,73,54,Cost,Sales Revenue,39445.19
14793,FIN-014793,20191013,493,7,Revenue,Sales Revenue,31085.78
14794,FIN-014794,20230302,77,93,Revenue,Operating Expense,27997.15
14795,FIN-014795,20190723,74,3,Cost,Sales Revenue,37765.15
14796,FIN-014796,20190806,419,16,Expense,Utilities,23760.6
14797,FIN-014797,20220320,687,32,Revenue,Maintenance,16081.95
14798,FIN-014798,20210421,75,46,Expense,Maintenance,37545.25
14799,FIN-014799,20250907,987,62,Expense,Maintenance,29613.49
14800,FIN-014800,20201201,727,65,Cost,Operating Expense,18430.62
14801,FIN-014801,20240326,527,19,Cost,Operating Expense,4964.61
14802,FIN-014802,20241209,735,78,Cost,Maintenance,2282.13
14803,FIN-014803,20210702,810,71,Cost,Payroll,38542.46
14804,FIN-014804,20211030,534,99,Cost,Operating Expense,2231.04
14805,FIN-014805,20220524,786,72,Expense,Utilities,4147.73
14806,FIN-014806,20190703,580,38,Revenue,Materials,15469.46
14807,FIN-014807,20200310,974,91,Expense,Operating Expense,28489.83
14808,FIN-014808,20190610,633,11,Cost,Materials,3855.08
14809,FIN-014809,20251014,647,34,Expense,Payroll,32037.9
14810,FIN-014810,20201116,579,88,Revenue,Maintenance,909.87
14811,FIN-014811,20191207,796,10,Cost,Utilities,30884.79
14812,FIN-014812,20220806,317,5,Revenue,Materials,28601.6
14813,FIN-014813,20210821,154,41,Cost,Materials,16202.35
14814,FIN-014814,20190603,306,91,Revenue,Utilities,36876.37
14815,FIN-014815,20240104,1000,9,Expense,Materials,20079.37
14816,FIN-014816,20221008,238,95,Cost,Materials,45625.8
14817,FIN-014817,20220207,492,63,Expense,Materials,5272.5
14818,FIN-014818,20250709,958,52,Expense,Operating Expense,19580.11
14819,FIN-014819,20240103,24,93,Revenue,Operating Expense,16781.49
14820,FIN-014820,20230728,300,11,Cost,Operating Expense,27520.15
14821,FIN-014821,20240108,861,24,Cost,Operating Expense,41000.1
14822,FIN-014822,20210809,355,22,Expense,Sales Revenue,2722.23
14823,FIN-014823,20211011,288,27,Revenue,Operating Expense,15127.23
14824,FIN-014824,20241111,438,40,Cost,Sales Revenue,7001.98
14825,FIN-014825,20210811,785,72,Cost,Materials,3835.68
14826,FIN-014826,20210807,635,65,Cost,Utilities,37690.59
14827,FIN-014827,20250924,908,93,Expense,Operating Expense,19096.01
14828,FIN-014828,20190619,711,21,Cost,Payroll,36405.15
14829,FIN-014829,20250708,487,47,Revenue,Operating Expense,5463.1
14830,FIN-014830,20240418,656,63,Expense,Materials,2339.7
14831,FIN-014831,20240314,780,75,Cost,Sales Revenue,47564.31
14832,FIN-014832,20240426,884,30,Cost,Maintenance,6179.05
14833,FIN-014833,20221002,791,29,Expense,Utilities,39198.8
14834,FIN-014834,20200124,700,26,Revenue,Payroll,27841.38
14835,FIN-014835,20240426,456,31,Revenue,Utilities,29769.26
14836,FIN-014836,20230530,520,54,Cost,Utilities,34668.46
14837,FIN-014837,20190522,297,29,Expense,Utilities,7222.04
14838,FIN-014838,20190325,390,17,Revenue,Maintenance,17992.77
14839,FIN-014839,20230802,512,20,Expense,Materials,29093.04
14840,FIN-014840,20200819,967,58,Cost,Sales Revenue,43307.62
14841,FIN-014841,20220927,859,67,Revenue,Utilities,863.1
14842,FIN-014842,20200909,68,50,Expense,Materials,25466.38
14843,FIN-014843,20220812,275,51,Cost,Sales Revenue,32068.15
14844,FIN-014844,20210223,345,24,Expense,Maintenance,16942.72
14845,FIN-014845,20221126,363,82,Revenue,Operating Expense,28674.68
14846,FIN-014846,20241029,965,33,Revenue,Materials,2138.21
14847,FIN-014847,20240629,396,93,Revenue,Materials,37347.66
14848,FIN-014848,20200327,316,8,Expense,Payroll,24640.01
14849,FIN-014849,20201119,873,77,Expense,Materials,11970.35
14850,FIN-014850,20240802,824,46,Expense,Payroll,25443.77
14851,FIN-014851,20240708,390,64,Revenue,Maintenance,38969.17
14852,FIN-014852,20250327,743,85,Revenue,Maintenance,42841.64
14853,FIN-014853,20240725,569,74,Cost,Operating Expense,46693.7
14854,FIN-014854,20190927,233,26,Cost,Operating Expense,21115.98
14855,FIN-014855,20200616,47,37,Revenue,Sales Revenue,2550.24
14856,FIN-014856,20240810,279,96,Expense,Materials,34385.65
14857,FIN-014857,20190804,808,60,Expense,Maintenance,26468.85
14858,FIN-014858,20210728,101,56,Cost,Maintenance,16663.36
14859,FIN-014859,20230111,428,13,Revenue,Materials,33827.42
14860,FIN-014860,20230906,651,33,Expense,Operating Expense,39643.23
14861,FIN-014861,20231231,494,69,Revenue,Sales Revenue,28725.12
14862,FIN-014862,20211220,623,34,Expense,Maintenance,21910.95
14863,FIN-014863,20200425,686,70,Revenue,Materials,37246.13
14864,FIN-014864,20241025,681,9,Expense,Sales Revenue,17219.36
14865,FIN-014865,20201013,772,18,Expense,Utilities,13621.59
14866,FIN-014866,20251019,758,94,Revenue,Materials,10807.74
14867,FIN-014867,20190518,403,94,Expense,Payroll,20738.29
14868,FIN-014868,20210113,927,8,Revenue,Payroll,672.04
14869,FIN-014869,20190517,239,6,Expense,Operating Expense,5662.9
14870,FIN-014870,20210904,627,71,Revenue,Maintenance,38569.88
14871,FIN-014871,20200522,757,6,Revenue,Maintenance,8049.04
14872,FIN-014872,20250415,936,86,Expense,Payroll,12068.42
14873,FIN-014873,20230430,768,3,Expense,Materials,44809.79
14874,FIN-014874,20190629,661,54,Expense,Materials,26212.84
14875,FIN-014875,20230621,699,51,Expense,Payroll,12745.23
14876,FIN-014876,20250420,452,36,Cost,Materials,12222.74
14877,FIN-014877,20200522,260,12,Expense,Materials,9550.93
14878,FIN-014878,20190113,160,18,Expense,Operating Expense,37138.31
14879,FIN-014879,20210803,986,77,Cost,Operating Expense,28752.85
14880,FIN-014880,20240920,723,54,Cost,Sales Revenue,35038.47
14881,FIN-014881,20190618,429,89,Cost,Maintenance,38157.15
14882,FIN-014882,20201205,811,50,Revenue,Operating Expense,26113.35
14883,FIN-014883,20210215,73,18,Expense,Operating Expense,8057.0
14884,FIN-014884,20220209,310,4,Revenue,Sales Revenue,20019.47
14885,FIN-014885,20240201,46,85,Expense,Maintenance,14445.65
14886,FIN-014886,20191015,482,68,Expense,Sales Revenue,24433.44
14887,FIN-014887,20190707,659,19,Revenue,Maintenance,18004.77
14888,FIN-014888,20211227,408,88,Revenue,Utilities,7869.43
14889,FIN-014889,20191123,184,76,Expense,Operating Expense,36588.49
14890,FIN-014890,20240105,87,74,Cost,Sales Revenue,46765.67
14891,FIN-014891,20190805,596,67,Revenue,Utilities,13601.48
14892,FIN-014892,20240320,340,88,Expense,Payroll,24241.33
14893,FIN-014893,20190523,358,25,Expense,Utilities,36454.55
14894,FIN-014894,20220509,294,39,Revenue,Materials,23462.03
14895,FIN-014895,20220602,544,90,Cost,Sales Revenue,13755.98
14896,FIN-014896,20191110,593,74,Revenue,Materials,40582.31
14897,FIN-014897,20220419,608,36,Expense,Materials,4009.67
14898,FIN-014898,20240330,163,98,Cost,Materials,5082.88
14899,FIN-014899,20251028,735,8,Cost,Utilities,12706.69
14900,FIN-014900,20200930,603,5,Expense,Payroll,24386.11
14901,FIN-014901,20200612,831,81,Revenue,Operating Expense,31999.91
14902,FIN-014902,20190106,110,70,Expense,Operating Expense,39827.21
14903,FIN-014903,20240714,416,12,Cost,Sales Revenue,12435.22
14904,FIN-014904,20250916,435,56,Revenue,Sales Revenue,2509.24
14905,FIN-014905,20200713,634,93,Revenue,Materials,21432.87
14906,FIN-014906,20201225,472,97,Cost,Sales Revenue,34459.57
14907,FIN-014907,20220911,43,8,Revenue,Utilities,20459.77
