budget_key,budget_id,date_key,account_key,location_key,budget_category,budget_amount
6373,BUD-006373,20190127,584,36,Utilities,110589.69
6374,BUD-006374,20190414,470,21,Maintenance,33084.75
6375,BUD-006375,20230221,246,7,Operations,183578.76
6376,BUD-006376,20250715,364,16,Revenue,188780.05
6377,BUD-006377,20190615,750,31,Revenue,55760.69
6378,BUD-006378,20230623,714,70,Maintenance,76503.17
6379,BUD-006379,20201025,688,77,Operations,10654.48
6380,BUD-006380,20221023,713,44,Utilities,81071.95
6381,BUD-006381,20210831,434,79,Utilities,60623.72
6382,BUD-006382,20240711,663,62,Payroll,59796.54
6383,BUD-006383,20211031,720,1,Utilities,98448.24
6384,BUD-006384,20190312,798,94,Operations,76235.73
6385,BUD-006385,20220907,16,15,Operations,98197.44
6386,BUD-006386,20230630,459,43,Operations,62956.03
6387,BUD-006387,20250509,107,17,Utilities,74266.25
6388,BUD-006388,20190904,848,24,Operations,32595.67
6389,BUD-006389,20220310,447,5,Maintenance,79509.66
6390,BUD-006390,20211116,859,87,Payroll,52955.67
6391,BUD-006391,20230508,603,32,Maintenance,54812.82
6392,BUD-006392,20251121,136,12,Payroll,113976.3
6393,BUD-006393,20220410,88,6,Revenue,30271.17
6394,BUD-006394,20240226,569,58,Operations,134656.52
6395,BUD-006395,20231213,963,90,Operations,62404.97
6396,BUD-006396,20220530,701,17,Utilities,71000.81
6397,BUD-006397,20240910,435,96,Revenue,63223.41
6398,BUD-006398,20251209,974,64,Maintenance,37700.85
6399,BUD-006399,20210222,176,7,Utilities,29646.04
6400,BUD-006400,20240823,369,10,Utilities,24707.65
6401,BUD-006401,20210712,484,7,Maintenance,60259.93
6402,BUD-006402,20230602,761,47,Operations,136636.98
6403,BUD-006403,20220928,755,38,Operations,127459.08
6404,BUD-006404,20200615,141,3,Operations,44131.91
6405,BUD-006405,20250123,887,10,Operations,76508.02
6406,BUD-006406,20210214,302,22,Revenue,83821.7
6407,BUD-006407,20250128,793,29,Payroll,115277.46
6408,BUD-006408,20200425,758,90,Operations,28019.17
6409,BUD-006409,20190112,863,18,Maintenance,20411.77
6410,BUD-006410,20240808,225,96,Utilities,84929.01
6411,BUD-006411,20230608,920,70,Maintenance,23525.36
6412,BUD-006412,20191110,482,48,Payroll,26979.32
6413,BUD-006413,20190724,567,51,Payroll,65660.83
6414,BUD-006414,20230504,766,87,Payroll,67199.68
6415,BUD-006415,20210726,166,76,Revenue,67858.99
6416,BUD-006416,20210403,667,96,Operations,89214.09
6417,BUD-006417,20191009,284,9,Payroll,156302.47
6418,BUD-006418,20190306,459,77,Utilities,53201.45
6419,BUD-006419,20220303,468,19,Revenue,63250.71
6420,BUD-006420,20210722,165,84,Revenue,18339.22
6421,BUD-006421,20250422,168,31,Utilities,48333.58
6422,BUD-006422,20210406,817,97,Utilities,75884.36
6423,BUD-006423,20230210,782,38,Payroll,78221.99
6424,BUD-006424,20190905,45,1,Payroll,73814.09
6425,BUD-006425,20240330,343,36,Operations,121952.22
6426,BUD-006426,20250303,280,25,Utilities,73139.03
6427,BUD-006427,20230705,315,20,Utilities,161017.99
6428,BUD-006428,20201223,805,10,Maintenance,41878.47
6429,BUD-006429,20220212,524,24,Maintenance,106858.69
6430,BUD-006430,20221001,406,60,Maintenance,119549.99
6431,BUD-006431,20230410,912,2,Utilities,56844.52
6432,BUD-006432,20200601,145,19,Revenue,26843.54
6433,BUD-006433,20221220,453,49,Maintenance,82927.53
6434,BUD-006434,20190315,34,60,Maintenance,45976.95
6435,BUD-006435,20231215,442,17,Operations,34610.56
6436,BUD-006436,20210521,140,59,Operations,58293.72
6437,BUD-006437,20250924,635,69,Utilities,47202.52
6438,BUD-006438,20250227,555,50,Utilities,78155.38
6439,BUD-006439,20221007,108,96,Utilities,165051.06
6440,BUD-006440,20211204,55,79,Revenue,43630.07
6441,BUD-006441,20220322,998,57,Payroll,47147.42
6442,BUD-006442,20210811,395,12,Operations,29623.07
6443,BUD-006443,20251104,19,54,Revenue,46445.57
6444,BUD-006444,20210507,723,76,Operations,70415.19
6445,BUD-006445,20191128,269,92,Operations,63429.93
6446,BUD-006446,20240515,207,83,Maintenance,125680.59
6447,BUD-006447,20230223,503,87,Maintenance,62905.56
6448,BUD-006448,20220906,633,47,Revenue,113982.39
6449,BUD-006449,20210215,506,18,Maintenance,30014.33
6450,BUD-006450,20230226,627,21,Payroll,50743.07
6451,BUD-006451,20191011,185,12,Operations,17741.66
6452,BUD-006452,20240831,117,59,Operations,114682.0
6453,BUD-006453,20201220,867,19,Operations,82844.87
6454,BUD-006454,20241128,916,60,Payroll,103673.27
6455,BUD-006455,20190812,926,95,Revenue,21748.81
6456,BUD-006456,20250106,304,56,Utilities,50482.27
6457,BUD-006457,20200202,718,75,Revenue,32288.53
6458,BUD-006458,20250207,263,78,Utilities,73824.43
6459,BUD-006459,20200310,943,46,Operations,39381.21
6460,BUD-006460,20221218,172,41,Maintenance,36527.85
6461,BUD-006461,20230411,261,98,Maintenance,125039.68
6462,BUD-006462,20240919,338,19,Operations,10000.0
6463,BUD-006463,20210112,630,54,Payroll,43468.84
6464,BUD-006464,20210810,22,1,Maintenance,42239.12
6465,BUD-006465,20200717,271,45,Payroll,78509.4
6466,BUD-006466,20201228,500,69,Utilities,39408.75
6467,BUD-006467,20230224,356,96,Operations,63844.51
6468,BUD-006468,20220517,206,60,Operations,96070.04
6469,BUD-006469,20250312,131,87,Operations,217915.94
6470,BUD-006470,20240420,814,16,Operations,122540.19
6471,BUD-006471,20250430,194,51,Maintenance,119292.03
6472,BUD-006472,20241231,731,67,Utilities,90986.48
6473,BUD-006473,20251120,916,3,Operations,66173.54
6474,BUD-006474,20210420,994,67,Operations,28951.47
6475,BUD-006475,20250726,49,62,Utilities,66979.31
6476,BUD-006476,20190329,41,48,Maintenance,49436.38
6477,BUD-006477,20230928,447,12,Operations,63299.51
6478,BUD-006478,20191225,492,60,Revenue,10951.7
6479,BUD-006479,20190709,904,78,Payroll,74771.41
6480,BUD-006480,20211021,625,59,Operations,67729.62
6481,BUD-006481,20211203,647,57,Operations,36059.04
6482,BUD-006482,20230704,165,8,Revenue,15202.34
6483,BUD-006483,20190510,724,73,Revenue,102351.95
6484,BUD-006484,20240321,49,63,Operations,79574.31
6485,BUD-006485,20201211,817,61,Operations,28036.9
6486,BUD-006486,20241205,910,53,Maintenance,43722.92
6487,BUD-006487,20190504,864,14,Payroll,31913.88
6488,BUD-006488,20190527,793,12,Operations,32478.54
6489,BUD-006489,20220419,473,7,Operations,94363.0
6490,BUD-006490,20190427,666,93,Maintenance,60948.93
6491,BUD-006491,20201123,343,82,Payroll,194791.93
6492,BUD-006492,20201024,256,45,Operations,30676.23
6493,BUD-006493,20190715,334,58,Operations,74386.48
6494,BUD-006494,20190913,446,54,Operations,10681.89
6495,BUD-006495,20241221,763,46,Maintenance,80066.4
6496,BUD-006496,20230130,580,33,Revenue,64271.99
6497,BUD-006497,20200927,964,32,Operations,97017.03
6498,BUD-006498,20240706,19,69,Revenue,139036.48
6499,BUD-006499,20190530,684,92,Operations,143935.91
6500,BUD-006500,20220807,370,6,Utilities,39436.37
6501,BUD-006501,20201125,968,61,Payroll,182440.65
6502,BUD-006502,20241111,394,74,Operations,204964.11
6503,BUD-006503,20220714,394,33,Operations,92184.96
6504,BUD-006504,20240202,512,94,Payroll,56304.92
6505,BUD-006505,20231218,191,45,Maintenance,28750.18
6506,BUD-006506,20220510,891,13,Utilities,37648.13
6507,BUD-006507,20210402,415,21,Operations,72004.34
6508,BUD-006508,20221111,100,64,Operations,94771.57
6509,BUD-006509,20240620,499,73,Payroll,63033.52
6510,BUD-006510,20220204,339,53,Operations,84672.69
6511,BUD-006511,20211030,187,96,Maintenance,103670.99
6512,BUD-006512,20220827,535,70,Payroll,154145.38
6513,BUD-006513,20230706,966,34,Payroll,44219.0
6514,BUD-006514,20191103,997,88,Operations,32997.78
6515,BUD-006515,20200923,933,73,Operations,48911.61
6516,BUD-006516,20201216,55,58,Payroll,108978.15
6517,BUD-006517,20230305,459,29,Utilities,30198.89
6518,BUD-006518,20211004,477,71,Operations,45117.4
6519,BUD-006519,20250710,87,55,Maintenance,55067.88
6520,BUD-006520,20230104,94,25,Payroll,195805.83
6521,BUD-006521,20190920,125,25,Maintenance,37236.34
6522,BUD-006522,20250729,43,98,Maintenance,179543.04
6523,BUD-006523,20190109,91,5,Utilities,40298.68
6524,BUD-006524,20190225,567,64,Utilities,44070.92
6525,BUD-006525,20190401,12,42,Payroll,10000.0
6526,BUD-006526,20220217,106,11,Operations,65301.92
6527,BUD-006527,20250225,119,38,Revenue,78284.85
6528,BUD-006528,20240417,464,63,Operations,73550.91
6529,BUD-006529,20190915,439,60,Operations,52105.75
6530,BUD-006530,20250102,174,50,Maintenance,56850.57
6531,BUD-006531,20220122,195,52,Operations,31317.66
6532,BUD-006532,20210525,5,12,Utilities,28853.0
6533,BUD-006533,20191006,252,15,Maintenance,60843.12
6534,BUD-006534,20200617,72,65,Operations,70367.55
6535,BUD-006535,20200411,66,47,Revenue,38369.35
6536,BUD-006536,20240924,169,20,Operations,85468.8
6537,BUD-006537,20210114,74,45,Operations,37462.31
6538,BUD-006538,20230206,196,16,Operations,108617.56
6539,BUD-006539,20190414,151,17,Payroll,61706.43
6540,BUD-006540,20210804,239,24,Operations,93757.09
6541,BUD-006541,20200313,460,83,Operations,124468.84
6542,BUD-006542,20191229,783,73,Utilities,15332.18
6543,BUD-006543,20201016,273,38,Operations,63444.54
6544,BUD-006544,20191012,306,13,Utilities,48428.2
6545,BUD-006545,20230823,554,29,Operations,71709.93
6546,BUD-006546,20200822,912,99,Operations,56391.04
6547,BUD-006547,20190815,599,17,Revenue,59161.78
6548,BUD-006548,20221223,918,59,Payroll,33781.51
6549,BUD-006549,20200206,388,32,Payroll,111096.26
6550,BUD-006550,20210407,304,25,Revenue,72928.4
6551,BUD-006551,20250324,9,99,Operations,138446.9
6552,BUD-006552,20250202,110,70,Revenue,94664.39
6553,BUD-006553,20250105,503,32,Maintenance,38120.22
6554,BUD-006554,20190327,756,28,Maintenance,14548.31
6555,BUD-006555,20240827,950,12,Operations,58176.2
6556,BUD-006556,20221225,354,82,Payroll,80173.4
6557,BUD-006557,20210206,829,95,Revenue,56012.81
6558,BUD-006558,20241028,62,40,Maintenance,63145.1
6559,BUD-006559,20241007,656,84,Utilities,153037.87
6560,BUD-006560,20230125,750,86,Utilities,25919.3
6561,BUD-006561,20230602,185,11,Payroll,139859.18
6562,BUD-006562,20220409,941,18,Revenue,72836.21
6563,BUD-006563,20250226,425,71,Operations,60307.31
6564,BUD-006564,20240705,719,43,Revenue,90005.24
6565,BUD-006565,20211225,276,13,Payroll,38715.15
6566,BUD-006566,20250602,487,25,Revenue,43914.78
6567,BUD-006567,20220811,607,86,Maintenance,74701.86
6568,BUD-006568,20190527,1,95,Operations,21343.65
6569,BUD-006569,20191227,740,15,Payroll,34202.7
6570,BUD-006570,20241106,221,59,Operations,183345.45
6571,BUD-006571,20220805,259,14,Maintenance,47091.87
6572,BUD-006572,20241209,626,95,Operations,34680.74
6573,BUD-006573,20200505,555,48,Operations,51869.57
6574,BUD-006574,20200123,268,48,Utilities,23422.72
6575,BUD-006575,20250413,37,45,Utilities,30400.06
6576,BUD-006576,20220112,197,44,Maintenance,74409.8
6577,BUD-006577,20220524,18,20,Operations,109379.02
6578,BUD-006578,20251027,243,25,Operations,97116.11
6579,BUD-006579,20250525,301,22,Utilities,62626.09
6580,BUD-006580,20240130,314,6,Utilities,20078.75
6581,BUD-006581,20190411,847,48,Revenue,51247.51
6582,BUD-006582,20240725,633,49,Operations,103451.62
6583,BUD-006583,20241212,391,33,Utilities,87133.23
6584,BUD-006584,20200219,907,83,Maintenance,14530.29
6585,BUD-006585,20190508,708,57,Maintenance,26119.48
6586,BUD-006586,20230824,10,14,Maintenance,41774.12
6587,BUD-006587,20210222,77,22,Operations,31443.84
6588,BUD-006588,20250122,768,36,Operations,25386.5
6589,BUD-006589,20210730,778,63,Utilities,35045.09
6590,BUD-006590,20191220,984,73,Revenue,76779.35
6591,BUD-006591,20230803,627,87,Utilities,79077.2
6592,BUD-006592,20240131,264,59,Operations,90540.54
6593,BUD-006593,20220811,967,85,Operations,120515.97
6594,BUD-006594,20250306,882,28,Payroll,62295.2
6595,BUD-006595,20191014,810,39,Payroll,39436.44
6596,BUD-006596,20221106,945,14,Operations,53103.37
6597,BUD-006597,20250124,295,55,Maintenance,141407.1
6598,BUD-006598,20200212,610,42,Revenue,28112.48
6599,BUD-006599,20240304,650,75,Maintenance,35808.89
6600,BUD-006600,20250201,169,20,Operations,47752.18
6601,BUD-006601,20210826,960,92,Operations,91899.0
6602,BUD-006602,20230405,517,87,Maintenance,21581.08
6603,BUD-006603,20221008,327,16,Operations,73195.91
6604,BUD-006604,20190113,962,29,Payroll,58113.85
6605,BUD-006605,20200406,199,95,Maintenance,52681.27
6606,BUD-006606,20210607,814,52,Revenue,127074.89
6607,BUD-006607,20220219,920,6,Operations,65583.71
6608,BUD-006608,20201213,742,42,Utilities,60235.32
6609,BUD-006609,20210527,954,40,Operations,172388.31
6610,BUD-006610,20250613,562,37,Payroll,64088.79
6611,BUD-006611,20250429,456,68,Revenue,110058.8
6612,BUD-006612,20230220,920,74,Operations,20767.18
6613,BUD-006613,20230701,606,40,Revenue,88844.21
6614,BUD-006614,20250105,20,100,Revenue,63814.41
6615,BUD-006615,20220124,159,93,Operations,142997.9
6616,BUD-006616,20190807,790,83,Operations,40567.52
6617,BUD-006617,20211216,303,12,Maintenance,86828.2
6618,BUD-006618,20191205,100,73,Operations,53887.46
6619,BUD-006619,20190422,996,91,Payroll,30450.96
6620,BUD-006620,20210831,869,55,Payroll,81496.97
6621,BUD-006621,20200116,52,58,Revenue,31562.12
6622,BUD-006622,20210721,430,47,Operations,22460.19
6623,BUD-006623,20190627,977,5,Payroll,14104.3
6624,BUD-006624,20190211,420,34,Operations,34601.25
6625,BUD-006625,20200401,10,70,Payroll,65314.33
6626,BUD-006626,20240805,18,82,Revenue,140548.9
6627,BUD-006627,20231013,555,78,Operations,37260.32
6628,BUD-006628,20200825,103,74,Payroll,62634.74
6629,BUD-006629,20200218,849,94,Operations,79942.21
6630,BUD-006630,20220928,376,20,Maintenance,65676.48
6631,BUD-006631,20230530,85,61,Revenue,91301.88
6632,BUD-006632,20201016,974,96,Operations,169839.45
6633,BUD-006633,20240602,511,77,Utilities,108181.52
6634,BUD-006634,20240524,187,18,Operations,14678.58
6635,BUD-006635,20190927,454,12,Operations,53676.28
6636,BUD-006636,20240914,930,10,Maintenance,41883.57
6637,BUD-006637,20220615,13,17,Maintenance,32176.1
6638,BUD-006638,20201007,118,49,Operations,89917.95
6639,BUD-006639,20210606,682,79,Operations,43202.85
6640,BUD-006640,20200922,389,9,Utilities,90265.21
6641,BUD-006641,20201110,252,52,Operations,92562.25
6642,BUD-006642,20240613,226,57,Maintenance,155124.36
6643,BUD-006643,20240115,604,1,Operations,120992.8
6644,BUD-006644,20220326,620,73,Operations,18775.71
6645,BUD-006645,20230114,67,6,Maintenance,59221.2
6646,BUD-006646,20220208,166,11,Maintenance,55740.47
6647,BUD-006647,20220707,790,91,Utilities,31518.06
6648,BUD-006648,20221213,358,35,Operations,70651.85
6649,BUD-006649,20190621,693,72,Utilities,47198.75
6650,BUD-006650,20190728,329,31,Payroll,35964.15
6651,BUD-006651,20230618,729,27,Utilities,199637.31
6652,BUD-006652,20221123,892,24,Maintenance,61335.76
6653,BUD-006653,20230912,297,17,Payroll,66954.33
6654,BUD-006654,20210714,200,78,Operations,76614.35
6655,BUD-006655,20200911,226,67,Utilities,118048.07
6656,BUD-006656,20251013,420,67,Revenue,35189.44
6657,BUD-006657,20191113,402,97,Utilities,52229.31
6658,BUD-006658,20210821,758,17,Revenue,30108.67
6659,BUD-006659,20230716,82,36,Payroll,123144.74
6660,BUD-006660,20200124,188,9,Utilities,45167.96
6661,BUD-006661,20221217,155,76,Operations,65574.79
6662,BUD-006662,20210522,892,89,Operations,49292.68
6663,BUD-006663,20220119,566,94,Operations,31046.68
6664,BUD-006664,20210619,246,65,Maintenance,258180.56
6665,BUD-006665,20200628,668,11,Payroll,72534.5
6666,BUD-006666,20190624,958,44,Operations,21744.81
6667,BUD-006667,20211007,797,54,Utilities,76818.99
6668,BUD-006668,20210422,579,69,Operations,58976.34
6669,BUD-006669,20200120,732,42,Operations,27606.94
6670,BUD-006670,20200511,189,47,Operations,39116.44
6671,BUD-006671,20210521,557,90,Utilities,113691.3
6672,BUD-006672,20220814,354,65,Revenue,69660.79
6673,BUD-006673,20210407,139,97,Maintenance,63958.24
6674,BUD-006674,20190527,118,19,Operations,29568.15
6675,BUD-006675,20251026,632,72,Revenue,97847.5
6676,BUD-006676,20230410,355,99,Payroll,50699.05
6677,BUD-006677,20230705,632,80,Payroll,18361.77
6678,BUD-006678,20210720,707,47,Operations,132114.94
6679,BUD-006679,20200915,14,91,Operations,24842.51
6680,BUD-006680,20250915,555,80,Operations,87095.83
6681,BUD-006681,20250724,494,25,Payroll,30740.14
6682,BUD-006682,20190206,298,73,Payroll,53673.05
6683,BUD-006683,20220725,242,57,Maintenance,51399.12
6684,BUD-006684,20240519,680,33,Maintenance,88475.54
6685,BUD-006685,20230708,634,10,Operations,44650.33
6686,BUD-006686,20200724,779,63,Operations,45066.59
6687,BUD-006687,20210730,617,66,Revenue,66225.34
6688,BUD-006688,20221125,615,73,Maintenance,86227.09
6689,BUD-006689,20200810,713,48,Utilities,13512.88
6690,BUD-006690,20250705,281,65,Utilities,55089.98
6691,BUD-006691,20240120,213,80,Revenue,40738.46
6692,BUD-006692,20240930,411,47,Operations,320554.38
6693,BUD-006693,20231203,926,38,Maintenance,38228.15
6694,BUD-006694,20250719,745,27,Maintenance,31054.33
6695,BUD-006695,20251112,299,97,Operations,151576.18
6696,BUD-006696,20200710,326,4,Payroll,17714.76
6697,BUD-006697,20241120,527,63,Utilities,251155.9
6698,BUD-006698,20190908,900,43,Maintenance,53147.98
6699,BUD-006699,20241128,260,32,Payroll,90306.34
6700,BUD-006700,20240824,468,25,Operations,67230.02
6701,BUD-006701,20210405,179,85,Revenue,44971.95
6702,BUD-006702,20220722,219,51,Maintenance,43768.8
6703,BUD-006703,20220205,221,19,Payroll,24299.04
6704,BUD-006704,20190225,477,85,Utilities,85412.66
6705,BUD-006705,20221209,377,85,Operations,27602.52
6706,BUD-006706,20210627,161,81,Utilities,23928.41
6707,BUD-006707,20241120,259,87,Operations,26662.08
6708,BUD-006708,20250726,257,28,Operations,71891.13
6709,BUD-006709,20210104,467,17,Utilities,36038.65
6710,BUD-006710,20210130,571,53,Utilities,46220.35
6711,BUD-006711,20240401,810,94,Utilities,61283.98
6712,BUD-006712,20221106,688,85,Maintenance,31429.62
6713,BUD-006713,20210223,110,26,Revenue,72866.98
6714,BUD-006714,20220527,859,39,Utilities,114950.32
6715,BUD-006715,20250316,877,53,Utilities,45763.99
6716,BUD-006716,20210320,966,43,Revenue,38191.58
6717,BUD-006717,20240815,961,88,Payroll,48282.56
6718,BUD-006718,20250715,933,31,Revenue,124153.74
6719,BUD-006719,20250306,779,35,Operations,38866.53
6720,BUD-006720,20250212,525,95,Revenue,64819.65
6721,BUD-006721,20210724,137,61,Operations,35681.57
6722,BUD-006722,20220722,878,42,Maintenance,157420.87
6723,BUD-006723,20190916,604,74,Maintenance,44499.88
6724,BUD-006724,20251208,904,22,Payroll,102985.97
6725,BUD-006725,20230820,894,51,Operations,42298.97
6726,BUD-006726,20200826,802,60,Operations,39760.5
6727,BUD-006727,20230109,448,34,Operations,138325.01
6728,BUD-006728,20251230,158,25,Payroll,107723.92
6729,BUD-006729,20211031,760,96,Maintenance,40683.7
6730,BUD-006730,20210412,646,95,Operations,23574.87
6731,BUD-006731,20251115,453,23,Utilities,75969.65
6732,BUD-006732,20190316,662,36,Operations,36292.98
6733,BUD-006733,20240407,807,70,Operations,76396.98
6734,BUD-006734,20240507,925,73,Utilities,19286.01
6735,BUD-006735,20200929,955,48,Utilities,35375.63
6736,BUD-006736,20241104,818,6,Revenue,49822.66
6737,BUD-006737,20220309,221,53,Maintenance,28980.79
6738,BUD-006738,20200909,852,20,Maintenance,204406.34
6739,BUD-006739,20210306,95,81,Operations,62561.05
6740,BUD-006740,20210908,520,56,Maintenance,43250.84
6741,BUD-006741,20220308,763,36,Revenue,88064.09
6742,BUD-006742,20240220,119,97,Operations,50370.02
6743,BUD-006743,20190709,357,40,Payroll,67326.81
6744,BUD-006744,20240216,142,60,Operations,127014.89
6745,BUD-006745,20210521,527,89,Operations,34022.29
6746,BUD-006746,20221222,697,78,Maintenance,37721.17
6747,BUD-006747,20250706,248,56,Revenue,31412.21
6748,BUD-006748,20211227,418,13,Revenue,57799.28
6749,BUD-006749,20241116,569,73,Operations,40181.02
6750,BUD-006750,20240509,834,22,Utilities,97415.65
6751,BUD-006751,20230613,794,17,Revenue,34559.68
6752,BUD-006752,20191012,181,32,Operations,16279.27
6753,BUD-006753,20240725,489,12,Maintenance,69564.1
6754,BUD-006754,20220912,232,48,Payroll,110003.22
6755,BUD-006755,20231219,705,80,Payroll,19318.03
6756,BUD-006756,20190607,513,46,Payroll,94483.97
6757,BUD-006757,20211229,5,28,Revenue,14781.91
6758,BUD-006758,20230223,824,95,Revenue,128045.42
6759,BUD-006759,20250521,622,5,Operations,73549.9
6760,BUD-006760,20190313,508,48,Operations,28644.76
6761,BUD-006761,20240411,210,93,Payroll,164081.59
6762,BUD-006762,20210422,713,71,Payroll,27301.65
6763,BUD-006763,20191123,222,30,Revenue,77346.4
6764,BUD-006764,20200525,190,15,Revenue,83405.89
6765,BUD-006765,20191125,539,77,Revenue,55604.9
6766,BUD-006766,20190527,12,89,Maintenance,37157.06
6767,BUD-006767,20200329,277,27,Revenue,143447.27
6768,BUD-006768,20191124,621,64,Operations,59693.37
6769,BUD-006769,20210319,13,18,Utilities,51548.6
6770,BUD-006770,20210731,316,71,Payroll,36704.86
6771,BUD-006771,20230421,947,19,Operations,44928.18
6772,BUD-006772,20250303,154,64,Revenue,26947.69
6773,BUD-006773,20190502,10,55,Payroll,183675.48
6774,BUD-006774,20210402,793,6,Maintenance,38581.39
6775,BUD-006775,20201202,234,12,Utilities,32396.52
6776,BUD-006776,20200603,217,93,Payroll,29965.41
6777,BUD-006777,20230502,240,74,Operations,40596.28
6778,BUD-006778,20220729,891,66,Payroll,93704.44
6779,BUD-006779,20220407,471,47,Revenue,119174.63
6780,BUD-006780,20240418,932,24,Operations,212722.78
6781,BUD-006781,20200102,879,5,Maintenance,54216.13
6782,BUD-006782,20221005,204,82,Operations,92121.21
6783,BUD-006783,20230920,503,27,Maintenance,60496.25
6784,BUD-006784,20230115,395,51,Utilities,48265.43
6785,BUD-006785,20211116,418,86,Maintenance,118885.32
6786,BUD-006786,20250602,573,26,Operations,234551.52
6787,BUD-006787,20190606,608,32,Operations,327497.83
6788,BUD-006788,20220317,128,73,Maintenance,21831.99
6789,BUD-006789,20251011,428,98,Operations,122753.32
6790,BUD-006790,20210122,402,75,Revenue,13152.81
6791,BUD-006791,20190709,81,19,Maintenance,35654.59
6792,BUD-006792,20211221,822,22,Operations,46074.65
6793,BUD-006793,20230708,183,63,Revenue,49445.41
6794,BUD-006794,20231104,428,16,Payroll,195490.94
6795,BUD-006795,20191107,760,89,Payroll,35770.2
6796,BUD-006796,20251212,470,99,Operations,102878.76
6797,BUD-006797,20201012,360,95,Utilities,10011.66
6798,BUD-006798,20220607,252,99,Operations,100868.83
6799,BUD-006799,20231005,795,66,Maintenance,284212.55
6800,BUD-006800,20200902,729,58,Maintenance,82194.11
6801,BUD-006801,20240106,184,24,Maintenance,100057.39
6802,BUD-006802,20211225,523,97,Payroll,38170.62
6803,BUD-006803,20230621,171,72,Utilities,65213.03
6804,BUD-006804,20210721,831,80,Revenue,41717.98
6805,BUD-006805,20191031,959,27,Operations,47987.89
6806,BUD-006806,20221125,335,39,Operations,56842.36
6807,BUD-006807,20250106,710,100,Maintenance,92354.7
6808,BUD-006808,20220224,160,67,Operations,88658.08
6809,BUD-006809,20210525,873,87,Maintenance,52225.15
6810,BUD-006810,20251223,113,23,Payroll,45511.6
6811,BUD-006811,20190617,647,50,Operations,75846.13
6812,BUD-006812,20240820,765,73,Operations,83656.73
6813,BUD-006813,20211112,277,100,Operations,87529.72
6814,BUD-006814,20210104,37,72,Revenue,107574.2
6815,BUD-006815,20210311,104,39,Operations,44183.58
6816,BUD-006816,20240111,681,32,Operations,107531.48
6817,BUD-006817,20240608,510,79,Payroll,66971.29
6818,BUD-006818,20250610,733,31,Revenue,75443.2
6819,BUD-006819,20240531,344,95,Operations,93955.18
6820,BUD-006820,20190123,322,3,Operations,124114.07
6821,BUD-006821,20230603,891,69,Payroll,53128.35
6822,BUD-006822,20210404,277,63,Revenue,25105.15
6823,BUD-006823,20250422,694,75,Utilities,62010.53
6824,BUD-006824,20211019,511,79,Maintenance,43646.41
6825,BUD-006825,20191025,983,4,Operations,122338.87
6826,BUD-006826,20210125,699,84,Operations,32657.49
6827,BUD-006827,20250623,221,26,Revenue,49955.8
6828,BUD-006828,20251012,333,43,Operations,128698.62
6829,BUD-006829,20190430,963,79,Utilities,28185.62
6830,BUD-006830,20241212,935,92,Maintenance,62344.54
6831,BUD-006831,20220129,645,23,Utilities,97606.73
6832,BUD-006832,20190920,683,95,Revenue,90407.78
6833,BUD-006833,20191030,866,71,Maintenance,29944.99
6834,BUD-006834,20190725,392,61,Operations,22353.28
6835,BUD-006835,20190429,63,78,Revenue,62790.58
6836,BUD-006836,20241023,540,30,Operations,41544.76
6837,BUD-006837,20190304,470,66,Operations,17603.15
6838,BUD-006838,20220721,957,84,Operations,85360.48
6839,BUD-006839,20240728,959,30,Maintenance,46963.26
6840,BUD-006840,20200719,533,80,Revenue,68582.14
6841,BUD-006841,20210312,585,55,Operations,40048.03
6842,BUD-006842,20210204,629,31,Revenue,23960.97
6843,BUD-006843,20250925,858,26,Operations,153011.4
6844,BUD-006844,20190516,574,11,Operations,13719.76
6845,BUD-006845,20200903,189,83,Operations,42054.71
6846,BUD-006846,20231010,164,58,Maintenance,74919.8
6847,BUD-006847,20190113,399,13,Utilities,31715.03
6848,BUD-006848,20190717,718,35,Maintenance,47429.0
6849,BUD-006849,20190930,596,5,Maintenance,124064.48
6850,BUD-006850,20230112,624,85,Utilities,30656.93
6851,BUD-006851,20221217,858,91,Maintenance,54618.69
6852,BUD-006852,20190822,726,23,Utilities,36786.55
6853,BUD-006853,20240813,668,58,Maintenance,143743.51
6854,BUD-006854,20250423,897,57,Revenue,86932.11
6855,BUD-006855,20230907,197,11,Maintenance,110887.38
6856,BUD-006856,20240116,33,98,Payroll,50437.38
6857,BUD-006857,20230121,870,65,Utilities,74598.62
6858,BUD-006858,20240608,844,37,Maintenance,49181.42
6859,BUD-006859,20250130,611,100,Maintenance,99113.26
6860,BUD-006860,20210407,255,19,Operations,96164.17
6861,BUD-006861,20240919,674,67,Operations,30036.66
6862,BUD-006862,20200128,533,30,Payroll,33731.9
6863,BUD-006863,20210516,140,73,Operations,37675.4
6864,BUD-006864,20220923,90,12,Utilities,136077.6
6865,BUD-006865,20240708,44,75,Operations,74500.05
6866,BUD-006866,20230831,152,71,Operations,54814.99
6867,BUD-006867,20230618,945,40,Operations,92036.06
6868,BUD-006868,20190226,937,77,Utilities,28104.26
6869,BUD-006869,20201218,833,46,Maintenance,72038.39
6870,BUD-006870,20221017,715,96,Utilities,92572.0
6871,BUD-006871,20231019,549,68,Operations,30216.33
6872,BUD-006872,20240415,7,21,Payroll,149552.58
6873,BUD-006873,20241112,481,32,Maintenance,54311.06
