maintenance_key,maintenance_id,date_key,location_key,machine_key,employee_key,maintenance_type,maintenance_hours,downtime_hours,maintenance_cost
9250,MNT-009250,20190209,88,1677,1797,Inspection,0.89,12.32,7195.74
9251,MNT-009251,20250221,47,439,937,Preventive,0.77,23.08,7506.44
9252,MNT-009252,20230420,40,1554,4982,Corrective,2.8,4.61,3051.29
9253,MNT-009253,20210114,48,1882,4949,Preventive,3.58,21.15,9582.11
9254,MNT-009254,20190323,31,273,1496,Corrective,4.38,22.68,2370.43
9255,MNT-009255,20210304,97,238,1668,Inspection,7.76,3.38,704.84
9256,MNT-009256,20240503,63,721,1613,Corrective,1.06,5.16,6760.26
9257,MNT-009257,20200225,61,213,2253,Preventive,7.23,22.73,5489.45
9258,MNT-009258,20230519,68,1300,2453,Inspection,3.04,14.59,7468.66
9259,MNT-009259,20231101,49,1319,713,Corrective,6.03,21.78,5324.56
9260,MNT-009260,20191223,86,25,3140,Inspection,2.56,13.55,5382.39
9261,MNT-009261,20240817,2,1865,4577,Corrective,5.9,1.84,3303.56
9262,MNT-009262,20231023,53,1397,4466,Corrective,3.34,23.69,3503.95
9263,MNT-009263,20220104,56,311,1553,Inspection,4.57,12.12,2483.83
9264,MNT-009264,20250114,39,1623,3709,Corrective,1.47,9.97,2679.45
9265,MNT-009265,20190218,54,1914,1154,Preventive,7.56,20.58,2125.27
9266,MNT-009266,20191129,48,1130,2234,Inspection,1.52,20.01,3403.78
9267,MNT-009267,20250406,70,389,1980,Inspection,2.68,23.98,8514.24
9268,MNT-009268,20220505,57,1105,1049,Inspection,2.12,17.24,3658.92
9269,MNT-009269,20200221,33,1011,621,Corrective,5.1,2.9,8329.96
9270,MNT-009270,20241015,51,496,291,Corrective,5.8,13.43,9785.96
9271,MNT-009271,20200424,67,1949,3206,Corrective,2.93,2.27,6923.53
9272,MNT-009272,20240914,55,460,2009,Preventive,2.24,14.36,861.08
9273,MNT-009273,20210506,15,94,2305,Preventive,5.17,20.61,9205.23
9274,MNT-009274,20240224,52,1662,1966,Corrective,6.66,2.03,7392.79
9275,MNT-009275,20240605,56,1674,1159,Inspection,4.78,2.67,5389.09
9276,MNT-009276,20250129,45,1001,2735,Corrective,6.04,2.12,1334.66
9277,MNT-009277,20221207,87,1355,1956,Preventive,1.27,8.66,6203.91
9278,MNT-009278,20250410,97,122,490,Corrective,4.23,1.1,5540.31
9279,MNT-009279,20230826,6,1325,34,Corrective,7.29,12.83,1425.01
9280,MNT-009280,20200120,69,1160,3877,Corrective,5.32,19.92,8529.54
9281,MNT-009281,20240624,7,1347,4265,Inspection,2.39,4.89,7260.76
9282,MNT-009282,20190518,53,754,3053,Corrective,4.35,0.53,7469.49
9283,MNT-009283,20200101,63,409,1645,Preventive,7.42,19.69,2088.02
9284,MNT-009284,20240824,10,1245,3804,Inspection,5.42,10.22,8573.37
9285,MNT-009285,20200802,96,1785,68,Inspection,2.18,14.07,8651.49
9286,MNT-009286,20220612,72,591,3745,Inspection,3.66,12.94,8294.05
9287,MNT-009287,20250708,84,1204,2027,Corrective,4.7,11.21,3985.79
9288,MNT-009288,20191212,57,617,3287,Preventive,7.74,1.36,5122.94
9289,MNT-009289,20240124,98,221,648,Preventive,5.72,2.54,1335.82
9290,MNT-009290,20240422,84,1603,2888,Corrective,2.71,4.17,898.75
9291,MNT-009291,20190902,38,1991,3846,Preventive,4.01,16.13,4466.59
9292,MNT-009292,20190920,84,182,4712,Preventive,2.55,0.97,8703.75
9293,MNT-009293,20210908,57,966,1743,Inspection,3.2,12.43,6819.52
9294,MNT-009294,20200806,52,162,1481,Inspection,4.22,20.59,5811.79
9295,MNT-009295,20240804,97,1590,1137,Inspection,6.39,8.66,3269.6
9296,MNT-009296,20230802,59,1062,1011,Corrective,4.29,8.36,806.26
9297,MNT-009297,20240104,25,1205,3783,Corrective,3.99,23.1,5660.86
9298,MNT-009298,20200406,92,1149,2466,Inspection,7.22,4.15,2305.69
9299,MNT-009299,20210209,17,428,806,Corrective,6.27,3.05,7701.14
9300,MNT-009300,20251114,65,1838,4161,Preventive,2.3,16.55,7506.9
9301,MNT-009301,20200101,19,390,3855,Inspection,1.82,14.22,1218.59
9302,MNT-009302,20221112,19,53,4792,Inspection,1.57,23.49,1946.48
9303,MNT-009303,20190201,58,1186,923,Corrective,3.88,8.09,9765.99
9304,MNT-009304,20220520,62,1440,295,Corrective,6.82,2.99,6394.47
9305,MNT-009305,20230208,97,1590,680,Preventive,0.78,9.6,4735.12
9306,MNT-009306,20190925,77,679,1195,Corrective,3.77,2.17,802.03
9307,MNT-009307,20220627,100,110,3021,Corrective,7.41,17.14,4393.23
9308,MNT-009308,20211014,71,1755,2530,Preventive,0.56,0.55,8668.58
9309,MNT-009309,20241005,23,1818,969,Preventive,1.68,14.41,943.36
9310,MNT-009310,20230212,41,521,341,Inspection,4.08,0.76,8231.96
9311,MNT-009311,20210502,18,860,682,Preventive,3.67,16.35,2803.46
9312,MNT-009312,20190903,40,745,4500,Inspection,6.98,18.86,7233.66
9313,MNT-009313,20250807,46,1054,4882,Corrective,6.47,0.51,8837.57
9314,MNT-009314,20210328,89,1956,2999,Corrective,5.66,20.42,8795.25
9315,MNT-009315,20200126,35,1682,94,Inspection,7.94,9.02,2078.83
9316,MNT-009316,20220213,22,1609,1472,Inspection,7.32,2.05,1816.99
9317,MNT-009317,20240906,52,1796,3802,Corrective,0.68,18.47,1356.63
9318,MNT-009318,20211103,10,1395,4865,Preventive,6.36,22.6,2788.62
9319,MNT-009319,20220830,97,1479,4423,Inspection,3.37,4.59,8088.9
9320,MNT-009320,20251212,95,414,2014,Corrective,1.85,12.75,4122.9
9321,MNT-009321,20241212,70,576,4425,Preventive,7.35,16.24,7045.63
9322,MNT-009322,20250916,8,954,4878,Corrective,2.51,15.27,820.34
9323,MNT-009323,20241104,1,1115,1893,Corrective,2.61,10.89,8731.78
9324,MNT-009324,20240504,13,1387,1631,Inspection,4.59,11.21,2029.55
9325,MNT-009325,20240713,52,1474,4124,Preventive,4.2,10.29,5457.02
9326,MNT-009326,20220629,11,1873,3893,Preventive,1.9,6.3,7146.1
9327,MNT-009327,20191022,42,555,783,Corrective,3.37,2.37,3576.1
9328,MNT-009328,20210118,100,527,4645,Inspection,6.5,8.53,4173.74
9329,MNT-009329,20250712,67,1701,1491,Inspection,5.02,3.3,5716.71
9330,MNT-009330,20220220,85,1219,1092,Inspection,5.2,12.27,6956.17
9331,MNT-009331,20250309,86,1563,3842,Corrective,3.33,3.85,5934.34
9332,MNT-009332,20191229,73,536,4350,Preventive,5.99,2.83,3076.72
9333,MNT-009333,20250312,93,491,3417,Corrective,3.92,20.34,1527.53
9334,MNT-009334,20191118,5,1619,2849,Corrective,6.59,13.8,7955.22
9335,MNT-009335,20250301,52,662,2364,Preventive,2.42,6.56,6560.9
9336,MNT-009336,20231209,86,767,1566,Corrective,0.68,12.94,368.13
9337,MNT-009337,20251107,19,1166,3163,Preventive,2.27,21.47,8329.63
9338,MNT-009338,20221102,3,1626,1470,Inspection,6.57,23.98,8742.61
9339,MNT-009339,20210805,43,332,70,Corrective,7.42,16.79,2486.86
9340,MNT-009340,20250716,49,133,574,Preventive,5.0,1.09,1290.49
9341,MNT-009341,20231021,78,223,18,Preventive,4.43,8.18,4846.61
9342,MNT-009342,20201129,42,91,2110,Preventive,1.01,8.73,2268.42
9343,MNT-009343,20250110,7,599,1466,Corrective,4.87,2.38,580.23
9344,MNT-009344,20200224,91,878,2632,Corrective,5.95,13.38,4237.45
9345,MNT-009345,20230725,18,995,436,Preventive,5.1,9.19,365.81
9346,MNT-009346,20250317,46,1055,1582,Preventive,0.63,1.18,7215.81
9347,MNT-009347,20200512,22,432,999999,Corrective,6.25,11.66,5675.05
9348,MNT-009348,20221219,84,1603,998,Preventive,1.42,19.77,5568.58
9349,MNT-009349,20250628,89,608,3299,Corrective,2.78,3.22,5354.4
9350,MNT-009350,20230824,46,220,150,Corrective,5.76,5.99,6211.7
9351,MNT-009351,20210101,25,1021,683,Inspection,4.06,19.14,9677.62
9352,MNT-009352,20221003,85,1240,394,Inspection,2.95,23.07,3633.4
9353,MNT-009353,20211206,86,985,1973,Inspection,0.85,10.81,8349.74
9354,MNT-009354,20230303,96,947,2401,Preventive,5.35,13.5,7498.46
9355,MNT-009355,20190816,83,104,4328,Corrective,5.84,3.79,8997.23
9356,MNT-009356,20231104,19,1066,3414,Corrective,1.07,0.58,7381.17
9357,MNT-009357,20191218,85,1010,1020,Inspection,6.74,7.42,1288.1
9358,MNT-009358,20250924,100,515,1767,Corrective,7.69,9.12,9168.27
9359,MNT-009359,20210810,2,86,318,Corrective,3.82,2.26,4245.94
9360,MNT-009360,20190825,51,1039,3398,Corrective,6.44,15.98,4487.92
9361,MNT-009361,20190424,57,1399,4587,Corrective,6.07,16.34,4933.4
9362,MNT-009362,20210918,97,1299,3842,Corrective,4.32,13.35,9604.74
9363,MNT-009363,20190917,36,470,3041,Preventive,2.46,5.68,7402.2
9364,MNT-009364,20191019,84,808,1203,Preventive,6.78,8.5,3245.23
9365,MNT-009365,20191111,91,878,3889,Preventive,2.96,9.99,4374.9
9366,MNT-009366,20191113,65,511,3539,Inspection,4.47,6.92,7001.81
9367,MNT-009367,20230516,62,96,1803,Preventive,5.64,9.03,9089.38
9368,MNT-009368,20200311,89,1775,2809,Inspection,3.02,5.03,5219.25
9369,MNT-009369,20211114,70,389,2469,Corrective,1.19,1.79,8846.48
9370,MNT-009370,20251214,69,1435,219,Preventive,7.33,13.38,5876.74
9371,MNT-009371,20250217,79,742,2297,Preventive,2.77,11.86,5294.68
9372,MNT-009372,20230328,17,672,297,Corrective,3.45,14.34,1703.95
9373,MNT-009373,20190507,37,1692,4565,Inspection,0.89,17.97,8877.79
9374,MNT-009374,20200506,30,1650,1523,Preventive,3.84,7.69,5846.1
9375,MNT-009375,20250119,52,22,674,Preventive,2.07,14.72,5194.57
9376,MNT-009376,20241026,45,1001,666,Corrective,5.08,7.57,1486.84
9377,MNT-009377,20250922,82,1261,2061,Preventive,6.56,17.23,8954.3
9378,MNT-009378,20230319,96,1903,327,Corrective,0.92,0.67,313.5
9379,MNT-009379,20240724,92,424,866,Preventive,2.09,10.24,7849.85
9380,MNT-009380,20231112,19,1547,3863,Inspection,3.18,13.34,9850.51
9381,MNT-009381,20200412,6,216,1862,Corrective,4.75,11.68,4184.03
9382,MNT-009382,20200107,45,898,1974,Corrective,4.42,5.62,730.2
9383,MNT-009383,20250824,79,975,4312,Corrective,5.17,17.61,2014.45
9384,MNT-009384,20250418,34,557,3550,Preventive,4.56,0.89,1444.41
9385,MNT-009385,20250827,66,607,2369,Preventive,1.36,21.21,2318.02
9386,MNT-009386,20240509,97,1590,2136,Corrective,7.7,1.01,2247.02
9387,MNT-009387,20240629,78,111,4140,Preventive,2.28,1.06,9724.07
9388,MNT-009388,20221213,11,1354,1272,Preventive,1.88,14.56,8024.78
9389,MNT-009389,20190630,51,1101,365,Corrective,6.6,2.63,5868.79
9390,MNT-009390,20210911,72,1144,2905,Corrective,2.15,10.6,1978.41
9391,MNT-009391,20250211,46,1899,3617,Inspection,5.7,13.58,2072.48
9392,MNT-009392,20221002,2,1923,3091,Corrective,4.66,16.77,2470.16
9393,MNT-009393,20231123,24,1482,4235,Preventive,5.43,10.7,4875.14
9394,MNT-009394,20230107,53,969,2455,Corrective,8.0,8.77,2504.11
9395,MNT-009395,20250426,73,1183,1953,Corrective,3.47,8.31,5328.84
9396,MNT-009396,20240308,8,80,3265,Inspection,7.61,0.85,9371.86
9397,MNT-009397,20210206,67,1213,532,Inspection,1.78,12.16,9384.01
9398,MNT-009398,20190430,21,880,356,Corrective,6.36,3.93,6059.08
9399,MNT-009399,20241114,41,1470,4925,Corrective,4.43,22.29,2440.75
9400,MNT-009400,20190619,17,1305,950,Inspection,5.52,16.44,284.61
9401,MNT-009401,20190828,66,1279,4502,Corrective,1.87,6.62,1557.79
9402,MNT-009402,20251230,8,954,47,Inspection,1.13,18.96,3931.22
9403,MNT-009403,20250805,76,1776,689,Inspection,1.55,1.2,7416.87
9404,MNT-009404,20241129,5,1746,2912,Preventive,1.91,4.26,2888.44
9405,MNT-009405,20230311,33,1195,2507,Preventive,5.49,10.06,9775.38
9406,MNT-009406,20201012,88,1844,2153,Preventive,0.69,18.54,5680.55
9407,MNT-009407,20190406,79,722,3809,Inspection,5.13,15.73,2995.91
9408,MNT-009408,20251028,59,993,1776,Inspection,2.96,23.13,1196.58
9409,MNT-009409,20220805,10,692,451,Corrective,0.84,5.69,530.05
9410,MNT-009410,20190306,78,1575,2573,Inspection,1.89,18.89,5832.44
9411,MNT-009411,20251119,6,861,4866,Inspection,3.36,3.81,9039.29
9412,MNT-009412,20250106,30,807,3699,Inspection,3.77,16.54,6710.11
9413,MNT-009413,20211008,52,1212,433,Corrective,2.18,6.62,6038.89
9414,MNT-009414,20231209,26,403,4741,Inspection,2.43,11.01,644.78
9415,MNT-009415,20241029,8,580,4997,Preventive,4.41,0.65,731.76
9416,MNT-009416,20250909,58,1531,1697,Preventive,0.96,13.03,1755.95
9417,MNT-009417,20230909,21,1100,1919,Preventive,1.67,13.6,6634.72
9418,MNT-009418,20190721,64,1138,692,Preventive,5.45,6.23,5505.1
9419,MNT-009419,20241006,46,1175,1694,Inspection,1.37,6.08,7568.28
9420,MNT-009420,20201222,76,353,1980,Corrective,5.52,21.25,9474.17
9421,MNT-009421,20200521,67,1701,4634,Preventive,6.87,13.18,289.36
9422,MNT-009422,20251213,90,1323,1623,Preventive,4.41,5.02,7359.98
9423,MNT-009423,20250401,98,221,1309,Preventive,1.44,11.12,8173.57
9424,MNT-009424,20200223,2,778,441,Preventive,5.95,13.05,1159.41
9425,MNT-009425,20200707,6,101,2197,Preventive,4.75,6.08,5745.98
9426,MNT-009426,20250428,3,1581,1539,Inspection,3.93,8.84,4925.85
9427,MNT-009427,20220915,22,785,3223,Inspection,3.01,11.76,6946.09
9428,MNT-009428,20230704,34,427,2399,Preventive,6.8,23.67,2492.29
9429,MNT-009429,20230919,78,1158,2714,Inspection,4.68,8.54,9784.84
9430,MNT-009430,20201120,19,53,1644,Corrective,7.89,18.39,5419.36
9431,MNT-009431,20250303,28,1326,3624,Preventive,4.25,15.05,6006.08
9432,MNT-009432,20240128,28,1326,3054,Corrective,5.23,17.49,7061.07
9433,MNT-009433,20241002,19,53,4690,Corrective,1.96,14.5,1851.03
9434,MNT-009434,20210823,24,1444,4500,Preventive,1.72,20.49,7177.71
9435,MNT-009435,20240222,61,213,2641,Corrective,7.44,11.83,2164.96
9436,MNT-009436,20251204,84,1128,4792,Inspection,2.87,6.3,3303.86
9437,MNT-009437,20240906,74,564,701,Inspection,6.03,10.21,3815.46
9438,MNT-009438,20210210,71,1465,1413,Corrective,1.85,12.17,7335.04
9439,MNT-009439,20200525,87,1453,1042,Corrective,7.15,10.53,9174.2
9440,MNT-009440,20200926,78,1944,3137,Preventive,6.25,8.42,5710.21
9441,MNT-009441,20240501,89,608,4150,Corrective,4.52,6.11,7788.04
9442,MNT-009442,20250712,75,812,749,Corrective,2.82,1.33,4279.6
9443,MNT-009443,20211230,31,1655,771,Inspection,7.68,4.46,8504.7
9444,MNT-009444,20210210,2,1343,2490,Inspection,4.06,4.39,1329.22
9445,MNT-009445,20240610,87,1353,2521,Corrective,4.41,18.34,7580.73
9446,MNT-009446,20240125,72,950,3022,Corrective,6.97,6.93,5762.91
9447,MNT-009447,20220519,32,1281,2395,Inspection,4.07,5.3,9705.79
9448,MNT-009448,20230106,32,744,70,Preventive,5.39,19.48,9176.37
9449,MNT-009449,20240611,61,1922,2028,Preventive,7.71,16.15,2104.31
9450,MNT-009450,20200702,64,1553,2478,Corrective,2.71,8.01,2038.4
9451,MNT-009451,20220226,84,808,3184,Preventive,1.46,22.37,8070.28
9452,MNT-009452,20250927,15,274,3886,Corrective,1.12,6.99,9039.29
9453,MNT-009453,20220202,76,1527,4016,Inspection,2.31,21.19,512.29
9454,MNT-009454,20250802,29,1111,2222,Corrective,2.36,8.63,7553.38
9455,MNT-009455,20251028,70,1,3420,Inspection,4.87,14.34,2837.91
9456,MNT-009456,20251222,52,202,1226,Inspection,1.03,16.56,2124.66
9457,MNT-009457,20250204,32,702,2044,Corrective,5.79,11.02,5101.28
9458,MNT-009458,20210915,84,410,2968,Inspection,7.15,13.3,5095.84
9459,MNT-009459,20190222,1,1313,4607,Preventive,0.82,1.4,8611.35
9460,MNT-009460,20250927,20,1993,3883,Inspection,6.43,5.16,7425.08
9461,MNT-009461,20220724,84,410,1947,Corrective,4.06,18.88,6777.34
9462,MNT-009462,20220521,27,107,1348,Preventive,7.05,1.27,387.74
9463,MNT-009463,20201027,33,1011,3554,Corrective,7.38,11.46,4413.03
9464,MNT-009464,20191007,12,1225,3065,Emergency Type,0.5,16.8,6669.07
9465,MNT-009465,20220905,6,861,1432,Preventive,6.87,13.58,934.66
9466,MNT-009466,20220929,69,219,4856,Preventive,5.61,11.04,6550.25
9467,MNT-009467,20210324,9,344,1162,Preventive,2.3,23.25,8096.5
9468,MNT-009468,20220707,96,393,3046,Preventive,2.96,8.07,8166.26
9469,MNT-009469,20200321,41,209,1410,Inspection,7.09,3.14,912.32
9470,MNT-009470,20230205,31,1124,4693,Preventive,1.45,10.61,6087.17
9471,MNT-009471,20191109,82,1413,2532,Corrective,2.21,19.02,5989.41
9472,MNT-009472,20220619,27,79,877,Inspection,7.07,21.58,8559.12
9473,MNT-009473,20220325,4,1977,809,Preventive,7.6,13.8,139.4
9474,MNT-009474,20201014,11,976,4158,Inspection,1.59,14.09,1039.89
9475,MNT-009475,20240113,79,1122,4514,Corrective,3.78,15.03,3832.26
9476,MNT-009476,20240504,68,1823,643,Preventive,0.83,1.38,3945.73
9477,MNT-009477,20240428,48,1233,3187,Inspection,4.78,6.88,7664.73
9478,MNT-009478,20251025,3,1763,4836,Corrective,4.7,5.9,6194.73
9479,MNT-009479,20250913,80,612,1426,Inspection,0.67,0.62,2618.24
9480,MNT-009480,20230103,96,520,4009,Inspection,2.07,16.27,7466.38
9481,MNT-009481,20220120,60,1926,3203,Preventive,6.93,6.23,2606.24
9482,MNT-009482,20210603,28,1081,155,Preventive,3.41,21.75,9201.66
9483,MNT-009483,20230309,77,679,1331,Corrective,5.26,20.97,4752.21
9484,MNT-009484,20230523,10,848,203,Preventive,7.64,9.13,3710.0
9485,MNT-009485,20250817,94,1651,463,Preventive,4.22,20.9,3549.08
9486,MNT-009486,20190520,87,551,3117,Preventive,4.69,2.74,7354.72
9487,MNT-009487,20250808,75,262,1253,Corrective,5.5,11.12,3462.2
9488,MNT-009488,20200430,61,16,446,Corrective,4.18,9.75,3183.0
9489,MNT-009489,20210825,22,438,2005,Corrective,6.93,4.02,6355.27
9490,MNT-009490,20200512,68,1293,4880,Corrective,2.66,11.67,7442.72
9491,MNT-009491,20211031,17,428,1889,Preventive,1.34,4.57,9288.92
9492,MNT-009492,20210524,14,1884,2824,Inspection,4.86,9.31,3919.63
9493,MNT-009493,20220819,5,63,3423,Preventive,4.2,18.94,9459.13
9494,MNT-009494,20220616,20,24,4979,Preventive,4.31,1.75,906.58
9495,MNT-009495,20230906,58,1690,4257,Preventive,0.5,15.99,1886.36
9496,MNT-009496,20240208,52,662,2526,Inspection,7.69,3.36,5355.83
9497,MNT-009497,20240122,67,62,2878,Inspection,3.71,10.68,1947.89
9498,MNT-009498,20241208,25,1736,3080,Corrective,5.19,0.55,2849.94
9499,MNT-009499,20210417,27,1056,69,Corrective,6.94,18.61,3715.1
9500,MNT-009500,20210909,1,695,1259,Preventive,4.36,19.25,790.61
9501,MNT-009501,20220731,63,721,3730,Corrective,2.61,1.76,2104.81
9502,MNT-009502,20220802,78,1503,1012,Inspection,6.15,15.4,5281.82
9503,MNT-009503,20190630,10,1211,3572,Preventive,7.31,4.47,9383.21
9504,MNT-009504,20190930,93,369,2603,Corrective,4.28,11.5,9116.42
9505,MNT-009505,20200113,22,1069,4121,Inspection,0.97,0.71,8925.22
9506,MNT-009506,20211218,50,1671,3289,Inspection,7.32,3.14,3571.24
9507,MNT-009507,20200121,87,271,4487,Preventive,4.68,7.79,9723.29
9508,MNT-009508,20191012,12,858,1918,Preventive,2.21,22.66,2655.1
9509,MNT-009509,20201109,35,225,4956,Preventive,4.21,17.8,8684.05
9510,MNT-009510,20190119,26,1657,1328,Inspection,7.21,10.67,3628.84
9511,MNT-009511,20191014,30,1889,1830,Preventive,3.32,22.93,6467.75
9512,MNT-009512,20250806,71,434,2268,Corrective,5.13,23.73,9191.8
9513,MNT-009513,20241103,50,190,4484,Inspection,4.57,3.56,6493.53
9514,MNT-009514,20211007,53,718,3583,Inspection,1.96,20.95,1122.29
9515,MNT-009515,20240410,84,1287,2874,Preventive,4.27,17.14,3896.99
9516,MNT-009516,20240530,94,1365,2951,Inspection,2.18,17.87,4353.17
9517,MNT-009517,20220605,75,490,3183,Inspection,1.59,13.66,2672.71
9518,MNT-009518,20200929,47,1819,1632,Inspection,5.76,21.66,6374.88
9519,MNT-009519,20231204,75,1917,4704,Corrective,7.22,8.33,8909.78
9520,MNT-009520,20210409,43,834,2000,Corrective,3.45,16.51,5952.79
9521,MNT-009521,20230120,40,1554,4527,Inspection,7.25,8.34,5476.51
9522,MNT-009522,20190907,87,398,4145,Inspection,7.21,9.78,7968.01
9523,MNT-009523,20220325,33,1360,4337,Inspection,3.78,15.31,1288.61
9524,MNT-009524,20200329,3,445,1373,Preventive,4.56,19.59,1842.1
9525,MNT-009525,20200503,75,262,3562,Corrective,1.61,11.38,2378.01
9526,MNT-009526,20200523,50,361,2670,Inspection,1.66,9.94,4510.67
9527,MNT-009527,20230624,46,1175,511,Inspection,7.63,7.06,7840.13
9528,MNT-009528,20230811,29,1756,4937,Corrective,4.61,17.5,584.8
9529,MNT-009529,20240927,74,1086,2770,Corrective,1.64,15.54,2660.4
9530,MNT-009530,20220131,43,1709,2347,Inspection,5.95,2.6,1885.97
9531,MNT-009531,20240108,79,124,3728,Preventive,5.91,21.52,5730.84
9532,MNT-009532,20230610,86,25,410,Inspection,6.33,13.41,6067.27
9533,MNT-009533,20221212,72,1992,3491,Preventive,6.36,4.57,5868.61
9534,MNT-009534,20230612,58,1605,4234,Inspection,3.05,1.43,4325.6
9535,MNT-009535,20220708,57,603,3512,Preventive,7.83,1.43,1566.61
9536,MNT-009536,20240314,14,575,4663,Inspection,1.68,16.19,3014.18
9537,MNT-009537,20211107,98,284,1538,Preventive,3.48,10.45,3601.52
9538,MNT-009538,20230524,25,1400,1137,Corrective,7.75,8.65,6835.17
9539,MNT-009539,20190709,9,1812,3899,Preventive,7.97,19.86,7308.44
9540,MNT-009540,20231113,22,1358,2726,Inspection,4.42,7.21,7692.63
9541,MNT-009541,20231024,70,1927,368,Preventive,3.63,8.02,1595.61
9542,MNT-009542,20250924,14,646,4073,Preventive,2.83,13.97,9564.6
9543,MNT-009543,20220427,35,1490,609,Preventive,2.77,11.33,4279.53
9544,MNT-009544,20221015,25,1075,1794,Inspection,3.66,9.44,8077.07
9545,MNT-009545,20200718,73,229,2915,Corrective,5.26,21.94,8396.53
9546,MNT-009546,20200612,16,851,2449,Inspection,6.41,10.28,8183.01
9547,MNT-009547,20220222,44,1170,2594,Preventive,7.29,1.69,4770.44
9548,MNT-009548,20231028,59,81,3821,Corrective,0.68,5.25,7506.54
9549,MNT-009549,20230501,95,462,2920,Preventive,4.0,6.16,8446.02
9550,MNT-009550,20220130,20,1485,694,Preventive,2.14,8.7,368.41
9551,MNT-009551,20240908,50,15,827,Inspection,6.52,8.08,5168.25
9552,MNT-009552,20230531,75,1656,1803,Preventive,1.36,5.57,4878.87
9553,MNT-009553,20230321,93,875,2107,Inspection,6.07,6.54,5650.38
9554,MNT-009554,20200519,33,1099,4891,Corrective,6.26,12.17,8399.45
9555,MNT-009555,20191025,82,1405,64,Corrective,6.56,5.62,5796.29
9556,MNT-009556,20231023,82,869,1445,Preventive,6.86,5.77,9608.82
9557,MNT-009557,20220905,8,413,1495,Inspection,5.61,15.66,7207.7
9558,MNT-009558,20201024,48,475,1994,Preventive,3.59,3.69,6183.62
9559,MNT-009559,20190708,81,1390,4259,Preventive,0.71,22.78,4518.0
9560,MNT-009560,20240509,29,1667,475,Inspection,7.55,8.38,1254.87
9561,MNT-009561,20191012,56,339,486,Preventive,3.73,14.89,4942.78
9562,MNT-009562,20220615,37,1227,4816,Preventive,1.18,19.5,7525.21
9563,MNT-009563,20200729,27,466,4447,Preventive,1.51,22.26,4550.88
9564,MNT-009564,20200318,5,1637,4803,Corrective,6.16,18.77,8621.86
9565,MNT-009565,20221127,100,584,2078,Preventive,6.71,18.74,5511.15
9566,MNT-009566,20241108,47,836,672,Preventive,2.62,5.21,4009.35
9567,MNT-009567,20210730,69,1874,2665,Corrective,7.97,23.12,6912.63
9568,MNT-009568,20200610,61,1431,555,Inspection,2.87,17.35,2919.33
9569,MNT-009569,20250727,87,881,579,Corrective,4.96,2.13,7164.85
9570,MNT-009570,20230211,59,951,4943,Preventive,3.23,2.67,3701.34
9571,MNT-009571,20221218,44,1830,2761,Preventive,4.33,15.89,6496.36
9572,MNT-009572,20210210,1,1310,647,Corrective,0.94,8.71,5575.73
9573,MNT-009573,20200510,70,501,2876,Inspection,1.73,18.18,9457.73
9574,MNT-009574,20190411,66,533,4060,Inspection,6.38,14.87,2002.01
9575,MNT-009575,20231026,89,918,1036,Corrective,2.61,13.45,6819.65
9576,MNT-009576,20191016,58,50,1891,Inspection,2.95,18.57,2973.76
9577,MNT-009577,20221013,67,1928,432,Preventive,3.46,12.86,6795.52
9578,MNT-009578,20200829,11,246,2985,Corrective,5.93,18.95,7375.4
9579,MNT-009579,20190814,96,1869,3879,Preventive,5.57,1.42,1705.01
9580,MNT-009580,20200822,49,1484,4681,Corrective,1.44,9.49,9479.98
9581,MNT-009581,20240202,36,1735,2849,Preventive,2.73,6.85,4800.75
9582,MNT-009582,20230602,64,391,209,Corrective,3.31,4.28,9649.8
9583,MNT-009583,20190608,59,81,2282,Corrective,7.28,13.5,3362.67
9584,MNT-009584,20240524,40,226,1175,Preventive,2.76,16.16,9827.47
9585,MNT-009585,20200611,85,1219,3149,Corrective,6.24,3.38,8458.19
9586,MNT-009586,20240108,31,1025,804,Preventive,6.41,1.54,4619.24
9587,MNT-009587,20250903,95,108,1852,Preventive,6.48,8.35,1530.06
9588,MNT-009588,20191214,51,315,4782,Inspection,7.47,5.53,8684.37
9589,MNT-009589,20220618,36,1713,3663,Preventive,3.36,8.59,8835.82
9590,MNT-009590,20190702,86,767,1278,Corrective,4.21,14.49,1889.85
9591,MNT-009591,20191106,50,1504,1483,Corrective,4.06,10.18,382.31
9592,MNT-009592,20201023,2,528,1449,Preventive,5.09,11.46,1114.73
9593,MNT-009593,20240624,1,833,2317,Preventive,5.65,3.58,9541.79
9594,MNT-009594,20200216,31,931,217,Corrective,2.1,11.79,2276.91
9595,MNT-009595,20231011,8,1291,228,Inspection,6.64,21.93,9251.39
9596,MNT-009596,20220722,50,1368,4001,Preventive,5.78,9.38,8686.61
9597,MNT-009597,20250226,46,1899,2344,Corrective,7.16,10.5,7789.55
9598,MNT-009598,20200810,63,464,195,Preventive,1.0,5.46,5335.42
9599,MNT-009599,20220416,93,491,1102,Inspection,3.59,22.86,2781.56
9600,MNT-009600,20250103,73,1548,4093,Inspection,3.01,10.99,560.35
9601,MNT-009601,20220930,73,895,209,Preventive,1.48,22.85,1277.4
9602,MNT-009602,20230323,23,1951,4122,Corrective,7.16,17.74,7618.38
9603,MNT-009603,20240917,57,603,1334,Preventive,0.81,20.61,9771.98
9604,MNT-009604,20250319,35,282,383,Corrective,3.98,21.04,8876.22
