budget_id,date,location_id,category,budget_amount
BUD-0003700,2025-05-09,LOC-0035,Maintenance,83545.3
BUD-0003701,2025-06-21,LOC-0043,Energy,24592.6
BUD-0003702,2023-05-07,LOC-0024,Energy,42935.27
BUD-0003703,2021-01-01,LOC-0072,Administration,10466.13
BUD-0003704,2019-06-30,LOC-0098,Production,64038.84
BUD-0003705,2020-11-01,LOC-0028,Energy,26257.45
BUD-0003706,2021-11-10,LOC-0047,Supply Chain,29172.75
BUD-0003707,2025-07-14,LOC-0028,Maintenance,6374.47
BUD-0003708,2024-09-12,LOC-0060,Energy,15979.82
BUD-0003709,2024-05-31,LOC-0033,Operations,59765.18
BUD-0003710,2025-10-01,LOC-0060,Operations,53373.89
BUD-0003711,2020-08-30,LOC-0006,Supply Chain,12954.41
BUD-0003712,2024-01-29,LOC-0036,Maintenance,8418.06
BUD-0003713,2020-05-16,LOC-0038,Supply Chain,72970.66
BUD-0003714,2022-01-11,LOC-0013,Administration,18325.1
BUD-0003715,2019-09-18,LOC-0044,Production,100213.67
BUD-0003716,2025-06-03,LOC-0048,Energy,16449.53
BUD-0003717,2021-11-19,LOC-0086,Administration,19973.05
BUD-0003718,2025-09-21,LOC-0062,Maintenance,117043.71
BUD-0003719,2019-10-26,LOC-0050,Maintenance,11375.74
BUD-0003720,2023-06-26,LOC-0074,Energy,29499.83
BUD-0003721,2020-07-22,LOC-0019,Energy,55729.62
BUD-0003722,2022-08-14,LOC-0058,Maintenance,22582.36
BUD-0003723,2022-08-05,LOC-0041,Supply Chain,14099.59
BUD-0003724,2019-10-19,LOC-0084,Maintenance,131153.39
BUD-0003725,2025-03-06,LOC-0004,Energy,29642.98
BUD-0003726,2023-10-01,LOC-0092,Maintenance,37428.49
BUD-0003727,2023-01-07,LOC-0057,Administration,8897.2
BUD-0003728,2020-07-28,LOC-0071,Operations,95274.08
BUD-0003729,2021-09-02,LOC-0036,Operations,16536.27
BUD-0003730,2023-03-24,LOC-0062,Maintenance,60220.87
BUD-0003731,2020-09-25,LOC-0045,Operations,15016.98
BUD-0003732,2021-10-19,LOC-0025,Administration,18239.97
BUD-0003733,2020-01-06,LOC-0092,Production,3871.35
BUD-0003734,2019-11-23,LOC-0016,Supply Chain,22036.77
BUD-0003735,2020-08-31,LOC-0075,Maintenance,8552.79
BUD-0003736,2021-07-18,LOC-0097,Administration,81827.17
BUD-0003737,2020-06-29,LOC-0010,Energy,58476.08
BUD-0003738,2019-10-09,LOC-0041,Supply Chain,17749.8
BUD-0003739,2020-07-07,LOC-0095,Maintenance,42138.15
BUD-0003740,2023-12-24,LOC-0081,Administration,47932.05
BUD-0003741,2020-04-18,LOC-0015,Administration,8412.98
BUD-0003742,2020-06-22,LOC-0062,Supply Chain,20265.3
BUD-0003743,2024-01-15,LOC-0082,Administration,90044.27
BUD-0003744,2024-04-09,LOC-0037,Maintenance,45008.31
BUD-0003745,2019-11-15,LOC-0055,Production,5418.69
BUD-0003746,2025-04-05,LOC-0056,Maintenance,33138.22
BUD-0003747,2022-12-06,LOC-0077,Operations,32331.98
BUD-0003748,2022-11-10,LOC-0016,Production,17845.54
BUD-0003749,2021-03-29,LOC-0100,Production,111609.66
BUD-0003750,2025-01-21,LOC-0001,Energy,18436.09
BUD-0003751,2019-03-15,LOC-0069,Production,18250.66
BUD-0003752,2022-09-25,LOC-0027,Maintenance,5494.38
BUD-0003753,2023-05-24,LOC-0070,Energy,20364.03
BUD-0003754,2024-09-14,LOC-0096,Supply Chain,18018.64
BUD-0003755,2022-01-31,LOC-0086,Supply Chain,12521.7
BUD-0003756,2024-04-16,LOC-0035,Administration,32629.86
BUD-0003757,2019-11-01,LOC-0083,Maintenance,38763.3
BUD-0003758,2020-01-08,LOC-0080,Supply Chain,25380.77
BUD-0003759,2020-10-12,LOC-0005,Energy,25992.36
BUD-0003760,2019-11-21,LOC-0020,Maintenance,13970.06
BUD-0003761,2021-02-05,LOC-0076,Administration,71379.01
BUD-0003762,2021-06-05,LOC-0082,Production,13549.71
BUD-0003763,2025-08-13,LOC-0004,Supply Chain,82260.48
BUD-0003764,2020-10-15,LOC-0070,Maintenance,20454.28
BUD-0003765,2021-12-03,LOC-0096,Energy,8780.89
BUD-0003766,2021-06-26,LOC-0093,Energy,29872.3
BUD-0003767,2023-08-02,LOC-0100,Energy,15968.36
BUD-0003768,2021-10-26,LOC-0098,Production,37635.58
BUD-0003769,2020-01-07,LOC-0015,Supply Chain,31842.29
BUD-0003770,2020-05-22,LOC-0086,Energy,123432.64
BUD-0003771,2020-08-16,LOC-0027,Supply Chain,40463.91
BUD-0003772,2021-05-08,LOC-0068,Administration,11954.97
BUD-0003773,2020-10-28,LOC-0091,Supply Chain,9578.84
BUD-0003774,2022-06-11,LOC-0071,Supply Chain,54281.53
BUD-0003775,2025-09-21,LOC-0016,Maintenance,9241.98
BUD-0003776,2019-09-30,LOC-0050,Energy,28071.42
BUD-0003777,2022-11-03,LOC-0031,Production,18230.01
BUD-0003778,2022-06-12,LOC-0036,Operations,18296.46
BUD-0003779,2020-07-29,LOC-0097,Production,10145.85
BUD-0003780,2019-09-24,LOC-0087,Administration,29664.13
BUD-0003781,2022-05-24,LOC-0031,Production,12160.83
BUD-0003782,2021-07-02,LOC-0029,Maintenance,12149.63
BUD-0003783,2020-02-09,LOC-0043,Production,12630.21
BUD-0003784,2022-06-21,LOC-0076,Production,47916.48
BUD-0003785,2021-04-23,LOC-0074,Operations,42755.8
BUD-0003786,2024-01-22,LOC-0028,Operations,53014.18
BUD-0003787,2020-07-16,LOC-0051,Production,20032.74
BUD-0003788,2021-08-20,LOC-0073,Maintenance,126866.02
BUD-0003789,2020-01-13,LOC-0097,Operations,12990.05
BUD-0003790,2021-01-11,LOC-0038,Administration,30148.83
BUD-0003791,2023-09-10,LOC-0056,Production,6145.76
BUD-0003792,2025-01-03,LOC-0063,Supply Chain,6194.23
BUD-0003793,2023-01-01,LOC-0057,Maintenance,16851.8
BUD-0003794,2019-05-02,LOC-0029,Supply Chain,33163.71
BUD-0003795,2023-04-15,LOC-0018,Maintenance,22125.39
BUD-0003796,2019-10-14,LOC-0092,Maintenance,23090.85
BUD-0003797,2023-12-09,LOC-0008,Production,12123.87
BUD-0003798,2025-10-10,LOC-0094,Operations,9259.62
BUD-0003799,2025-12-03,LOC-0071,Energy,16611.22
BUD-0003800,2021-12-14,LOC-0072,Administration,12432.79
BUD-0003801,2022-10-31,LOC-0098,Maintenance,20633.95
BUD-0003802,2022-12-01,LOC-0089,Administration,14482.42
BUD-0003803,2020-05-16,LOC-0081,Energy,9683.26
BUD-0003804,2023-04-09,LOC-0073,Maintenance,23849.47
BUD-0003805,2025-03-06,LOC-0066,Operations,5175.94
BUD-0003806,2024-07-26,LOC-0047,Energy,11356.54
BUD-0003807,2023-05-09,LOC-0065,Production,13966.34
BUD-0003808,2020-05-12,LOC-0005,Supply Chain,77310.8
BUD-0003809,2025-01-27,LOC-0027,Administration,40213.98
BUD-0003810,2021-03-12,LOC-0019,Administration,23281.58
BUD-0003811,2020-01-01,LOC-0050,Energy,19979.51
BUD-0003812,2019-06-13,LOC-0033,Administration,31840.32
BUD-0003813,2019-03-18,LOC-0011,Maintenance,27279.79
BUD-0003814,2023-02-15,LOC-0019,Production,20169.74
BUD-0003815,2019-08-12,LOC-0034,Production,14710.56
BUD-0003816,2024-11-22,LOC-0061,Maintenance,61014.16
BUD-0003817,2022-03-06,LOC-0100,Operations,9769.94
BUD-0003818,2020-05-06,LOC-0099,Operations,47386.99
BUD-0003819,2019-05-03,LOC-0073,Maintenance,55436.24
BUD-0003820,2025-06-13,LOC-0092,Operations,3392.37
BUD-0003821,2024-12-26,LOC-0057,Operations,48125.22
BUD-0003822,2023-01-31,LOC-0001,Production,23736.0
BUD-0003823,2022-01-22,LOC-0054,Supply Chain,51018.5
BUD-0003824,2025-11-03,LOC-0035,Operations,9614.65
BUD-0003825,2024-09-19,LOC-0047,Production,18928.2
BUD-0003826,2024-06-14,LOC-0081,Maintenance,7335.51
BUD-0003827,2020-01-10,LOC-0096,Production,22267.44
BUD-0003828,2020-05-26,LOC-0067,Supply Chain,17254.33
BUD-0003829,2023-06-11,LOC-0093,Energy,21129.41
BUD-0003830,2024-08-10,LOC-0058,Maintenance,59986.98
BUD-0003831,2021-07-01,LOC-0096,Supply Chain,46620.38
BUD-0003832,2022-11-01,LOC-0100,Administration,28876.24
BUD-0003833,2021-07-19,LOC-0039,Energy,10616.41
BUD-0003834,2024-05-03,LOC-0031,Maintenance,12700.51
BUD-0003835,2020-08-26,LOC-0059,Maintenance,192270.36
BUD-0003836,2024-05-01,LOC-0097,Maintenance,14700.45
BUD-0003837,2025-08-02,LOC-0086,Energy,9841.66
BUD-0003838,2023-09-01,LOC-0031,Administration,5754.65
BUD-0003839,2020-12-13,LOC-0082,Operations,35214.89
BUD-0003840,2023-07-02,LOC-0046,Maintenance,8719.44
BUD-0003841,2023-10-19,LOC-0076,Maintenance,8725.13
BUD-0003842,2024-12-24,LOC-0097,Operations,18308.53
BUD-0003843,2024-02-29,LOC-0001,Energy,28841.91
BUD-0003844,2021-03-12,LOC-0052,Energy,13737.74
BUD-0003845,2021-04-09,LOC-0035,Operations,20450.71
BUD-0003846,2025-11-09,LOC-0040,Maintenance,6152.63
BUD-0003847,2024-07-14,LOC-0093,Supply Chain,16505.7
BUD-0003848,2022-12-18,LOC-0033,Maintenance,42630.04
BUD-0003849,2021-12-14,LOC-0078,Operations,48130.94
BUD-0003850,2019-04-09,LOC-0060,Operations,37109.71
BUD-0003851,2024-10-11,LOC-0021,Supply Chain,24560.3
BUD-0003852,2024-08-09,LOC-0074,Operations,8577.19
BUD-0003853,2025-08-29,LOC-0038,Energy,49790.29
BUD-0003854,2020-09-30,LOC-0040,Energy,10306.17
BUD-0003855,2025-12-11,LOC-0058,Administration,15381.45
BUD-0003856,2024-02-19,LOC-0092,Energy,9218.32
BUD-0003857,2024-07-12,LOC-0049,Administration,18176.62
BUD-0003858,2020-03-06,LOC-0080,Production,12115.27
BUD-0003859,2024-12-10,LOC-0019,Production,18025.28
BUD-0003860,2023-11-02,LOC-0077,Energy,20754.49
BUD-0003861,2024-11-20,LOC-0098,Maintenance,33371.42
BUD-0003862,2022-07-16,LOC-0057,Supply Chain,32825.97
BUD-0003863,2022-09-24,LOC-0034,Production,25616.41
BUD-0003864,2021-11-13,LOC-0021,Administration,14267.33
BUD-0003865,2025-01-01,LOC-0005,Operations,12238.62
BUD-0003866,2019-11-08,LOC-0083,Energy,49669.39
BUD-0003867,2024-07-12,LOC-0062,Maintenance,23654.72
BUD-0003868,2023-12-05,LOC-0085,Energy,29615.92
BUD-0003869,2020-10-23,LOC-0022,Administration,57386.34
BUD-0003870,2023-01-14,LOC-0073,Maintenance,27542.03
BUD-0003871,2021-04-12,LOC-0013,Maintenance,25413.19
BUD-0003872,2022-12-26,LOC-0092,Supply Chain,9237.73
BUD-0003873,2023-02-14,LOC-0022,Supply Chain,31650.3
BUD-0003874,2025-05-06,LOC-0048,Production,47598.3
BUD-0003875,2025-09-23,LOC-0034,Operations,38057.36
BUD-0003876,2021-09-21,LOC-0023,Maintenance,17525.65
BUD-0003877,2020-06-26,LOC-0094,Supply Chain,13129.92
BUD-0003878,2025-06-22,LOC-0062,Maintenance,4605.3
BUD-0003879,2025-01-31,LOC-0070,Operations,12219.13
BUD-0003880,2019-03-19,LOC-0064,Maintenance,19401.35
BUD-0003881,2023-04-11,LOC-0097,Energy,13042.43
BUD-0003882,2025-06-30,LOC-0034,Production,36068.34
BUD-0003883,2024-06-29,LOC-0036,Energy,2334.9
BUD-0003884,2021-10-13,LOC-0090,Operations,31452.81
BUD-0003885,2022-11-10,LOC-0039,Production,17451.82
BUD-0003886,2021-08-11,LOC-0069,Energy,76290.13
BUD-0003887,2021-12-12,LOC-0052,Operations,12975.58
BUD-0003888,2022-11-08,LOC-0009,Supply Chain,19263.92
BUD-0003889,2020-11-18,LOC-0054,Supply Chain,72620.42
BUD-0003890,2022-05-14,LOC-0018,Production,16759.86
BUD-0003891,2023-03-25,LOC-0092,Maintenance,14318.72
BUD-0003892,2021-03-18,LOC-0079,Production,27847.93
BUD-0003893,2022-10-26,LOC-0045,Maintenance,22540.18
BUD-0003894,2019-10-21,LOC-0099,Administration,15461.77
BUD-0003895,2022-04-22,LOC-0031,Supply Chain,6386.24
BUD-0003896,2020-03-29,LOC-0013,Energy,33110.19
BUD-0003897,2024-07-07,LOC-0019,Administration,65681.28
BUD-0003898,2021-09-17,LOC-0048,Energy,10327.85
BUD-0003899,2021-07-26,LOC-0093,Production,23041.89
BUD-0003900,2019-08-27,LOC-0022,Maintenance,1992.01
BUD-0003901,2022-01-14,LOC-0033,Administration,29538.14
BUD-0003902,2019-06-22,LOC-0053,Energy,34656.62
BUD-0003903,2023-01-14,LOC-0069,Operations,16801.56
BUD-0003904,2022-02-13,LOC-0078,Maintenance,10225.49
BUD-0003905,2020-06-26,LOC-0093,Production,8362.35
BUD-0003906,2025-12-12,LOC-0021,Operations,13477.88
BUD-0003907,2022-08-29,LOC-0007,Supply Chain,11620.8
BUD-0003908,2023-10-18,LOC-0095,Administration,19746.63
BUD-0003909,2023-08-26,LOC-0075,Operations,27287.36
BUD-0003910,2020-05-12,LOC-0010,Energy,124361.36
BUD-0003911,2025-11-18,LOC-0054,Administration,20022.16
BUD-0003912,2024-09-30,LOC-0074,Energy,8857.72
BUD-0003913,2025-05-03,LOC-0089,Production,7971.89
BUD-0003914,2020-08-04,LOC-0077,Maintenance,17154.21
BUD-0003915,2020-05-25,LOC-0023,Maintenance,7437.17
BUD-0003916,2023-08-07,LOC-0041,Maintenance,2919.64
BUD-0003917,2023-11-10,LOC-0003,Supply Chain,14161.03
BUD-0003918,2024-04-28,LOC-0008,Operations,31446.78
BUD-0003919,2020-02-08,LOC-0071,Supply Chain,24348.92
BUD-0003920,2024-02-11,LOC-0043,Operations,19780.76
BUD-0003921,2022-07-30,LOC-0017,Production,30524.85
BUD-0003922,2024-02-15,LOC-0044,Administration,29268.26
BUD-0003923,2023-11-24,LOC-0087,Energy,21567.07
BUD-0003924,2019-05-08,LOC-0003,Maintenance,11851.26
BUD-0003925,2021-09-29,LOC-0035,Maintenance,41104.39
BUD-0003926,2023-03-12,LOC-0001,Administration,15259.57
BUD-0003927,2022-05-31,LOC-0060,Energy,80794.14
BUD-0003928,2019-03-22,LOC-0049,Supply Chain,6273.0
BUD-0003929,2023-04-08,LOC-0054,Administration,40652.32
BUD-0003930,2021-02-09,LOC-0087,Administration,21779.06
BUD-0003931,2020-01-01,LOC-0080,Operations,35567.89
BUD-0003932,2020-06-03,LOC-0083,Production,162833.98
BUD-0003933,2021-11-02,LOC-0043,Production,11511.94
BUD-0003934,2024-07-24,LOC-0077,Operations,5613.4
BUD-0003935,2023-07-03,LOC-0064,Supply Chain,25534.69
BUD-0003936,2019-08-24,LOC-0049,Operations,45227.11
BUD-0003937,2019-05-18,LOC-0076,Production,17095.59
BUD-0003938,2020-09-30,LOC-0065,Maintenance,20857.45
BUD-0003939,2021-09-28,LOC-0085,Maintenance,25624.39
BUD-0003940,2023-11-25,LOC-0016,Administration,47848.49
BUD-0003941,2019-09-26,LOC-0044,Administration,154199.79
BUD-0003942,2025-07-28,LOC-0049,Administration,15831.33
BUD-0003943,2024-05-18,LOC-0019,Supply Chain,47376.41
BUD-0003944,2022-11-02,LOC-0061,Maintenance,44051.78
BUD-0003945,2023-09-26,LOC-0021,Production,62432.37
BUD-0003946,2025-08-22,LOC-0051,Production,21856.36
BUD-0003947,2023-09-26,LOC-0075,Administration,45034.0
BUD-0003948,2021-08-31,LOC-0075,Administration,19478.4
BUD-0003949,2024-09-05,LOC-0043,Production,17845.52
BUD-0003950,2024-09-30,LOC-0077,Administration,5797.51
BUD-0003951,2024-12-17,LOC-0098,Operations,9729.6
BUD-0003952,2020-01-04,LOC-0070,Energy,19259.16
BUD-0003953,2022-10-21,LOC-0054,Administration,6458.69
BUD-0003954,2023-01-27,LOC-0064,Maintenance,8754.38
BUD-0003955,2022-08-20,LOC-0038,Production,20519.83
BUD-0003956,2024-10-14,LOC-0031,Administration,61922.87
BUD-0003957,2020-01-18,LOC-0003,Operations,11679.93
BUD-0003958,2024-08-10,LOC-0003,Production,17194.9
BUD-0003959,2025-11-09,LOC-0009,Operations,5712.49
BUD-0003960,2025-11-17,LOC-0099,Energy,3139.36
BUD-0003961,2023-07-19,LOC-0043,Production,8080.51
BUD-0003962,2024-05-18,LOC-0013,Operations,13123.16
BUD-0003963,2023-02-01,LOC-0040,Energy,18691.13
BUD-0003964,2021-05-11,LOC-0037,Energy,36627.4
BUD-0003965,2023-04-17,LOC-0061,Supply Chain,35900.85
BUD-0003966,2023-05-09,LOC-0046,Production,27394.81
BUD-0003967,2021-07-19,LOC-0008,Maintenance,13682.13
BUD-0003968,2021-08-22,LOC-0012,Maintenance,150528.27
BUD-0003969,2024-01-13,LOC-0065,Operations,14547.86
BUD-0003970,2022-04-17,LOC-0089,Supply Chain,10903.96
BUD-0003971,2023-06-14,LOC-0058,Energy,12031.3
BUD-0003972,2025-06-30,LOC-0059,Production,41844.42
BUD-0003973,2023-10-26,LOC-0006,Administration,6747.4
BUD-0003974,2025-09-16,LOC-0003,Maintenance,35312.4
BUD-0003975,2020-10-23,LOC-0029,Production,5083.55
BUD-0003976,2022-06-02,LOC-0092,Supply Chain,14166.28
BUD-0003977,2024-09-28,LOC-0011,Energy,11867.6
BUD-0003978,2024-01-24,LOC-0065,Production,28528.64
BUD-0003979,2022-10-27,LOC-0047,Operations,7425.55
BUD-0003980,2025-07-19,LOC-0042,Maintenance,21013.97
BUD-0003981,2025-02-23,LOC-0080,Supply Chain,12882.7
BUD-0003982,2023-12-03,LOC-0090,Administration,3685.66
BUD-0003983,2025-10-03,LOC-0009,Production,51124.4
BUD-0003984,2025-03-27,LOC-0099,Operations,15976.93
BUD-0003985,2024-08-03,LOC-0032,Production,26659.45
BUD-0003986,2023-10-09,LOC-0009,Supply Chain,7366.85
BUD-0003987,2023-10-12,LOC-0036,Energy,24206.28
BUD-0003988,2019-03-01,LOC-0009,Maintenance,11619.2
BUD-0003989,2023-08-24,LOC-0063,Production,62833.05
BUD-0003990,2022-04-25,LOC-0004,Maintenance,12324.56
BUD-0003991,2021-12-23,LOC-0068,Administration,9349.85
BUD-0003992,2025-03-13,LOC-0081,Maintenance,48296.75
BUD-0003993,2021-01-23,LOC-0040,Production,88010.51
BUD-0003994,2022-12-12,LOC-0037,Maintenance,16099.72
BUD-0003995,2019-02-08,LOC-0048,Administration,22971.56
BUD-0003996,2024-01-14,LOC-0074,Supply Chain,36730.14
BUD-0003997,2023-06-25,LOC-0008,Administration,37321.49
BUD-0003998,2024-02-10,LOC-0054,Supply Chain,5523.03
BUD-0003999,2025-06-01,LOC-0038,Maintenance,6679.54
BUD-0004000,2019-09-11,LOC-0095,Administration,30182.97
BUD-0004001,2024-02-18,LOC-0084,Operations,23622.19
BUD-0004002,2020-11-16,LOC-0078,Production,42734.04
BUD-0004003,2024-12-19,LOC-0076,Supply Chain,26043.94
BUD-0004004,2022-09-14,LOC-0012,Operations,62386.77
BUD-0004005,2019-08-26,LOC-0006,Operations,21807.35
BUD-0004006,2019-03-11,LOC-0056,Energy,53678.84
BUD-0004007,2022-01-04,LOC-0095,Energy,35730.81
BUD-0004008,2025-10-24,LOC-0082,Operations,15208.99
BUD-0004009,2023-02-15,LOC-0089,Energy,10455.01
BUD-0004010,2020-08-29,LOC-0071,Energy,23517.59
BUD-0004011,2021-10-27,LOC-0079,Energy,6802.51
BUD-0004012,2021-01-17,LOC-0077,Supply Chain,18459.26
BUD-0004013,2024-03-19,LOC-0056,Maintenance,20598.08
BUD-0004014,2024-10-26,LOC-0001,Energy,20656.98
BUD-0004015,2020-01-23,LOC-0035,Supply Chain,23582.01
BUD-0004016,2022-04-23,LOC-0012,Energy,22340.7
BUD-0004017,2023-03-08,LOC-0079,Operations,49551.01
BUD-0004018,2021-09-06,LOC-0011,Production,36597.66
BUD-0004019,2023-08-09,LOC-0094,Supply Chain,7689.86
BUD-0004020,2023-12-28,LOC-0042,Energy,27840.22
BUD-0004021,2022-08-09,LOC-0025,Production,40853.55
BUD-0004022,2022-03-15,LOC-0099,Maintenance,13356.18
BUD-0004023,2025-10-17,LOC-0078,Energy,11207.56
BUD-0004024,2023-03-24,LOC-0004,Energy,26062.62
BUD-0004025,2020-08-15,LOC-0039,Production,55966.67
BUD-0004026,2024-07-23,LOC-0067,Energy,15645.11
BUD-0004027,2019-04-23,LOC-0050,Energy,22135.81
BUD-0004028,2022-01-03,LOC-0029,Production,36161.94
BUD-0004029,2021-04-04,LOC-0023,Energy,24154.88
BUD-0004030,2022-09-26,LOC-0007,Supply Chain,13593.55
BUD-0004031,2024-05-23,LOC-0049,Operations,25647.62
BUD-0004032,2021-06-14,LOC-0075,Maintenance,42796.47
BUD-0004033,2022-11-20,LOC-0093,Energy,19787.68
BUD-0004034,2025-08-30,LOC-0027,Production,25478.24
BUD-0004035,2022-01-01,LOC-0092,Energy,20767.72
BUD-0004036,2021-05-21,LOC-0032,Maintenance,14381.37
BUD-0004037,2022-05-06,LOC-0090,Administration,37145.95
BUD-0004038,2019-01-14,LOC-0073,Production,13675.88
BUD-0004039,2020-11-09,LOC-0078,Maintenance,53146.79
BUD-0004040,2021-05-18,LOC-0002,Production,11123.17
BUD-0004041,2020-01-29,LOC-0077,Administration,15491.43
BUD-0004042,2022-01-15,LOC-0089,Supply Chain,65393.71
BUD-0004043,2024-05-17,LOC-0050,Production,123152.51
BUD-0004044,2022-04-22,LOC-0044,Maintenance,42136.35
BUD-0004045,2022-12-19,LOC-0044,Administration,40386.9
BUD-0004046,2025-03-10,LOC-0048,Administration,35624.67
BUD-0004047,2020-10-17,LOC-0007,Supply Chain,27257.64
BUD-0004048,2020-11-21,LOC-0028,Production,18211.35
BUD-0004049,2021-08-13,LOC-0072,Maintenance,26304.31
BUD-0004050,2025-05-24,LOC-0039,Operations,5928.87
BUD-0004051,2020-07-26,LOC-0050,Supply Chain,67974.23
BUD-0004052,2022-09-13,LOC-0053,Production,9575.44
BUD-0004053,2025-01-22,LOC-0041,Maintenance,38102.59
BUD-0004054,2020-10-17,LOC-0013,Supply Chain,84684.45
BUD-0004055,2019-08-28,LOC-0020,Operations,15107.12
BUD-0004056,2019-08-27,LOC-0071,Maintenance,40112.45
BUD-0004057,2019-12-02,LOC-0076,Energy,11658.64
BUD-0004058,2025-07-11,LOC-0064,Operations,16779.92
BUD-0004059,2024-04-06,LOC-0093,Energy,14343.17
BUD-0004060,2025-06-21,LOC-0017,Operations,42692.9
BUD-0004061,2025-09-15,LOC-0089,Energy,34509.94
BUD-0004062,2022-07-12,LOC-0006,Operations,14297.13
BUD-0004063,2019-09-12,LOC-0050,Administration,18503.74
BUD-0004064,2023-03-13,LOC-0037,Administration,27059.48
BUD-0004065,2022-11-08,LOC-0004,Administration,14065.7
BUD-0004066,2022-02-22,LOC-0043,Maintenance,3207.59
BUD-0004067,2022-11-16,LOC-0085,Administration,31434.73
BUD-0004068,2021-09-07,LOC-0078,Energy,37309.52
BUD-0004069,2023-11-27,LOC-0082,Maintenance,12985.68
BUD-0004070,2020-04-27,LOC-0071,Energy,172238.71
BUD-0004071,2022-07-25,LOC-0066,Production,8942.19
BUD-0004072,2022-06-28,LOC-0036,Maintenance,23419.74
BUD-0004073,2024-07-31,LOC-0058,Production,27129.35
BUD-0004074,2019-03-31,LOC-0041,Operations,22532.77
BUD-0004075,2020-03-12,LOC-0031,Maintenance,25701.06
BUD-0004076,2023-11-17,LOC-0043,Production,14284.41
BUD-0004077,2024-05-27,LOC-0079,Energy,28874.07
BUD-0004078,2023-08-23,LOC-0001,Supply Chain,7209.23
BUD-0004079,2019-06-07,LOC-0014,Energy,7153.02
BUD-0004080,2021-09-09,LOC-0065,Energy,19432.28
BUD-0004081,2025-04-10,LOC-0012,Supply Chain,28205.19
BUD-0004082,2022-08-23,LOC-0059,Energy,9525.58
BUD-0004083,2020-12-05,LOC-0029,Maintenance,19877.92
BUD-0004084,2023-11-28,LOC-0072,Maintenance,54604.76
BUD-0004085,2025-01-18,LOC-0025,Maintenance,19206.36
BUD-0004086,2021-10-01,LOC-0031,Administration,41432.86
BUD-0004087,2022-09-21,LOC-0100,Maintenance,21157.97
BUD-0004088,2022-12-10,LOC-0009,Operations,22696.45
BUD-0004089,2022-11-15,LOC-0031,Operations,24990.06
BUD-0004090,2021-10-08,LOC-0058,Maintenance,71985.22
BUD-0004091,2020-06-19,LOC-0096,Administration,6350.07
BUD-0004092,2021-08-10,LOC-0072,Maintenance,17698.9
BUD-0004093,2024-01-30,LOC-0064,Maintenance,11520.55
BUD-0004094,2022-08-17,LOC-0081,Operations,39634.65
BUD-0004095,2024-01-28,LOC-0070,Administration,98781.54
BUD-0004096,2024-01-12,LOC-0094,Maintenance,16753.15
BUD-0004097,2023-01-12,LOC-0098,Operations,9000.91
BUD-0004098,2024-09-22,LOC-0036,Maintenance,15464.31
BUD-0004099,2022-10-17,LOC-0036,Operations,59783.73
BUD-0004100,2020-03-13,LOC-0036,Administration,13416.17
BUD-0004101,2019-05-20,LOC-0062,Production,61060.56
BUD-0004102,2025-11-09,LOC-0075,Administration,20674.96
BUD-0004103,2022-12-03,LOC-0015,Supply Chain,42889.67
BUD-0004104,2024-09-18,LOC-0069,Operations,49937.19
BUD-0004105,2025-07-31,LOC-0067,Production,17134.84
BUD-0004106,2021-03-18,LOC-0001,Maintenance,73464.52
BUD-0004107,2025-11-26,LOC-0019,Energy,24078.21
BUD-0004108,2019-08-19,LOC-0078,Supply Chain,28654.79
BUD-0004109,2021-05-11,LOC-0004,Energy,15948.84
BUD-0004110,2022-03-31,LOC-0090,Operations,44620.41
BUD-0004111,2024-02-15,LOC-0084,Operations,5425.71
BUD-0004112,2021-09-10,LOC-0078,Administration,14742.68
BUD-0004113,2020-11-17,LOC-0013,Operations,11693.36
BUD-0004114,2023-10-09,LOC-0013,Energy,13273.1
BUD-0004115,2022-02-20,LOC-0035,Administration,84044.34
BUD-0004116,2024-12-28,LOC-0082,Operations,11310.4
BUD-0004117,2019-08-17,LOC-0072,Operations,8731.09
BUD-0004118,2019-07-12,LOC-0019,Operations,106298.6
BUD-0004119,2020-08-18,LOC-0096,Supply Chain,65754.7
BUD-0004120,2020-03-24,LOC-0050,Supply Chain,6857.86
BUD-0004121,2025-12-13,LOC-0025,Supply Chain,14117.25
BUD-0004122,2023-01-12,LOC-0040,Operations,24001.33
BUD-0004123,2024-10-18,LOC-0012,Operations,38076.64
BUD-0004124,2022-12-16,LOC-0096,Supply Chain,58373.66
BUD-0004125,2024-02-10,LOC-0095,Operations,9578.61
BUD-0004126,2021-03-31,LOC-0027,Maintenance,177697.6
BUD-0004127,2021-04-23,LOC-0031,Supply Chain,14175.78
BUD-0004128,2025-10-15,LOC-0003,Maintenance,35381.8
BUD-0004129,2025-11-07,LOC-0041,Supply Chain,36966.64
BUD-0004130,2023-07-05,LOC-0040,Energy,22187.37
BUD-0004131,2020-05-29,LOC-0084,Energy,148346.06
BUD-0004132,2024-08-17,LOC-0038,Energy,28356.22
BUD-0004133,2022-03-22,LOC-0042,Operations,24362.29
BUD-0004134,2020-01-26,LOC-0040,Administration,27559.17
BUD-0004135,2025-07-08,LOC-0072,Energy,9948.96
BUD-0004136,2020-11-07,LOC-0017,Maintenance,13461.46
BUD-0004137,2020-02-03,LOC-0070,Administration,42380.74
BUD-0004138,2022-10-14,LOC-0077,Administration,14677.81
BUD-0004139,2019-01-12,LOC-0059,Energy,14949.15
BUD-0004140,2025-11-29,LOC-0031,Maintenance,24319.3
