waste_key,waste_id,date_key,location_key,waste_category,disposal_method,waste_quantity
7413,WST-007413,20220622,42,Plastic,Recycling,687.729
7414,WST-007414,20220922,14,General,Landfill,715.599
7415,WST-007415,20250703,53,Plastic,Treatment,812.022
7416,WST-007416,20220213,64,General,Landfill,92.262
7417,WST-007417,20210312,54,Plastic,Landfill,642.038
7418,WST-007418,20250922,30,Metal,Reuse,687.682
7419,WST-007419,20220805,6,General,Treatment,99.073
7420,WST-007420,20221027,80,General,Reuse,561.349
7421,WST-007421,20220725,83,General,Recycling,322.964
7422,WST-007422,20240723,4,Chemical,Treatment,622.94
7423,WST-007423,20250211,14,Chemical,Recycling,597.13
7424,WST-007424,20191031,64,General,Reuse,485.634
7425,WST-007425,20200322,92,Plastic,Landfill,804.367
7426,WST-007426,20190214,43,General,Recycling,102.079
7427,WST-007427,20190720,78,Chemical,Recycling,713.5
7428,WST-007428,20190328,89,General,Recycling,559.747
7429,WST-007429,20221228,94,Metal,Recycling,957.288
7430,WST-007430,20200101,29,General,Recycling,239.654
7431,WST-007431,20191024,74,Paper,Treatment,44.696
7432,WST-007432,20221125,33,General,Treatment,238.83
7433,WST-007433,20220331,17,Paper,Treatment,103.886
7434,WST-007434,20200623,93,Metal,Recycling,989.48
7435,WST-007435,20201010,39,General,Treatment,569.343
7436,WST-007436,20231226,68,General,Recycling,60.804
7437,WST-007437,20200906,60,Metal,Recycling,282.094
7438,WST-007438,20190707,57,Plastic,Reuse,132.163
7439,WST-007439,20230420,12,Metal,Reuse,527.175
7440,WST-007440,20250105,61,Plastic,Reuse,194.809
7441,WST-007441,20200627,2,Chemical,Treatment,533.539
7442,WST-007442,20220205,78,Metal,Landfill,507.82
7443,WST-007443,20211011,27,General,Treatment,842.329
7444,WST-007444,20250426,5,Chemical,Treatment,819.804
7445,WST-007445,20210608,33,General,Recycling,680.587
7446,WST-007446,20230322,88,Plastic,Reuse,481.756
7447,WST-007447,20210611,92,Plastic,Landfill,127.979
7448,WST-007448,20251110,22,General,Recycling,760.942
7449,WST-007449,20190318,52,Chemical,Reuse,918.15
7450,WST-007450,20240919,21,General,Landfill,754.111
7451,WST-007451,20190410,81,Plastic,Recycling,591.64
7452,WST-007452,20250403,46,Metal,Landfill,610.942
7453,WST-007453,20221104,84,Metal,Recycling,914.837
7454,WST-007454,20251103,38,Plastic,Landfill,970.734
7455,WST-007455,20191123,97,Paper,Reuse,666.894
7456,WST-007456,20230315,99,Paper,Reuse,725.478
7457,WST-007457,20240403,29,Chemical,Recycling,79.652
7458,WST-007458,20200116,64,General,Landfill,555.07
7459,WST-007459,20200902,19,Plastic,Reuse,851.622
7460,WST-007460,20220331,41,Chemical,Treatment,967.603
7461,WST-007461,20250217,83,Metal,Landfill,815.84
7462,WST-007462,20200921,85,Paper,Landfill,652.648
7463,WST-007463,20250809,79,General,Reuse,861.176
7464,WST-007464,20221115,84,Plastic,Reuse,279.698
7465,WST-007465,20211025,68,Plastic,Reuse,223.816
7466,WST-007466,20231106,40,Paper,Landfill,296.622
7467,WST-007467,20241101,92,Paper,Recycling,575.774
7468,WST-007468,20190902,79,Chemical,Reuse,579.274
7469,WST-007469,20200617,1,Chemical,Recycling,195.335
7470,WST-007470,20240618,21,General,Recycling,868.97
7471,WST-007471,20220402,61,Paper,Landfill,950.685
7472,WST-007472,20250207,59,General,Reuse,440.971
7473,WST-007473,20200919,51,Chemical,Treatment,834.166
7474,WST-007474,20251231,59,General,Reuse,164.5
7475,WST-007475,20230401,87,Plastic,Treatment,260.009
7476,WST-007476,20250502,1,Plastic,Treatment,123.806
7477,WST-007477,20250224,49,Plastic,Landfill,394.236
7478,WST-007478,20201217,28,Chemical,Treatment,295.495
7479,WST-007479,20190615,36,General,Treatment,696.456
7480,WST-007480,20200928,63,Metal,Landfill,657.576
7481,WST-007481,20241225,93,General,Reuse,260.828
7482,WST-007482,20230729,10,Plastic,Landfill,808.45
7483,WST-007483,20231202,91,Paper,Reuse,90.535
7484,WST-007484,20240322,99,General,Treatment,24.304
7485,WST-007485,20250106,83,Metal,Reuse,690.653
7486,WST-007486,20210825,70,Metal,Reuse,408.832
7487,WST-007487,20250719,53,Chemical,Treatment,558.736
7488,WST-007488,20220716,66,Plastic,Reuse,825.402
7489,WST-007489,20220717,100,Metal,Treatment,825.828
7490,WST-007490,20220316,14,Metal,Landfill,28.159
7491,WST-007491,20210116,81,General,Recycling,122.166
7492,WST-007492,20241212,53,Metal,Treatment,807.394
7493,WST-007493,20230617,26,General,Landfill,290.716
7494,WST-007494,20230723,83,General,Reuse,400.552
7495,WST-007495,20191129,15,Chemical,Recycling,238.673
7496,WST-007496,20241229,90,General,Reuse,401.393
7497,WST-007497,20230110,1,Chemical,Recycling,280.009
7498,WST-007498,20220212,10,Chemical,Landfill,266.064
7499,WST-007499,20240216,62,Metal,Landfill,717.024
7500,WST-007500,20211115,84,Metal,Reuse,539.117
7501,WST-007501,20250503,78,General,Reuse,46.158
7502,WST-007502,20210512,18,General,Recycling,768.765
7503,WST-007503,20190105,63,Paper,Recycling,877.081
7504,WST-007504,20220220,82,Metal,Treatment,957.182
7505,WST-007505,20210625,19,Plastic,Reuse,518.022
7506,WST-007506,20191019,99,Paper,Landfill,549.699
7507,WST-007507,20240104,42,Chemical,Landfill,113.591
7508,WST-007508,20230305,99,Plastic,Reuse,307.388
7509,WST-007509,20220612,81,Paper,Treatment,786.108
7510,WST-007510,20191116,62,Plastic,Reuse,4.623
7511,WST-007511,20210711,97,Chemical,Treatment,517.281
7512,WST-007512,20220619,27,Plastic,Treatment,758.334
7513,WST-007513,20191215,98,Chemical,Landfill,129.68
7514,WST-007514,20250623,60,General,Recycling,474.455
7515,WST-007515,20190825,65,Metal,Treatment,831.388
7516,WST-007516,20190207,42,General,Reuse,941.761
7517,WST-007517,20240421,90,General,Landfill,168.835
7518,WST-007518,20250307,45,General,Treatment,313.262
7519,WST-007519,20251111,11,Paper,Landfill,640.087
7520,WST-007520,20201109,52,General,Recycling,752.281
7521,WST-007521,20250616,36,General,Recycling,978.476
7522,WST-007522,20241223,38,Metal,Reuse,852.284
7523,WST-007523,20240130,11,General,Recycling,111.453
7524,WST-007524,20250727,58,Paper,Recycling,827.823
7525,WST-007525,20230621,4,Chemical,Reuse,465.458
7526,WST-007526,20220421,12,Plastic,Treatment,618.719
7527,WST-007527,20210721,63,General,Landfill,814.62
7528,WST-007528,20220412,79,Metal,Treatment,874.282
7529,WST-007529,20240930,72,Chemical,Reuse,811.267
7530,WST-007530,20250328,2,Chemical,Landfill,994.228
7531,WST-007531,20200302,1,General,Treatment,651.994
7532,WST-007532,20201129,86,Metal,Recycling,40.945
7533,WST-007533,20190510,96,General,Recycling,687.371
7534,WST-007534,20230201,60,General,Treatment,342.511
7535,WST-007535,20220218,18,Paper,Treatment,675.025
7536,WST-007536,20240712,51,Paper,Treatment,816.642
7537,WST-007537,20200328,26,Chemical,Recycling,258.709
7538,WST-007538,20240525,39,General,Treatment,432.495
7539,WST-007539,20190406,19,Chemical,Treatment,386.907
7540,WST-007540,20210206,97,Paper,Recycling,409.254
7541,WST-007541,20230418,42,Paper,Treatment,247.042
7542,WST-007542,20200318,79,General,Reuse,760.335
7543,WST-007543,20221011,88,Paper,Treatment,923.093
7544,WST-007544,20200427,32,Paper,Recycling,514.11
7545,WST-007545,20250508,18,Paper,Landfill,626.067
7546,WST-007546,20250120,37,Metal,Reuse,765.008
7547,WST-007547,20200218,28,Metal,Recycling,326.55
7548,WST-007548,20190326,99,Paper,Reuse,604.414
7549,WST-007549,20200909,67,Metal,Recycling,560.402
7550,WST-007550,20230512,65,Metal,Recycling,807.7
7551,WST-007551,20210525,9,Metal,Landfill,187.437
7552,WST-007552,20190131,16,Metal,Recycling,753.539
7553,WST-007553,20190507,38,Paper,Treatment,866.658
7554,WST-007554,20200630,67,Paper,Landfill,734.572
7555,WST-007555,20210719,67,Plastic,Recycling,438.967
7556,WST-007556,20250116,19,Metal,Recycling,735.549
7557,WST-007557,20210806,29,Paper,Recycling,377.82
7558,WST-007558,20211104,98,General,Reuse,469.97
7559,WST-007559,20240816,95,Plastic,Reuse,735.546
7560,WST-007560,20220502,12,Paper,Treatment,199.768
7561,WST-007561,20230331,61,General,Landfill,539.722
7562,WST-007562,20220612,11,Plastic,Landfill,155.6
7563,WST-007563,20240911,34,General,Landfill,82.555
7564,WST-007564,20210321,68,General,Recycling,443.216
7565,WST-007565,20230329,71,Metal,Landfill,144.758
7566,WST-007566,20201117,8,Plastic,Reuse,250.387
7567,WST-007567,20191225,97,Chemical,Reuse,438.138
7568,WST-007568,20210218,18,Paper,Treatment,625.51
7569,WST-007569,20230407,46,Chemical,Recycling,771.29
7570,WST-007570,20221019,8,General,Reuse,428.749
7571,WST-007571,20200520,3,Plastic,Landfill,529.661
7572,WST-007572,20210818,48,Paper,Treatment,731.852
7573,WST-007573,20250425,43,Plastic,Treatment,193.003
7574,WST-007574,20241016,34,Metal,Recycling,315.823
7575,WST-007575,20190307,68,Metal,Landfill,771.533
7576,WST-007576,20211021,10,General,Landfill,834.117
7577,WST-007577,20231031,60,Plastic,Landfill,687.436
7578,WST-007578,20220329,47,Metal,Reuse,212.572
7579,WST-007579,20240706,66,General,Treatment,262.631
7580,WST-007580,20191204,33,Metal,Recycling,771.242
7581,WST-007581,20250408,53,General,Treatment,462.262
7582,WST-007582,20241216,45,Plastic,Reuse,883.624
7583,WST-007583,20240221,63,Paper,Treatment,874.992
7584,WST-007584,20250829,77,General,Landfill,950.391
7585,WST-007585,20240130,71,Paper,Recycling,66.052
7586,WST-007586,20250920,94,Plastic,Treatment,946.158
7587,WST-007587,20220102,91,Metal,Landfill,987.702
7588,WST-007588,20240225,43,Paper,Landfill,528.201
7589,WST-007589,20240704,97,Paper,Recycling,885.141
7590,WST-007590,20190909,19,Metal,Treatment,625.484
7591,WST-007591,20250711,56,General,Landfill,35.892
7592,WST-007592,20211118,69,Plastic,Reuse,747.35
7593,WST-007593,20190204,38,Metal,Treatment,929.642
7594,WST-007594,20231108,94,Metal,Landfill,519.432
7595,WST-007595,20250822,13,Chemical,Landfill,121.24
7596,WST-007596,20201124,2,Paper,Reuse,208.061
7597,WST-007597,20230224,79,Metal,Recycling,998.58
7598,WST-007598,20210525,47,Metal,Recycling,555.158
7599,WST-007599,20190515,20,Paper,Reuse,155.769
7600,WST-007600,20210111,93,General,Reuse,831.64
7601,WST-007601,20240909,86,Plastic,Treatment,471.011
7602,WST-007602,20250426,88,General,Landfill,114.858
7603,WST-007603,20241006,76,Plastic,Treatment,526.04
7604,WST-007604,20230323,65,Plastic,Reuse,360.246
7605,WST-007605,20220224,90,Chemical,Treatment,44.512
7606,WST-007606,20221031,73,Plastic,Recycling,729.382
7607,WST-007607,20221108,2,Chemical,Treatment,333.283
7608,WST-007608,20221229,60,General,Recycling,755.1
7609,WST-007609,20250108,54,Plastic,Recycling,239.298
7610,WST-007610,20231011,80,Chemical,Recycling,456.577
7611,WST-007611,20200526,98,Chemical,Landfill,598.588
7612,WST-007612,20220423,48,Chemical,Recycling,885.249
7613,WST-007613,20250113,13,General,Treatment,616.342
7614,WST-007614,20201201,76,Paper,Treatment,564.192
7615,WST-007615,20250921,35,Paper,Treatment,487.582
7616,WST-007616,20230526,98,Metal,Treatment,257.481
7617,WST-007617,20251230,5,Paper,Treatment,928.047
7618,WST-007618,20200114,94,Chemical,Landfill,278.253
7619,WST-007619,20200131,27,Plastic,Reuse,981.456
7620,WST-007620,20200319,91,Paper,Landfill,588.414
7621,WST-007621,20230129,31,Metal,Landfill,508.042
7622,WST-007622,20250906,90,Chemical,Treatment,432.981
7623,WST-007623,20241022,80,Plastic,Treatment,557.208
7624,WST-007624,20251031,73,Chemical,Reuse,978.844
7625,WST-007625,20210413,73,Plastic,Landfill,663.131
7626,WST-007626,20241003,13,Paper,Reuse,819.183
7627,WST-007627,20231226,80,Chemical,Treatment,276.015
7628,WST-007628,20220428,3,Metal,Reuse,25.004
7629,WST-007629,20230702,39,Metal,Landfill,217.574
7630,WST-007630,20220809,7,Chemical,Reuse,786.017
7631,WST-007631,20250714,43,Metal,Landfill,857.851
7632,WST-007632,20220716,75,Plastic,Landfill,231.439
7633,WST-007633,20250708,53,Metal,Landfill,707.499
7634,WST-007634,20230124,20,Metal,Treatment,442.424
7635,WST-007635,20240619,65,Chemical,Recycling,376.09
7636,WST-007636,20201222,30,Paper,Treatment,634.728
7637,WST-007637,20191111,8,Metal,Reuse,874.853
7638,WST-007638,20221215,62,Plastic,Reuse,170.553
7639,WST-007639,20250223,94,Paper,Reuse,149.614
7640,WST-007640,20211213,10,Metal,Landfill,446.484
7641,WST-007641,20200604,59,Metal,Recycling,298.355
7642,WST-007642,20220720,10,Chemical,Recycling,182.058
7643,WST-007643,20210309,4,Chemical,Reuse,163.876
7644,WST-007644,20231114,50,Plastic,Treatment,181.692
7645,WST-007645,20240307,40,Paper,Treatment,876.865
7646,WST-007646,20250727,9,Metal,Landfill,655.438
7647,WST-007647,20190315,31,Metal,Landfill,824.235
7648,WST-007648,20230720,54,Plastic,Recycling,604.771
7649,WST-007649,20241031,98,Chemical,Reuse,501.67
7650,WST-007650,20200211,53,Paper,Reuse,170.729
7651,WST-007651,20200307,82,Metal,Treatment,364.144
7652,WST-007652,20220222,76,Metal,Landfill,349.566
7653,WST-007653,20210405,48,Plastic,Landfill,802.495
7654,WST-007654,20250515,37,Plastic,Recycling,515.787
7655,WST-007655,20251120,57,General,Landfill,949.37
7656,WST-007656,20220101,9,Paper,Reuse,783.523
7657,WST-007657,20240125,6,Metal,Reuse,951.66
7658,WST-007658,20250724,37,Chemical,Treatment,265.678
7659,WST-007659,20220203,89,Plastic,Landfill,315.377
7660,WST-007660,20240328,42,Metal,Recycling,441.954
7661,WST-007661,20210824,59,Paper,Recycling,469.6
7662,WST-007662,20240407,68,Paper,Reuse,545.353
7663,WST-007663,20241007,57,Chemical,Recycling,730.273
7664,WST-007664,20200811,54,Chemical,Reuse,860.998
7665,WST-007665,20240116,33,Paper,Landfill,519.486
7666,WST-007666,20221010,70,General,Treatment,902.696
7667,WST-007667,20240620,82,Chemical,Reuse,419.938
7668,WST-007668,20191224,94,General,Recycling,21.542
7669,WST-007669,20200207,83,Chemical,Treatment,663.995
7670,WST-007670,20210204,60,Chemical,Landfill,821.629
7671,WST-007671,20190416,92,General,Recycling,703.513
7672,WST-007672,20240406,31,Paper,Landfill,611.922
7673,WST-007673,20190606,10,Plastic,Reuse,968.485
7674,WST-007674,20231121,47,Chemical,Landfill,305.415
7675,WST-007675,20191001,46,Metal,Recycling,55.702
7676,WST-007676,20240601,20,Metal,Treatment,263.192
7677,WST-007677,20231031,22,Paper,Reuse,546.049
7678,WST-007678,20191223,58,Paper,Reuse,885.208
7679,WST-007679,20241209,47,Chemical,Landfill,396.804
7680,WST-007680,20200210,52,Metal,Landfill,61.24
7681,WST-007681,20251229,47,Plastic,Treatment,200.874
7682,WST-007682,20251111,77,Chemical,Landfill,625.744
7683,WST-007683,20210125,27,Metal,Treatment,945.708
7684,WST-007684,20230417,40,Chemical,Recycling,537.215
7685,WST-007685,20221228,91,Plastic,Recycling,715.209
7686,WST-007686,20240912,74,General,Treatment,118.32
7687,WST-007687,20251010,45,Plastic,Treatment,471.841
7688,WST-007688,20210822,86,Plastic,Reuse,939.885
7689,WST-007689,20220731,52,Paper,Treatment,932.415
7690,WST-007690,20190317,94,Paper,Reuse,992.069
7691,WST-007691,20241024,46,Chemical,Treatment,104.532
7692,WST-007692,20240308,52,General,Recycling,265.317
7693,WST-007693,20220104,22,Plastic,Treatment,388.712
7694,WST-007694,20240706,36,Chemical,Landfill,378.804
7695,WST-007695,20231106,78,General,Treatment,246.47
7696,WST-007696,20190111,39,General,Reuse,461.944
7697,WST-007697,20201217,36,Chemical,Recycling,548.121
7698,WST-007698,20240728,89,Metal,Treatment,802.559
7699,WST-007699,20210313,95,Chemical,Recycling,347.347
7700,WST-007700,20230524,58,Metal,Reuse,367.049
7701,WST-007701,20230910,7,Metal,Reuse,616.971
7702,WST-007702,20250119,73,Plastic,Treatment,948.521
7703,WST-007703,20251022,59,Metal,Landfill,837.117
7704,WST-007704,20240710,71,Plastic,Reuse,128.961
7705,WST-007705,20230725,65,Metal,Reuse,36.362
7706,WST-007706,20190729,3,General,Recycling,709.374
7707,WST-007707,20200912,12,Metal,Recycling,892.196
7708,WST-007708,20200616,53,Metal,Landfill,159.318
7709,WST-007709,20200313,74,Metal,Landfill,118.378
7710,WST-007710,20190210,18,Metal,Treatment,836.215
7711,WST-007711,20200510,82,Plastic,Landfill,36.308
7712,WST-007712,20250529,48,Metal,Recycling,106.673
7713,WST-007713,20210407,69,Chemical,Reuse,918.578
7714,WST-007714,20250313,62,Paper,Treatment,978.299
7715,WST-007715,20230313,85,General,Landfill,47.08
7716,WST-007716,20231016,55,Metal,Landfill,856.193
7717,WST-007717,20210409,2,Plastic,Reuse,58.341
7718,WST-007718,20240109,90,Plastic,Treatment,730.374
7719,WST-007719,20250115,50,Paper,Landfill,173.98
7720,WST-007720,20230723,49,General,Treatment,957.723
7721,WST-007721,20210830,95,Metal,Treatment,228.809
7722,WST-007722,20251205,100,Plastic,Landfill,190.899
7723,WST-007723,20250620,55,Metal,Treatment,354.473
7724,WST-007724,20221022,92,General,Landfill,311.945
7725,WST-007725,20201108,58,Plastic,Treatment,708.941
7726,WST-007726,20251107,22,Metal,Reuse,168.155
7727,WST-007727,20190917,6,Paper,Landfill,340.815
7728,WST-007728,20190204,95,General,Landfill,61.824
7729,WST-007729,20190717,74,Chemical,Treatment,195.888
7730,WST-007730,20191206,70,Chemical,Landfill,400.734
7731,WST-007731,20200915,67,Plastic,Reuse,501.499
7732,WST-007732,20220903,43,Plastic,Landfill,498.0
7733,WST-007733,20231209,13,Metal,Reuse,663.702
7734,WST-007734,20230916,6,Plastic,Reuse,440.473
7735,WST-007735,20190716,44,Metal,Recycling,982.954
7736,WST-007736,20230708,61,Metal,Treatment,483.085
7737,WST-007737,20240203,91,Chemical,Treatment,367.713
7738,WST-007738,20211012,29,Chemical,Landfill,60.979
7739,WST-007739,20221223,6,Metal,Recycling,257.202
7740,WST-007740,20250622,66,General,Reuse,502.29
7741,WST-007741,20210527,85,Metal,Treatment,758.286
7742,WST-007742,20241231,6,General,Recycling,714.847
7743,WST-007743,20220603,57,Plastic,Reuse,396.684
7744,WST-007744,20200416,78,Chemical,Recycling,617.17
7745,WST-007745,20250213,23,Chemical,Reuse,409.566
7746,WST-007746,20230731,47,Chemical,Treatment,882.809
7747,WST-007747,20230308,61,General,Treatment,439.253
7748,WST-007748,20200726,15,Paper,Reuse,342.131
7749,WST-007749,20250227,77,Chemical,Treatment,643.385
7750,WST-007750,20200522,90,General,Reuse,520.912
7751,WST-007751,20190909,62,Paper,Treatment,631.196
7752,WST-007752,20191008,92,Chemical,Landfill,500.026
7753,WST-007753,20190607,71,General,Treatment,394.82
7754,WST-007754,20220110,82,Paper,Recycling,568.835
7755,WST-007755,20220817,61,Chemical,Landfill,608.11
7756,WST-007756,20251012,14,Plastic,Treatment,398.128
7757,WST-007757,20190222,53,Metal,Landfill,685.617
7758,WST-007758,20230104,82,Plastic,Reuse,212.943
7759,WST-007759,20240305,80,General,Reuse,992.211
7760,WST-007760,20240208,24,General,Landfill,301.095
7761,WST-007761,20190619,17,General,Treatment,324.503
7762,WST-007762,20210205,76,Metal,Reuse,449.03
7763,WST-007763,20240329,3,Metal,Landfill,136.091
7764,WST-007764,20201104,37,Chemical,Landfill,109.402
7765,WST-007765,20241122,61,General,Reuse,107.486
7766,WST-007766,20190525,100,Metal,Recycling,268.347
7767,WST-007767,20190425,59,General,Treatment,176.087
7768,WST-007768,20230711,31,Chemical,Landfill,331.392
7769,WST-007769,20240902,60,Chemical,Landfill,681.698
7770,WST-007770,20231129,79,General,Landfill,170.308
7771,WST-007771,20250430,21,General,Reuse,885.995
7772,WST-007772,20210120,50,Paper,Landfill,398.678
7773,WST-007773,20211025,43,Plastic,Recycling,495.663
7774,WST-007774,20240413,19,Metal,Landfill,718.666
7775,WST-007775,20211017,89,Paper,Landfill,617.52
7776,WST-007776,20220111,14,Chemical,Treatment,415.511
7777,WST-007777,20220829,70,Plastic,Landfill,763.762
7778,WST-007778,20190215,25,Plastic,Recycling,141.821
7779,WST-007779,20201021,68,Paper,Recycling,990.944
7780,WST-007780,20190827,66,General,Treatment,869.896
7781,WST-007781,20200219,89,Metal,Reuse,203.483
7782,WST-007782,20200901,17,Plastic,Reuse,597.352
7783,WST-007783,20240506,19,Metal,Reuse,745.761
7784,WST-007784,20200428,65,General,Landfill,781.837
7785,WST-007785,20201010,70,Paper,Landfill,753.717
7786,WST-007786,20210524,45,General,Treatment,402.553
7787,WST-007787,20201002,44,Paper,Reuse,225.507
7788,WST-007788,20240902,82,Metal,Reuse,32.378
7789,WST-007789,20220202,44,Plastic,Landfill,13.336
7790,WST-007790,20230323,74,Metal,Treatment,729.421
7791,WST-007791,20241025,22,Plastic,Treatment,329.739
7792,WST-007792,20200410,61,Paper,Landfill,17.528
7793,WST-007793,20230220,91,Chemical,Landfill,53.396
7794,WST-007794,20200812,28,Metal,Landfill,906.651
7795,WST-007795,20250113,38,Paper,Reuse,870.108
7796,WST-007796,20250314,24,Plastic,Reuse,137.903
7797,WST-007797,20210201,15,Plastic,Landfill,728.56
7798,WST-007798,20211209,86,General,Reuse,823.283
7799,WST-007799,20211116,22,Chemical,Reuse,483.941
7800,WST-007800,20190728,23,Plastic,Reuse,707.833
7801,WST-007801,20251011,2,Plastic,Treatment,758.433
7802,WST-007802,20190412,8,General,Recycling,756.139
7803,WST-007803,20210927,1,General,Treatment,386.596
7804,WST-007804,20251110,34,Chemical,Landfill,822.983
7805,WST-007805,20200220,89,Plastic,Landfill,821.089
7806,WST-007806,20210918,40,Chemical,Recycling,213.447
7807,WST-007807,20230826,87,Metal,Treatment,571.653
7808,WST-007808,20220504,7,Chemical,Landfill,852.704
7809,WST-007809,20200119,91,Paper,Reuse,867.46
7810,WST-007810,20250325,99,Plastic,Recycling,629.103
7811,WST-007811,20191222,2,Metal,Landfill,132.655
7812,WST-007812,20191206,74,General,Reuse,693.954
7813,WST-007813,20190319,91,Metal,Reuse,126.705
7814,WST-007814,20230121,30,Metal,Landfill,458.679
7815,WST-007815,20250126,66,Chemical,Treatment,490.79
7816,WST-007816,20230418,47,Paper,Landfill,647.189
7817,WST-007817,20220216,17,Chemical,Recycling,748.197
7818,WST-007818,20241126,49,General,Landfill,783.524
7819,WST-007819,20220323,73,Paper,Recycling,663.75
7820,WST-007820,20240702,13,Paper,Recycling,417.691
7821,WST-007821,20240329,39,Chemical,Treatment,800.663
7822,WST-007822,20240513,56,General,Landfill,619.952
7823,WST-007823,20220321,79,Chemical,Landfill,351.107
7824,WST-007824,20230923,82,Metal,Landfill,188.181
7825,WST-007825,20240930,86,Paper,Landfill,811.414
7826,WST-007826,20230914,94,Chemical,Reuse,549.21
7827,WST-007827,20241121,51,General,Reuse,47.691
7828,WST-007828,20230106,48,General,Recycling,226.335
7829,WST-007829,20190918,93,General,Reuse,952.599
7830,WST-007830,20200316,21,General,Treatment,339.229
7831,WST-007831,20250518,41,Paper,Recycling,79.763
7832,WST-007832,20220718,12,General,Treatment,265.667
7833,WST-007833,20250326,6,Paper,Treatment,773.677
7834,WST-007834,20220802,39,Chemical,Landfill,391.924
7835,WST-007835,20190217,70,Chemical,Recycling,71.915
7836,WST-007836,20250902,96,Paper,Treatment,999.912
7837,WST-007837,20220831,23,Metal,Treatment,481.835
7838,WST-007838,20221130,46,Chemical,Landfill,125.216
7839,WST-007839,20190903,57,Plastic,Reuse,631.243
7840,WST-007840,20200111,54,General,Treatment,978.518
7841,WST-007841,20251219,64,Plastic,Recycling,668.389
7842,WST-007842,20221205,88,Paper,Recycling,262.484
7843,WST-007843,20250414,23,General,Recycling,285.216
7844,WST-007844,20190805,5,Paper,Landfill,245.587
7845,WST-007845,20200520,86,Plastic,Landfill,652.961
7846,WST-007846,20250129,13,Chemical,Recycling,998.719
7847,WST-007847,20221113,73,Metal,Treatment,451.711
7848,WST-007848,20251103,42,Chemical,Reuse,995.07
7849,WST-007849,20230413,12,General,Reuse,713.084
7850,WST-007850,20190321,10,Plastic,Recycling,169.114
7851,WST-007851,20191215,79,General,Reuse,786.507
7852,WST-007852,20210113,9,Paper,Reuse,190.874
7853,WST-007853,20250419,7,Plastic,Landfill,260.805
7854,WST-007854,20190408,97,General,Recycling,73.495
7855,WST-007855,20190817,88,General,Treatment,83.648
7856,WST-007856,20190605,30,Plastic,Landfill,351.175
7857,WST-007857,20220617,31,General,Landfill,781.262
7858,WST-007858,20210414,22,Chemical,Landfill,698.422
7859,WST-007859,20211229,58,Metal,Recycling,799.41
7860,WST-007860,20210123,52,Chemical,Reuse,392.676
7861,WST-007861,20211007,3,Metal,Reuse,12.499
7862,WST-007862,20201028,6,Paper,Landfill,941.777
7863,WST-007863,20220715,61,Chemical,Landfill,346.848
7864,WST-007864,20220101,64,Chemical,Landfill,502.885
7865,WST-007865,20230912,85,Chemical,Treatment,515.534
7866,WST-007866,20240525,92,Metal,Landfill,613.682
7867,WST-007867,20230915,38,Plastic,Reuse,330.278
7868,WST-007868,20230710,35,Paper,Treatment,555.627
7869,WST-007869,20230621,41,Paper,Reuse,136.367
7870,WST-007870,20221008,5,Chemical,Landfill,745.335
7871,WST-007871,20240218,67,Metal,Landfill,65.116
7872,WST-007872,20230408,3,Chemical,Reuse,677.751
7873,WST-007873,20190401,52,Chemical,Recycling,671.146
7874,WST-007874,20210123,53,Paper,Reuse,598.324
7875,WST-007875,20250114,41,Chemical,Reuse,169.448
7876,WST-007876,20230624,2,Metal,Recycling,730.604
7877,WST-007877,20220421,71,Metal,Reuse,984.849
7878,WST-007878,20210613,100,General,Treatment,318.342
7879,WST-007879,20190721,2,Paper,Recycling,235.083
7880,WST-007880,20231205,49,Chemical,Recycling,542.514
7881,WST-007881,20250202,29,General,Recycling,198.767
7882,WST-007882,20251127,91,Plastic,Reuse,804.201
7883,WST-007883,20210815,60,General,Recycling,123.19
7884,WST-007884,20251008,90,Chemical,Reuse,620.551
7885,WST-007885,20190911,8,Plastic,Landfill,223.361
7886,WST-007886,20240512,14,General,Landfill,642.781
7887,WST-007887,20240711,60,Plastic,Recycling,175.376
7888,WST-007888,20220816,47,Metal,Recycling,779.362
7889,WST-007889,20220202,79,Paper,Treatment,162.364
7890,WST-007890,20200102,42,Paper,Treatment,971.801
7891,WST-007891,20210130,76,Chemical,Reuse,8.821
7892,WST-007892,20220309,51,Chemical,Recycling,526.509
7893,WST-007893,20240304,3,Chemical,Reuse,142.848
7894,WST-007894,20200912,53,Metal,Landfill,214.402
7895,WST-007895,20200622,2,Chemical,Treatment,200.578
7896,WST-007896,20250626,83,Plastic,Recycling,593.314
7897,WST-007897,20190522,88,Paper,Reuse,781.217
7898,WST-007898,20250113,79,Metal,Landfill,816.551
7899,WST-007899,20240204,80,Plastic,Landfill,280.291
7900,WST-007900,20200723,81,Plastic,Landfill,501.517
7901,WST-007901,20220325,20,Paper,Landfill,263.259
7902,WST-007902,20231226,78,Paper,Reuse,687.485
7903,WST-007903,20231219,75,Paper,Treatment,99.27
7904,WST-007904,20221006,23,Plastic,Landfill,880.341
7905,WST-007905,20200915,31,Metal,Treatment,551.67
7906,WST-007906,20230320,36,Plastic,Recycling,648.21
7907,WST-007907,20250121,37,Metal,Recycling,287.258
7908,WST-007908,20241209,21,General,Treatment,229.902
7909,WST-007909,20191020,15,Plastic,Landfill,543.091
7910,WST-007910,20251224,32,Chemical,Reuse,824.598
7911,WST-007911,20220331,91,Metal,Landfill,783.298
