machine_key,machine_id,location_key,machine_name,machine_type,installation_date,status
353,MCH-000353,99,Atlas Machine 353,CNC Machine,2017-10-26,Maintenance
354,MCH-000354,54,Atlas Machine 354,Press Machine,2018-01-13,Operational
355,MCH-000355,74,Atlas Machine 355,Assembly Machine,2018-07-04,Operational
356,MCH-000356,9,Atlas Machine 356,Cutting Machine,2016-11-05,Operational
357,MCH-000357,56,Atlas Machine 357,Press Machine,2017-08-20,Operational
358,MCH-000358,88,Atlas Machine 358,Assembly Machine,2018-08-09,Operational
359,MCH-000359,63,Atlas Machine 359,Assembly Machine,2016-12-18,Operational
360,MCH-000360,85,Atlas Machine 360,CNC Machine,2018-03-12,Maintenance
361,MCH-000361,34,Atlas Machine 361,CNC Machine,2016-12-29,Operational
362,MCH-000362,29,Atlas Machine 362,Assembly Machine,2018-03-29,Operational
363,MCH-000363,81,Atlas Machine 363,CNC Machine,2017-03-17,Operational
364,MCH-000364,71,Atlas Machine 364,Cutting Machine,2018-12-14,Maintenance
365,MCH-000365,23,Atlas Machine 365,CNC Machine,2018-08-24,Operational
366,MCH-000366,19,Atlas Machine 366,Cutting Machine,2018-04-14,Operational
367,MCH-000367,8,Atlas Machine 367,Cutting Machine,2017-10-09,Operational
368,MCH-000368,8,Atlas Machine 368,Press Machine,2018-10-01,Operational
369,MCH-000369,43,Atlas Machine 369,Press Machine,2016-11-17,Inactive
370,MCH-000370,95,Atlas Machine 370,Packaging Machine,2017-11-03,Operational
371,MCH-000371,23,Atlas Machine 371,Packaging Machine,2018-09-19,Operational
372,MCH-000372,31,Atlas Machine 372,Packaging Machine,2017-08-30,Operational
373,MCH-000373,74,Atlas Machine 373,CNC Machine,2017-07-08,Maintenance
374,MCH-000374,57,Atlas Machine 374,Cutting Machine,2017-10-15,Operational
375,MCH-000375,1,Atlas Machine 375,Cutting Machine,2017-03-27,Maintenance
376,MCH-000376,79,Atlas Machine 376,Assembly Machine,2016-12-04,Operational
377,MCH-000377,51,Atlas Machine 377,Packaging Machine,2017-10-29,Operational
378,MCH-000378,77,Atlas Machine 378,Packaging Machine,2018-03-25,Operational
379,MCH-000379,75,Atlas Machine 379,Assembly Machine,2018-05-21,Inactive
380,MCH-000380,62,Atlas Machine 380,Assembly Machine,2017-03-13,Operational
381,MCH-000381,69,Atlas Machine 381,CNC Machine,2017-04-01,Maintenance
382,MCH-000382,85,Atlas Machine 382,Press Machine,2018-05-15,Operational
383,MCH-000383,89,Atlas Machine 383,Press Machine,2018-11-07,Operational
384,MCH-000384,57,Atlas Machine 384,Packaging Machine,2018-09-15,Operational
385,MCH-000385,6,Atlas Machine 385,Cutting Machine,2018-11-02,Operational
386,MCH-000386,98,Atlas Machine 386,Assembly Machine,2016-04-23,Operational
387,MCH-000387,5,Atlas Machine 387,Assembly Machine,2016-12-27,Operational
388,MCH-000388,23,Atlas Machine 388,Press Machine,2016-09-08,Operational
389,MCH-000389,55,Atlas Machine 389,Assembly Machine,2016-11-14,Operational
390,MCH-000390,38,Atlas Machine 390,Cutting Machine,2016-11-22,Operational
391,MCH-000391,41,Atlas Machine 391,Assembly Machine,2016-10-08,Operational
392,MCH-000392,73,Atlas Machine 392,Packaging Machine,2016-04-14,Operational
393,MCH-000393,63,Atlas Machine 393,Cutting Machine,2016-09-14,Operational
394,MCH-000394,44,Atlas Machine 394,Packaging Machine,2016-08-22,Operational
395,MCH-000395,90,Atlas Machine 395,Packaging Machine,2018-06-03,Maintenance
396,MCH-000396,5,Atlas Machine 396,Press Machine,2016-07-25,Operational
397,MCH-000397,51,Atlas Machine 397,Packaging Machine,2017-06-23,Operational
398,MCH-000398,5,Atlas Machine 398,Assembly Machine,2018-11-12,Operational
399,MCH-000399,63,Atlas Machine 399,Packaging Machine,2016-03-23,Maintenance
400,MCH-000400,26,Atlas Machine 400,CNC Machine,2017-10-01,Operational
401,MCH-000401,48,Atlas Machine 401,Assembly Machine,2016-06-08,Maintenance
402,MCH-000402,19,Atlas Machine 402,Packaging Machine,2016-06-13,Operational
403,MCH-000403,97,Atlas Machine 403,Assembly Machine,2017-01-17,Operational
404,MCH-000404,93,Atlas Machine 404,CNC Machine,2018-09-21,Operational
405,MCH-000405,53,Atlas Machine 405,CNC Machine,2016-12-10,Operational
406,MCH-000406,65,Atlas Machine 406,Cutting Machine,2016-02-25,Operational
407,MCH-000407,23,Atlas Machine 407,Cutting Machine,2016-07-30,Operational
408,MCH-000408,62,Atlas Machine 408,CNC Machine,2018-09-11,Operational
409,MCH-000409,55,Atlas Machine 409,Press Machine,2018-01-18,Operational
410,MCH-000410,51,Atlas Machine 410,Packaging Machine,2016-07-27,Operational
411,MCH-000411,68,Atlas Machine 411,Assembly Machine,2018-08-25,Operational
412,MCH-000412,95,Atlas Machine 412,Packaging Machine,2018-11-11,Maintenance
413,MCH-000413,7,Atlas Machine 413,CNC Machine,2017-12-31,Inactive
414,MCH-000414,86,Atlas Machine 414,Press Machine,2018-03-13,Operational
415,MCH-000415,75,Atlas Machine 415,Assembly Machine,2018-02-19,Operational
416,MCH-000416,75,Atlas Machine 416,Packaging Machine,2018-01-31,Maintenance
417,MCH-000417,53,Atlas Machine 417,Press Machine,2017-09-28,Operational
418,MCH-000418,4,Atlas Machine 418,CNC Machine,2018-08-10,Operational
419,MCH-000419,98,Atlas Machine 419,Packaging Machine,2018-03-30,Maintenance
420,MCH-000420,83,Atlas Machine 420,CNC Machine,2017-09-01,Operational
421,MCH-000421,43,Atlas Machine 421,Packaging Machine,2018-05-09,Operational
422,MCH-000422,80,Atlas Machine 422,CNC Machine,2016-09-09,Operational
423,MCH-000423,9,Atlas Machine 423,CNC Machine,2018-06-15,Operational
424,MCH-000424,55,Atlas Machine 424,Cutting Machine,2017-11-08,Operational
425,MCH-000425,67,Atlas Machine 425,Cutting Machine,2016-01-24,Operational
426,MCH-000426,37,Atlas Machine 426,Assembly Machine,2016-10-27,Unknown
427,MCH-000427,100,Atlas Machine 427,Press Machine,2016-02-02,Operational
428,MCH-000428,55,Atlas Machine 428,Assembly Machine,2017-05-03,Operational
429,MCH-000429,26,Atlas Machine 429,Press Machine,2017-11-22,Operational
430,MCH-000430,56,Atlas Machine 430,CNC Machine,2016-07-04,Inactive
431,MCH-000431,35,Atlas Machine 431,Press Machine,2017-12-31,Operational
432,MCH-000432,33,Atlas Machine 432,Cutting Machine,2017-11-23,Operational
433,MCH-000433,38,Atlas Machine 433,Cutting Machine,2016-01-10,Operational
434,MCH-000434,97,Atlas Machine 434,Assembly Machine,2017-10-21,Maintenance
435,MCH-000435,8,Atlas Machine 435,Cutting Machine,2017-07-18,Operational
436,MCH-000436,94,Atlas Machine 436,Packaging Machine,2016-01-02,Operational
437,MCH-000437,91,Atlas Machine 437,Assembly Machine,2017-10-07,Operational
438,MCH-000438,94,Atlas Machine 438,CNC Machine,2017-09-23,Operational
439,MCH-000439,86,Atlas Machine 439,CNC Machine,2017-10-13,Operational
440,MCH-000440,20,Atlas Machine 440,Assembly Machine,2018-01-27,Operational
441,MCH-000441,95,Atlas Machine 441,Packaging Machine,2016-05-13,Operational
442,MCH-000442,86,Atlas Machine 442,CNC Machine,2018-07-14,Operational
443,MCH-000443,35,Atlas Machine 443,CNC Machine,2016-04-03,Maintenance
444,MCH-000444,23,Atlas Machine 444,CNC Machine,2017-02-28,Operational
445,MCH-000445,95,Atlas Machine 445,CNC Machine,2017-01-28,Operational
446,MCH-000446,77,Atlas Machine 446,Packaging Machine,2018-12-09,Operational
447,MCH-000447,11,Atlas Machine 447,Packaging Machine,2017-06-29,Operational
448,MCH-000448,97,Atlas Machine 448,Assembly Machine,2017-01-04,Operational
449,MCH-000449,90,Atlas Machine 449,Packaging Machine,2018-11-22,Operational
450,MCH-000450,94,Atlas Machine 450,Cutting Machine,2016-09-19,Operational
451,MCH-000451,62,Atlas Machine 451,Packaging Machine,2016-04-20,Operational
452,MCH-000452,22,Atlas Machine 452,Cutting Machine,2017-04-05,Operational
453,MCH-000453,72,Atlas Machine 453,Press Machine,2018-08-12,Unknown
454,MCH-000454,35,Atlas Machine 454,Packaging Machine,2018-12-15,Operational
455,MCH-000455,1,Atlas Machine 455,Press Machine,2016-02-15,Operational
456,MCH-000456,74,Atlas Machine 456,Cutting Machine,2017-11-18,Operational
457,MCH-000457,71,Atlas Machine 457,Packaging Machine,2018-09-03,Operational
458,MCH-000458,75,Atlas Machine 458,CNC Machine,2017-10-17,Inactive
459,MCH-000459,20,Atlas Machine 459,Press Machine,2018-04-24,Operational
460,MCH-000460,71,Atlas Machine 460,Packaging Machine,2016-09-09,Maintenance
461,MCH-000461,60,Atlas Machine 461,CNC Machine,2017-11-17,Operational
462,MCH-000462,97,Atlas Machine 462,Packaging Machine,2018-07-20,Operational
463,MCH-000463,44,Atlas Machine 463,Press Machine,2017-09-26,Operational
464,MCH-000464,77,Atlas Machine 464,CNC Machine,2017-05-12,Operational
465,MCH-000465,2,Atlas Machine 465,CNC Machine,2018-10-13,Operational
466,MCH-000466,92,Atlas Machine 466,CNC Machine,2016-01-29,Operational
467,MCH-000467,90,Atlas Machine 467,CNC Machine,2018-02-25,Operational
468,MCH-000468,68,Atlas Machine 468,Cutting Machine,2017-11-28,Operational
469,MCH-000469,85,Atlas Machine 469,Packaging Machine,2018-07-02,Operational
470,MCH-000470,40,Atlas Machine 470,Assembly Machine,2018-04-29,Operational
471,MCH-000471,55,Atlas Machine 471,Cutting Machine,2017-09-10,Maintenance
472,MCH-000472,31,Atlas Machine 472,Press Machine,2018-11-17,Operational
473,MCH-000473,74,Atlas Machine 473,Press Machine,2017-05-07,Operational
474,MCH-000474,33,Atlas Machine 474,Press Machine,2018-12-02,Operational
475,MCH-000475,98,Atlas Machine 475,Cutting Machine,2018-02-26,Operational
476,MCH-000476,55,Atlas Machine 476,Cutting Machine,2017-06-17,Operational
477,MCH-000477,58,Atlas Machine 477,CNC Machine,2016-01-18,Operational
478,MCH-000478,69,Atlas Machine 478,Assembly Machine,2017-05-03,Operational
479,MCH-000479,88,Atlas Machine 479,Packaging Machine,2018-06-14,Operational
480,MCH-000480,51,Atlas Machine 480,CNC Machine,2016-03-12,Maintenance
481,MCH-000481,35,Atlas Machine 481,Assembly Machine,2017-08-31,Maintenance
482,MCH-000482,6,Atlas Machine 482,Press Machine,2017-09-26,Operational
483,MCH-000483,95,Atlas Machine 483,Press Machine,2016-02-07,Operational
484,MCH-000484,83,Atlas Machine 484,CNC Machine,2016-07-21,Operational
485,MCH-000485,22,Atlas Machine 485,Assembly Machine,2018-08-25,Operational
486,MCH-000486,26,Atlas Machine 486,Press Machine,2017-03-18,Operational
487,MCH-000487,5,Atlas Machine 487,Cutting Machine,2017-07-07,Operational
488,MCH-000488,93,Atlas Machine 488,Cutting Machine,2018-10-24,Operational
489,MCH-000489,23,Atlas Machine 489,Cutting Machine,2018-08-04,Operational
490,MCH-000490,90,Atlas Machine 490,Packaging Machine,2017-05-25,Operational
491,MCH-000491,85,Atlas Machine 491,Assembly Machine,2017-08-12,Inactive
492,MCH-000492,86,Atlas Machine 492,Press Machine,2018-02-12,Operational
493,MCH-000493,93,Atlas Machine 493,Packaging Machine,2018-06-20,Operational
494,MCH-000494,92,Atlas Machine 494,Cutting Machine,2016-12-25,Operational
495,MCH-000495,41,Atlas Machine 495,Packaging Machine,2018-04-22,Maintenance
496,MCH-000496,37,Atlas Machine 496,Cutting Machine,2018-09-19,Operational
497,MCH-000497,18,Atlas Machine 497,Packaging Machine,2017-02-20,Operational
498,MCH-000498,7,Atlas Machine 498,Packaging Machine,2018-09-18,Operational
499,MCH-000499,4,Atlas Machine 499,CNC Machine,2017-11-20,Operational
500,MCH-000500,1,Atlas Machine 500,Packaging Machine,2017-05-21,Operational
501,MCH-000501,23,Atlas Machine 501,Cutting Machine,2018-09-12,Operational
502,MCH-000502,69,Atlas Machine 502,Assembly Machine,2017-01-15,Maintenance
503,MCH-000503,76,Atlas Machine 503,Assembly Machine,2018-10-10,Operational
504,MCH-000504,44,Atlas Machine 504,Assembly Machine,2018-04-04,Inactive
505,MCH-000505,84,Atlas Machine 505,Packaging Machine,2016-12-12,Operational
506,MCH-000506,37,Atlas Machine 506,CNC Machine,2016-02-27,Operational
507,MCH-000507,23,Atlas Machine 507,Cutting Machine,2017-11-22,Operational
508,MCH-000508,54,Atlas Machine 508,CNC Machine,2017-04-26,Operational
509,MCH-000509,18,Atlas Machine 509,Packaging Machine,2016-07-03,Maintenance
510,MCH-000510,86,Atlas Machine 510,Press Machine,2016-04-26,Operational
511,MCH-000511,18,Atlas Machine 511,Packaging Machine,2018-04-26,Operational
512,MCH-000512,63,Atlas Machine 512,Cutting Machine,2017-06-22,Operational
513,MCH-000513,20,Atlas Machine 513,Packaging Machine,2018-08-05,Operational
514,MCH-000514,2,Atlas Machine 514,Packaging Machine,2018-04-06,Operational
515,MCH-000515,9,Atlas Machine 515,Press Machine,2017-06-27,Operational
516,MCH-000516,7,Atlas Machine 516,Press Machine,2017-05-26,Operational
517,MCH-000517,22, Atlas Machine 517 ,Press Machine,2017-01-06,Operational
518,MCH-000518,23,Atlas Machine 518,Packaging Machine,2016-09-06,Operational
519,MCH-000519,72,Atlas Machine 519,Assembly Machine,2018-07-26,Operational
520,MCH-000520,20,Atlas Machine 520,Cutting Machine,2018-04-08,Inactive
521,MCH-000521,29, Atlas Machine 521 ,CNC Machine,2018-01-03,Maintenance
522,MCH-000522,54,Atlas Machine 522,CNC Machine,2017-07-29,Operational
523,MCH-000523,29,Atlas Machine 523,Assembly Machine,2016-02-17,Operational
524,MCH-000524,83,Atlas Machine 524,Packaging Machine,2016-10-07,Operational
525,MCH-000525,35,Atlas Machine 525,Assembly Machine,2018-11-16,Operational
526,MCH-000526,43,Atlas Machine 526,Assembly Machine,2018-04-04,Operational
527,MCH-000527,65,Atlas Machine 527,Press Machine,2017-11-13,Operational
528,MCH-000528,31,Atlas Machine 528,Press Machine,2016-10-21,Operational
529,MCH-000529,60,Atlas Machine 529,Cutting Machine,2016-10-05,Operational
530,MCH-000530,73,Atlas Machine 530,Press Machine,2016-04-17,Operational
531,MCH-000531,95,Atlas Machine 531,CNC Machine,2017-03-17,Operational
532,MCH-000532,88,Atlas Machine 532,CNC Machine,2018-10-23,Operational
533,MCH-000533,69,Atlas Machine 533,Assembly Machine,2016-07-09,Operational
534,MCH-000534,77,Atlas Machine 534,CNC Machine,2016-12-05,Operational
535,MCH-000535,31,Atlas Machine 535,CNC Machine,2016-06-17,Operational
536,MCH-000536,35,Atlas Machine 536,Cutting Machine,2017-11-09,Operational
537,MCH-000537,22, Atlas Machine 537 ,Packaging Machine,2017-01-12,Operational
538,MCH-000538,67,Atlas Machine 538,CNC Machine,2018-11-10,Operational
539,MCH-000539,40,Atlas Machine 539,Packaging Machine,2018-08-22,Operational
540,MCH-000540,34,Atlas Machine 540,CNC Machine,2016-09-26,Operational
541,MCH-000541,99,Atlas Machine 541,Press Machine,2018-01-30,Operational
542,MCH-000542,73,Atlas Machine 542,Packaging Machine,2016-07-27,Operational
543,MCH-000543,69,Atlas Machine 543,Cutting Machine,2018-12-24,Operational
544,MCH-000544,54,Atlas Machine 544,Assembly Machine,2018-07-16,Operational
545,MCH-000545,31,Atlas Machine 545,Cutting Machine,2017-08-17,Operational
546,MCH-000546,93, Atlas Machine 546 ,Packaging Machine,2017-08-11,Operational
547,MCH-000547,11,Atlas Machine 547,Cutting Machine,2016-02-07,Operational
548,MCH-000548,68,Atlas Machine 548,Packaging Machine,2018-05-11,Operational
549,MCH-000549,15,Atlas Machine 549,Press Machine,2017-01-09,Operational
550,MCH-000550,6,Atlas Machine 550,Assembly Machine,2018-09-23,Operational
551,MCH-000551,93,Atlas Machine 551,Cutting Machine,2017-01-01,Operational
552,MCH-000552,44,Atlas Machine 552,Assembly Machine,2017-08-22,Inactive
553,MCH-000553,58,Atlas Machine 553,CNC Machine,2016-04-28,Operational
554,MCH-000554,63,Atlas Machine 554,Press Machine,2018-11-14,Operational
555,MCH-000555,44,Atlas Machine 555,Assembly Machine,2018-04-08,Operational
556,MCH-000556,41,Atlas Machine 556,Press Machine,2017-05-02,Operational
557,MCH-000557,91, Atlas Machine 557 ,Cutting Machine,2017-03-30,Operational
558,MCH-000558,32,Atlas Machine 558,CNC Machine,2017-09-28,Operational
559,MCH-000559,80,Atlas Machine 559,Assembly Machine,2018-11-20,Operational
560,MCH-000560,94,Atlas Machine 560,CNC Machine,2017-04-29,Maintenance
561,MCH-000561,91,Atlas Machine 561,Press Machine,2017-12-07,Operational
562,MCH-000562,88,Atlas Machine 562,Cutting Machine,2017-01-15,Operational
563,MCH-000563,19,Atlas Machine 563,Press Machine,2016-09-30,Operational
564,MCH-000564,65,Atlas Machine 564,CNC Machine,2016-12-20,Operational
565,MCH-000565,56,Atlas Machine 565,Press Machine,2017-04-26,Inactive
566,MCH-000566,22,Atlas Machine 566,Cutting Machine,2016-09-07,Operational
567,MCH-000567,34,Atlas Machine 567,CNC Machine,2017-05-25,Operational
568,MCH-000568,18,Atlas Machine 568,Packaging Machine,2016-09-24,Operational
569,MCH-000569,69,Atlas Machine 569,CNC Machine,2017-03-06,Operational
570,MCH-000570,75,Atlas Machine 570,Packaging Machine,2016-06-08,Operational
571,MCH-000571,74,Atlas Machine 571,Assembly Machine,2017-02-20,Operational
572,MCH-000572,63,Atlas Machine 572,Assembly Machine,2016-12-01,Inactive
573,MCH-000573,68,Atlas Machine 573,CNC Machine,2017-12-26,Operational
574,MCH-000574,63,Atlas Machine 574,Packaging Machine,2016-02-18,Operational
575,MCH-000575,67,Atlas Machine 575,Packaging Machine,2016-06-09,Operational
576,MCH-000576,73,Atlas Machine 576,CNC Machine,2018-11-28,Operational
577,MCH-000577,23,Atlas Machine 577,Assembly Machine,2017-11-22,Maintenance
578,MCH-000578,71,Atlas Machine 578,Press Machine,2017-10-17,Operational
579,MCH-000579,53,Atlas Machine 579,Cutting Machine,2018-08-12,Operational
580,MCH-000580,71,Atlas Machine 580,Press Machine,2018-11-12,Operational
581,MCH-000581,57,Atlas Machine 581,Cutting Machine,2016-07-06,Operational
582,MCH-000582,37,Atlas Machine 582,Packaging Machine,2017-06-08,Operational
583,MCH-000583,92,Atlas Machine 583,Cutting Machine,2017-10-26,Operational
584,MCH-000584,100,Atlas Machine 584,Packaging Machine,2017-09-28,Operational
585,MCH-000585,7, Atlas Machine 585 ,Packaging Machine,2017-08-21,Maintenance
586,MCH-000586,86,Atlas Machine 586,Assembly Machine,2016-07-16,Operational
587,MCH-000587,37,Atlas Machine 587,Packaging Machine,2018-01-06,Operational
588,MCH-000588,53,Atlas Machine 588,CNC Machine,2016-01-22,Operational
589,MCH-000589,97,Atlas Machine 589,Packaging Machine,2016-06-29,Operational
590,MCH-000590,44,Atlas Machine 590,Packaging Machine,2018-11-18,Operational
591,MCH-000591,5,Atlas Machine 591,Packaging Machine,2017-10-25,Maintenance
592,MCH-000592,76,Atlas Machine 592,Packaging Machine,2016-07-14,Operational
593,MCH-000593,92,Atlas Machine 593,Assembly Machine,2017-12-18,Unknown
594,MCH-000594,19,Atlas Machine 594,Packaging Machine,2017-01-30,Operational
595,MCH-000595,2,Atlas Machine 595,Cutting Machine,2016-08-06,Operational
596,MCH-000596,100,Atlas Machine 596,Press Machine,2018-09-10,Operational
597,MCH-000597,2,Atlas Machine 597,Cutting Machine,2016-09-09,Operational
598,MCH-000598,62,Atlas Machine 598,Press Machine,2017-02-22,Operational
599,MCH-000599,83,Atlas Machine 599,Cutting Machine,2016-11-09,Operational
600,MCH-000600,22,Atlas Machine 600,Press Machine,2016-06-09,Operational
601,MCH-000601,79,Atlas Machine 601,CNC Machine,2018-08-17,Operational
602,MCH-000602,72,Atlas Machine 602,Press Machine,2018-02-01,Operational
603,MCH-000603,68,Atlas Machine 603,CNC Machine,2017-05-09,Operational
604,MCH-000604,99,Atlas Machine 604,Press Machine,2016-07-15,Operational
605,MCH-000605,77,Atlas Machine 605,Cutting Machine,2016-12-19,Operational
606,MCH-000606,83,Atlas Machine 606,Cutting Machine,2018-05-14,Operational
607,MCH-000607,3,Atlas Machine 607,Cutting Machine,2016-02-15,Operational
608,MCH-000608,32,Atlas Machine 608,Press Machine,2017-08-31,Operational
609,MCH-000609,11,Atlas Machine 609,Cutting Machine,2016-12-05,Operational
610,MCH-000610,89,Atlas Machine 610,Packaging Machine,2017-12-06,Maintenance
611,MCH-000611,58,Atlas Machine 611,Assembly Machine,2018-04-13,Operational
612,MCH-000612,15,Atlas Machine 612,Assembly Machine,2016-07-22,Operational
613,MCH-000613,62,Atlas Machine 613,Press Machine,2018-09-15,Operational
614,MCH-000614,37,Atlas Machine 614,Press Machine,2016-11-09,Operational
615,MCH-000615,90,Atlas Machine 615,Cutting Machine,2018-04-16,Operational
616,MCH-000616,55,Atlas Machine 616,Packaging Machine,2016-05-17,Operational
617,MCH-000617,15,Atlas Machine 617,Assembly Machine,2018-08-16,Operational
618,MCH-000618,92,Atlas Machine 618,Cutting Machine,2017-12-18,Operational
619,MCH-000619,89,Atlas Machine 619,Press Machine,2017-07-29,Operational
620,MCH-000620,90,Atlas Machine 620,Packaging Machine,2018-05-17,Operational
621,MCH-000621,90,Atlas Machine 621,Press Machine,2017-08-16,Operational
622,MCH-000622,62,Atlas Machine 622,Cutting Machine,2017-02-26,Operational
623,MCH-000623,37,Atlas Machine 623,Assembly Machine,2016-09-13,Operational
624,MCH-000624,48,Atlas Machine 624,Assembly Machine,2017-10-27,Operational
625,MCH-000625,43,Atlas Machine 625,Press Machine,2016-12-16,Operational
626,MCH-000626,38,Atlas Machine 626,Assembly Machine,2016-10-26,Operational
627,MCH-000627,93,Atlas Machine 627,Assembly Machine,2018-11-18,Operational
628,MCH-000628,85,Atlas Machine 628,Cutting Machine,2016-09-10,Operational
629,MCH-000629,68,Atlas Machine 629,Cutting Machine,2017-12-12,Operational
630,MCH-000630,99,Atlas Machine 630,CNC Machine,2016-09-29,Operational
631,MCH-000631,33,Atlas Machine 631,Assembly Machine,2016-11-23,Operational
632,MCH-000632,41,Atlas Machine 632,Press Machine,2018-05-28,Operational
633,MCH-000633,79,Atlas Machine 633,Packaging Machine,2018-03-21,Operational
634,MCH-000634,90,Atlas Machine 634,Press Machine,2016-01-15,Operational
635,MCH-000635,94,Atlas Machine 635,Cutting Machine,2016-01-12,Operational
636,MCH-000636,58,Atlas Machine 636,CNC Machine,2016-11-25,Operational
637,MCH-000637,49,Atlas Machine 637,Cutting Machine,2018-08-05,Operational
638,MCH-000638,85,Atlas Machine 638,Press Machine,2018-07-06,Operational
639,MCH-000639,32,Atlas Machine 639,Cutting Machine,2017-07-11,Operational
640,MCH-000640,20,Atlas Machine 640,Packaging Machine,2018-12-10,Operational
641,MCH-000641,48,Atlas Machine 641,Packaging Machine,2016-04-23,Inactive
642,MCH-000642,81,Atlas Machine 642,Packaging Machine,2017-08-02,Operational
643,MCH-000643,86,Atlas Machine 643,Press Machine,2016-06-29,Inactive
644,MCH-000644,11,Atlas Machine 644,Cutting Machine,2017-06-27,Operational
645,MCH-000645,75,Atlas Machine 645,Packaging Machine,2018-06-06,Operational
646,MCH-000646,40,Atlas Machine 646,Press Machine,2016-03-01,Operational
647,MCH-000647,100,Atlas Machine 647,Assembly Machine,2017-01-14,Operational
648,MCH-000648,75,Atlas Machine 648,Assembly Machine,2016-01-05,Operational
649,MCH-000649,6,Atlas Machine 649,CNC Machine,2016-12-07,Operational
650,MCH-000650,80,Atlas Machine 650,Press Machine,2018-04-05,Operational
651,MCH-000651,84,Atlas Machine 651,Assembly Machine,2018-02-01,Operational
652,MCH-000652,5,Atlas Machine 652,Packaging Machine,2016-09-23,Operational
653,MCH-000653,100,Atlas Machine 653,Assembly Machine,2018-09-09,Operational
654,MCH-000654,9,Atlas Machine 654,Press Machine,2016-08-13,Inactive
655,MCH-000655,31,Atlas Machine 655,Packaging Machine,2017-03-04,Operational
656,MCH-000656,62,Atlas Machine 656,CNC Machine,2016-01-09,Operational
657,MCH-000657,86,Atlas Machine 657,CNC Machine,2018-06-16,Operational
658,MCH-000658,51,Atlas Machine 658,Packaging Machine,2017-08-27,Operational
659,MCH-000659,97,Atlas Machine 659,Cutting Machine,2016-01-14,Operational
660,MCH-000660,76,Atlas Machine 660,Assembly Machine,2016-12-07,Operational
661,MCH-000661,56,Atlas Machine 661,Cutting Machine,2016-01-29,Inactive
662,MCH-000662,51,Atlas Machine 662,Cutting Machine,2018-02-28,Maintenance
663,MCH-000663,1,Atlas Machine 663,CNC Machine,2016-11-16,Operational
664,MCH-000664,31,Atlas Machine 664,Press Machine,2018-01-31,Operational
665,MCH-000665,92,Atlas Machine 665,CNC Machine,2016-05-08,Operational
666,MCH-000666,72,Atlas Machine 666,CNC Machine,2017-05-30,Operational
667,MCH-000667,97,Atlas Machine 667,Packaging Machine,2016-07-18,Operational
668,MCH-000668,5,Atlas Machine 668,Press Machine,2018-11-07,Operational
669,MCH-000669,80,Atlas Machine 669,Cutting Machine,2018-10-29,Operational
670,MCH-000670,53,Atlas Machine 670,CNC Machine,2017-02-08,Inactive
671,MCH-000671,34,Atlas Machine 671,Packaging Machine,2018-10-23,Operational
672,MCH-000672,63,Atlas Machine 672,Packaging Machine,2018-02-15,Operational
673,MCH-000673,89,Atlas Machine 673,Press Machine,2017-06-05,Operational
674,MCH-000674,6,Atlas Machine 674,CNC Machine,2017-09-18,Operational
675,MCH-000675,32,Atlas Machine 675,Cutting Machine,2018-09-18,Operational
676,MCH-000676,72,Atlas Machine 676,CNC Machine,2017-01-30,Operational
677,MCH-000677,91,Atlas Machine 677,Assembly Machine,2018-02-17,Operational
678,MCH-000678,91,Atlas Machine 678,Packaging Machine,2018-04-16,Maintenance
679,MCH-000679,62,Atlas Machine 679,Press Machine,2018-08-23,Operational
680,MCH-000680,1,Atlas Machine 680,Assembly Machine,2018-06-02,Operational
681,MCH-000681,84,Atlas Machine 681,Press Machine,2018-11-28,Operational
682,MCH-000682,40,Atlas Machine 682,Packaging Machine,2016-06-15,Operational
683,MCH-000683,75,Atlas Machine 683,Cutting Machine,2018-01-13,Operational
684,MCH-000684,83,Atlas Machine 684,Cutting Machine,2016-07-16,Operational
685,MCH-000685,54,Atlas Machine 685,Cutting Machine,2016-09-28,Operational
686,MCH-000686,63,Atlas Machine 686,Packaging Machine,2016-10-08,Operational
687,MCH-000687,55,Atlas Machine 687,CNC Machine,2018-08-11,Operational
688,MCH-000688,15,Atlas Machine 688,Cutting Machine,2017-01-11,Operational
689,MCH-000689,67,Atlas Machine 689,Cutting Machine,2018-08-27,Operational
690,MCH-000690,60,Atlas Machine 690,Assembly Machine,2017-02-03,Operational
691,MCH-000691,49,Atlas Machine 691,Press Machine,2017-07-19,Operational
692,MCH-000692,23,Atlas Machine 692,Packaging Machine,2016-04-20,Operational
693,MCH-000693,29,Atlas Machine 693,Assembly Machine,2016-08-14,Operational
694,MCH-000694,18,Atlas Machine 694,Cutting Machine,2018-10-23,Operational
695,MCH-000695,2,Atlas Machine 695,Press Machine,2018-12-13,Operational
696,MCH-000696,38,Atlas Machine 696,Assembly Machine,2016-01-03,Operational
697,MCH-000697,55,Atlas Machine 697,Cutting Machine,2016-06-05,Operational
698,MCH-000698,63,Atlas Machine 698,CNC Machine,2018-04-12,Operational
699,MCH-000699,3,Atlas Machine 699,Packaging Machine,2018-07-21,Operational
700,MCH-000700,80,Atlas Machine 700,Packaging Machine,2018-02-28,Maintenance
701,MCH-000701,55,Atlas Machine 701,Press Machine,2017-02-14,Maintenance
702,MCH-000702,92,Atlas Machine 702,Cutting Machine,2017-02-09,Operational
703,MCH-000703,7,Atlas Machine 703,Cutting Machine,2016-05-13,Operational
