customer_id,account_id,customer_name,customer_segment,industry,country,status
CUST-0004948,ACC-000996,"Keller, Jones and Meadows",SMB,Healthcare,United States,Active
CUST-0004949,ACC-000179,"Floyd, Boyd and Browning",Enterprise,Construction,United Kingdom,Active
CUST-0004950,ACC-000969,"Smith, Diaz and Davis",Commercial,Healthcare,Canada,Active
CUST-0004951,ACC-000681,Mejia PLC,SMB,Manufacturing,Germany,Active
CUST-0004952,ACC-000222,Lewis-Watson,Enterprise,Retail,United States,Active
CUST-0004953,ACC-000679,"Pierce, Cross and Gilmore",Commercial,Technology,United States,Active
CUST-0004954,ACC-000756,"Brady, Vaughn and Ruiz",Enterprise,Automotive,United States,Active
CUST-0004955,ACC-000363,"Vazquez, James and Black",Commercial,Retail,Sweden,Active
CUST-0004956,ACC-000345,"Williams, Riddle and Morgan",Commercial,Healthcare,United States,Active
CUST-0004957,ACC-000836,Mendoza Ltd,Enterprise,Retail,Mexico,Active
CUST-0004958,ACC-000161,"Hodge, Jones and Werner",Commercial,Food & Beverage,United States,Active
CUST-0004959,ACC-000014,"Bender, Romero and Perkins",Enterprise,Food & Beverage,Germany,Active
CUST-0004960,ACC-000666,Lara LLC,Strategic,Technology,United States,Active
CUST-0004961,ACC-000907,Ali-Collins,SMB,Food & Beverage,Canada,Active
CUST-0004962,ACC-000501,Sandoval PLC,Commercial,Retail,United Kingdom,Active
CUST-0004963,ACC-000135,Jackson Group,Enterprise,Retail,Sweden,Active
CUST-0004964,ACC-000540,Smith and Sons,Commercial,Technology,Germany,Active
CUST-0004965,ACC-000252,"Lewis, Phillips and Anderson",Enterprise,Construction,United States,Active
CUST-0004966,ACC-000828,Taylor and Sons,SMB,Industrial Equipment,United States,Active
CUST-0004967,ACC-000613,King LLC,Commercial,Industrial Equipment,United States,Active
CUST-0004968,ACC-000337,Freeman-Ramirez,Commercial,Consumer Goods,United States,Active
CUST-0004969,ACC-000625,Simon Ltd,SMB,Healthcare,United States,Active
CUST-0004970,ACC-000668,"Adkins, Jones and Dickson",SMB,Industrial Equipment,United States,Active
CUST-0004971,ACC-000679,Ray-Page,Commercial,Electronics,United States,Active
CUST-0004972,ACC-000367,"Smith, Martinez and Burton",SMB,Retail,Sweden,Active
CUST-0004973,ACC-000571,Anderson Ltd,Commercial,Industrial Equipment,United Kingdom,Active
CUST-0004974,ACC-000043,Irwin LLC,SMB,Consumer Goods,United States,Active
CUST-0004975,ACC-000404,"Dominguez, Robinson and Anderson",Commercial,Manufacturing,United States,Active
CUST-0004976,ACC-000379,"Gonzales, Howard and Arias",Commercial,Healthcare,United States,Active
CUST-0004977,ACC-000535,"Liu, Sanchez and Robbins",Commercial,Technology,United States,Active
CUST-0004978,ACC-000951,Roach and Sons,Commercial,Construction,Mexico,Active
CUST-0004979,ACC-000954,"Davis, Rogers and Williams",Commercial,Industrial Equipment,Germany,Active
CUST-0004980,ACC-000484,Foster-Smith,SMB,Construction,United States,Active
CUST-0004981,ACC-000647,Cooper PLC,Commercial,Retail,United States,Active
CUST-0004982,ACC-000109,Donovan Group,Strategic,Electronics,United States,Active
CUST-0004983,ACC-000483,Stevens-Sanders,Commercial,Electronics,United Kingdom,Active
CUST-0004984,ACC-000688,"Davis, Medina and Anderson",Strategic,Healthcare,Canada,Active
CUST-0004985,ACC-000683,Sutton Ltd,Commercial,Construction,United Kingdom,Active
CUST-0004986,ACC-000964,Ewing Inc,Commercial,Food & Beverage,Canada,Active
CUST-0004987,ACC-000467,Fleming-Hess,Commercial,Healthcare,Germany,Active
CUST-0004988,ACC-000908,"Jones, Evans and Grimes",Commercial,Automotive,United States,Active
CUST-0004989,ACC-000979,Valencia and Sons,Commercial,Industrial Equipment,United States,Inactive
CUST-0004990,ACC-000572,"Curry, Schmidt and Wilson",SMB,Retail,United States,Active
CUST-0004991,ACC-000092,Baker Ltd,Commercial,Manufacturing,United States,Active
CUST-0004992,ACC-000377,"Nicholson, Jones and Hughes",Enterprise,Consumer Goods,United States,Active
CUST-0004993,ACC-000765,Hernandez Inc,Commercial,Manufacturing,Canada,Active
CUST-0004994,ACC-000581,Mcmillan Group,SMB,Technology,United States,Active
CUST-0004995,ACC-000937,Smith-Brown,Commercial,Electronics,Canada,Active
CUST-0004996,ACC-000816,Grant-Richardson,Commercial,Consumer Goods,United States,Active
CUST-0004997,ACC-000064,Skinner-Solomon,Enterprise,Technology,Sweden,Active
CUST-0004998,ACC-000862,Finley-Wiley,SMB,Industrial Equipment,United States,Active
CUST-0004999,ACC-000358,Reyes Ltd,SMB,Automotive,United States,Active
CUST-0005000,ACC-000819,Spears-Miller,Commercial,Food & Beverage,United States,Inactive
CUST-0005001,ACC-000508,"Brock, Cox and Brown",Commercial,Technology,United States,Active
CUST-0005002,ACC-000456,"Mitchell, Hines and Scott",Commercial,Automotive,Sweden,Active
CUST-0005003,ACC-000073,"Johnson, Sanford and Myers",Commercial,Retail,Canada,Active
CUST-0005004,ACC-000119,Cohen PLC,SMB,Industrial Equipment,Sweden,Active
CUST-0005005,ACC-000596,Love PLC,SMB,Industrial Equipment,United States,Active
CUST-0005006,ACC-000570,Cooper-Turner,Commercial,Automotive,United States,Active
CUST-0005007,ACC-000555,"Bennett, Chavez and Anderson",SMB,Manufacturing,United States,Active
CUST-0005008,ACC-000157,Cruz Group,Commercial,Automotive,United States,Active
CUST-0005009,ACC-000510,Davis and Sons,SMB,Electronics,Mexico,Active
CUST-0005010,ACC-000061,Robinson-Jenkins,SMB,Industrial Equipment,Sweden,Active
CUST-0005011,ACC-000145,Gillespie Ltd,SMB,Technology,United States,Active
CUST-0005012,ACC-000499,Everett-Peters,Commercial,Food & Beverage,United Kingdom,Active
CUST-0005013,ACC-000617,Adams-Hernandez,Commercial,Industrial Equipment,United States,Active
CUST-0005014,ACC-000656,"Robertson, Palmer and Mercado",Commercial,Retail,United Kingdom,Inactive
CUST-0005015,ACC-000982,Ferguson Group,Commercial,Retail,United States,Active
CUST-0005016,ACC-000855,"Clements, Williamson and Singh",Commercial,Food & Beverage,United States,Active
CUST-0005017,ACC-000380,Hernandez-Allen,SMB,Retail,Canada,Active
CUST-0005018,ACC-000783,Solomon-Dawson,Commercial,Technology,United States,Active
CUST-0005019,ACC-000096,"Burke, Fleming and Baker",Commercial,Food & Beverage,Mexico,Inactive
CUST-0005020,ACC-000858,Castro and Sons,SMB,Automotive,United States,Active
CUST-0005021,ACC-000387,Cortez LLC,Commercial,Construction,United States,Active
CUST-0005022,ACC-000761,Dickson-Lopez,Commercial,Technology,Mexico,Active
CUST-0005023,ACC-000971,Estrada-Diaz,Commercial,Manufacturing,United States,Inactive
CUST-0005024,ACC-000704,Walker LLC,SMB,Consumer Goods,United States,Active
CUST-0005025,ACC-000921,Avery Inc,Enterprise,Manufacturing,United States,Active
CUST-0005026,ACC-000011,"Allen, Miller and Davenport",Commercial,Construction,United States,Active
CUST-0005027,ACC-000171,"Rice, Sullivan and Brooks",Commercial,Retail,United States,Active
CUST-0005028,ACC-000627,"Adams, Boyer and Osborne",Commercial,Food & Beverage,United States,Active
CUST-0005029,ACC-000541,Hendricks-Elliott,Strategic,Retail,United States,Active
CUST-0005030,ACC-000121,Porter-Flynn,SMB,Industrial Equipment,United States,Active
CUST-0005031,ACC-000719,Matthews-Jacobson,Enterprise,Consumer Goods,Sweden,Active
CUST-0005032,ACC-000059,Griffith-Bender,Commercial,Industrial Equipment,Mexico,Active
CUST-0005033,ACC-000991,"Rogers, Gonzalez and Rasmussen",Enterprise,Industrial Equipment,Sweden,Active
CUST-0005034,ACC-000157,Wood-Kennedy,SMB,Electronics,United States,Inactive
CUST-0005035,ACC-000446,Long-Velazquez,Commercial,Healthcare,Sweden,Active
CUST-0005036,ACC-000824,"Frank, Reyes and Roman",Commercial,Industrial Equipment,United States,Active
CUST-0005037,ACC-000515,Clark-Ramirez,Commercial,Automotive,United States,Active
CUST-0005038,ACC-000744,Thompson LLC,Commercial,Food & Beverage,United States,Active
CUST-0005039,ACC-000704,Johnson-Wolfe,Strategic,Manufacturing,United States,Active
CUST-0005040,ACC-000949,Armstrong PLC,Enterprise,Consumer Goods,Canada,Active
CUST-0005041,ACC-000464,Romero-Briggs,Strategic,Construction,United States,Active
CUST-0005042,ACC-000979,Hodges PLC,Commercial,Automotive,United States,Active
CUST-0005043,ACC-000517,Morris LLC,Enterprise,Industrial Equipment,United States,Active
CUST-0005044,ACC-000894,"James, Turner and Griffin",SMB,Industrial Equipment,United States,Active
CUST-0005045,ACC-000733,Castaneda and Sons,Commercial,Automotive,United States,Active
CUST-0005046,ACC-000133,Chavez LLC,SMB,Healthcare,Mexico,Active
CUST-0005047,ACC-000644,Allen Ltd,Commercial,Electronics,Germany,Active
CUST-0005048,ACC-000879,"Archer, Baker and Cruz",Commercial,Healthcare,United States,Active
CUST-0005049,ACC-000129,Williams-Contreras,Commercial,Industrial Equipment,United States,Active
CUST-0005050,ACC-000839,Curtis-Silva,Strategic,Food & Beverage,Canada,Active
CUST-0005051,ACC-000106,Sparks and Sons,SMB,Electronics,United States,Active
CUST-0005052,ACC-000872,Velasquez-Turner,SMB,Healthcare,United States,Inactive
CUST-0005053,ACC-000789,Mercado-Lewis,SMB,Technology,United States,Active
CUST-0005054,ACC-000152,Chavez Group,Enterprise,Construction,United States,Active
CUST-0005055,ACC-000727,Barrett Group,SMB,Electronics,Mexico,Active
CUST-0005056,ACC-000117,Garcia Ltd,Commercial,Industrial Equipment,United States,Active
CUST-0005057,ACC-000569,Johnson Ltd,SMB,Food & Beverage,United States,Inactive
CUST-0005058,ACC-000924,"Simon, Simpson and Schmidt",SMB,Retail,United States,Active
CUST-0005059,ACC-000206,Gillespie-Thomas,Commercial,Consumer Goods,Sweden,Active
CUST-0005060,ACC-000174,Miller Ltd,SMB,Construction,United States,Active
CUST-0005061,ACC-000423,"Griffin, Hendricks and Hawkins",SMB,Consumer Goods,United States,Active
CUST-0005062,ACC-000369,Moore-Cox,Enterprise,Manufacturing,United States,Active
CUST-0005063,ACC-000049,"Ramirez, Kemp and Hamilton",SMB,Industrial Equipment,United States,Active
CUST-0005064,ACC-000456,"Salinas, Green and Richard",Commercial,Food & Beverage,Sweden,Active
CUST-0005065,ACC-000260,"Zamora, Jimenez and Rodriguez",SMB,Consumer Goods,Sweden,Active
CUST-0005066,ACC-000125,Day and Sons,SMB,Manufacturing,United States,Active
CUST-0005067,ACC-000277,"Peck, Rhodes and Holt",Commercial,Electronics,Germany,Active
CUST-0005068,ACC-000021,Hogan-Hutchinson,Enterprise,Healthcare,United States,Active
CUST-0005069,ACC-000916,Walker Group,Commercial,Retail,United States,Active
CUST-0005070,ACC-000995,Chavez-Ray,SMB,Consumer Goods,United Kingdom,Active
CUST-0005071,ACC-000368,Fleming-Russell,SMB,Electronics,United States,Active
CUST-0005072,ACC-000877,Mcdonald Inc,SMB,Food & Beverage,United Kingdom,Active
CUST-0005073,ACC-000462,Bartlett-Brewer,SMB,Automotive,United States,Active
CUST-0005074,ACC-000913,Buckley Ltd,Commercial,Construction,United States,Active
CUST-0005075,ACC-000174,"Howard, Hernandez and Gonzales",Commercial,Consumer Goods,United States,Active
CUST-0005076,ACC-000285,"Brown, Pennington and Richardson",Strategic,Automotive,United States,Active
CUST-0005077,ACC-000740,"Stone, Riggs and Johnson",Enterprise,Food & Beverage,United States,Active
CUST-0005078,ACC-000221,Webb Ltd,Commercial,Automotive,United States,Active
CUST-0005079,ACC-000824,Blair Inc,Commercial,Industrial Equipment,United States,Active
CUST-0005080,ACC-000426,Lopez-Ford,Enterprise,Technology,United States,Inactive
CUST-0005081,ACC-000404,Wilson Inc,SMB,Healthcare,United States,Active
CUST-0005082,ACC-000454,"Turner, Ponce and Schwartz",Commercial,Technology,Sweden,Active
CUST-0005083,ACC-000798,Hammond and Sons,Commercial,Healthcare,United States,Active
CUST-0005084,ACC-000006,Rice-Burton,Enterprise,Automotive,United States,Active
CUST-0005085,ACC-000751,Snyder and Sons,Commercial,Food & Beverage,United States,Active
CUST-0005086,ACC-000780,Gonzalez and Sons,Commercial,Construction,Mexico,Active
CUST-0005087,ACC-000822,Dean-Bell,SMB,Food & Beverage,United States,Active
CUST-0005088,ACC-000997,Holmes Group,Commercial,Food & Beverage,Canada,Active
CUST-0005089,ACC-000783,Knox Inc,SMB,Manufacturing,United States,Active
CUST-0005090,ACC-000529,"Newman, Johnston and Welch",Commercial,Industrial Equipment,United States,Active
CUST-0005091,ACC-000467,Bowers-Cooper,Enterprise,Construction,Germany,Active
CUST-0005092,ACC-000389,"Brooks, Gilbert and Wilcox",SMB,Construction,United Kingdom,Active
CUST-0005093,ACC-000828,"Vega, Browning and Hernandez",Enterprise,Construction,United States,Inactive
CUST-0005094,ACC-000393,Bowman Group,Commercial,Consumer Goods,Canada,Active
CUST-0005095,ACC-000573,Lyons and Sons,Commercial,Technology,United States,Active
CUST-0005096,ACC-000097,"Morrison, Thompson and Mitchell",SMB,Healthcare,United States,Active
CUST-0005097,ACC-000318,Vazquez-Clayton,SMB,Consumer Goods,United States,Active
CUST-0005098,ACC-000267,Casey and Sons,Commercial,Automotive,Sweden,Active
CUST-0005099,ACC-000436,Perez Group,SMB,Healthcare,United States,Active
CUST-0005100,ACC-000503,Hunter Inc,Commercial,Healthcare,Sweden,Active
CUST-0005101,ACC-000717,Sanders-Solomon,SMB,Industrial Equipment,United States,Active
CUST-0005102,ACC-000432,"Cherry, Williams and Lopez",Strategic,Retail,Canada,Inactive
CUST-0005103,ACC-000151,"Jimenez, Moyer and Duran",Commercial,Electronics,United States,Active
CUST-0005104,ACC-000546,Gallegos and Sons,Commercial,Technology,United States,Active
CUST-0005105,ACC-000055,Johnson-Smith,SMB,Food & Beverage,United States,Active
CUST-0005106,ACC-000850,Moore Inc,Commercial,Healthcare,United States,Active
CUST-0005107,ACC-000771,Newman-Farley,SMB,Technology,Canada,Active
CUST-0005108,ACC-000226,"Walker, Estes and Byrd",Commercial,Electronics,United States,Active
CUST-0005109,ACC-000264,"Hayden, Mccarthy and Stuart",Strategic,Automotive,United States,Active
CUST-0005110,ACC-000028,Wade-Wilkinson,Enterprise,Manufacturing,United States,Active
CUST-0005111,ACC-000365,Leblanc-Gill,SMB,Industrial Equipment,Mexico,Active
CUST-0005112,ACC-000039,"Villarreal, Chan and Mendoza",Commercial,Technology,United Kingdom,Active
CUST-0005113,ACC-000937,Ramos-Baker,SMB,Technology,Canada,Active
CUST-0005114,ACC-000135,Clark and Sons,Strategic,Food & Beverage,Sweden,Active
CUST-0005115,ACC-000660,"Haas, Thomas and Martin",SMB,Manufacturing,United States,Active
CUST-0005116,ACC-000571,"Romero, Walters and Webster",SMB,Retail,United Kingdom,Active
CUST-0005117,ACC-000237,King-Moore,Commercial,Manufacturing,United Kingdom,Active
CUST-0005118,ACC-000809,"Mooney, Hodge and Knight",Commercial,Food & Beverage,Canada,Active
CUST-0005119,ACC-000109,"Cabrera, Ewing and Welch",Commercial,Food & Beverage,United States,Active
CUST-0005120,ACC-000887,White LLC,Commercial,Food & Beverage,Sweden,Active
CUST-0005121,ACC-000741,Brown-White,Enterprise,Manufacturing,United States,Active
CUST-0005122,ACC-000636,"Haney, Morgan and Watson",SMB,Healthcare,United States,Active
CUST-0005123,ACC-000880,Mccullough and Sons,SMB,Construction,Mexico,Active
CUST-0005124,ACC-000404,"Tyler, Mendoza and Lindsey",Enterprise,Food & Beverage,United States,Active
CUST-0005125,ACC-000282,Wyatt Inc,Enterprise,Electronics,Germany,Active
CUST-0005126,ACC-000155,"Brown, Sanders and Mcguire",Commercial,Consumer Goods,Sweden,Active
CUST-0005127,ACC-000925,Garcia-Young,SMB,Technology,Sweden,Active
CUST-0005128,ACC-000402,Caldwell-Perez,SMB,Retail,United States,Active
CUST-0005129,ACC-000830,"Dodson, Barton and Delgado",Commercial,Industrial Equipment,United States,Active
CUST-0005130,ACC-000333,Hernandez-Beasley,Enterprise,Technology,United States,Active
CUST-0005131,ACC-000955,Robinson Group,SMB,Construction,Canada,Active
CUST-0005132,ACC-000871,Morales Inc,Enterprise,Healthcare,United States,Inactive
CUST-0005133,ACC-000309,"Mueller, Beck and Perez",SMB,Industrial Equipment,United States,Active
CUST-0005134,ACC-000487,"Wells, Diaz and Brown",Commercial,Manufacturing,United States,Active
CUST-0005135,ACC-000794,"Hill, Alvarez and Ward",Strategic,Electronics,United States,Active
CUST-0005136,ACC-000227,Carroll-Lloyd,SMB,Consumer Goods,United States,Active
CUST-0005137,ACC-000024,"Keller, Richardson and Patterson",Enterprise,Food & Beverage,Germany,Active
CUST-0005138,ACC-000289,"Adams, Jones and Miranda",Commercial,Industrial Equipment,United Kingdom,Active
CUST-0005139,ACC-000591,"Peterson, Patterson and Smith",Commercial,Technology,United States,Inactive
CUST-0005140,ACC-000137,"Davis, Le and Vargas",Commercial,Electronics,United States,Active
CUST-0005141,ACC-000334,Garza Group,Commercial,Electronics,United States,Active
CUST-0005142,ACC-000919,"Crawford, Ballard and Brown",Commercial,Construction,United States,Active
CUST-0005143,ACC-000076,Shepherd Inc,SMB,Electronics,United States,Inactive
CUST-0005144,ACC-000051,Jackson-Bray,Enterprise,Food & Beverage,United States,Active
CUST-0005145,ACC-000424,"Smith, Dean and Pearson",Commercial,Healthcare,United States,Active
CUST-0005146,ACC-000013,Taylor Ltd,SMB,Automotive,Canada,Active
CUST-0005147,ACC-000028,Hernandez Inc,Commercial,Construction,United States,Active
CUST-0005148,ACC-000183,Duncan Ltd,Commercial,Consumer Goods,Germany,Active
CUST-0005149,ACC-000103,Bullock-Oliver,SMB,Food & Beverage,Mexico,Active
CUST-0005150,ACC-000811,Patel-Holland,SMB,Consumer Goods,Sweden,Active
CUST-0005151,ACC-000123,Johnson-Friedman,Commercial,Construction,Germany,Active
CUST-0005152,ACC-000524,Lewis-Martin,Strategic,Food & Beverage,United States,Active
CUST-0005153,ACC-000706,Barry-Hall,Enterprise,Technology,Canada,Active
CUST-0005154,ACC-000626,"Galloway, Lopez and Kim",Enterprise,Food & Beverage,United States,Active
CUST-0005155,ACC-000654,Leonard-Johnson,Commercial,Technology,Germany,Active
CUST-0005156,ACC-000358,Dominguez-Maynard,Commercial,Industrial Equipment,United States,Active
CUST-0005157,ACC-000889,"Howell, Wong and Fisher",Commercial,Manufacturing,Germany,Active
CUST-0005158,ACC-000069,Pittman and Sons,Commercial,Construction,United States,Active
CUST-0005159,ACC-000108,"Cohen, Mccullough and Wolfe",SMB,Manufacturing,United States,Active
CUST-0005160,ACC-000857,Harris-Morrison,Commercial,Food & Beverage,United States,Active
CUST-0005161,ACC-000069,"Carrillo, Murphy and Lopez",SMB,Retail,United States,Active
CUST-0005162,ACC-000192,"Powers, Floyd and Walsh",Commercial,Automotive,Sweden,Active
CUST-0005163,ACC-000174,Hall and Sons,SMB,Consumer Goods,United States,Active
CUST-0005164,ACC-000034,Moore PLC,Commercial,Retail,Mexico,Active
CUST-0005165,ACC-000118,Bell Inc,Enterprise,Automotive,Canada,Active
CUST-0005166,ACC-000573,Tucker-Gray,SMB,Retail,United States,Active
CUST-0005167,ACC-000662,Hart-Bryant,Enterprise,Construction,United States,Active
CUST-0005168,ACC-000084,Castillo-Dawson,SMB,Technology,United States,Active
CUST-0005169,ACC-000943,Taylor PLC,SMB,Retail,United States,Active
CUST-0005170,ACC-000096,Foster-Parker,SMB,Healthcare,Mexico,Active
CUST-0005171,ACC-000688,"Farmer, Crawford and Evans",Commercial,Automotive,Canada,Active
CUST-0005172,ACC-000801,Watkins-Mclean,SMB,Retail,Sweden,Active
CUST-0005173,ACC-000521,Barnes and Sons,Enterprise,Automotive,Mexico,Active
CUST-0005174,ACC-000492,Zamora-Simmons,Strategic,Food & Beverage,Mexico,Active
CUST-0005175,ACC-000110,Scott LLC,Enterprise,Manufacturing,United States,Active
CUST-0005176,ACC-000242,Johnson and Sons,Commercial,Consumer Goods,United States,Active
CUST-0005177,ACC-000851,Edwards-Walker,Strategic,Automotive,United States,Active
CUST-0005178,ACC-000349,Johnson Ltd,Commercial,Retail,United States,Active
CUST-0005179,ACC-000035,Proctor-Cunningham,SMB,Retail,United States,Active
CUST-0005180,ACC-000730,"Lopez, Marshall and Miller",Commercial,Automotive,Mexico,Active
CUST-0005181,ACC-000684,"Cunningham, Howard and Hudson",SMB,Construction,United States,Active
CUST-0005182,ACC-000067,Walker-Harris,Enterprise,Healthcare,United States,Active
CUST-0005183,ACC-000052,"Watson, Owens and Smith",Commercial,Automotive,United States,Active
CUST-0005184,ACC-000117,Bailey-Martin,Commercial,Technology,United States,Active
CUST-0005185,ACC-000051,Ford Ltd,Enterprise,Food & Beverage,United States,Active
CUST-0005186,ACC-000617,Simmons and Sons,SMB,Consumer Goods,United States,Inactive
CUST-0005187,ACC-000133,Castaneda PLC,SMB,Consumer Goods,Mexico,Active
CUST-0005188,ACC-000607,Hendricks-Oliver,SMB,Consumer Goods,Germany,Active
CUST-0005189,ACC-000177,"Pittman, Hines and Carr",SMB,Manufacturing,Germany,Active
CUST-0005190,ACC-000973,Livingston-Gutierrez,SMB,Construction,Germany,Active
CUST-0005191,ACC-000726,Wright-Compton,Commercial,Healthcare,United States,Active
CUST-0005192,ACC-000375,Baxter-Mcmahon,Commercial,Healthcare,Sweden,Active
CUST-0005193,ACC-000429,Mcgee-Parker,SMB,Consumer Goods,United States,Active
CUST-0005194,ACC-000066,Floyd-Conner,SMB,Industrial Equipment,United States,Inactive
CUST-0005195,ACC-000055,Salazar-Foster,Commercial,Electronics,United States,Active
CUST-0005196,ACC-000538,"Chapman, Mullins and Sanchez",Commercial,Healthcare,United States,Active
CUST-0005197,ACC-000023,"Duffy, Green and Lane",Commercial,Consumer Goods,United Kingdom,Active
CUST-0005198,ACC-000639,Perez-Ibarra,SMB,Electronics,Germany,Active
CUST-0005199,ACC-000383,Baker-Fox,Commercial,Manufacturing,United States,Active
CUST-0005200,ACC-000140,"Copeland, Lyons and Jackson",SMB,Food & Beverage,Germany,Active
CUST-0005201,ACC-000536,Williams LLC,SMB,Industrial Equipment,Germany,Active
CUST-0005202,ACC-000553,"Fisher, Jacobs and Woods",Strategic,Retail,United States,Active
CUST-0005203,ACC-000747,Mcneil Ltd,Commercial,Industrial Equipment,United States,Active
CUST-0005204,ACC-000198,"Day, Khan and Aguilar",SMB,Technology,Germany,Active
CUST-0005205,ACC-000548,Garcia-Moore,SMB,Consumer Goods,United States,Active
CUST-0005206,ACC-000845,Cuevas PLC,Enterprise,Electronics,Germany,Active
CUST-0005207,ACC-000270,Anderson-Vazquez,Commercial,Consumer Goods,United Kingdom,Active
CUST-0005208,ACC-000836,Dalton Inc,Commercial,Industrial Equipment,Mexico,Active
CUST-0005209,ACC-000724,Murphy-Lam,Enterprise,Manufacturing,United States,Active
CUST-0005210,ACC-000430,"Bailey, Mitchell and Mckinney",Commercial,Retail,United States,Active
CUST-0005211,ACC-000884,Wood-Kennedy,Enterprise,Electronics,United States,Active
CUST-0005212,ACC-000967,"Anderson, Strickland and Johnson",SMB,Industrial Equipment,United Kingdom,Active
CUST-0005213,ACC-000237,Williams LLC,Commercial,Consumer Goods,United Kingdom,Active
CUST-0005214,ACC-000980,"Reynolds, Torres and Hickman",Commercial,Retail,Sweden,Active
CUST-0005215,ACC-000003,Cummings and Sons,SMB,Automotive,United States,Inactive
CUST-0005216,ACC-000130,"Brown, Johnson and Merritt",SMB,Industrial Equipment,United States,Active
CUST-0005217,ACC-000044,Rodriguez-Maxwell,Strategic,Consumer Goods,United States,Active
CUST-0005218,ACC-000368,Gross Group,SMB,Consumer Goods,United States,Active
CUST-0005219,ACC-000937,Garrison-Lin,SMB,Automotive,Canada,Inactive
CUST-0005220,ACC-000601,"Mann, Myers and Rivera",Commercial,Industrial Equipment,Germany,Active
CUST-0005221,ACC-000617,Burton-Franco,Commercial,Consumer Goods,United States,Active
CUST-0005222,ACC-000085,Peters Group,Commercial,Healthcare,Canada,Active
CUST-0005223,ACC-000517,Livingston PLC,Strategic,Electronics,United States,Active
CUST-0005224,ACC-000383,Blackburn LLC,Enterprise,Electronics,United States,Active
CUST-0005225,ACC-000480,"Ward, Evans and Green",Commercial,Construction,United States,Inactive
CUST-0005226,ACC-000262,Sanders-Walker,Commercial,Automotive,United States,Active
CUST-0005227,ACC-000202,Walker PLC,SMB,Retail,Sweden,Active
CUST-0005228,ACC-000953,"Watson, Dyer and Phillips",Commercial,Retail,Mexico,Active
CUST-0005229,ACC-000559,Lee Group,SMB,Industrial Equipment,United States,Active
CUST-0005230,ACC-000412,Cantu Ltd,Strategic,Manufacturing,United States,Active
CUST-0005231,ACC-000074,Johnson and Sons,Commercial,Retail,United Kingdom,Active
CUST-0005232,ACC-000763,Collins LLC,SMB,Automotive,United States,Active
CUST-0005233,ACC-000473,Baker and Sons,Commercial,Electronics,Germany,Active
CUST-0005234,ACC-000387,"Rodriguez, Turner and Alvarado",Commercial,Manufacturing,United States,Inactive
CUST-0005235,ACC-000667,"Riley, Gordon and Steele",Commercial,Automotive,United Kingdom,Active
CUST-0005236,ACC-000132,"Foster, Underwood and Guerra",SMB,Industrial Equipment,United Kingdom,Active
CUST-0005237,ACC-000534,Arnold Ltd,Commercial,Industrial Equipment,United States,Active
CUST-0005238,ACC-000864,Page-Prince,SMB,Electronics,United Kingdom,Active
CUST-0005239,ACC-000464,"Dalton, James and Aguilar",SMB,Retail,United States,Active
CUST-0005240,ACC-000001,Hernandez Ltd,Commercial,Manufacturing,Mexico,Active
CUST-0005241,ACC-000230,Lucas Group,Enterprise,Industrial Equipment,United States,Active
CUST-0005242,ACC-000056,Small-Brown,Enterprise,Retail,Germany,Active
CUST-0005243,ACC-000501,Lopez-Johnson,Commercial,Construction,United Kingdom,Active
CUST-0005244,ACC-000365,Skinner Inc,Strategic,Retail,Mexico,Active
CUST-0005245,ACC-000133,Perez LLC,Commercial,Healthcare,Mexico,Active
CUST-0005246,ACC-000687,Martin PLC,SMB,Automotive,United Kingdom,Active
CUST-0005247,ACC-000177,"Blackburn, Henderson and Morgan",Strategic,Healthcare,Germany,Active
CUST-0005248,ACC-000342,Walton-Blair,Commercial,Electronics,Canada,Active
CUST-0005249,ACC-000988,Gonzalez and Sons,Commercial,Healthcare,Germany,Active
CUST-0005250,ACC-000067,"Mcknight, Hanson and Hall",SMB,Automotive,United States,Active
CUST-0005251,ACC-000248,Smith LLC,SMB,Automotive,United States,Active
CUST-0005252,ACC-000318,Berry-Rodriguez,Enterprise,Manufacturing,United States,Active
CUST-0005253,ACC-000509,Rich and Sons,SMB,Retail,United States,Active
CUST-0005254,ACC-000245,Robinson LLC,Strategic,Food & Beverage,Germany,Active
CUST-0005255,ACC-000971,Mcdonald-Jones,SMB,Electronics,United States,Active
CUST-0005256,ACC-000006,"Martinez, Santana and Logan",SMB,Manufacturing,United States,Active
CUST-0005257,ACC-000949,Cantu-Smith,SMB,Electronics,Canada,Active
CUST-0005258,ACC-000535,Thomas-Mendoza,SMB,Manufacturing,United States,Active
CUST-0005259,ACC-000039,"Reed, Cervantes and Wright",Commercial,Healthcare,United Kingdom,Active
CUST-0005260,ACC-000117,"Brown, Ramirez and Wood",Strategic,Automotive,United States,Active
CUST-0005261,ACC-000104,Miller and Sons,Enterprise,Industrial Equipment,United Kingdom,Active
CUST-0005262,ACC-000288,Navarro PLC,SMB,Technology,Mexico,Active
CUST-0005263,ACC-000334,Cabrera-Jackson,Commercial,Manufacturing,United States,Inactive
CUST-0005264,ACC-000642,Robinson Ltd,SMB,Food & Beverage,United States,Active
CUST-0005265,ACC-000312,Williams PLC,SMB,Industrial Equipment,United States,Active
CUST-0005266,ACC-000726,Ellis-Potts,SMB,Technology,United States,Active
CUST-0005267,ACC-000294,"Pacheco, Robles and Lowery",Commercial,Healthcare,Mexico,Active
