energy_key,energy_id,date_key,location_key,machine_key,energy_source,energy_consumption
32555,ENG-032555,20201117,53,1888,Natural Gas,2063.927
32556,ENG-032556,20250803,86,1485,Natural Gas,872.506
32557,ENG-032557,20220111,98,809,Diesel,1274.82
32558,ENG-032558,20250529,1,1852,Diesel,3505.207
32559,ENG-032559,20251007,62,380,Diesel,3311.643
32560,ENG-032560,20190731,92,851,Diesel,5625.206
32561,ENG-032561,20250222,35,1204,Electricity,3928.422
32562,ENG-032562,20240304,88,1487,Natural Gas,1456.583
32563,ENG-032563,20220625,90,340,Diesel,5021.298
32564,ENG-032564,20230417,29,222,Electricity,5307.163
32565,ENG-032565,20190712,23,1914,Diesel,4272.706
32566,ENG-032566,20220921,60,1629,Diesel,3511.887
32567,ENG-032567,20250518,100,596,Natural Gas,3088.32
32568,ENG-032568,20211010,48,260,Natural Gas,7637.141
32569,ENG-032569,20250427,89,610,Diesel,8452.094
32570,ENG-032570,20211216,85,225,Electricity,2460.423
32571,ENG-032571,20240313,75,763,Diesel,3630.757
32572,ENG-032572,20250115,41,273,Natural Gas,1836.746
32573,ENG-032573,20210717,35,1501,Electricity,2037.292
32574,ENG-032574,20190304,31,1439,Diesel,6411.004
32575,ENG-032575,20251215,31,528,Natural Gas,5435.524
32576,ENG-032576,20210215,44,293,Diesel,4351.964
32577,ENG-032577,20230522,88,1079,Diesel,4801.05
32578,ENG-032578,20210628,73,1684,Diesel,1435.915
32579,ENG-032579,20250919,49,1161,Electricity,6484.196
32580,ENG-032580,20190517,23,1251,Natural Gas,4412.824
32581,ENG-032581,20240315,60,1799,Electricity,2022.957
32582,ENG-032582,20240909,3,1544,Diesel,2766.086
32583,ENG-032583,20201222,77,63,Natural Gas,1268.59
32584,ENG-032584,20210512,15,1664,Diesel,2469.793
32585,ENG-032585,20251008,43,1326,Natural Gas,8731.286
32586,ENG-032586,20230910,57,581,Natural Gas,6858.557
32587,ENG-032587,20230828,35,813,Electricity,2322.826
32588,ENG-032588,20240428,35,712,Diesel,2354.021
32589,ENG-032589,20250619,23,1914,Diesel,1758.378
32590,ENG-032590,20210427,90,1431,Electricity,2508.816
32591,ENG-032591,20250131,23,1914,Diesel,1283.428
32592,ENG-032592,20240617,77,995,Electricity,549.012
32593,ENG-032593,20200726,23,692,Electricity,1614.66
32594,ENG-032594,20220331,86,1550,Natural Gas,2657.821
32595,ENG-032595,20200525,31,1812,Natural Gas,9197.849
32596,ENG-032596,20230121,33,1699,Electricity,2701.419
32597,ENG-032597,20240108,8,1436,Electricity,4348.211
32598,ENG-032598,20240504,11,644,Natural Gas,2590.233
32599,ENG-032599,20230320,68,603,Electricity,3132.385
32600,ENG-032600,20230822,32,158,Diesel,1802.678
32601,ENG-032601,20190214,53,1124,Natural Gas,918.749
32602,ENG-032602,20230813,53,943,Natural Gas,2339.117
32603,ENG-032603,20230307,98,1548,Diesel,3340.819
32604,ENG-032604,20201007,2,1010,Electricity,2940.415
32605,ENG-032605,20200923,55,1316,Natural Gas,7682.819
32606,ENG-032606,20250221,60,1187,Diesel,5884.75
32607,ENG-032607,20230709,57,91,Natural Gas,2873.854
32608,ENG-032608,20220828,92,1842,Diesel,4636.096
32609,ENG-032609,20210507,93,1454,Electricity,9893.146
32610,ENG-032610,20240506,94,803,Diesel,3672.306
32611,ENG-032611,20231002,56,88,Diesel,3072.845
32612,ENG-032612,20241215,95,157,Electricity,1275.583
32613,ENG-032613,20250503,58,553,Electricity,3740.905
32614,ENG-032614,20221112,31,1266,Natural Gas,8152.097
32615,ENG-032615,20240602,90,1742,Diesel,1379.408
32616,ENG-032616,20220708,67,575,Diesel,2114.272
32617,ENG-032617,20241121,31,1796,Natural Gas,3742.815
32618,ENG-032618,20230819,3,923,Diesel,1216.912
32619,ENG-032619,20211227,32,89,Diesel,1015.258
32620,ENG-032620,20250901,89,1704,Diesel,6843.123
32621,ENG-032621,20190613,91,678,Electricity,2144.848
32622,ENG-032622,20190506,74,1071,Electricity,1919.426
32623,ENG-032623,20200909,81,1542,Electricity,570.53
32624,ENG-032624,20190524,20,1549,Natural Gas,4371.466
32625,ENG-032625,20190828,2,1072,Natural Gas,2085.986
32626,ENG-032626,20240904,19,594,Natural Gas,799.885
32627,ENG-032627,20211031,34,1849,Diesel,2866.165
32628,ENG-032628,20190529,80,650,Diesel,3973.515
32629,ENG-032629,20221002,18,1821,Electricity,2253.901
32630,ENG-032630,20200918,97,1254,Natural Gas,5460.701
32631,ENG-032631,20210603,83,95,Natural Gas,7497.192
32632,ENG-032632,20250806,11,8,Natural Gas,2992.429
32633,ENG-032633,20220515,83,1954,Natural Gas,2329.448
32634,ENG-032634,20210525,69,381,Electricity,1979.929
32635,ENG-032635,20250330,80,700,Diesel,4767.442
32636,ENG-032636,20230420,69,1691,Natural Gas,2410.062
32637,ENG-032637,20241109,23,489,Natural Gas,2097.564
32638,ENG-032638,20230906,100,1263,Natural Gas,1973.111
32639,ENG-032639,20200517,94,1989,Diesel,9022.437
32640,ENG-032640,20201220,63,984,Diesel,5702.118
32641,ENG-032641,20190508,32,925,Natural Gas,1640.975
32642,ENG-032642,20200218,62,969,Electricity,2027.169
32643,ENG-032643,20250218,94,1218,Electricity,5279.599
32644,ENG-032644,20210701,40,1073,Diesel,2950.07
32645,ENG-032645,20241208,26,1658,Natural Gas,3337.983
32646,ENG-032646,20220820,5,1249,Natural Gas,2695.381
32647,ENG-032647,20230301,3,76,Diesel,3050.159
32648,ENG-032648,20220329,83,1511,Electricity,6470.754
32649,ENG-032649,20190301,91,352,Natural Gas,5448.571
32650,ENG-032650,20230416,92,7,Diesel,3334.441
32651,ENG-032651,20210429,43,753,Natural Gas,2115.315
32652,ENG-032652,20220313,100,261,Diesel,5277.672
32653,ENG-032653,20191112,9,13,Diesel,1779.567
32654,ENG-032654,20240909,73,1438,Natural Gas,2597.595
32655,ENG-032655,20200116,97,1972,Diesel,5043.291
32656,ENG-032656,20211110,99,1589,Natural Gas,3414.204
32657,ENG-032657,20200718,35,1834,Natural Gas,4573.537
32658,ENG-032658,20240612,8,1294,Electricity,1867.301
32659,ENG-032659,20190429,80,852,Electricity,4505.345
32660,ENG-032660,20210501,20,1365,Natural Gas,7940.682
32661,ENG-032661,20231021,11,644,Natural Gas,6212.522
32662,ENG-032662,20220322,60,1083,Diesel,5703.424
32663,ENG-032663,20230331,44,1269,Natural Gas,3503.98
32664,ENG-032664,20211031,40,1296,Diesel,3742.972
32665,ENG-032665,20221124,20,1698,Diesel,1931.964
32666,ENG-032666,20200521,33,1299,Diesel,3822.751
32667,ENG-032667,20200304,20,1752,Natural Gas,2477.687
32668,ENG-032668,20190130,73,1055,Natural Gas,2917.93
32669,ENG-032669,20250128,43,1717,Natural Gas,5302.241
32670,ENG-032670,20240121,48,1232,Natural Gas,3442.424
32671,ENG-032671,20221107,4,1317,Natural Gas,7031.035
32672,ENG-032672,20210324,49,691,Diesel,3110.383
32673,ENG-032673,20220529,98,386,Electricity,6398.067
32674,ENG-032674,20210217,54,1257,Diesel,1587.878
32675,ENG-032675,20250612,29,1144,Diesel,3118.292
32676,ENG-032676,20250604,58,1675,Diesel,1838.989
32677,ENG-032677,20240409,23,577,Diesel,3546.626
32678,ENG-032678,20200917,91,1690,Natural Gas,5106.198
32679,ENG-032679,20190509,4,1688,Diesel,5696.499
32680,ENG-032680,20220117,54,174,Electricity,12674.976
32681,ENG-032681,20200408,77,1486,Natural Gas,4501.423
32682,ENG-032682,20220402,60,1910,Natural Gas,4349.722
32683,ENG-032683,20230830,80,896,Diesel,3247.026
32684,ENG-032684,20240406,41,1364,Natural Gas,2424.406
32685,ENG-032685,20240625,34,350,Natural Gas,2305.811
32686,ENG-032686,20250502,62,1445,Natural Gas,4219.679
32687,ENG-032687,20241114,3,1195,Electricity,3462.457
32688,ENG-032688,20221107,97,1998,Diesel,5090.239
32689,ENG-032689,20250707,23,793,Electricity,5108.546
32690,ENG-032690,20210712,65,1694,Electricity,6113.937
32691,ENG-032691,20240320,92,987,Electricity,1642.768
32692,ENG-032692,20240612,15,792,Electricity,4804.568
32693,ENG-032693,20240327,11,108,Diesel,4775.254
32694,ENG-032694,20250421,86,1820,Diesel,3706.835
32695,ENG-032695,20221111,69,1931,Diesel,3473.784
32696,ENG-032696,20230629,100,653,Electricity,5444.121
32697,ENG-032697,20231016,37,824,Natural Gas,2972.039
32698,ENG-032698,20200229,97,1972,Electricity,6848.36
32699,ENG-032699,20191216,37,1334,Electricity,7659.969
32700,ENG-032700,20221004,35,712,Diesel,3445.521
32701,ENG-032701,20250215,60,1082,Diesel,2924.018
32702,ENG-032702,20241118,32,1924,Electricity,2908.531
32703,ENG-032703,20210215,100,1676,Diesel,1772.95
32704,ENG-032704,20200401,8,367,Electricity,6694.772
32705,ENG-032705,20210610,90,621,Natural Gas,1303.139
32706,ENG-032706,20250608,93,493,Diesel,12576.69
32707,ENG-032707,20200302,95,101,Diesel,1419.084
32708,ENG-032708,20210816,1,1455,Natural Gas,1353.752
32709,ENG-032709,20200628,80,1876,Diesel,2821.537
32710,ENG-032710,20221014,88,194,Diesel,2941.011
32711,ENG-032711,20250608,83,1164,Natural Gas,2164.801
32712,ENG-032712,20240922,94,1747,Diesel,4928.27
32713,ENG-032713,20250825,34,1341,Electricity,4415.221
32714,ENG-032714,20191117,2,833,Electricity,1218.714
32715,ENG-032715,20240513,51,184,Electricity,731.875
32716,ENG-032716,20191002,97,1254,Electricity,3710.537
32717,ENG-032717,20250211,22,783,Natural Gas,4114.872
32718,ENG-032718,20231125,56,1740,Diesel,653.299
32719,ENG-032719,20231108,40,1782,Natural Gas,1497.364
32720,ENG-032720,20241116,89,619,Natural Gas,4322.925
32721,ENG-032721,20250928,83,180,Electricity,2779.745
32722,ENG-032722,20240809,73,1561,Diesel,1394.548
32723,ENG-032723,20230202,43,295,Electricity,6078.711
32724,ENG-032724,20231219,89,129,Electricity,5964.576
32725,ENG-032725,20250711,8,1791,Diesel,2826.944
32726,ENG-032726,20200904,35,1834,Diesel,999.994
32727,ENG-032727,20230905,23,910,Diesel,2517.779
32728,ENG-032728,20230607,65,1077,Natural Gas,4631.052
32729,ENG-032729,20201025,5,1249,Diesel,3197.706
32730,ENG-032730,20211225,7,1219,Electricity,8144.089
32731,ENG-032731,20241213,86,1234,Natural Gas,7190.941
32732,ENG-032732,20190524,34,51,Electricity,1237.417
32733,ENG-032733,20190129,75,570,Natural Gas,1298.303
32734,ENG-032734,20220606,57,1322,Natural Gas,-100.0
32735,ENG-032735,20210901,22,949,Natural Gas,3576.731
32736,ENG-032736,20230911,23,4,Diesel,1542.307
32737,ENG-032737,20201015,31,870,Electricity,11830.627
32738,ENG-032738,20230723,20,249,Diesel,1624.767
32739,ENG-032739,20240505,65,28,Natural Gas,5217.567
32740,ENG-032740,20240426,32,925,Natural Gas,3629.292
32741,ENG-032741,20230726,88,1533,Diesel,2387.652
32742,ENG-032742,20250415,93,551,Electricity,7436.837
32743,ENG-032743,20240109,57,1731,Electricity,2569.801
32744,ENG-032744,20240101,35,1886,Natural Gas,2736.259
32745,ENG-032745,20211209,68,207,Diesel,1975.724
32746,ENG-032746,20210316,74,1793,Electricity,2933.612
32747,ENG-032747,20190921,4,1166,Natural Gas,4058.987
32748,ENG-032748,20210901,19,1091,Diesel,1132.871
32749,ENG-032749,20250123,58,1721,Natural Gas,2865.269
32750,ENG-032750,20210510,63,1642,Natural Gas,5600.56
32751,ENG-032751,20211011,34,567,Natural Gas,7474.701
32752,ENG-032752,20220502,95,531,Natural Gas,1544.565
32753,ENG-032753,20200706,54,1302,Diesel,7688.292
32754,ENG-032754,20230426,67,85,Natural Gas,6978.595
32755,ENG-032755,20241214,71,1391,Diesel,3174.538
32756,ENG-032756,20250913,84,907,Natural Gas,2801.824
32757,ENG-032757,20250718,5,487,Diesel,5077.773
32758,ENG-032758,20250917,34,1341,Diesel,2178.68
32759,ENG-032759,20221110,71,1139,Diesel,3963.176
32760,ENG-032760,20251218,73,1438,Diesel,3475.23
32761,ENG-032761,20210611,22,1169,Electricity,3533.625
32762,ENG-032762,20200408,19,1091,Electricity,2983.802
32763,ENG-032763,20251117,23,1151,Natural Gas,2350.48
32764,ENG-032764,20251204,68,1307,Diesel,1395.529
32765,ENG-032765,20230331,92,253,Electricity,2157.717
32766,ENG-032766,20211122,76,592,Diesel,2876.071
32767,ENG-032767,20220512,3,900,Electricity,728.739
32768,ENG-032768,20201007,51,1444,Electricity,3229.369
32769,ENG-032769,20221228,89,1288,Electricity,5878.79
32770,ENG-032770,20220222,51,1435,Natural Gas,3158.72
32771,ENG-032771,20241215,69,1268,Natural Gas,3681.249
32772,ENG-032772,20230922,100,41,Diesel,2077.0
32773,ENG-032773,20250419,90,1564,Diesel,3270.853
32774,ENG-032774,20240427,23,910,Diesel,1201.49
32775,ENG-032775,20220109,32,1933,Natural Gas,1519.905
32776,ENG-032776,20211220,68,1250,Natural Gas,2801.836
32777,ENG-032777,20250613,91,1690,Electricity,8247.733
32778,ENG-032778,20191213,58,1186,Diesel,800.834
32779,ENG-032779,20201211,97,462,Natural Gas,5523.629
32780,ENG-032780,20211121,62,286,Diesel,2424.267
32781,ENG-032781,20251114,97,892,Natural Gas,3532.738
32782,ENG-032782,20220107,77,378,Diesel,2015.206
32783,ENG-032783,20190726,100,1110,Natural Gas,1376.338
32784,ENG-032784,20230710,74,1793,Natural Gas,4775.076
32785,ENG-032785,20191105,80,1986,Diesel,1349.61
32786,ENG-032786,20200104,55,1879,Diesel,2935.76
32787,ENG-032787,20190721,4,170,Diesel,4898.344
32788,ENG-032788,20230809,18,511,Electricity,4800.264
32789,ENG-032789,20240515,74,115,Diesel,3201.305
32790,ENG-032790,20220123,85,938,Diesel,3108.362
32791,ENG-032791,20210703,19,1173,Electricity,2165.479
32792,ENG-032792,20250315,9,227,Natural Gas,7153.803
32793,ENG-032793,20210113,41,273,Electricity,4931.284
32794,ENG-032794,20221230,11,139,Natural Gas,1765.866
32795,ENG-032795,20230222,49,1502,Natural Gas,6938.321
32796,ENG-032796,20210915,69,533,Diesel,3392.252
32797,ENG-032797,20220924,97,1956,Natural Gas,8304.117
32798,ENG-032798,20220713,37,824,Natural Gas,4022.287
32799,ENG-032799,20211126,5,396,Electricity,1358.381
32800,ENG-032800,20191007,23,854,Electricity,4928.633
32801,ENG-032801,20190925,37,1032,Natural Gas,1839.421
32802,ENG-032802,20211203,95,1911,Natural Gas,2859.872
32803,ENG-032803,20231122,43,526,Natural Gas,4656.196
32804,ENG-032804,20230511,41,632,Natural Gas,6624.557
32805,ENG-032805,20201119,4,1209,Diesel,4683.851
32806,ENG-032806,20220530,48,160,Diesel,3400.616
32807,ENG-032807,20210421,7,721,Diesel,4822.438
32808,ENG-032808,20200718,43,295,Diesel,3734.358
32809,ENG-032809,20230203,4,1402,Diesel,1575.481
32810,ENG-032810,20250325,11,1228,Natural Gas,4688.296
32811,ENG-032811,20210109,32,1924,Natural Gas,6209.702
32812,ENG-032812,20220609,35,771,Electricity,2166.696
32813,ENG-032813,20220323,26,232,Natural Gas,5361.708
32814,ENG-032814,20251011,43,1326,Natural Gas,2906.179
32815,ENG-032815,20200531,3,1808,Natural Gas,2747.586
32816,ENG-032816,20210523,71,1921,Natural Gas,2490.157
32817,ENG-032817,20240120,48,641,Natural Gas,10154.503
32818,ENG-032818,20200926,26,486,Diesel,2080.149
32819,ENG-032819,20211103,54,1302,Electricity,2381.932
32820,ENG-032820,20210116,89,1606,Electricity,3236.381
32821,ENG-032821,20220503,85,1459,Electricity,1458.436
32822,ENG-032822,20211025,88,1197,Electricity,1960.438
32823,ENG-032823,20250806,44,999,Natural Gas,7182.302
32824,ENG-032824,20190923,92,1569,Electricity,2438.608
32825,ENG-032825,20241004,73,1282,Diesel,2494.299
32826,ENG-032826,20221023,4,1741,Natural Gas,4563.343
32827,ENG-032827,20190422,41,273,Natural Gas,3224.868
32828,ENG-032828,20230426,29,1774,Diesel,8256.396
32829,ENG-032829,20220911,75,458,Diesel,3082.164
32830,ENG-032830,20210513,84,1312,Electricity,3911.312
32831,ENG-032831,20220828,71,1921,Natural Gas,3249.852
32832,ENG-032832,20230121,43,421,Natural Gas,5968.612
32833,ENG-032833,20200912,72,2000,Natural Gas,1925.363
32834,ENG-032834,20230616,15,1810,Natural Gas,5298.433
32835,ENG-032835,20230129,1,375,Electricity,6536.591
32836,ENG-032836,20230406,77,378,Electricity,3938.518
32837,ENG-032837,20210713,69,569,Diesel,7618.753
32838,ENG-032838,20230207,77,446,Diesel,3039.332
32839,ENG-032839,20230310,74,1614,Electricity,3579.346
32840,ENG-032840,20220316,5,1639,Natural Gas,2569.495
32841,ENG-032841,20230310,7,1314,Electricity,2526.332
32842,ENG-032842,20230925,20,861,Diesel,3174.756
32843,ENG-032843,20220106,23,407,Electricity,-100.0
32844,ENG-032844,20250112,86,1473,Electricity,3982.207
32845,ENG-032845,20190410,62,1384,Diesel,1076.482
32846,ENG-032846,20231227,3,794,Diesel,2158.991
32847,ENG-032847,20251105,34,1489,Natural Gas,5460.224
32848,ENG-032848,20210421,8,1294,Diesel,1680.668
32849,ENG-032849,20210527,57,281,Natural Gas,2850.536
32850,ENG-032850,20240529,72,676,Diesel,3269.595
32851,ENG-032851,20210119,88,1869,Diesel,3944.463
32852,ENG-032852,20220326,2,1969,Electricity,2933.893
32853,ENG-032853,20210903,44,1867,Natural Gas,2480.754
32854,ENG-032854,20220513,11,1895,Natural Gas,4973.235
32855,ENG-032855,20190102,53,1968,Diesel,927.183
32856,ENG-032856,20240717,5,1757,Natural Gas,1243.4
32857,ENG-032857,20190211,7,305,Electricity,2804.794
32858,ENG-032858,20230609,75,416,Electricity,3408.088
32859,ENG-032859,20250416,35,1886,Electricity,1587.378
32860,ENG-032860,20240926,48,166,Diesel,7196.513
32861,ENG-032861,20200220,37,915,Natural Gas,15000.0
32862,ENG-032862,20221103,1,1455,Diesel,5352.702
32863,ENG-032863,20200713,79,1389,Diesel,1517.069
32864,ENG-032864,20220330,11,547,Natural Gas,4220.877
32865,ENG-032865,20210214,22,737,Electricity,3985.8
32866,ENG-032866,20250903,84,118,Electricity,4202.27
32867,ENG-032867,20250228,73,1770,Electricity,3281.058
32868,ENG-032868,20230130,22,205,Electricity,2464.202
32869,ENG-032869,20250707,26,196,Diesel,4127.262
32870,ENG-032870,20210905,3,1102,Diesel,1064.294
32871,ENG-032871,20231115,81,80,Electricity,1401.546
32872,ENG-032872,20190610,22,1737,Electricity,3172.24
32873,ENG-032873,20201011,93,1631,Diesel,6525.812
32874,ENG-032874,20221103,54,1011,Natural Gas,7223.021
32875,ENG-032875,20190308,15,1957,Diesel,5316.134
32876,ENG-032876,20230506,100,41,Natural Gas,1740.709
32877,ENG-032877,20240512,23,1156,Diesel,2292.138
32878,ENG-032878,20210320,62,1445,Electricity,2785.32
32879,ENG-032879,20190414,23,489,Electricity,1004.05
32880,ENG-032880,20220324,44,394,Natural Gas,1560.744
32881,ENG-032881,20250925,41,986,Diesel,4220.416
32882,ENG-032882,20230525,53,1291,Diesel,3074.175
32883,ENG-032883,20240412,81,1555,Diesel,4198.167
32884,ENG-032884,20240812,20,1549,Electricity,1799.171
32885,ENG-032885,20190922,56,88,Diesel,5127.391
32886,ENG-032886,20251004,74,1229,Electricity,2056.351
32887,ENG-032887,20231217,85,491,Diesel,2666.56
32888,ENG-032888,20220503,26,235,Diesel,3632.428
32889,ENG-032889,20220601,34,1489,Natural Gas,2894.759
32890,ENG-032890,20220205,31,535,Electricity,4222.614
32891,ENG-032891,20201228,51,1277,Diesel,4683.688
32892,ENG-032892,20200102,48,160,Electricity,3840.541
32893,ENG-032893,20220626,97,462,Electricity,2219.622
32894,ENG-032894,20200513,9,423,Diesel,4513.085
32895,ENG-032895,20250125,32,1736,Electricity,2010.133
32896,ENG-032896,20221008,77,1809,Natural Gas,4840.373
32897,ENG-032897,20251025,55,848,Electricity,11313.474
32898,ENG-032898,20190719,35,1886,Natural Gas,4329.05
32899,ENG-032899,20241207,6,674,Diesel,1036.575
32900,ENG-032900,20190219,99,541,Electricity,2561.698
32901,ENG-032901,20251121,33,705,Diesel,10861.525
32902,ENG-032902,20250810,19,1235,Natural Gas,2567.03
32903,ENG-032903,20240513,73,22,Diesel,2481.044
32904,ENG-032904,20221121,55,1788,Electricity,7112.926
32905,ENG-032905,20200922,53,1075,Natural Gas,1243.99
32906,ENG-032906,20240321,80,1986,Electricity,1937.244
32907,ENG-032907,20240209,43,1129,Electricity,3961.232
32908,ENG-032908,20230209,73,576,Electricity,1857.573
32909,ENG-032909,20221105,19,1952,Natural Gas,4619.957
32910,ENG-032910,20190828,98,290,Diesel,4070.793
32911,ENG-032911,20250804,56,430,Electricity,1220.965
32912,ENG-032912,20230326,90,739,Natural Gas,3768.863
32913,ENG-032913,20241115,29,222,Natural Gas,2515.493
32914,ENG-032914,20250530,63,512,Natural Gas,2790.327
32915,ENG-032915,20220921,3,900,Electricity,1746.391
32916,ENG-032916,20230914,6,708,Diesel,5690.318
32917,ENG-032917,20241027,53,918,Electricity,3996.596
32918,ENG-032918,20190804,72,2000,Natural Gas,1923.082
32919,ENG-032919,20201204,4,1300,Electricity,1384.394
32920,ENG-032920,20190601,5,1757,Natural Gas,2088.301
32921,ENG-032921,20241012,95,982,Natural Gas,945.39
32922,ENG-032922,20210208,6,1040,Diesel,1410.201
32923,ENG-032923,20240508,92,665,Electricity,2325.798
32924,ENG-032924,20210626,37,210,Diesel,9526.616
32925,ENG-032925,20240204,76,195,Diesel,2229.883
32926,ENG-032926,20230321,90,634,Electricity,897.595
32927,ENG-032927,20210330,83,484,Diesel,2593.052
32928,ENG-032928,20251005,41,1944,Natural Gas,4989.271
32929,ENG-032929,20190521,71,32,Diesel,760.605
32930,ENG-032930,20230520,2,1010,Natural Gas,994.918
32931,ENG-032931,20220324,11,1053,Electricity,2809.016
32932,ENG-032932,20250810,1,1343,Electricity,2840.439
32933,ENG-032933,20211225,86,888,Diesel,1584.164
32934,ENG-032934,20220905,98,1548,Electricity,8587.092
32935,ENG-032935,20200922,4,1688,Electricity,3504.343
32936,ENG-032936,20221017,60,1083,Diesel,5725.29
32937,ENG-032937,20250524,54,1006,Diesel,4492.923
32938,ENG-032938,20230628,67,1995,Natural Gas,3382.254
32939,ENG-032939,20230131,23,1347,Natural Gas,2372.409
32940,ENG-032940,20210221,35,1501,Diesel,1249.899
32941,ENG-032941,20220727,75,379,Natural Gas,1203.0
32942,ENG-032942,20220326,65,1566,Natural Gas,3018.838
32943,ENG-032943,20251103,85,1947,Electricity,4609.012
32944,ENG-032944,20210102,95,441,Diesel,1562.392
32945,ENG-032945,20190402,32,639,Natural Gas,4073.518
32946,ENG-032946,20230825,33,1830,Diesel,4458.18
32947,ENG-032947,20230813,72,1348,Electricity,1207.918
32948,ENG-032948,20230304,79,331,Diesel,2189.555
32949,ENG-032949,20200723,15,266,Natural Gas,9090.203
32950,ENG-032950,20230907,49,90,Diesel,9169.806
32951,ENG-032951,20210523,75,648,Natural Gas,1439.349
32952,ENG-032952,20190221,35,1823,Electricity,2570.23
32953,ENG-032953,20210829,80,1298,Electricity,4715.206
32954,ENG-032954,20241118,63,119,Electricity,2752.039
32955,ENG-032955,20250220,71,301,Natural Gas,1419.86
32956,ENG-032956,20191215,88,1869,Diesel,2669.347
32957,ENG-032957,20191107,86,1961,Natural Gas,4308.847
32958,ENG-032958,20220611,77,113,Diesel,3110.118
32959,ENG-032959,20250910,23,507,Natural Gas,5065.816
32960,ENG-032960,20201128,5,1563,Electricity,1597.992
32961,ENG-032961,20250917,22,205,Natural Gas,5050.944
32962,ENG-032962,20210806,63,1642,Electricity,1990.863
32963,ENG-032963,20240617,94,1267,Diesel,5042.913
32964,ENG-032964,20200801,100,1593,Electricity,3356.429
32965,ENG-032965,20200606,43,295,Natural Gas,3095.353
32966,ENG-032966,20241224,56,357,Natural Gas,6906.101
32967,ENG-032967,20190327,62,1906,Natural Gas,2657.069
32968,ENG-032968,20251215,89,1288,Electricity,5219.453
32969,ENG-032969,20220627,92,24,Natural Gas,3295.441
32970,ENG-032970,20201211,40,1238,Natural Gas,4019.706
32971,ENG-032971,20191208,97,667,Natural Gas,5171.314
32972,ENG-032972,20190913,53,1968,Diesel,1040.042
32973,ENG-032973,20220403,53,1722,Natural Gas,5901.891
32974,ENG-032974,20250216,80,559,Diesel,3088.898
32975,ENG-032975,20240918,67,768,Natural Gas,12230.378
32976,ENG-032976,20200823,93,1540,Electricity,7353.815
32977,ENG-032977,20250827,69,1497,Electricity,1859.163
32978,ENG-032978,20210811,51,1444,Natural Gas,2070.967
32979,ENG-032979,20250905,65,1327,Natural Gas,5896.092
32980,ENG-032980,20190216,41,273,Diesel,5611.973
32981,ENG-032981,20190828,19,1200,Natural Gas,1319.464
32982,ENG-032982,20201123,98,1659,Electricity,3333.183
32983,ENG-032983,20250512,63,724,Electricity,4699.737
32984,ENG-032984,20230813,8,368,Natural Gas,3647.104
32985,ENG-032985,20231031,63,146,Natural Gas,2411.031
32986,ENG-032986,20220714,69,1497,Diesel,4563.882
32987,ENG-032987,20250407,73,131,Electricity,5155.058
32988,ENG-032988,20210513,65,1020,Diesel,5058.648
32989,ENG-032989,20230402,63,698,Natural Gas,3680.793
32990,ENG-032990,20200520,97,1648,Electricity,3197.9
32991,ENG-032991,20250315,26,1556,Natural Gas,3263.04
32992,ENG-032992,20240130,76,1641,Electricity,4192.192
32993,ENG-032993,20230910,40,1495,Natural Gas,2496.528
32994,ENG-032994,20201115,62,1145,Diesel,3383.304
32995,ENG-032995,20241207,38,769,Natural Gas,3108.944
32996,ENG-032996,20220512,69,790,Natural Gas,3064.06
32997,ENG-032997,20250309,51,377,Natural Gas,2721.295
32998,ENG-032998,20230904,95,101,Diesel,5185.665
32999,ENG-032999,20200403,6,257,Electricity,2094.321
33000,ENG-033000,20230607,65,309,Electricity,3772.965
33001,ENG-033001,20220815,31,29,Natural Gas,6707.1
33002,ENG-033002,20191001,22,1512,Diesel,4330.93
33003,ENG-033003,20211018,86,586,Natural Gas,4932.06
33004,ENG-033004,20250404,84,1647,Electricity,3277.327
33005,ENG-033005,20250402,43,1904,Natural Gas,2437.633
33006,ENG-033006,20250429,35,1709,Electricity,3170.031
33007,ENG-033007,20211204,32,760,Electricity,6528.509
33008,ENG-033008,20191101,80,1074,Diesel,5572.449
33009,ENG-033009,20190401,90,615,Electricity,2282.846
33010,ENG-033010,20231018,44,1188,Diesel,6182.021
33011,ENG-033011,20191105,92,1569,Electricity,2255.368
33012,ENG-033012,20190806,80,700,Diesel,6740.952
33013,ENG-033013,20200313,85,66,Natural Gas,888.467
33014,ENG-033014,20241015,51,1444,Diesel,2389.263
33015,ENG-033015,20220504,80,325,Electricity,1560.559
33016,ENG-033016,20200903,20,1611,Electricity,2378.688
33017,ENG-033017,20190420,97,448,Electricity,8532.754
33018,ENG-033018,20190718,51,397,Diesel,3664.45
33019,ENG-033019,20240119,34,1510,Electricity,3386.107
33020,ENG-033020,20220112,71,1233,Diesel,2597.588
33021,ENG-033021,20250409,49,1525,Diesel,3929.439
33022,ENG-033022,20230124,35,1429,Natural Gas,2148.845
33023,ENG-033023,20200130,80,896,Electricity,2729.214
33024,ENG-033024,20221220,32,1125,Electricity,3018.542
33025,ENG-033025,20230430,92,1202,Diesel,2839.402
33026,ENG-033026,20230817,8,368,Electricity,4126.293
33027,ENG-033027,20210603,26,1142,Diesel,4851.411
33028,ENG-033028,20211018,90,340,Natural Gas,2108.525
33029,ENG-033029,20231109,15,612,Natural Gas,5043.08
33030,ENG-033030,20231225,62,1145,Diesel,2308.639
33031,ENG-033031,20210818,88,248,Diesel,7390.396
33032,ENG-033032,20240825,2,514,Diesel,2666.237
