production_key,production_id,date_key,product_key,unit_of_measure,location_key,machine_key,employee_key,planned_quantity,produced_quantity,defect_quantity,production_hours
51078,PRD-051078,20201124,3456,Kg,36,46,4058,494,485,232,7.07
51079,PRD-051079,20240524,1176,Meter,96,1412,4680,462,387,85,9.08
51080,PRD-051080,20200407,661,Liter,28,879,3014,292,287,84,8.41
51081,PRD-051081,20220605,4254,Kg,59,449,3934,301,269,149,4.9
51082,PRD-051082,20230219,1758,Liter,38,863,4876,90,86,62,4.64
51083,PRD-051083,20200919,4750,Kg,89,1620,4173,408,368,79,3.49
51084,PRD-051084,20220521,4747,Kg,9,1966,4673,377,367,101,11.81
51085,PRD-051085,20241203,4658,Meter,91,237,3863,326,281,249,1.74
51086,PRD-051086,20250115,1054,Kg,23,955,1267,439,399,236,1.6
51087,PRD-051087,20190101,1533,Kg,38,608,557,106,106,29,11.12
51088,PRD-051088,20190608,792,Liter,87,1422,3464,91,81,0,9.86
51089,PRD-051089,20190922,710,Liter,47,1685,3330,391,352,66,2.05
51090,PRD-051090,20241112,699,Kg,2,408,1149,137,118,9,7.32
51091,PRD-051091,20240416,2596,Meter,74,956,581,121,101,19,2.3
51092,PRD-051092,20190207,1683,Liter,37,1882,2836,214,203,163,6.62
51093,PRD-051093,20230829,4397,Kg,86,156,3729,397,355,150,1.66
51094,PRD-051094,20191201,3153,Each,1,686,4941,470,447,289,10.38
51095,PRD-051095,20240228,2707,Meter,43,1693,3005,344,279,153,1.11
51096,PRD-051096,20230429,2262,Liter,57,378,1168,425,425,414,1.9
51097,PRD-051097,20250526,33,Liter,19,218,2636,184,172,162,4.34
51098,PRD-051098,20190928,268,Liter,86,223,556,485,405,57,11.13
51099,PRD-051099,20240830,2723,Liter,63,134,2239,302,258,22,9.14
51100,PRD-051100,20250903,3726,Kg,2,292,4495,155,127,47,11.71
51101,PRD-051101,20200510,49,Liter,23,955,1497,406,348,333,7.05
51102,PRD-051102,20230712,1645,Meter,23,1079,4852,259,217,173,9.11
51103,PRD-051103,20231221,2212,Kg,69,777,4641,366,322,192,4.44
51104,PRD-051104,20240107,3703,Kg,28,454,2742,60,58,4,4.98
51105,PRD-051105,20240720,1731,Liter,56,1844,931,309,252,160,11.77
51106,PRD-051106,20220611,3436,Liter,30,368,3717,367,358,22,6.04
51107,PRD-051107,20190830,4380,Kg,98,1811,3916,160,130,17,11.06
51108,PRD-051108,20220730,4696,Liter,66,1588,2677,475,416,348,3.17
51109,PRD-051109,20210529,2277,Liter,4,1583,1101,127,122,79,3.67
51110,PRD-051110,20230802,3282,Kg,78,1837,1009,90,87,28,9.54
51111,PRD-051111,20191006,1392,Kg,35,24,1473,293,291,214,1.31
51112,PRD-051112,20230606,1340,Kg,59,1417,4577,60,50,44,1.93
51113,PRD-051113,20240128,2934,Meter,25,457,1214,111,93,35,11.88
51114,PRD-051114,20210318,3295,Meter,55,263,498,162,137,102,10.69
51115,PRD-051115,20250822,545,Kg,26,1701,1378,355,328,252,7.09
51116,PRD-051116,20220214,596,Each,65,1754,3220,160,139,25,2.69
51117,PRD-051117,20250429,188,Meter,15,1658,4364,491,468,83,8.0
51118,PRD-051118,20210312,2632,Meter,72,413,3515,66,60,38,7.0
51119,PRD-051119,20220311,460,Each,8,174,3656,332,311,60,3.9
51120,PRD-051120,20250715,2209,Meter,60,473,1779,342,312,282,3.86
51121,PRD-051121,20210916,3732,Kg,64,4,2521,290,246,161,3.78
51122,PRD-051122,20200130,3307,Meter,14,1539,2073,266,240,3,3.36
51123,PRD-051123,20250713,4265,Meter,70,539,4028,356,298,86,11.31
51124,PRD-051124,20241201,2661,Liter,42,944,656,443,428,235,7.93
51125,PRD-051125,20250128,1882,Liter,19,39,284,468,403,160,8.57
51126,PRD-051126,20211115,3731,Kg,89,1306,4054,479,451,298,1.11
51127,PRD-051127,20191120,3385,Liter,88,188,368,293,240,179,8.62
51128,PRD-051128,20200401,3469,Meter,99,298,2861,50,44,10,8.15
51129,PRD-051129,20220726,2437,Each,99,1082,3144,368,358,358,7.25
51130,PRD-051130,20200930,1444,Meter,34,558,2168,382,377,217,11.75
51131,PRD-051131,20190420,1800,Meter,38,800,3753,255,219,167,5.14
51132,PRD-051132,20191126,4702,Each,51,1628,1787,162,162,144,2.15
51133,PRD-051133,20200525,4727,Each,38,608,3219,240,202,22,7.59
51134,PRD-051134,20190619,1360,Liter,14,1292,1743,476,470,58,4.25
51135,PRD-051135,20230116,4327,Kg,46,1436,3359,190,178,161,7.55
51136,PRD-051136,20220927,2363,Meter,50,1264,52,403,399,262,3.21
51137,PRD-051137,20220519,4072,Kg,30,307,986,244,197,12,4.16
51138,PRD-051138,20220511,2267,Liter,27,1365,2129,469,393,121,1.57
51139,PRD-051139,20240304,3233,Each,16,11,3875,440,389,141,9.77
51140,PRD-051140,20220316,2640,Each,58,1080,2124,125,109,11,1.92
51141,PRD-051141,20230518,4572,Meter,38,608,1931,336,310,29,2.29
51142,PRD-051142,20190113,3974,Each,96,1176,4975,236,198,69,2.73
51143,PRD-051143,20220128,4270,Meter,83,1647,545,76,67,59,7.38
51144,PRD-051144,20190618,2738,Meter,93,691,2478,169,153,46,10.81
51145,PRD-051145,20230516,1323,Meter,72,873,4281,102,95,29,1.09
51146,PRD-051146,20221209,782,Each,80,1118,1574,465,413,49,8.39
51147,PRD-051147,20250401,4723,Liter,89,675,563,388,357,245,8.87
51148,PRD-051148,20240625,2105,Liter,20,883,2620,173,141,124,10.98
51149,PRD-051149,20241030,421,Each,47,1910,2202,146,142,12,9.53
51150,PRD-051150,20241003,265,Each,97,1468,3253,180,151,95,8.71
51151,PRD-051151,20230716,4189,Kg,45,1595,2339,300,289,183,2.58
51152,PRD-051152,20220307,780,Liter,76,866,449,212,207,73,7.07
51153,PRD-051153,20210831,3242,Liter,15,837,3158,167,148,32,1.91
51154,PRD-051154,20211130,3513,Liter,79,222,4533,490,475,112,2.09
51155,PRD-051155,20230529,3370,Liter,93,1601,1901,195,173,151,2.62
51156,PRD-051156,20200603,616,Liter,32,1519,848,222,192,19,3.27
51157,PRD-051157,20200316,2539,Meter,88,1848,12,110,89,10,3.0
51158,PRD-051158,20210420,3428,Each,61,1067,4752,410,378,157,7.25
51159,PRD-051159,20190329,3065,Liter,91,1725,3663,206,198,71,3.03
51160,PRD-051160,20190227,421,Each,17,1435,904,312,306,165,9.89
51161,PRD-051161,20250918,4666,Kg,31,517,738,172,152,73,1.98
51162,PRD-051162,20241220,4020,Kg,93,786,4763,457,428,265,4.38
51163,PRD-051163,20190306,1441,Each,98,1906,1429,491,467,410,3.54
51164,PRD-051164,20240604,1353,Liter,7,262,978,336,328,31,2.8
51165,PRD-051165,20230212,739,Liter,70,780,591,151,146,98,5.28
51166,PRD-051166,20210110,241,Meter,35,926,2090,185,152,2,3.11
51167,PRD-051167,20221212,4220,Liter,67,1200,4249,361,307,27,6.32
51168,PRD-051168,20210320,239,Kg,34,1845,3226,155,136,36,7.26
51169,PRD-051169,20190910,2565,Liter,61,1570,3478,318,271,149,4.96
51170,PRD-051170,20200205,2956,Each,6,102,1373,384,363,184,10.33
51171,PRD-051171,20230620,4956,Liter,70,496,2001,147,139,37,7.97
51172,PRD-051172,20251231,4267,Liter,96,1833,4436,73,58,23,9.89
51173,PRD-051173,20190605,2876,Kg,70,313,3788,399,356,248,8.72
51174,PRD-051174,20220603,1400,Kg,48,1290,364,394,345,218,5.1
51175,PRD-051175,20190619,1716,Each,87,1481,698,325,282,68,2.53
51176,PRD-051176,20250408,2530,Meter,43,1284,3429,427,354,168,10.61
51177,PRD-051177,20251103,2239,Kg,35,193,3340,236,208,152,5.25
51178,PRD-051178,20210501,3773,Meter,4,1296,198,147,138,121,9.95
51179,PRD-051179,20200324,3747,Meter,35,1694,2633,95,76,13,5.25
51180,PRD-051180,20200301,1515,Kg,51,1969,4731,128,113,31,4.87
51181,PRD-051181,20201106,1579,Kg,31,1965,3456,433,407,32,8.76
51182,PRD-051182,20231207,1827,Liter,33,672,1668,291,271,234,8.75
51183,PRD-051183,20250814,1501,Liter,11,1532,2931,106,95,34,9.96
51184,PRD-051184,20200409,1211,Meter,78,384,1241,217,178,132,2.45
51185,PRD-051185,20210709,2160,Liter,55,811,1273,426,404,284,11.08
51186,PRD-051186,20230116,1441,Each,81,316,2461,221,179,49,5.55
51187,PRD-051187,20190914,4662,Meter,78,1550,2320,475,397,352,8.18
51188,PRD-051188,20200724,3303,Liter,57,151,2668,172,172,96,6.62
51189,PRD-051189,20200305,4258,Meter,1,351,4313,377,344,227,10.08
51190,PRD-051190,20241016,3580,Each,87,1406,605,417,354,85,8.17
51191,PRD-051191,20220927,4546,Liter,6,1713,2112,251,213,76,8.9
51192,PRD-051192,20210510,887,Kg,65,414,4539,491,402,288,7.37
51193,PRD-051193,20191002,3494,Liter,25,1175,4569,408,343,251,1.91
51194,PRD-051194,20190416,4142,Each,93,1678,3512,112,105,93,9.25
51195,PRD-051195,20220711,3630,Meter,93,606,1338,114,98,65,7.51
51196,PRD-051196,20210223,1027,Liter,44,1163,2975,258,241,70,5.55
51197,PRD-051197,20231214,1331,Each,55,796,4367,209,196,112,8.8
51198,PRD-051198,20210902,2458,Each,74,1036,3449,219,189,39,9.69
51199,PRD-051199,20221106,2646,Meter,48,199,2503,195,179,114,11.61
51200,PRD-051200,20210214,3227,Meter,53,1182,3619,242,196,53,9.43
51201,PRD-051201,20200809,3577,Each,29,483,163,148,144,102,2.68
51202,PRD-051202,20220812,4995,Kg,78,403,1543,413,347,180,2.45
51203,PRD-051203,20240601,4959,Liter,82,1528,1751,163,142,89,7.6
51204,PRD-051204,20201010,2894,Liter,26,920,114,441,380,288,9.82
51205,PRD-051205,20241129,4900,Kg,84,1414,169,98,84,80,9.6
51206,PRD-051206,20200720,3506,Meter,22,185,2551,73,63,28,3.11
51207,PRD-051207,20200316,2004,Kg,99,901,1373,142,140,65,6.35
51208,PRD-051208,20230404,3992,Each,18,195,386,220,194,103,2.16
51209,PRD-051209,20190319,2634,Kg,64,170,1136,470,426,204,6.48
51210,PRD-051210,20220729,4481,Each,86,1654,1226,453,392,83,8.47
51211,PRD-051211,20230424,2475,Meter,37,122,957,112,100,86,8.69
51212,PRD-051212,20190914,166,Kg,99,1985,463,137,124,39,7.37
51213,PRD-051213,20230221,1437,Liter,47,718,2913,232,226,99,8.66
51214,PRD-051214,20220503,1979,Meter,88,438,2571,287,266,10,6.18
51215,PRD-051215,20240719,1711,Liter,10,932,4888,395,332,312,8.65
51216,PRD-051216,20201023,894,Kg,40,1461,1965,364,347,260,3.43
51217,PRD-051217,20250927,1489,Kg,41,1662,2929,270,243,9,1.39
51218,PRD-051218,20230216,702,Each,7,70,4428,370,337,238,7.59
51219,PRD-051219,20231209,1281,Kg,87,1129,2003,122,121,85,11.05
51220,PRD-051220,20230105,4616,Liter,43,1284,2093,372,327,323,8.36
51221,PRD-051221,20200530,2830,Liter,67,1617,3764,362,360,284,6.39
51222,PRD-051222,20250612,1150,Kg,46,525,4638,423,354,202,2.85
51223,PRD-051223,20210505,2735,Liter,55,976,3891,117,95,7,10.86
51224,PRD-051224,20200828,1523,Meter,78,531,4707,252,221,109,4.8
51225,PRD-051225,20250524,4614,Liter,17,7,3250,397,364,200,1.07
51226,PRD-051226,20241012,2454,Liter,48,523,624,395,393,326,7.79
51227,PRD-051227,20190406,2906,Meter,31,562,4957,198,167,159,6.18
51228,PRD-051228,20241116,4063,Meter,42,1530,3270,235,198,87,2.72
51229,PRD-051229,20240906,3222,Each,95,1872,4245,206,195,123,9.57
51230,PRD-051230,20210523,1105,Meter,23,203,3657,235,230,32,6.78
51231,PRD-051231,20200101,2167,Kg,47,598,1203,205,198,83,3.23
51232,PRD-051232,20241105,725,Kg,12,1114,1932,237,216,153,10.56
51233,PRD-051233,20200924,3940,Meter,23,208,2048,207,172,149,5.36
51234,PRD-051234,20201204,541,Meter,73,1897,4469,259,215,192,4.72
51235,PRD-051235,20211103,728,Meter,72,873,1251,228,190,34,8.05
51236,PRD-051236,20200627,4523,Meter,36,1439,2083,279,271,187,5.71
51237,PRD-051237,20240424,1366,Meter,64,1497,678,159,157,135,6.38
51238,PRD-051238,20250130,647,Kg,2,408,2758,107,102,28,9.05
51239,PRD-051239,20250608,4712,Liter,89,675,940,215,205,23,7.46
51240,PRD-051240,20190830,4423,Liter,95,366,4792,474,469,213,7.19
51241,PRD-051241,20200203,2584,Meter,13,1836,1300,331,282,282,9.35
51242,PRD-051242,20201124,1979,Meter,80,1889,3036,159,135,21,6.72
51243,PRD-051243,20240303,3069,Liter,70,313,906,189,186,90,7.01
51244,PRD-051244,20201031,1971,Kg,23,208,3126,118,107,30,4.37
51245,PRD-051245,20250602,2740,Kg,68,1504,2164,315,298,222,9.41
51246,PRD-051246,20190118,305,Each,44,1450,3615,434,416,181,10.5
51247,PRD-051247,20200519,3651,Kg,59,1781,4669,441,394,56,3.14
51248,PRD-051248,20190116,1536,Each,90,1893,86,458,421,213,7.56
51249,PRD-051249,20190327,376,Each,39,1928,4633,473,390,105,11.25
51250,PRD-051250,20240613,939,Liter,84,1415,2798,175,150,91,4.87
51251,PRD-051251,20240711,1222,Each,1,849,2692,163,143,111,1.13
51252,PRD-051252,20210826,3567,Liter,2,857,906,366,300,3,7.77
51253,PRD-051253,20211204,1303,Each,36,318,48,358,350,55,2.4
51254,PRD-051254,20250903,3435,Kg,76,1188,672,409,357,139,6.32
51255,PRD-051255,20200205,400,Kg,93,183,1307,464,448,229,3.24
51256,PRD-051256,20210304,657,Liter,67,1617,2012,214,199,136,8.77
51257,PRD-051257,20221224,350,Meter,56,330,1563,391,366,342,9.23
51258,PRD-051258,20231204,3211,Each,60,518,2753,210,181,52,5.52
51259,PRD-051259,20191130,4357,Kg,37,1786,4209,152,140,10,11.95
51260,PRD-051260,20250718,1093,Kg,41,1475,972,361,359,234,2.2
51261,PRD-051261,20190712,4926,Kg,70,1972,4045,177,149,146,2.64
51262,PRD-051262,20210218,3636,Meter,49,630,3931,270,234,8,5.27
51263,PRD-051263,20241105,2836,Liter,20,220,3380,416,347,124,3.22
51264,PRD-051264,20201231,2556,Meter,70,1338,2411,321,266,172,8.12
51265,PRD-051265,20190713,4106,Liter,20,596,669,438,414,350,7.07
51266,PRD-051266,20230709,1707,Each,50,230,1320,253,219,60,6.16
51267,PRD-051267,20241004,4394,Each,82,676,563,253,239,140,6.84
51268,PRD-051268,20190902,3632,Kg,93,324,3186,337,313,275,6.72
51269,PRD-051269,20230712,3366,Kg,57,1806,4420,316,260,101,5.24
51270,PRD-051270,20201203,1597,Meter,35,1070,1980,50,49,4,8.04
51271,PRD-051271,20220714,3203,Liter,65,1983,2496,230,190,125,11.18
51272,PRD-051272,20251203,2075,Meter,20,1125,2787,428,396,150,9.69
51273,PRD-051273,20210724,4005,Kg,24,1064,2586,324,320,256,4.7
51274,PRD-051274,20200210,967,Liter,15,121,3837,289,283,185,11.16
51275,PRD-051275,20210213,2312,Meter,22,782,2910,294,264,222,7.68
51276,PRD-051276,20250416,4899,Kg,97,693,3238,265,228,205,5.49
51277,PRD-051277,20200818,733,Kg,58,1874,3436,436,353,135,1.06
51278,PRD-051278,20240321,987,Liter,12,1047,3396,367,324,218,10.72
51279,PRD-051279,20240920,2984,Kg,27,1120,4333,389,336,116,3.88
51280,PRD-051280,20240911,2861,Liter,61,1067,1915,53,46,14,10.0
51281,PRD-051281,20250427,4342,Meter,23,1784,2048,439,394,15,11.64
51282,PRD-051282,20190220,4984,Meter,53,1122,4922,464,386,27,2.82
51283,PRD-051283,20190821,644,Liter,22,481,3637,126,109,50,7.22
51284,PRD-051284,20241120,991,Liter,42,1358,4024,235,217,180,11.09
51285,PRD-051285,20250111,1928,Meter,90,907,2697,356,315,103,3.83
51286,PRD-051286,20220109,4026,Liter,91,902,2307,465,401,113,9.22
51287,PRD-051287,20231229,3072,Each,8,1441,709,318,293,278,10.31
51288,PRD-051288,20231002,2024,Liter,59,667,1406,441,389,338,4.0
51289,PRD-051289,20190408,3142,Meter,35,1999,1842,442,416,335,10.77
51290,PRD-051290,20220221,1889,Kg,58,1626,4194,204,163,135,10.29
51291,PRD-051291,20210206,690,Liter,14,1051,1597,443,384,139,9.01
51292,PRD-051292,20191209,2822,Meter,19,1465,2766,230,206,206,4.2
51293,PRD-051293,20190801,2289,Liter,36,1547,1744,82,77,58,10.12
51294,PRD-051294,20240309,4836,Each,16,1091,1544,268,265,124,9.54
51295,PRD-051295,20250123,2200,Meter,1,1883,230,463,457,278,6.61
51296,PRD-051296,20251214,2938,Each,72,1274,661,380,318,158,9.04
51297,PRD-051297,20220506,1367,Each,94,642,3879,406,343,337,1.08
51298,PRD-051298,20210709,2569,Kg,20,1903,2487,235,205,180,2.91
51299,PRD-051299,20210420,520,Each,70,929,343,283,252,19,7.34
51300,PRD-051300,20220910,2927,Liter,14,1164,1137,249,210,95,8.77
51301,PRD-051301,20230614,4099,Meter,55,1394,904,289,234,120,8.68
51302,PRD-051302,20221206,1830,Liter,42,325,2711,249,247,35,2.44
51303,PRD-051303,20221205,4413,Kg,20,1664,3319,492,402,244,5.12
51304,PRD-051304,20230123,4079,Meter,20,1078,3626,303,303,125,11.25
51305,PRD-051305,20210820,1069,Meter,95,1872,3334,263,242,37,4.41
51306,PRD-051306,20200817,2511,Liter,88,493,3466,349,280,221,11.72
51307,PRD-051307,20230530,941,Liter,78,423,4739,183,159,99,4.73
51308,PRD-051308,20240506,4380,Kg,67,44,4700,479,441,88,4.07
51309,PRD-051309,20190824,4906,Meter,41,1494,302,266,235,59,7.47
51310,PRD-051310,20230523,1609,Liter,55,1394,1758,398,346,42,5.54
51311,PRD-051311,20210425,4775,Each,62,1978,4762,295,293,43,8.49
51312,PRD-051312,20190717,234,Liter,50,1243,2742,351,289,187,7.1
51313,PRD-051313,20200714,2644,Kg,28,843,3040,171,167,63,7.48
51314,PRD-051314,20190727,3844,Kg,11,153,3972,299,291,193,11.94
51315,PRD-051315,20220607,1734,Each,69,1032,2157,256,244,162,4.18
51316,PRD-051316,20210509,1708,Kg,84,1371,2947,454,412,177,9.17
51317,PRD-051317,20210630,2930,Kg,33,1651,4341,423,404,148,8.59
51318,PRD-051318,20240104,4436,Kg,65,741,3450,413,395,276,8.81
51319,PRD-051319,20201121,4047,Liter,25,1682,3522,492,442,59,1.9
51320,PRD-051320,20240707,1383,Meter,72,413,3480,167,143,35,9.38
51321,PRD-051321,20241128,3989,Each,41,23,917,391,354,212,1.05
51322,PRD-051322,20190210,3447,Liter,54,1802,864,267,253,113,11.15
51323,PRD-051323,20250119,307,Each,84,1184,1780,270,252,159,5.08
51324,PRD-051324,20250801,1841,Liter,40,1461,3987,314,296,258,9.27
51325,PRD-051325,20241221,332,Liter,79,1300,4908,471,463,188,1.39
51326,PRD-051326,20191230,512,Meter,87,100,4806,424,375,258,10.04
51327,PRD-051327,20230815,4874,Liter,45,400,3763,104,100,19,10.51
51328,PRD-051328,20241022,2151,Kg,6,469,4018,208,173,72,1.48
51329,PRD-051329,20221212,3925,Liter,30,1815,334,323,318,222,2.49
51330,PRD-051330,20201204,1527,Each,35,1537,1288,316,264,78,1.82
51331,PRD-051331,20250804,1153,Kg,11,1007,2686,325,263,158,3.34
51332,PRD-051332,20190531,2515,Meter,28,843,399,389,335,145,3.93
51333,PRD-051333,20231029,2991,Liter,71,626,1022,149,143,60,7.41
51334,PRD-051334,20250504,3922,Kg,69,233,764,381,307,294,10.35
51335,PRD-051335,20211203,2600,Liter,11,1237,3937,101,92,15,7.87
51336,PRD-051336,20200415,444,Liter,5,452,2929,404,369,98,11.07
51337,PRD-051337,20201114,3402,Meter,19,1244,3494,196,186,66,7.3
51338,PRD-051338,20210826,1764,Each,89,1479,486,296,262,106,1.35
51339,PRD-051339,20240912,2856,Each,23,289,2813,187,166,25,7.1
51340,PRD-051340,20231026,2954,Kg,56,1131,94,260,223,66,11.88
51341,PRD-051341,20250714,4100,Liter,27,1478,4290,331,278,141,10.4
51342,PRD-051342,20210805,4618,Meter,93,1521,1130,66,61,40,7.01
51343,PRD-051343,20210428,4194,Each,22,745,82,179,150,137,4.61
51344,PRD-051344,20210410,4461,Meter,81,1522,2581,279,240,30,2.86
51345,PRD-051345,20250909,3071,Kg,45,1919,1824,342,289,0,7.7
51346,PRD-051346,20250309,948,Meter,27,694,1693,87,71,6,4.14
51347,PRD-051347,20201219,2331,Kg,94,510,4879,158,155,98,7.14
51348,PRD-051348,20230410,1345,Each,73,184,4651,450,435,174,3.56
51349,PRD-051349,20190731,4784,Kg,19,1244,4849,203,195,39,1.36
51350,PRD-051350,20240326,510,Kg,40,806,2589,132,107,73,3.51
51351,PRD-051351,20200225,3638,Meter,80,1355,187,372,365,229,3.53
51352,PRD-051352,20230623,4293,Each,4,1443,1075,331,292,19,1.37
51353,PRD-051353,20240920,628,Each,71,841,4117,100,97,68,11.18
51354,PRD-051354,20190306,3566,Liter,35,1070,2912,79,64,56,5.45
51355,PRD-051355,20230808,1572,Meter,61,1570,4928,191,168,103,1.53
51356,PRD-051356,20211024,114,Meter,35,193,3407,87,80,56,5.78
51357,PRD-051357,20240512,1033,Each,53,1769,2356,449,387,27,4.3
51358,PRD-051358,20200923,3422,Liter,7,1607,2693,81,79,64,11.35
51359,PRD-051359,20210506,3683,Meter,19,278,4404,284,268,91,6.53
51360,PRD-051360,20201122,2131,Meter,68,533,1609,336,281,64,4.22
51361,PRD-051361,20250325,3201,Each,17,257,3439,412,352,139,5.14
51362,PRD-051362,20190929,1469,Meter,42,380,2523,440,391,285,5.85
51363,PRD-051363,20190830,2840,Kg,11,607,2050,322,294,69,4.92
51364,PRD-051364,20250309,1730,Kg,94,832,712,455,452,73,6.81
51365,PRD-051365,20230402,1870,Liter,50,885,4836,412,408,259,2.39
51366,PRD-051366,20240924,1881,Liter,97,1885,1338,332,292,18,1.42
51367,PRD-051367,20241020,2567,Meter,45,58,110,237,231,116,7.66
51368,PRD-051368,20241008,700,Kg,91,237,914,198,187,110,3.34
51369,PRD-051369,20220531,2560,Liter,60,696,3406,278,239,22,10.3
51370,PRD-051370,20220602,2076,Meter,56,969,777,314,267,64,2.68
51371,PRD-051371,20190612,441,Kg,63,680,3932,75,71,58,5.72
51372,PRD-051372,20221105,3789,Each,17,1750,4743,407,341,106,9.43
51373,PRD-051373,20231230,1650,Kg,32,702,3920,221,207,161,7.51
51374,PRD-051374,20200621,74,Each,57,1831,578,176,147,13,10.89
51375,PRD-051375,20210730,1254,Kg,98,1812,3628,338,274,222,7.39
51376,PRD-051376,20230502,3080,Meter,91,1042,801,214,182,7,6.75
51377,PRD-051377,20220721,2938,Each,98,1818,4697,125,117,100,5.94
51378,PRD-051378,20210510,36,Each,16,1091,2432,323,285,90,10.78
51379,PRD-051379,20230202,1518,Kg,25,1682,865,339,327,311,10.02
51380,PRD-051380,20251113,1555,Each,33,1518,3035,281,252,104,9.26
51381,PRD-051381,20210522,1498,Each,56,1561,4948,333,306,46,6.75
51382,PRD-051382,20220515,273,Each,53,805,1182,288,260,139,3.78
51383,PRD-051383,20240730,3115,Each,76,1188,4818,434,405,182,1.02
51384,PRD-051384,20221011,4173,Liter,54,1159,3542,93,90,45,8.8
51385,PRD-051385,20210123,3894,Each,94,924,3484,463,376,78,7.86
51386,PRD-051386,20240607,3274,Meter,63,1798,4927,134,108,91,11.2
51387,PRD-051387,20240605,828,Meter,53,388,3075,332,272,104,1.17
51388,PRD-051388,20201219,200,Each,76,915,981,223,195,167,5.86
51389,PRD-051389,20200530,679,Kg,63,1093,3441,386,381,362,6.45
51390,PRD-051390,20230309,3074,Meter,73,1752,1447,253,203,17,6.79
51391,PRD-051391,20250126,3225,Liter,47,650,2920,244,209,152,3.06
51392,PRD-051392,20240621,3571,Kg,95,553,1266,103,83,29,11.23
51393,PRD-051393,20251101,3362,Each,2,1980,31,274,221,196,1.57
51394,PRD-051394,20200516,2093,Liter,51,776,1211,495,442,55,7.11
51395,PRD-051395,20191119,1817,Kg,31,904,2339,438,406,36,11.05
51396,PRD-051396,20220609,882,Meter,94,1895,1945,266,230,71,6.47
51397,PRD-051397,20201203,2750,Each,67,1527,345,484,403,141,6.9
51398,PRD-051398,20220606,4036,Kg,81,63,2668,119,102,31,2.38
51399,PRD-051399,20220312,2817,Meter,72,1347,4086,423,391,111,4.77
51400,PRD-051400,20240413,4956,Liter,95,1832,1677,192,169,134,4.42
51401,PRD-051401,20220516,4958,Kg,64,1795,172,176,155,38,10.94
51402,PRD-051402,20241101,2752,Meter,24,1088,3365,461,400,222,5.78
51403,PRD-051403,20210409,1066,Each,22,1783,1136,405,333,217,7.49
51404,PRD-051404,20241204,3620,Meter,21,1018,1034,429,348,193,5.19
51405,PRD-051405,20210619,365,Each,7,1912,320,373,367,41,6.57
51406,PRD-051406,20200410,1385,Meter,97,1280,2598,181,177,147,1.5
51407,PRD-051407,20240808,1554,Liter,42,325,2651,71,61,28,3.55
51408,PRD-051408,20220825,115,Meter,5,764,3577,304,287,202,11.61
51409,PRD-051409,20211215,3645,Each,73,117,2415,281,235,143,8.52
51410,PRD-051410,20220423,1558,Each,67,1527,2169,225,215,188,2.86
51411,PRD-051411,20190116,3108,Liter,61,1067,661,277,253,178,10.32
51412,PRD-051412,20220520,881,Liter,83,1569,4010,212,198,147,7.85
51413,PRD-051413,20250615,4380,Kg,4,1443,974,259,250,96,4.98
51414,PRD-051414,20200929,3001,Each,43,1259,4415,233,222,135,1.71
51415,PRD-051415,20241102,2010,Liter,29,948,2177,98,89,19,5.3
51416,PRD-051416,20251025,4951,Kg,59,1987,628,256,227,53,1.95
51417,PRD-051417,20211008,202,Liter,80,206,4553,250,203,36,11.18
51418,PRD-051418,20240621,820,Each,90,253,418,254,231,205,11.27
51419,PRD-051419,20211225,2506,Meter,72,386,2897,141,139,87,6.6
51420,PRD-051420,20241104,3634,Each,71,665,3567,358,295,49,1.14
51421,PRD-051421,20241014,1150,Kg,67,1425,4167,415,395,63,1.16
51422,PRD-051422,20190608,3892,Meter,34,464,2759,267,228,2,11.05
51423,PRD-051423,20240821,4793,Each,28,1722,466,346,344,55,1.63
51424,PRD-051424,20200515,4910,Meter,81,316,4410,310,284,188,7.75
51425,PRD-051425,20191226,4801,Liter,94,1003,1983,114,112,60,10.27
51426,PRD-051426,20200317,2928,Each,54,1159,4313,360,351,101,10.64
51427,PRD-051427,20240122,4543,Meter,99,406,3984,101,99,58,3.0
51428,PRD-051428,20240719,979,Meter,41,573,2365,190,168,66,5.34
51429,PRD-051429,20251122,4883,Meter,56,73,2718,431,370,257,1.48
51430,PRD-051430,20220715,3301,Liter,77,847,3244,400,362,12,5.76
51431,PRD-051431,20190522,3396,Meter,58,191,2846,94,83,58,5.31
51432,PRD-051432,20231118,1553,Kg,78,163,187,274,265,9,5.56
51433,PRD-051433,20220424,3890,Meter,67,1803,2943,439,407,82,1.82
51434,PRD-051434,20240626,3080,Meter,4,335,2376,174,163,130,8.98
51435,PRD-051435,20250227,4771,Each,41,1662,3313,218,215,74,7.69
51436,PRD-051436,20231214,3632,Kg,49,630,2793,435,411,221,9.46
51437,PRD-051437,20210206,4155,Each,36,1642,4617,112,105,92,11.86
51438,PRD-051438,20210618,1558,Each,60,2,4575,403,376,255,7.28
51439,PRD-051439,20240809,554,Each,94,1052,1250,407,349,264,8.8
51440,PRD-051440,20190619,123,Meter,36,1679,780,332,273,75,10.87
51441,PRD-051441,20190625,4296,Liter,71,916,1504,290,254,78,4.61
51442,PRD-051442,20240912,795,Kg,92,1779,3179,338,303,153,1.68
51443,PRD-051443,20230107,4714,Meter,49,1816,979,308,293,134,4.61
51444,PRD-051444,20220125,733,Kg,55,215,3201,485,430,135,2.34
