customer_key,customer_id,account_key,customer_name,customer_segment,industry,country,status
4745,CUS-004745,522,"Wong, Vargas and Martin",SMB,Automotive,Germany,Active
4746,CUS-004746,696,Allen Inc,Mid-Market,Technology,Mexico,Active
4747,CUS-004747,244,Daugherty Ltd,SMB,Automotive,Mexico,Active
4748,CUS-004748,585,"Dunn, Johnson and Mora",Enterprise,Automotive,United States,Active
4749,CUS-004749,709,Acevedo PLC,Mid-Market,Automotive,United States,Active
4750,CUS-004750,520,Lucero PLC,SMB,Manufacturing,United States,Active
4751,CUS-004751,292,"Glass, Joseph and Hawkins",Mid-Market,Technology,United States,Active
4752,CUS-004752,555,Jackson Inc,SMB,Automotive,Sweden,Active
4753,CUS-004753,794,Velasquez Inc,Mid-Market,Healthcare,Sweden,Inactive
4754,CUS-004754,222,Hall Inc,Mid-Market,Retail,Germany,Active
4755,CUS-004755,575,Brown PLC,Mid-Market,Healthcare,Sweden,Inactive
4756,CUS-004756,681,Murray-Gray,SMB,Manufacturing,Canada,Active
4757,CUS-004757,322,Kent PLC,Enterprise,Retail,Canada,Inactive
4758,CUS-004758,388,"Carlson, Parrish and Gillespie",Mid-Market,Technology,Sweden,Active
4759,CUS-004759,889,"Castillo, Hughes and Smith",SMB,Technology,Germany,Active
4760,CUS-004760,364,Meyers and Sons,Enterprise,Manufacturing,Sweden,Active
4761,CUS-004761,599,Reyes-Davis,Mid-Market,Healthcare,Canada,Active
4762,CUS-004762,150,Lowery and Sons,Mid-Market,Technology,Mexico,Active
4763,CUS-004763,926,"Roberts, Flores and Sanchez",Enterprise,Healthcare,Sweden,Active
4764,CUS-004764,597,Lawrence Inc,Enterprise,Retail,United States,Active
4765,CUS-004765,761,Hill-Logan,Enterprise,Manufacturing,Sweden,Active
4766,CUS-004766,603,"May, Lee and Parker",Enterprise,Retail,Mexico,Active
4767,CUS-004767,356,"Stewart, Rhodes and Davis",SMB,Manufacturing,Mexico,Active
4768,CUS-004768,341,Gonzalez Inc,Enterprise,Healthcare,Sweden,Active
4769,CUS-004769,702,Conley-Powell,Mid-Market,Retail,United States,Active
4770,CUS-004770,860,Smith LLC,Mid-Market,Manufacturing,Mexico,Active
4771,CUS-004771,128,Cisneros-Chapman,Mid-Market,Healthcare,Sweden,Active
4772,CUS-004772,846,Flowers-Rivera,SMB,Retail,Germany,Active
4773,CUS-004773,831,"Williams, Reynolds and Prince",SMB,Retail,Mexico,Active
4774,CUS-004774,110,Henderson-Davis,Enterprise,Automotive,Mexico,Active
4775,CUS-004775,109,Stein Group,Enterprise,Retail,United States,Active
4776,CUS-004776,696,Evans-Miller,Mid-Market,Manufacturing,Sweden,Active
4777,CUS-004777,843,Padilla and Sons,SMB,Manufacturing,Mexico,Active
4778,CUS-004778,394,Smith-Griffin,SMB,Healthcare,Mexico,Active
4779,CUS-004779,641,Garcia-Mendez,Mid-Market,Technology,Sweden,Active
4780,CUS-004780,1000,"Adams, Montgomery and Williams",SMB,Manufacturing,Sweden,Active
4781,CUS-004781,323,"Smith, Mejia and Wolf",Enterprise,Manufacturing,Canada,Active
4782,CUS-004782,226,Barnes-Harris,SMB,Retail,Germany,Active
4783,CUS-004783,992,"Taylor, Ferguson and Bradley",SMB,Retail,Canada,Active
4784,CUS-004784,281,"Sullivan, Price and Stevens",SMB,Automotive,Canada,Active
4785,CUS-004785,473,Rice PLC,SMB,Technology,Sweden,Active
4786,CUS-004786,443,Grant-Meyer,SMB,Technology,Germany,Inactive
4787,CUS-004787,524,"Knight, Kennedy and Cooley",Enterprise,Healthcare,United States,Active
4788,CUS-004788,269,"Davidson, Harrington and Jones",SMB,Technology,Sweden,Active
4789,CUS-004789,680,Watson PLC,Enterprise,Retail,Canada,Active
4790,CUS-004790,692,White-Chavez,Mid-Market,Manufacturing,Canada,Active
4791,CUS-004791,201,Hudson Group,Enterprise,Manufacturing,Germany,Active
4792,CUS-004792,481,Steele and Sons,Enterprise,Technology,United States,Active
4793,CUS-004793,58,Johnson Inc,Enterprise,Manufacturing,Sweden,Active
4794,CUS-004794,221,Reynolds Ltd,Mid-Market,Manufacturing,United States,Active
4795,CUS-004795,988,Gibson-Richmond,Enterprise,Healthcare,Sweden,Active
4796,CUS-004796,507,"Ray, Guerra and Lopez",SMB,Retail,Sweden,Active
4797,CUS-004797,623,Turner Inc,Mid-Market,Automotive,Canada,Active
4798,CUS-004798,889,"Bond, Juarez and Baird",Mid-Market,Technology,Mexico,Active
4799,CUS-004799,714,"Richardson, Taylor and Jones",SMB,Healthcare,Germany,Active
4800,CUS-004800,793,Ward-Dixon,SMB,Automotive,United States,Active
4801,CUS-004801,713,Murray Group,SMB,Automotive,United States,Active
4802,CUS-004802,499,Mccarthy-Lambert,Mid-Market,Healthcare,Canada,Active
4803,CUS-004803,633,Freeman Group,Enterprise,Automotive,United States,Inactive
4804,CUS-004804,289,"Lopez, Jones and Weaver",SMB,Automotive,Germany,Inactive
4805,CUS-004805,891,"Arnold, Ramirez and Franklin",Mid-Market,Technology,United States,Active
4806,CUS-004806,180,"Powell, Taylor and Adams",Enterprise,Technology,Sweden,Active
4807,CUS-004807,885,Thomas Group,Mid-Market,Technology,Germany,Active
4808,CUS-004808,879,Hunt-Jones,Enterprise,Retail,Sweden,Active
4809,CUS-004809,143,Shepherd LLC,Enterprise,Healthcare,United States,Inactive
4810,CUS-004810,711,"Simon, Adams and Anderson",Mid-Market,Manufacturing,Mexico,Active
4811,CUS-004811,990,"Reed, Carter and Tucker",SMB,Technology,Sweden,Active
4812,CUS-004812,573,Flores PLC,Enterprise,Manufacturing,Germany,Inactive
4813,CUS-004813,341,Smith PLC,Enterprise,Technology,Mexico,Active
4814,CUS-004814,880,Martinez LLC,SMB,Healthcare,Germany,Active
4815,CUS-004815,513,Rivas-Page,SMB,Technology,Germany,Active
4816,CUS-004816,122,Hurley Inc,Enterprise,Healthcare,Mexico,Active
4817,CUS-004817,250,Chen and Sons,Mid-Market,Manufacturing,Mexico,Active
4818,CUS-004818,683,"Roach, Ortiz and Sampson",Enterprise,Healthcare,Canada,Active
4819,CUS-004819,456,Jackson-Wilcox,SMB,Healthcare,Sweden,Active
4820,CUS-004820,217,Abbott-Harrison,Mid-Market,Retail,Canada,Active
4821,CUS-004821,800,Gordon PLC,Enterprise,Retail,United States,Inactive
4822,CUS-004822,121,"Murphy, Griffith and Cobb",Enterprise,Retail,Canada,Active
4823,CUS-004823,220,Brown Group,SMB,Automotive,United States,Active
4824,CUS-004824,466,"Pearson, Gaines and Black",Mid-Market,Healthcare,Canada,Active
4825,CUS-004825,40,Barker Ltd,SMB,Retail,Canada,Active
4826,CUS-004826,388,Allen-Taylor,Enterprise,Manufacturing,Germany,Active
4827,CUS-004827,910,Jones-David,SMB,Healthcare,Mexico,Inactive
4828,CUS-004828,942,"Glass, Norton and Brooks",Enterprise,Automotive,Canada,Inactive
4829,CUS-004829,872,Jones-Hartman,Enterprise,Manufacturing,Canada,Active
4830,CUS-004830,324,"May, Mullins and Brown",SMB,Automotive,Mexico,Active
4831,CUS-004831,65,Andrews Inc,Mid-Market,Technology,Canada,Active
4832,CUS-004832,815,"Thompson, Marshall and Aguirre",Mid-Market,Healthcare,Mexico,Active
4833,CUS-004833,374,"Miller, Lopez and Miller",SMB,Retail,Sweden,Active
4834,CUS-004834,749,Manning and Sons,Mid-Market,Retail,Mexico,Active
4835,CUS-004835,120,Brown-Hudson,Mid-Market,Retail,Mexico,Active
4836,CUS-004836,668,Williams Group,Enterprise,Manufacturing,Sweden,Inactive
4837,CUS-004837,587,Pacheco PLC,SMB,Automotive,Sweden,Active
4838,CUS-004838,921,Becker-Smith,Mid-Market,Technology,Sweden,Active
4839,CUS-004839,102,Scott-Haynes,SMB,Healthcare,Mexico,Active
4840,CUS-004840,408,"Miller, Gordon and Glover",Mid-Market,Automotive,United States,Active
4841,CUS-004841,990,"Dawson, Lyons and Perez",Enterprise,Technology,United States,Active
4842,CUS-004842,390,"Thomas, Bradley and Mcdonald",Enterprise,Manufacturing,Germany,Active
4843,CUS-004843,659,"Peters, Lewis and Mathews",Enterprise,Technology,Canada,Active
4844,CUS-004844,161,Anderson-Scott,SMB,Retail,Sweden,Active
4845,CUS-004845,729,Miranda-Gutierrez,Enterprise,Retail,Canada,Active
4846,CUS-004846,276,"Davis, Weber and Le",Mid-Market,Technology,Mexico,Active
4847,CUS-004847,573,Madden and Sons,Enterprise,Technology,United States,Active
4848,CUS-004848,880,Shepherd-Miller,SMB,Technology,United States,Active
4849,CUS-004849,662,"Ayala, Johnson and Cook",SMB,Retail,Sweden,Active
4850,CUS-004850,475,Bell PLC,SMB,Retail,Germany,Active
4851,CUS-004851,191,"Bishop, Walker and White",SMB,Technology,Mexico,Active
4852,CUS-004852,342,Stafford-Lewis,Mid-Market,Healthcare,Germany,Inactive
4853,CUS-004853,850,"Ward, Scott and Gallagher",Enterprise,Automotive,Mexico,Active
4854,CUS-004854,217,Rogers and Sons,Enterprise,Retail,United States,Active
4855,CUS-004855,657,Moreno-Sullivan,Mid-Market,Technology,Germany,Inactive
4856,CUS-004856,485,Werner-Graham,SMB,Technology,Mexico,Active
4857,CUS-004857,321,"Patterson, Lee and Kelley",Enterprise,Automotive,United States,Active
4858,CUS-004858,717,"Davies, Macdonald and Galvan",Mid-Market,Technology,Mexico,Active
4859,CUS-004859,363,"Lee, Torres and Thompson",SMB,Retail,Mexico,Active
4860,CUS-004860,287,Reyes Ltd,SMB,Automotive,United States,Active
4861,CUS-004861,530,Sullivan-Taylor,Mid-Market,Retail,Germany,Active
4862,CUS-004862,758,Rivera Inc,Mid-Market,Retail,Canada,Active
4863,CUS-004863,865,Velasquez-Mcintosh,Enterprise,Manufacturing,United States,Active
4864,CUS-004864,630,"Williams, Ward and Harvey",Enterprise,Automotive,Germany,Active
4865,CUS-004865,662,Miller-Woodward,Enterprise,Manufacturing,Canada,Active
4866,CUS-004866,788,Harris and Sons,SMB,Healthcare,Canada,Active
4867,CUS-004867,270,"Summers, Wheeler and Fernandez",Enterprise,Retail,Mexico,Active
4868,CUS-004868,251,Barrera-Nguyen,SMB,Manufacturing,Sweden,Active
4869,CUS-004869,484,Snyder Ltd,Enterprise,Retail,Canada,Active
4870,CUS-004870,632,Cross-Wade,Enterprise,Retail,Mexico,Active
4871,CUS-004871,646,"Garcia, Hall and Tapia",Enterprise,Healthcare,Mexico,Active
4872,CUS-004872,154,Ford PLC,SMB,Technology,Germany,Inactive
4873,CUS-004873,781,Davis-Andersen,Enterprise,Technology,Sweden,Active
4874,CUS-004874,364,Thomas LLC,Mid-Market,Retail,Mexico,Active
4875,CUS-004875,878,"Dunlap, Fleming and Brown",SMB,Manufacturing,Canada,Active
4876,CUS-004876,725,"Thompson, Schultz and Sullivan",Mid-Market,Manufacturing,United States,Active
4877,CUS-004877,983,"Watson, Hall and Roth",Mid-Market,Manufacturing,United States,Active
4878,CUS-004878,632,Hale-Miller,SMB,Manufacturing,Canada,Active
4879,CUS-004879,528,Bolton Inc,Enterprise,Healthcare,United States,Active
4880,CUS-004880,188,"Taylor, Kim and Edwards",Enterprise,Technology,Sweden,Active
4881,CUS-004881,399,"Howard, Hayden and Smith",Enterprise,Healthcare,Mexico,Active
4882,CUS-004882,859,Malone-Lyons,Enterprise,Healthcare,Germany,Active
4883,CUS-004883,383,Miller Inc,SMB,Automotive,Mexico,Active
4884,CUS-004884,54,Lewis-Ball,Enterprise,Healthcare,Sweden,Active
4885,CUS-004885,246,Knox LLC,Enterprise,Retail,Mexico,Active
4886,CUS-004886,596,"Parks, Chapman and Alexander",SMB,Automotive,Germany,Active
4887,CUS-004887,630,"Morgan, Kim and Williams",SMB,Manufacturing,Canada,Active
4888,CUS-004888,984,Garcia-Ramos,Enterprise,Retail,Mexico,Active
4889,CUS-004889,934,Richard Group,Mid-Market,Retail,Sweden,Active
4890,CUS-004890,532,"Pierce, Galvan and Erickson",Unknown Segment,Retail,Canada,Active
4891,CUS-004891,555,"Craig, Schneider and Mcintyre",Mid-Market,Retail,Germany,Active
4892,CUS-004892,801,"Potter, Jones and Smith",SMB,Healthcare,United States,Active
4893,CUS-004893,49,Roberts-Byrd,Enterprise,Technology,Canada,Active
4894,CUS-004894,596,Booker Ltd,SMB,Retail,Sweden,Active
4895,CUS-004895,475,Harris PLC,Mid-Market,Automotive,Canada,Active
4896,CUS-004896,784,Smith LLC,Enterprise,Automotive,Germany,Active
4897,CUS-004897,801,Pace and Sons,Mid-Market,Technology,Mexico,Active
4898,CUS-004898,656,Williams-Carr,Enterprise,Retail,Sweden,Inactive
4899,CUS-004899,658,Brown-Daniels,SMB,Technology,Canada,Active
4900,CUS-004900,692,"Austin, Davis and Walker",SMB,Healthcare,Canada,Active
4901,CUS-004901,581,"Rogers, Gilbert and Mcclain",Enterprise,Retail,Germany,Active
4902,CUS-004902,228,"Howard, Wolf and Sanchez",Mid-Market,Manufacturing,Sweden,Active
4903,CUS-004903,285,Parks-Peterson,Mid-Market,Healthcare,Mexico,Active
4904,CUS-004904,742,Ward Inc,Enterprise,Retail,United States,Active
4905,CUS-004905,619,Brown Group,SMB,Manufacturing,Canada,Active
4906,CUS-004906,238,"Shepard, Smith and Smith",Enterprise,Automotive,United States,Active
4907,CUS-004907,878,"Patterson, Sloan and Holloway",Enterprise,Retail,Sweden,Active
4908,CUS-004908,981,Jones Group,SMB,Technology,United States,Active
4909,CUS-004909,627,"Gonzales, Baker and Osborne",Enterprise,Healthcare,United States,Active
4910,CUS-004910,228,Ferrell PLC,SMB,Automotive,Sweden,Active
4911,CUS-004911,939,Benson-Martinez,Mid-Market,Technology,Sweden,Active
4912,CUS-004912,237,Bates PLC,Mid-Market,Healthcare,Sweden,Active
4913,CUS-004913,433,Parker-Hale,Mid-Market,Technology,United States,Inactive
4914,CUS-004914,859,Atkins-Smith,Mid-Market,Retail,Germany,Active
4915,CUS-004915,521,Henry-Bennett,Enterprise,Technology,Sweden,Active
4916,CUS-004916,243,Cook Inc,SMB,Technology,United States,Inactive
4917,CUS-004917,81,Martin LLC,Mid-Market,Healthcare,Sweden,Active
4918,CUS-004918,361,Jones and Sons,Enterprise,Technology,United States,Active
4919,CUS-004919,673,Edwards-Anderson,Enterprise,Retail,Mexico,Active
4920,CUS-004920,715,White-Rodriguez,SMB,Manufacturing,Canada,Active
4921,CUS-004921,223,"Scott, Perkins and Burton",Mid-Market,Automotive,Mexico,Inactive
4922,CUS-004922,159,"Valentine, Park and Hernandez",Enterprise,Manufacturing,Canada,Active
4923,CUS-004923,702,Parker Inc,Enterprise,Automotive,Mexico,Active
4924,CUS-004924,160,Smith Inc,Enterprise,Healthcare,Germany,Active
4925,CUS-004925,65,"Williams, Jacobson and Fisher",SMB,Manufacturing,United States,Active
4926,CUS-004926,487,"Williams, Sanchez and Walsh",Enterprise,Healthcare,Sweden,Active
4927,CUS-004927,571,"Peters, Gutierrez and King",Enterprise,Healthcare,Sweden,Inactive
4928,CUS-004928,244,Hernandez Inc,Enterprise,Retail,Mexico,Active
4929,CUS-004929,212,Cruz Group,SMB,Healthcare,Canada,Active
4930,CUS-004930,236,Norton PLC,Mid-Market,Retail,Mexico,Inactive
4931,CUS-004931,343,Campbell Ltd,SMB,Healthcare,Canada,Active
4932,CUS-004932,10,Rosario-Mclean,SMB,Healthcare,Canada,Active
4933,CUS-004933,12,Cook-Walter,Mid-Market,Retail,Canada,Active
4934,CUS-004934,371,"Hawkins, Hendrix and Hayes",Mid-Market,Healthcare,United States,Active
4935,CUS-004935,20,"Valencia, Miller and Watkins",Enterprise,Healthcare,Germany,Inactive
4936,CUS-004936,319,"Wise, Collins and Foster",SMB,Retail,Mexico,Active
4937,CUS-004937,581,Ashley and Sons,SMB,Technology,Sweden,Active
4938,CUS-004938,32,Lambert-Khan,Enterprise,Automotive,Sweden,Inactive
4939,CUS-004939,618,Dyer and Sons,Enterprise,Manufacturing,Sweden,Active
4940,CUS-004940,622,Wood-Meyer,Mid-Market,Technology,Canada,Inactive
4941,CUS-004941,574,Scott Group,SMB,Technology,Mexico,Active
4942,CUS-004942,627,Neal and Sons,Mid-Market,Retail,Mexico,Active
4943,CUS-004943,810,Solomon Inc,Enterprise,Automotive,Sweden,Active
4944,CUS-004944,71,Owen and Sons,Mid-Market,Automotive,United States,Active
4945,CUS-004945,169,Reeves PLC,SMB,Retail,United States,Active
4946,CUS-004946,318,White Group,Enterprise,Technology,Canada,Active
4947,CUS-004947,689,"Bernard, Garcia and Pope",Mid-Market,Automotive,Mexico,Active
4948,CUS-004948,873,"Keller, Jones and Meadows",SMB,Healthcare,Germany,Active
4949,CUS-004949,919,"Floyd, Boyd and Browning",Enterprise,Automotive,Mexico,Inactive
4950,CUS-004950,583,"Smith, Diaz and Davis",Unknown Segment,Retail,Canada,Active
4951,CUS-004951,411,Mejia PLC,SMB,Healthcare,Sweden,Active
4952,CUS-004952,412,Lewis-Watson,Enterprise,Healthcare,United States,Active
4953,CUS-004953,60,"Pierce, Cross and Gilmore",Enterprise,Healthcare,Germany,Active
4954,CUS-004954,466,"Brady, Vaughn and Ruiz",Enterprise,Automotive,United States,Active
4955,CUS-004955,513,"Vazquez, James and Black",SMB,Manufacturing,United States,Active
4956,CUS-004956,209,"Williams, Riddle and Morgan",Mid-Market,Retail,Sweden,Active
4957,CUS-004957,768,Mendoza Ltd,Enterprise,Retail,Canada,Active
4958,CUS-004958,812,"Hodge, Jones and Werner",Enterprise,Automotive,Mexico,Active
4959,CUS-004959,303,"Bender, Romero and Perkins",SMB,Manufacturing,Mexico,Active
4960,CUS-004960,915,Lara LLC,Enterprise,Technology,Mexico,Active
4961,CUS-004961,108,Ali-Collins,SMB,Manufacturing,Sweden,Active
4962,CUS-004962,911,Sandoval PLC,Mid-Market,Manufacturing,Germany,Active
4963,CUS-004963,769,Jackson Group,Enterprise,Automotive,Canada,Active
4964,CUS-004964,224,Smith and Sons,Mid-Market,Automotive,Sweden,Active
4965,CUS-004965,651,"Lewis, Phillips and Anderson",Enterprise,Manufacturing,Sweden,Active
4966,CUS-004966,311,Taylor and Sons,Enterprise,Automotive,Canada,Active
4967,CUS-004967,800,King LLC,Mid-Market,Automotive,Canada,Inactive
4968,CUS-004968,161,Freeman-Ramirez,Mid-Market,Retail,Sweden,Inactive
4969,CUS-004969,245,Simon Ltd,Mid-Market,Retail,Sweden,Active
4970,CUS-004970,308,"Adkins, Jones and Dickson",Mid-Market,Manufacturing,Germany,Inactive
4971,CUS-004971,200,Ray-Page,SMB,Technology,United States,Active
4972,CUS-004972,333,"Smith, Martinez and Burton",Enterprise,Retail,Sweden,Active
4973,CUS-004973,603,Anderson Ltd,SMB,Retail,United States,Active
4974,CUS-004974,634,Irwin LLC,Enterprise,Healthcare,United States,Active
4975,CUS-004975,554,"Dominguez, Robinson and Anderson",Enterprise,Technology,Mexico,Active
4976,CUS-004976,190,"Gonzales, Howard and Arias",Mid-Market,Manufacturing,Sweden,Active
4977,CUS-004977,203,"Liu, Sanchez and Robbins",Mid-Market,Retail,Sweden,Active
4978,CUS-004978,920,Roach and Sons,SMB,Technology,Germany,Active
4979,CUS-004979,252,"Davis, Rogers and Williams",Mid-Market,Automotive,Sweden,Active
4980,CUS-004980,104,Foster-Smith,SMB,Technology,Germany,Active
4981,CUS-004981,454,Cooper PLC,SMB,Retail,Mexico,Active
4982,CUS-004982,7,Donovan Group,Mid-Market,Manufacturing,Canada,Active
4983,CUS-004983,343,Stevens-Sanders,Enterprise,Technology,Germany,Active
4984,CUS-004984,855,"Davis, Medina and Anderson",SMB,Manufacturing,Canada,Inactive
4985,CUS-004985,268,Sutton Ltd,Mid-Market,Healthcare,Germany,Inactive
4986,CUS-004986,704,Ewing Inc,Mid-Market,Retail,United States,Active
4987,CUS-004987,490,Fleming-Hess,SMB,Healthcare,Mexico,Active
4988,CUS-004988,356,"Jones, Evans and Grimes",Mid-Market,Automotive,Canada,Active
4989,CUS-004989,662,Valencia and Sons,Mid-Market,Manufacturing,Germany,Active
4990,CUS-004990,596,"Curry, Schmidt and Wilson",SMB,Retail,Canada,Active
4991,CUS-004991,319,Baker Ltd,Enterprise,Healthcare,United States,Active
4992,CUS-004992,224,"Nicholson, Jones and Hughes",SMB,Retail,Sweden,Active
4993,CUS-004993,917,Hernandez Inc,Mid-Market,Manufacturing,Germany,Active
4994,CUS-004994,169,Mcmillan Group,Mid-Market,Healthcare,United States,Active
4995,CUS-004995,960,Smith-Brown,SMB,Retail,Sweden,Active
4996,CUS-004996,472,Grant-Richardson,Mid-Market,Healthcare,United States,Active
4997,CUS-004997,997,Skinner-Solomon,Mid-Market,Technology,Mexico,Active
4998,CUS-004998,354,Finley-Wiley,SMB,Technology,Mexico,Active
4999,CUS-004999,566,Reyes Ltd,Mid-Market,Technology,Sweden,Inactive
5000,CUS-005000,616,Spears-Miller,Enterprise,Healthcare,Germany,Active
5001,CUS-005001,339,"Brock, Cox and Brown",Enterprise,Healthcare,Mexico,Active
5002,CUS-005002,219,"Mitchell, Hines and Scott",Mid-Market,Manufacturing,Sweden,Active
5003,CUS-005003,521,"Johnson, Sanford and Myers",SMB,Manufacturing,United States,Active
5004,CUS-005004,663,Cohen PLC,Mid-Market,Manufacturing,United States,Active
5005,CUS-005005,262,Love PLC,Enterprise,Healthcare,Sweden,Active
5006,CUS-005006,767,Cooper-Turner,SMB,Healthcare,Sweden,Active
5007,CUS-005007,639,"Bennett, Chavez and Anderson",Enterprise,Technology,Canada,Active
5008,CUS-005008,167,Cruz Group,Enterprise,Healthcare,Sweden,Active
5009,CUS-005009,939,Davis and Sons,Mid-Market,Technology,Canada,Inactive
5010,CUS-005010,44,Robinson-Jenkins,Enterprise,Healthcare,Germany,Active
5011,CUS-005011,654,Gillespie Ltd,Mid-Market,Healthcare,United States,Active
5012,CUS-005012,440,Everett-Peters,Mid-Market,Retail,Mexico,Active
5013,CUS-005013,654,Adams-Hernandez,SMB,Manufacturing,Sweden,Active
5014,CUS-005014,775,"Robertson, Palmer and Mercado",Enterprise,Healthcare,Canada,Active
5015,CUS-005015,688,Ferguson Group,Enterprise,Retail,Sweden,Active
5016,CUS-005016,651,"Clements, Williamson and Singh",SMB,Technology,Germany,Active
5017,CUS-005017,841,Hernandez-Allen,SMB,Technology,Canada,Active
5018,CUS-005018,702,Solomon-Dawson,Mid-Market,Automotive,United States,Active
5019,CUS-005019,814,"Burke, Fleming and Baker",SMB,Manufacturing,Sweden,Active
5020,CUS-005020,403,Castro and Sons,SMB,Automotive,Canada,Active
5021,CUS-005021,203,Cortez LLC,Mid-Market,Retail,Canada,Active
5022,CUS-005022,235,Dickson-Lopez,SMB,Technology,Canada,Active
5023,CUS-005023,613,Estrada-Diaz,Mid-Market,Technology,United States,Active
5024,CUS-005024,532,Walker LLC,Mid-Market,Technology,Sweden,Active
5025,CUS-005025,78,Avery Inc,Mid-Market,Automotive,Mexico,Active
5026,CUS-005026,205,"Allen, Miller and Davenport",SMB,Manufacturing,Sweden,Active
5027,CUS-005027,968,"Rice, Sullivan and Brooks",Enterprise,Healthcare,Canada,Active
5028,CUS-005028,727,"Adams, Boyer and Osborne",Enterprise,Retail,Mexico,Inactive
5029,CUS-005029,755,Hendricks-Elliott,Mid-Market,Retail,Germany,Active
5030,CUS-005030,197,Porter-Flynn,Mid-Market,Healthcare,Canada,Active
5031,CUS-005031,65,Matthews-Jacobson,Enterprise,Technology,Germany,Active
5032,CUS-005032,292,Griffith-Bender,Mid-Market,Manufacturing,Sweden,Active
5033,CUS-005033,857,"Rogers, Gonzalez and Rasmussen",Enterprise,Healthcare,Sweden,Active
5034,CUS-005034,507,Wood-Kennedy,Enterprise,Manufacturing,Germany,Active
5035,CUS-005035,785,Long-Velazquez,Mid-Market,Retail,Germany,Active
5036,CUS-005036,487,"Frank, Reyes and Roman",Enterprise,Manufacturing,Germany,Active
5037,CUS-005037,491,Clark-Ramirez,Mid-Market,Technology,Sweden,Active
5038,CUS-005038,601,Thompson LLC,Mid-Market,Retail,Canada,Active
5039,CUS-005039,959,Johnson-Wolfe,Mid-Market,Automotive,Canada,Active
5040,CUS-005040,438,Armstrong PLC,Mid-Market,Automotive,Sweden,Active
5041,CUS-005041,596,Romero-Briggs,SMB,Healthcare,Sweden,Active
5042,CUS-005042,920,Hodges PLC,Mid-Market,Automotive,Sweden,Active
5043,CUS-005043,373,Morris LLC,Mid-Market,Automotive,Sweden,Active
5044,CUS-005044,840,"James, Turner and Griffin",Enterprise,Manufacturing,Mexico,Active
5045,CUS-005045,536,Castaneda and Sons,SMB,Automotive,Canada,Active
5046,CUS-005046,880,Chavez LLC,Unknown Segment,Healthcare,Sweden,Active
5047,CUS-005047,468,Allen Ltd,Enterprise,Manufacturing,Mexico,Active
5048,CUS-005048,630,"Archer, Baker and Cruz",SMB,Technology,Sweden,Active
5049,CUS-005049,324,Williams-Contreras,Enterprise,Automotive,United States,Active
5050,CUS-005050,636,Curtis-Silva,Enterprise,Healthcare,Canada,Active
5051,CUS-005051,327,Sparks and Sons,Enterprise,Manufacturing,Sweden,Active
5052,CUS-005052,610,Velasquez-Turner,SMB,Manufacturing,United States,Active
5053,CUS-005053,789,Mercado-Lewis,SMB,Technology,Sweden,Active
5054,CUS-005054,435,Chavez Group,SMB,Technology,Mexico,Active
5055,CUS-005055,430,Barrett Group,Enterprise,Automotive,Germany,Inactive
5056,CUS-005056,323,Garcia Ltd,Mid-Market,Technology,Sweden,Active
5057,CUS-005057,731,Johnson Ltd,SMB,Technology,Sweden,Active
5058,CUS-005058,593,"Simon, Simpson and Schmidt",Mid-Market,Automotive,Germany,Active
5059,CUS-005059,517,Gillespie-Thomas,Enterprise,Technology,Sweden,Active
5060,CUS-005060,26,Miller Ltd,SMB,Technology,Mexico,Active
5061,CUS-005061,111,"Griffin, Hendricks and Hawkins",Enterprise,Automotive,Canada,Active
5062,CUS-005062,8,Moore-Cox,SMB,Retail,Canada,Active
5063,CUS-005063,851,"Ramirez, Kemp and Hamilton",Mid-Market,Automotive,Germany,Inactive
5064,CUS-005064,852,"Salinas, Green and Richard",SMB,Manufacturing,Sweden,Active
5065,CUS-005065,68,"Zamora, Jimenez and Rodriguez",Mid-Market,Technology,Sweden,Active
5066,CUS-005066,47,Day and Sons,SMB,Retail,Canada,Active
5067,CUS-005067,782,"Peck, Rhodes and Holt",SMB,Manufacturing,Mexico,Active
5068,CUS-005068,525,Hogan-Hutchinson,Mid-Market,Retail,Germany,Active
5069,CUS-005069,309,Walker Group,Enterprise,Healthcare,Germany,Active
5070,CUS-005070,615,Chavez-Ray,Enterprise,Technology,Canada,Active
5071,CUS-005071,237,Fleming-Russell,SMB,Healthcare,United States,Active
5072,CUS-005072,199,Mcdonald Inc,SMB,Automotive,Sweden,Active
5073,CUS-005073,368,Bartlett-Brewer,Mid-Market,Technology,Germany,Active
5074,CUS-005074,896,Buckley Ltd,Enterprise,Healthcare,Germany,Active
5075,CUS-005075,768,"Howard, Hernandez and Gonzales",SMB,Retail,Germany,Active
5076,CUS-005076,191,"Brown, Pennington and Richardson",Mid-Market,Healthcare,Canada,Active
5077,CUS-005077,562,"Stone, Riggs and Johnson",Enterprise,Technology,United States,Active
5078,CUS-005078,885,Webb Ltd,Mid-Market,Manufacturing,Canada,Active
5079,CUS-005079,952,Blair Inc,SMB,Healthcare,Germany,Active
5080,CUS-005080,763,Lopez-Ford,SMB,Healthcare,Mexico,Active
5081,CUS-005081,129,Wilson Inc,Mid-Market,Technology,Germany,Inactive
5082,CUS-005082,241,"Turner, Ponce and Schwartz",SMB,Retail,Canada,Active
5083,CUS-005083,219,Hammond and Sons,SMB,Automotive,Canada,Active
5084,CUS-005084,151,Rice-Burton,Mid-Market,Automotive,Germany,Active
