waste_key,waste_id,date_key,location_key,waste_category,disposal_method,unit_of_measure,waste_quantity
13574,WST-013574,20200715,25,Paper,Recycling,kg,535.053
13575,WST-013575,20250708,30,Metal,Landfill,kg,511.765
13576,WST-013576,20191216,4,General,Recycling,kg,461.346
13577,WST-013577,20210208,95,Metal,Treatment,kg,323.686
13578,WST-013578,20250618,46,Metal,Treatment,kg,255.546
13579,WST-013579,20210721,44,Paper,Treatment,kg,76.631
13580,WST-013580,20190507,24,Paper,Landfill,kg,220.486
13581,WST-013581,20201212,5,Plastic,Landfill,kg,638.832
13582,WST-013582,20220619,53,Chemical,Landfill,kg,609.056
13583,WST-013583,20231225,96,Plastic,Treatment,kg,481.304
13584,WST-013584,20220409,75,Paper,Recycling,kg,640.598
13585,WST-013585,20221229,16,Chemical,Reuse,kg,435.533
13586,WST-013586,20230906,39,Plastic,Reuse,kg,814.736
13587,WST-013587,20250818,82,Chemical,Treatment,kg,184.336
13588,WST-013588,20240227,84,Chemical,Landfill,kg,711.858
13589,WST-013589,20200706,80,Metal,Landfill,kg,559.323
13590,WST-013590,20210227,60,Plastic,Landfill,kg,75.825
13591,WST-013591,20230429,14,Metal,Recycling,kg,728.273
13592,WST-013592,20200913,78,Plastic,Landfill,kg,927.642
13593,WST-013593,20191221,19,Plastic,Reuse,kg,739.728
13594,WST-013594,20231015,57,Paper,Landfill,kg,535.011
13595,WST-013595,20210118,62,Metal,Landfill,kg,198.082
13596,WST-013596,20240505,33,Paper,Reuse,kg,466.446
13597,WST-013597,20250520,81,General,Recycling,kg,809.919
13598,WST-013598,20200228,59,Chemical,Reuse,kg,273.311
13599,WST-013599,20240310,57,Chemical,Recycling,kg,484.082
13600,WST-013600,20210811,37,Metal,Recycling,kg,250.163
13601,WST-013601,20190707,69,Chemical,Landfill,kg,25.185
13602,WST-013602,20230131,43,Chemical,Landfill,kg,540.046
13603,WST-013603,20220316,36,Plastic,Treatment,kg,938.901
13604,WST-013604,20220723,21,Paper,Treatment,kg,850.097
13605,WST-013605,20251122,83,General,Landfill,kg,314.715
13606,WST-013606,20251126,44,Metal,Treatment,kg,112.26
13607,WST-013607,20250818,82,Plastic,Landfill,kg,967.394
13608,WST-013608,20201008,91,Metal,Reuse,kg,736.521
13609,WST-013609,20211210,86,Chemical,Reuse,kg,727.642
13610,WST-013610,20200306,32,Plastic,Recycling,kg,299.867
13611,WST-013611,20221015,10,Chemical,Landfill,kg,870.674
13612,WST-013612,20191030,89,Chemical,Recycling,kg,299.328
13613,WST-013613,20200106,14,Paper,Landfill,kg,81.517
13614,WST-013614,20200128,14,General,Treatment,kg,458.971
13615,WST-013615,20251024,71,Paper,Treatment,kg,44.956
13616,WST-013616,20211031,75,General,Recycling,kg,87.243
13617,WST-013617,20191108,99,Paper,Landfill,kg,668.186
13618,WST-013618,20191124,94,Chemical,Treatment,kg,258.65
13619,WST-013619,20201004,66,Chemical,Recycling,kg,373.578
13620,WST-013620,20191005,95,Plastic,Treatment,kg,111.982
13621,WST-013621,20210214,20,Chemical,Recycling,kg,656.449
13622,WST-013622,20240815,57,Plastic,Reuse,kg,342.263
13623,WST-013623,20230428,46,Chemical,Treatment,kg,441.702
13624,WST-013624,20240221,91,Metal,Treatment,kg,110.916
13625,WST-013625,20190112,70,General,Landfill,kg,95.027
13626,WST-013626,20200221,87,Chemical,Recycling,kg,845.479
13627,WST-013627,20230315,37,General,Recycling,kg,253.788
13628,WST-013628,20200131,12,Plastic,Landfill,kg,955.49
13629,WST-013629,20240817,75,Plastic,Treatment,kg,201.529
13630,WST-013630,20240215,59,General,Landfill,kg,120.249
13631,WST-013631,20220217,66,Metal,Landfill,kg,880.295
13632,WST-013632,20230905,62,General,Reuse,kg,378.335
13633,WST-013633,20200326,27,Paper,Recycling,kg,594.255
13634,WST-013634,20251020,11,Paper,Reuse,kg,80.026
13635,WST-013635,20200611,94,Plastic,Reuse,kg,556.487
13636,WST-013636,20190602,70,Chemical,Reuse,kg,216.001
13637,WST-013637,20190808,53,Metal,Landfill,kg,424.469
13638,WST-013638,20190801,21,General,Treatment,kg,517.095
13639,WST-013639,20200320,64,Paper,Landfill,kg,370.809
13640,WST-013640,20201212,3,Metal,Reuse,kg,392.411
13641,WST-013641,20201012,38,Chemical,Landfill,kg,654.247
13642,WST-013642,20191017,50,General,Treatment,kg,329.769
13643,WST-013643,20190101,93,Paper,Reuse,kg,428.914
13644,WST-013644,20250609,43,General,Recycling,kg,452.545
13645,WST-013645,20250220,70,Paper,Recycling,kg,914.717
13646,WST-013646,20210103,65,Paper,Landfill,kg,359.167
13647,WST-013647,20250527,77,Metal,Treatment,kg,951.958
13648,WST-013648,20201201,58,Paper,Recycling,kg,305.785
13649,WST-013649,20251023,29,General,Recycling,kg,66.882
13650,WST-013650,20241101,36,Paper,Recycling,kg,396.885
13651,WST-013651,20221009,62,Paper,Reuse,kg,151.032
13652,WST-013652,20211209,71,Chemical,Treatment,kg,141.393
13653,WST-013653,20200821,51,General,Recycling,kg,475.426
13654,WST-013654,20240413,78,Paper,Reuse,kg,877.039
13655,WST-013655,20250512,36,General,Reuse,kg,453.865
13656,WST-013656,20250130,58,Paper,Treatment,kg,829.241
13657,WST-013657,20230913,88,Metal,Recycling,kg,104.62
13658,WST-013658,20201222,99,Plastic,Treatment,kg,883.253
13659,WST-013659,20191002,90,General,Landfill,kg,235.564
13660,WST-013660,20200903,92,Metal,Recycling,kg,279.944
13661,WST-013661,20220616,76,Chemical,Recycling,kg,321.65
13662,WST-013662,20211010,33,Metal,Treatment,kg,635.153
13663,WST-013663,20191224,10,General,Reuse,kg,652.014
13664,WST-013664,20241212,99,Paper,Landfill,kg,333.563
13665,WST-013665,20210718,50,Plastic,Landfill,kg,768.925
13666,WST-013666,20211014,3,Plastic,Reuse,kg,733.292
13667,WST-013667,20251103,99,Chemical,Landfill,kg,249.519
13668,WST-013668,20250315,18,Chemical,Landfill,kg,904.301
13669,WST-013669,20190113,51,Plastic,Reuse,kg,729.167
13670,WST-013670,20220705,56,Chemical,Reuse,kg,137.728
13671,WST-013671,20190908,20,Plastic,Reuse,kg,758.942
13672,WST-013672,20211203,81,General,Treatment,kg,382.975
13673,WST-013673,20230704,46,Paper,Landfill,kg,32.775
13674,WST-013674,20211005,61,Chemical,Reuse,kg,358.073
13675,WST-013675,20230424,64,Metal,Treatment,kg,803.831
13676,WST-013676,20230626,75,Metal,Reuse,kg,913.047
13677,WST-013677,20191211,37,Chemical,Reuse,kg,220.63
13678,WST-013678,20220116,41,Paper,Landfill,kg,240.224
13679,WST-013679,20210920,13,Metal,Recycling,kg,823.94
13680,WST-013680,20210217,58,Paper,Landfill,kg,32.821
13681,WST-013681,20210203,19,Paper,Recycling,kg,128.588
13682,WST-013682,20201101,90,Metal,Recycling,kg,837.982
13683,WST-013683,20250224,57,Plastic,Reuse,kg,86.407
13684,WST-013684,20200124,76,Metal,Recycling,kg,393.29
13685,WST-013685,20230104,64,Chemical,Landfill,kg,751.422
13686,WST-013686,20241215,29,Paper,Recycling,kg,380.905
13687,WST-013687,20190912,94,Metal,Reuse,kg,655.227
13688,WST-013688,20190525,41,Plastic,Treatment,kg,749.85
13689,WST-013689,20190902,32,Metal,Landfill,kg,128.904
13690,WST-013690,20201210,68,Chemical,Reuse,kg,805.116
13691,WST-013691,20220716,69,Plastic,Reuse,kg,286.657
13692,WST-013692,20240216,59,Paper,Recycling,kg,262.82
13693,WST-013693,20221101,53,Paper,Reuse,kg,807.122
13694,WST-013694,20210322,71,Metal,Treatment,kg,546.994
13695,WST-013695,20200529,31,Metal,Landfill,kg,70.536
13696,WST-013696,20230331,48,Paper,Landfill,kg,813.851
13697,WST-013697,20211027,61,General,Recycling,kg,357.459
13698,WST-013698,20250421,93,Plastic,Reuse,kg,887.886
13699,WST-013699,20191205,89,Paper,Reuse,kg,708.609
13700,WST-013700,20231203,56,Chemical,Landfill,kg,545.343
13701,WST-013701,20241127,77,Plastic,Treatment,kg,745.862
13702,WST-013702,20220717,9,Plastic,Reuse,kg,164.585
13703,WST-013703,20210830,75,Plastic,Treatment,kg,454.536
13704,WST-013704,20191217,10,Chemical,Recycling,kg,823.852
13705,WST-013705,20210219,22,Paper,Treatment,kg,85.924
13706,WST-013706,20220404,67,Plastic,Reuse,kg,541.787
13707,WST-013707,20240614,41,Metal,Landfill,kg,57.315
13708,WST-013708,20241108,34,Metal,Treatment,kg,232.416
13709,WST-013709,20240919,69,Metal,Treatment,kg,700.592
13710,WST-013710,20210913,23,Chemical,Landfill,kg,950.021
13711,WST-013711,20251122,88,General,Reuse,kg,884.739
13712,WST-013712,20240127,90,General,Recycling,kg,947.39
13713,WST-013713,20230529,10,Plastic,Reuse,kg,875.499
13714,WST-013714,20230701,48,Plastic,Treatment,kg,631.338
13715,WST-013715,20201126,56,Paper,Reuse,kg,198.871
13716,WST-013716,20211226,40,Metal,Reuse,kg,73.894
13717,WST-013717,20240216,55,Chemical,Landfill,kg,566.009
13718,WST-013718,20211002,4,Paper,Landfill,kg,57.585
13719,WST-013719,20200729,48,Chemical,Reuse,kg,690.913
13720,WST-013720,20250204,39,Chemical,Treatment,kg,835.996
13721,WST-013721,20220224,81,Chemical,Reuse,kg,803.614
13722,WST-013722,20230523,88,Metal,Reuse,kg,878.62
13723,WST-013723,20241118,28,Metal,Recycling,kg,443.109
13724,WST-013724,20240104,80,General,Treatment,kg,696.292
13725,WST-013725,20210403,53,Paper,Reuse,kg,166.776
13726,WST-013726,20191123,24,Chemical,Treatment,kg,462.43
13727,WST-013727,20210113,77,General,Treatment,kg,396.127
13728,WST-013728,20230421,87,Paper,Landfill,kg,535.166
13729,WST-013729,20220619,100,Chemical,Landfill,kg,463.254
13730,WST-013730,20250120,9,Metal,Landfill,kg,960.755
13731,WST-013731,20190625,7,Metal,Landfill,kg,684.488
13732,WST-013732,20200607,52,Metal,Recycling,kg,47.143
13733,WST-013733,20210219,36,Metal,Treatment,kg,291.645
13734,WST-013734,20190519,100,Chemical,Reuse,kg,873.887
13735,WST-013735,20220208,53,Paper,Recycling,kg,597.612
13736,WST-013736,20230116,87,General,Treatment,kg,766.263
13737,WST-013737,20201008,79,General,Reuse,kg,153.01
13738,WST-013738,20211117,58,General,Treatment,kg,37.34
13739,WST-013739,20200716,89,Paper,Landfill,kg,923.624
13740,WST-013740,20190828,47,Chemical,Treatment,kg,227.874
13741,WST-013741,20241220,36,Chemical,Landfill,kg,676.358
13742,WST-013742,20210814,75,Paper,Recycling,kg,870.466
13743,WST-013743,20190411,55,Plastic,Landfill,kg,693.755
13744,WST-013744,20220413,91,General,Landfill,kg,431.236
13745,WST-013745,20210923,53,Chemical,Recycling,kg,152.888
13746,WST-013746,20250331,88,Chemical,Reuse,kg,207.165
13747,WST-013747,20211110,64,General,Treatment,kg,902.195
13748,WST-013748,20191023,33,Plastic,Treatment,kg,456.566
13749,WST-013749,20241125,39,Plastic,Recycling,kg,420.313
13750,WST-013750,20241222,15,General,Landfill,kg,768.492
13751,WST-013751,20250108,35,Paper,Landfill,kg,198.982
13752,WST-013752,20200127,34,Paper,Reuse,kg,802.339
13753,WST-013753,20240105,78,Paper,Recycling,kg,315.308
13754,WST-013754,20211102,75,General,Landfill,kg,736.284
13755,WST-013755,20211007,96,Paper,Landfill,kg,331.934
13756,WST-013756,20190228,80,Chemical,Landfill,kg,164.365
13757,WST-013757,20250131,80,Plastic,Reuse,kg,119.964
13758,WST-013758,20240211,87,Chemical,Reuse,kg,922.639
13759,WST-013759,20250215,23,Chemical,Recycling,kg,131.601
13760,WST-013760,20230916,7,Chemical,Reuse,kg,892.621
13761,WST-013761,20190923,24,Paper,Treatment,kg,797.165
13762,WST-013762,20210824,34,Metal,Landfill,kg,313.182
13763,WST-013763,20210411,51,Paper,Recycling,kg,777.066
13764,WST-013764,20211217,49,Metal,Recycling,kg,961.484
13765,WST-013765,20210529,63,Chemical,Recycling,kg,490.205
13766,WST-013766,20210627,78,Chemical,Recycling,kg,927.471
13767,WST-013767,20250820,10,Metal,Treatment,kg,672.404
13768,WST-013768,20201126,41,Chemical,Landfill,kg,216.138
13769,WST-013769,20221202,33,Paper,Reuse,kg,293.492
13770,WST-013770,20200824,32,Chemical,Reuse,kg,377.275
13771,WST-013771,20250818,21,Chemical,Reuse,kg,73.868
13772,WST-013772,20240528,75,Metal,Recycling,kg,591.375
13773,WST-013773,20240703,17,Paper,Treatment,kg,571.415
13774,WST-013774,20251116,59,Chemical,Landfill,kg,215.316
13775,WST-013775,20240426,26,Paper,Reuse,kg,847.411
13776,WST-013776,20231029,11,General,Landfill,kg,320.769
13777,WST-013777,20220709,77,Paper,Recycling,kg,892.63
13778,WST-013778,20200318,38,Paper,Landfill,kg,700.06
13779,WST-013779,20250425,95,Chemical,Treatment,kg,851.543
13780,WST-013780,20241107,87,Chemical,Recycling,kg,581.26
13781,WST-013781,20221109,15,Plastic,Landfill,kg,326.379
13782,WST-013782,20230809,62,Paper,Recycling,kg,146.34
13783,WST-013783,20240516,97,Paper,Recycling,kg,16.96
13784,WST-013784,20201019,74,General,Recycling,kg,232.827
13785,WST-013785,20190223,5,Paper,Reuse,kg,28.169
13786,WST-013786,20210925,10,Metal,Reuse,kg,965.131
13787,WST-013787,20230728,61,Chemical,Reuse,kg,394.32
13788,WST-013788,20241125,78,Chemical,Recycling,kg,669.449
13789,WST-013789,20191227,11,Metal,Reuse,kg,720.588
13790,WST-013790,20220611,38,Plastic,Landfill,kg,113.232
13791,WST-013791,20240329,90,General,Treatment,kg,470.384
13792,WST-013792,20241101,85,Chemical,Recycling,kg,561.857
13793,WST-013793,20240405,92,Metal,Reuse,kg,319.613
13794,WST-013794,20210328,55,Paper,Reuse,kg,376.421
13795,WST-013795,20210923,14,General,Treatment,kg,583.657
13796,WST-013796,20240813,34,Plastic,Reuse,kg,330.487
13797,WST-013797,20230314,79,Plastic,Treatment,kg,137.507
13798,WST-013798,20220514,70,Paper,Reuse,kg,236.515
13799,WST-013799,20250429,78,Paper,Landfill,kg,896.016
13800,WST-013800,20220113,62,Chemical,Recycling,kg,965.169
13801,WST-013801,20240728,7,Chemical,Treatment,kg,693.741
13802,WST-013802,20240125,79,Plastic,Landfill,kg,426.302
13803,WST-013803,20190109,66,Plastic,Landfill,kg,479.422
13804,WST-013804,20220201,100,Chemical,Treatment,kg,280.391
13805,WST-013805,20250801,53,Metal,Recycling,kg,761.255
13806,WST-013806,20231025,79,Plastic,Landfill,kg,485.074
13807,WST-013807,20210625,63,Paper,Landfill,kg,75.292
13808,WST-013808,20210221,72,Chemical,Recycling,kg,57.505
13809,WST-013809,20220927,41,Paper,Recycling,kg,845.567
13810,WST-013810,20190204,94,Chemical,Recycling,kg,960.554
13811,WST-013811,20250719,69,Metal,Reuse,kg,853.429
13812,WST-013812,20221103,21,Chemical,Treatment,kg,330.642
13813,WST-013813,20250609,50,General,Landfill,kg,68.417
13814,WST-013814,20240922,33,General,Landfill,kg,424.414
13815,WST-013815,20190713,13,Chemical,Landfill,kg,838.949
13816,WST-013816,20211228,74,General,Reuse,kg,981.455
13817,WST-013817,20220124,21,Chemical,Landfill,kg,309.469
13818,WST-013818,20230217,91,General,Reuse,kg,789.722
13819,WST-013819,20210331,65,Paper,Reuse,kg,685.253
13820,WST-013820,20240703,87,Paper,Reuse,kg,693.052
13821,WST-013821,20210318,23,General,Recycling,kg,119.76
13822,WST-013822,20201218,36,Metal,Reuse,kg,302.119
13823,WST-013823,20250804,29,General,Treatment,kg,307.698
13824,WST-013824,20231106,20,Chemical,Landfill,kg,532.802
13825,WST-013825,20211104,39,Plastic,Reuse,kg,375.681
13826,WST-013826,20220707,26,Plastic,Treatment,kg,30.341
13827,WST-013827,20200526,54,Plastic,Reuse,kg,907.66
13828,WST-013828,20230305,60,Paper,Landfill,kg,425.614
13829,WST-013829,20191118,94,Metal,Reuse,kg,485.215
13830,WST-013830,20211012,65,Metal,Treatment,kg,989.465
13831,WST-013831,20231123,75,Paper,Recycling,kg,180.564
13832,WST-013832,20211108,59,General,Treatment,kg,708.607
13833,WST-013833,20240701,93,Paper,Reuse,kg,847.085
13834,WST-013834,20251013,2,General,Landfill,kg,411.971
13835,WST-013835,20190904,16,Paper,Treatment,kg,781.357
13836,WST-013836,20250815,52,Plastic,Landfill,kg,959.433
13837,WST-013837,20240210,52,General,Reuse,kg,612.278
13838,WST-013838,20211025,84,Plastic,Treatment,kg,348.686
13839,WST-013839,20251231,56,Metal,Reuse,kg,859.437
13840,WST-013840,20241031,42,Plastic,Recycling,kg,92.334
13841,WST-013841,20250707,42,General,Landfill,kg,81.697
13842,WST-013842,20200331,96,Plastic,Landfill,kg,119.554
13843,WST-013843,20200510,32,Metal,Recycling,kg,43.442
13844,WST-013844,20220212,98,Paper,Recycling,kg,193.121
13845,WST-013845,20201004,59,Chemical,Treatment,kg,573.637
13846,WST-013846,20191116,35,Paper,Recycling,kg,547.943
13847,WST-013847,20240304,96,Plastic,Recycling,kg,284.515
13848,WST-013848,20210725,82,General,Reuse,kg,577.4
13849,WST-013849,20220512,75,General,Reuse,kg,160.465
13850,WST-013850,20221108,53,Plastic,Treatment,kg,942.4
13851,WST-013851,20230711,69,Plastic,Reuse,kg,651.612
13852,WST-013852,20211007,46,Chemical,Landfill,kg,570.146
13853,WST-013853,20250828,39,Plastic,Recycling,kg,190.258
13854,WST-013854,20230118,29,Chemical,Recycling,kg,191.144
13855,WST-013855,20250427,70,Paper,Treatment,kg,923.983
13856,WST-013856,20220415,54,Metal,Treatment,kg,515.136
13857,WST-013857,20191225,22,Metal,Recycling,kg,296.233
13858,WST-013858,20231210,65,Paper,Recycling,kg,43.385
13859,WST-013859,20221101,58,Metal,Landfill,kg,344.216
13860,WST-013860,20190905,68,Chemical,Landfill,kg,815.136
13861,WST-013861,20201026,85,General,Recycling,kg,521.988
13862,WST-013862,20250511,27,Chemical,Treatment,kg,630.561
13863,WST-013863,20231118,77,Metal,Recycling,kg,216.104
13864,WST-013864,20250707,52,Metal,Treatment,kg,565.529
13865,WST-013865,20211206,26,General,Treatment,kg,150.027
13866,WST-013866,20210213,2,Chemical,Treatment,kg,823.432
13867,WST-013867,20200326,12,General,Reuse,kg,912.194
13868,WST-013868,20200823,63,Plastic,Recycling,kg,386.212
13869,WST-013869,20191226,16,Metal,Treatment,kg,837.45
13870,WST-013870,20230530,3,Metal,Recycling,kg,309.688
13871,WST-013871,20190913,22,Chemical,Reuse,kg,854.145
13872,WST-013872,20220126,73,Metal,Recycling,kg,270.061
13873,WST-013873,20230504,26,Metal,Reuse,kg,284.754
13874,WST-013874,20221112,67,Chemical,Treatment,kg,860.385
13875,WST-013875,20210111,15,Plastic,Treatment,kg,796.279
13876,WST-013876,20250131,88,Chemical,Landfill,kg,168.906
13877,WST-013877,20221220,90,Chemical,Treatment,kg,661.441
13878,WST-013878,20230426,18,Metal,Landfill,kg,919.179
13879,WST-013879,20250504,7,Paper,Treatment,kg,679.457
13880,WST-013880,20210204,56,General,Recycling,kg,596.252
13881,WST-013881,20200803,39,Paper,Treatment,kg,729.479
13882,WST-013882,20240321,66,General,Treatment,kg,947.179
13883,WST-013883,20251129,39,Plastic,Treatment,kg,417.44
13884,WST-013884,20231206,38,General,Recycling,kg,549.34
13885,WST-013885,20230615,66,Chemical,Landfill,kg,391.419
13886,WST-013886,20211120,46,Paper,Reuse,kg,801.553
13887,WST-013887,20220901,70,Plastic,Recycling,kg,11.401
13888,WST-013888,20190709,27,Metal,Recycling,kg,591.644
13889,WST-013889,20220512,93,Plastic,Recycling,kg,331.085
13890,WST-013890,20210407,88,General,Landfill,kg,910.302
13891,WST-013891,20200224,66,General,Recycling,kg,109.498
13892,WST-013892,20250902,70,Paper,Recycling,kg,289.23
13893,WST-013893,20200324,64,Chemical,Treatment,kg,367.46
13894,WST-013894,20221007,3,General,Landfill,kg,294.842
13895,WST-013895,20190331,4,Metal,Reuse,kg,93.034
13896,WST-013896,20210625,53,Paper,Landfill,kg,902.295
13897,WST-013897,20240209,94,Chemical,Reuse,kg,693.721
13898,WST-013898,20190201,86,Plastic,Recycling,kg,847.077
13899,WST-013899,20251217,66,Metal,Reuse,kg,400.307
13900,WST-013900,20251009,23,Chemical,Landfill,kg,467.163
13901,WST-013901,20251016,65,Chemical,Landfill,kg,572.241
13902,WST-013902,20250112,21,Metal,Landfill,kg,609.082
13903,WST-013903,20240613,83,Chemical,Treatment,kg,713.728
13904,WST-013904,20190105,69,General,Reuse,kg,221.856
13905,WST-013905,20200211,29,Paper,Recycling,kg,124.493
13906,WST-013906,20221204,86,Chemical,Reuse,kg,897.037
13907,WST-013907,20231026,61,Paper,Reuse,kg,34.342
13908,WST-013908,20190324,72,Plastic,Landfill,kg,238.966
13909,WST-013909,20211128,66,Plastic,Treatment,kg,815.365
13910,WST-013910,20200921,37,Paper,Reuse,kg,626.948
13911,WST-013911,20191124,70,Paper,Landfill,kg,30.793
13912,WST-013912,20240331,35,Chemical,Treatment,kg,213.53
13913,WST-013913,20220217,62,General,Landfill,kg,35.177
13914,WST-013914,20220606,39,Metal,Recycling,kg,637.241
13915,WST-013915,20240601,21,Metal,Reuse,kg,770.34
13916,WST-013916,20190728,77,Plastic,Treatment,kg,431.458
13917,WST-013917,20220516,44,Metal,Reuse,kg,644.51
13918,WST-013918,20250923,12,Paper,Recycling,kg,460.634
13919,WST-013919,20250729,27,General,Treatment,kg,481.392
13920,WST-013920,20220809,43,Paper,Reuse,kg,421.732
13921,WST-013921,20250215,16,Chemical,Recycling,kg,892.081
13922,WST-013922,20211102,91,Metal,Recycling,kg,338.236
13923,WST-013923,20250107,38,Paper,Landfill,kg,760.236
13924,WST-013924,20200518,88,Metal,Landfill,kg,59.419
13925,WST-013925,20241024,22,Paper,Landfill,kg,572.53
13926,WST-013926,20210828,31,Metal,Treatment,kg,234.07
13927,WST-013927,20220614,4,Plastic,Reuse,kg,27.008
13928,WST-013928,20210611,18,Chemical,Landfill,kg,786.213
13929,WST-013929,20200501,87,Plastic,Treatment,kg,79.931
13930,WST-013930,20221220,30,General,Landfill,kg,162.52
13931,WST-013931,20220413,62,Metal,Recycling,kg,945.882
13932,WST-013932,20190718,18,General,Landfill,kg,424.026
13933,WST-013933,20200717,36,Paper,Landfill,kg,584.695
13934,WST-013934,20250421,88,Plastic,Recycling,kg,920.445
13935,WST-013935,20230222,48,Paper,Treatment,kg,780.39
13936,WST-013936,20230214,34,Plastic,Recycling,kg,631.137
13937,WST-013937,20210611,58,Paper,Landfill,kg,838.203
13938,WST-013938,20210718,73,Plastic,Recycling,kg,872.197
13939,WST-013939,20191206,80,Metal,Landfill,kg,775.671
13940,WST-013940,20240606,45,Plastic,Recycling,kg,95.717
13941,WST-013941,20230205,10,Plastic,Treatment,kg,38.468
13942,WST-013942,20210823,20,Plastic,Recycling,kg,960.417
13943,WST-013943,20190322,34,Chemical,Recycling,kg,265.999
13944,WST-013944,20200419,98,Plastic,Treatment,kg,571.241
13945,WST-013945,20210425,51,Plastic,Reuse,kg,498.936
13946,WST-013946,20220411,33,Plastic,Landfill,kg,583.75
13947,WST-013947,20250722,38,General,Landfill,kg,809.577
13948,WST-013948,20221012,99,Paper,Landfill,kg,268.035
13949,WST-013949,20231009,11,Plastic,Reuse,kg,356.327
13950,WST-013950,20190409,96,Chemical,Reuse,kg,611.537
13951,WST-013951,20221030,82,Plastic,Reuse,kg,749.68
13952,WST-013952,20210816,89,Plastic,Landfill,kg,917.419
13953,WST-013953,20230208,59,Paper,Treatment,kg,77.603
13954,WST-013954,20190514,16,Plastic,Treatment,kg,204.92
13955,WST-013955,20230118,99,Paper,Reuse,kg,689.453
13956,WST-013956,20250716,40,Plastic,Landfill,kg,17.312
13957,WST-013957,20190706,2,General,Landfill,kg,273.362
13958,WST-013958,20240321,52,Chemical,Treatment,kg,544.572
13959,WST-013959,20210215,3,Plastic,Landfill,kg,709.794
13960,WST-013960,20220903,46,Plastic,Landfill,kg,506.787
13961,WST-013961,20250823,8,Chemical,Recycling,kg,388.72
13962,WST-013962,20210722,95,Metal,Reuse,kg,346.961
13963,WST-013963,20241112,4,Plastic,Treatment,kg,40.004
13964,WST-013964,20201206,53,Plastic,Landfill,kg,159.437
13965,WST-013965,20241216,44,General,Recycling,kg,471.581
13966,WST-013966,20241031,36,Paper,Landfill,kg,868.64
13967,WST-013967,20211010,87,Metal,Treatment,kg,163.402
13968,WST-013968,20230525,65,Paper,Reuse,kg,654.815
13969,WST-013969,20251027,83,Paper,Recycling,kg,216.031
13970,WST-013970,20210104,72,Chemical,Reuse,kg,256.561
13971,WST-013971,20241223,78,Chemical,Recycling,kg,934.68
13972,WST-013972,20210102,87,General,Landfill,kg,509.874
13973,WST-013973,20251212,57,Chemical,Treatment,kg,734.103
13974,WST-013974,20230222,47,Chemical,Treatment,kg,839.85
13975,WST-013975,20221226,64,Paper,Recycling,kg,188.731
13976,WST-013976,20230816,94,General,Reuse,kg,959.887
13977,WST-013977,20200401,85,Chemical,Landfill,kg,99.408
13978,WST-013978,20230224,48,Metal,Reuse,kg,181.939
13979,WST-013979,20210525,19,General,Landfill,kg,372.237
13980,WST-013980,20230725,99,General,Reuse,kg,354.667
13981,WST-013981,20211102,43,Plastic,Landfill,kg,689.897
13982,WST-013982,20241024,49,Plastic,Recycling,kg,401.193
13983,WST-013983,20210223,64,Plastic,Landfill,kg,392.215
13984,WST-013984,20220322,99,Paper,Landfill,kg,439.995
13985,WST-013985,20250305,77,Paper,Recycling,kg,388.137
13986,WST-013986,20190919,53,Paper,Treatment,kg,200.709
13987,WST-013987,20201229,4,Metal,Landfill,kg,481.291
13988,WST-013988,20200816,11,Chemical,Landfill,kg,589.822
13989,WST-013989,20230603,20,General,Reuse,kg,200.19
13990,WST-013990,20210828,95,Metal,Reuse,kg,542.728
13991,WST-013991,20230710,11,Plastic,Reuse,kg,759.774
13992,WST-013992,20251104,47,General,Landfill,kg,263.945
13993,WST-013993,20230809,17,Metal,Treatment,kg,848.826
13994,WST-013994,20221007,83,Metal,Recycling,kg,168.854
13995,WST-013995,20200121,25,General,Reuse,kg,733.49
13996,WST-013996,20250325,77,Chemical,Recycling,kg,45.517
13997,WST-013997,20211207,78,Metal,Recycling,kg,530.175
13998,WST-013998,20190729,48,Plastic,Landfill,kg,522.416
13999,WST-013999,20201128,15,Metal,Landfill,kg,750.287
14000,WST-014000,20220623,9,Paper,Landfill,kg,234.222
14001,WST-014001,20250205,71,Plastic,Landfill,kg,86.936
14002,WST-014002,20230719,10,Paper,Reuse,kg,680.466
14003,WST-014003,20230821,61,Chemical,Recycling,kg,535.205
14004,WST-014004,20250701,13,General,Treatment,kg,36.918
14005,WST-014005,20250309,91,Chemical,Landfill,kg,569.158
14006,WST-014006,20251101,5,Metal,Recycling,kg,566.342
14007,WST-014007,20210701,72,Paper,Recycling,kg,707.347
14008,WST-014008,20211111,83,Paper,Reuse,kg,408.788
14009,WST-014009,20191104,13,General,Recycling,kg,539.745
14010,WST-014010,20220923,48,General,Treatment,kg,519.63
14011,WST-014011,20200209,9,Plastic,Recycling,kg,601.148
14012,WST-014012,20190313,24,Plastic,Treatment,kg,789.654
14013,WST-014013,20200307,27,Paper,Treatment,kg,306.356
14014,WST-014014,20210213,35,Metal,Reuse,kg,970.11
14015,WST-014015,20240724,62,Metal,Treatment,kg,926.335
14016,WST-014016,20230214,72,Paper,Treatment,kg,164.922
14017,WST-014017,20220216,29,General,Reuse,kg,813.928
14018,WST-014018,20200930,14,Chemical,Reuse,kg,382.503
14019,WST-014019,20251002,55,Chemical,Reuse,kg,278.521
14020,WST-014020,20220618,59,Metal,Treatment,kg,892.27
14021,WST-014021,20190217,21,Plastic,Treatment,kg,894.477
