maintenance_key,maintenance_id,date_key,location_key,machine_key,employee_key,maintenance_type,maintenance_hours,downtime_hours,maintenance_cost
16321,MNT-016321,20200328,60,143,4690,Inspection,2.62,8.39,3056.09
16322,MNT-016322,20190321,34,1584,1437,Preventive,3.29,6.85,9448.24
16323,MNT-016323,20240128,86,779,2485,Preventive,4.2,10.07,8453.52
16324,MNT-016324,20250127,15,395,4210,Corrective,3.39,1.65,7577.83
16325,MNT-016325,20240824,82,1112,2826,Preventive,4.87,8.51,431.85
16326,MNT-016326,20190325,97,1213,3011,Inspection,0.96,15.95,4525.66
16327,MNT-016327,20190624,88,878,3994,Preventive,7.56,9.47,8141.25
16328,MNT-016328,20200418,34,1584,237,Inspection,7.16,2.61,4237.66
16329,MNT-016329,20250209,12,1269,2489,Inspection,2.65,12.8,2761.2
16330,MNT-016330,20201022,75,1117,2684,Inspection,6.48,3.02,3175.07
16331,MNT-016331,20200924,2,361,1929,Corrective,3.1,5.28,8829.53
16332,MNT-016332,20190616,10,618,495,Inspection,1.82,1.27,6432.75
16333,MNT-016333,20250908,34,783,2578,Preventive,4.53,18.68,1080.94
16334,MNT-016334,20220305,49,424,1186,Corrective,4.73,19.69,4867.41
16335,MNT-016335,20250904,79,112,3417,Inspection,7.78,2.76,9591.09
16336,MNT-016336,20230731,46,1180,3849,Inspection,6.57,20.73,3007.17
16337,MNT-016337,20251016,66,217,2123,Preventive,7.01,14.23,8589.03
16338,MNT-016338,20220224,14,354,4312,Inspection,7.69,15.18,2148.24
16339,MNT-016339,20250315,61,1194,3693,Inspection,7.5,9.34,1385.78
16340,MNT-016340,20190730,52,825,4471,Corrective,7.22,13.36,4898.47
16341,MNT-016341,20250826,47,1364,1280,Inspection,5.88,2.89,7497.96
16342,MNT-016342,20250511,30,409,4281,Corrective,6.26,2.96,7045.9
16343,MNT-016343,20241029,62,1977,4682,Preventive,2.78,3.98,3110.77
16344,MNT-016344,20220604,71,345,3758,Preventive,6.72,5.87,1771.79
16345,MNT-016345,20220711,51,1866,2462,Inspection,5.32,20.39,1791.9
16346,MNT-016346,20200703,71,116,762,Preventive,3.48,4.07,4518.28
16347,MNT-016347,20250126,44,1163,3415,Inspection,7.04,12.63,4684.94
16348,MNT-016348,20201024,98,168,708,Preventive,5.57,9.99,7381.94
16349,MNT-016349,20210801,63,164,2281,Preventive,4.66,14.32,5980.77
16350,MNT-016350,20200528,6,353,447,Inspection,1.93,19.05,8818.78
16351,MNT-016351,20230114,46,1148,2039,Corrective,3.25,13.69,3066.62
16352,MNT-016352,20210721,75,1540,1659,Inspection,4.93,21.73,3752.02
16353,MNT-016353,20190717,32,771,4630,Corrective,1.95,21.76,2500.07
16354,MNT-016354,20190608,15,1493,4642,Corrective,4.26,23.41,2731.52
16355,MNT-016355,20220719,94,530,4204,Preventive,1.1,4.49,625.32
16356,MNT-016356,20240731,90,907,629,Inspection,3.67,11.06,9774.64
16357,MNT-016357,20200721,4,1016,3245,Inspection,2.5,15.17,742.66
16358,MNT-016358,20210305,99,406,3802,Preventive,1.84,1.04,1431.28
16359,MNT-016359,20221105,58,155,250,Inspection,7.79,4.9,3712.91
16360,MNT-016360,20201104,59,1923,804,Preventive,7.86,23.19,515.17
16361,MNT-016361,20231116,18,1556,2110,Inspection,6.8,22.71,6350.25
16362,MNT-016362,20191206,49,1137,3960,Corrective,7.82,2.65,7883.5
16363,MNT-016363,20251220,42,1839,3125,Corrective,4.78,20.51,8725.28
16364,MNT-016364,20250228,80,1405,3532,Preventive,2.29,12.1,7105.65
16365,MNT-016365,20210718,26,920,4515,Inspection,2.65,1.89,6387.64
16366,MNT-016366,20190710,15,874,1825,Corrective,4.15,8.27,7227.17
16367,MNT-016367,20250407,50,1152,137,Corrective,1.95,19.61,3848.36
16368,MNT-016368,20221111,32,799,3721,Preventive,1.45,1.21,7462.92
16369,MNT-016369,20200527,72,1891,4945,Preventive,7.46,8.77,4306.27
16370,MNT-016370,20230819,66,848,1376,Corrective,7.06,11.14,6989.35
16371,MNT-016371,20250808,72,1317,2558,Corrective,4.92,12.38,7108.4
16372,MNT-016372,20190317,17,1750,2238,Corrective,1.22,10.52,5999.38
16373,MNT-016373,20211008,20,471,2453,Corrective,6.09,17.57,9880.19
16374,MNT-016374,20250803,99,298,1415,Inspection,1.42,10.55,7615.53
16375,MNT-016375,20230314,11,1237,1089,Corrective,5.85,2.11,1525.48
16376,MNT-016376,20200329,53,1600,4745,Corrective,2.24,18.21,2040.28
16377,MNT-016377,20190104,67,1617,1280,Inspection,4.73,10.4,5185.6
16378,MNT-016378,20220129,23,733,625,Corrective,1.03,16.94,9361.96
16379,MNT-016379,20211012,87,476,1033,Preventive,6.25,19.49,8335.73
16380,MNT-016380,20250117,36,248,3649,Inspection,3.01,16.36,8148.22
16381,MNT-016381,20240219,53,1278,1264,Preventive,1.16,9.84,588.63
16382,MNT-016382,20191023,92,1470,2584,Corrective,1.76,18.4,484.11
16383,MNT-016383,20230210,29,815,4908,Preventive,3.76,19.62,6404.52
16384,MNT-016384,20220828,89,793,583,Preventive,3.4,20.97,3942.93
16385,MNT-016385,20211016,56,1561,4013,Inspection,4.22,16.46,1774.48
16386,MNT-016386,20231101,39,1869,1153,Preventive,1.32,12.67,2612.64
16387,MNT-016387,20230818,26,920,4037,Inspection,6.86,8.08,9537.57
16388,MNT-016388,20191211,12,917,2475,Corrective,5.95,21.64,4045.0
16389,MNT-016389,20251023,46,47,2541,Preventive,3.47,8.72,1647.19
16390,MNT-016390,20191215,23,1314,4750,Corrective,1.3,17.85,458.78
16391,MNT-016391,20230720,35,1104,3128,Preventive,4.34,1.67,7777.42
16392,MNT-016392,20210806,85,834,76,Inspection,1.26,16.56,6526.13
16393,MNT-016393,20200326,33,1557,2461,Corrective,4.49,3.85,6442.91
16394,MNT-016394,20230320,93,1955,1014,Corrective,4.78,8.95,4567.92
16395,MNT-016395,20200919,58,1080,4339,Corrective,1.14,9.7,7784.51
16396,MNT-016396,20221014,97,474,4813,Corrective,4.6,23.0,584.41
16397,MNT-016397,20200326,16,35,2833,Corrective,1.53,1.5,1698.14
16398,MNT-016398,20230218,36,225,1930,Preventive,7.84,2.4,5371.2
16399,MNT-016399,20250529,63,485,928,Preventive,6.26,10.08,3364.6
16400,MNT-016400,20200216,42,1041,2828,Inspection,0.78,12.87,3473.09
16401,MNT-016401,20230811,94,722,488,Inspection,6.31,10.41,984.27
16402,MNT-016402,20251129,23,342,843,Preventive,5.81,1.41,8319.38
16403,MNT-016403,20220522,42,187,874,Inspection,5.29,14.88,7740.31
16404,MNT-016404,20211211,38,317,3931,Preventive,5.29,20.79,9076.76
16405,MNT-016405,20191227,19,244,4805,Corrective,3.14,5.93,5218.93
16406,MNT-016406,20251010,9,1103,2690,Preventive,0.98,13.58,9540.89
16407,MNT-016407,20210924,11,1736,2021,Inspection,2.54,6.95,7045.38
16408,MNT-016408,20200925,44,1898,1684,Inspection,3.92,22.4,6940.47
16409,MNT-016409,20250927,65,909,1922,Corrective,1.13,19.23,2764.85
16410,MNT-016410,20190127,3,1591,465,Corrective,5.82,16.2,7714.73
16411,MNT-016411,20241019,63,1798,1420,Inspection,2.22,16.21,6966.07
16412,MNT-016412,20230824,15,489,3960,Inspection,2.96,23.02,6700.49
16413,MNT-016413,20221029,17,1775,1651,Inspection,7.8,23.55,5832.12
16414,MNT-016414,20241124,76,109,4602,Preventive,5.87,13.32,8264.87
16415,MNT-016415,20240423,44,1740,2624,Preventive,7.63,19.88,5489.2
16416,MNT-016416,20200721,15,1226,2281,Inspection,5.71,4.27,5399.15
16417,MNT-016417,20251212,94,510,3348,Corrective,6.07,10.18,225.29
16418,MNT-016418,20210912,39,990,580,Corrective,2.64,1.7,9255.26
16419,MNT-016419,20231031,76,256,4644,Inspection,7.75,20.03,1673.86
16420,MNT-016420,20221202,20,801,1537,Inspection,4.83,0.76,2348.0
16421,MNT-016421,20220825,89,1974,3388,Corrective,1.08,17.37,7497.01
16422,MNT-016422,20191007,70,1972,4708,Corrective,1.32,1.76,1517.62
16423,MNT-016423,20220809,45,341,3377,Preventive,2.11,4.61,8402.63
16424,MNT-016424,20230710,31,517,4324,Inspection,6.64,5.21,4614.22
16425,MNT-016425,20231026,36,486,79,Preventive,4.11,14.73,3904.74
16426,MNT-016426,20200528,42,1260,2011,Corrective,1.95,8.31,291.26
16427,MNT-016427,20210411,76,1009,3908,Inspection,7.32,7.96,7170.72
16428,MNT-016428,20240825,87,1940,1274,Corrective,3.45,18.1,4888.62
16429,MNT-016429,20220603,6,353,4412,Preventive,3.97,21.36,1727.16
16430,MNT-016430,20230928,36,1384,459,Preventive,4.41,19.87,323.64
16431,MNT-016431,20220921,54,410,1928,Corrective,4.5,1.16,2019.32
16432,MNT-016432,20241230,37,637,1541,Preventive,1.18,22.37,6862.45
16433,MNT-016433,20230803,22,1917,186,Preventive,4.28,6.17,7076.06
16434,MNT-016434,20251205,86,1453,93,Corrective,7.16,19.39,9028.38
16435,MNT-016435,20190220,84,1245,1956,Preventive,4.91,11.79,7781.48
16436,MNT-016436,20240408,13,738,2592,Corrective,1.05,3.1,3945.57
16437,MNT-016437,20210823,28,709,3106,Corrective,6.21,3.77,2012.08
16438,MNT-016438,20191010,31,50,3986,Inspection,5.64,23.78,7807.34
16439,MNT-016439,20190921,92,1470,4461,Inspection,4.1,12.41,3760.31
16440,MNT-016440,20190615,73,1752,4612,Preventive,6.92,14.95,9095.53
16441,MNT-016441,20210225,10,1973,4250,Preventive,4.2,6.42,7744.76
16442,MNT-016442,20190330,48,1807,4881,Preventive,5.91,14.1,8312.45
16443,MNT-016443,20190413,2,773,2424,Inspection,7.95,5.53,595.21
16444,MNT-016444,20210327,53,470,2460,Preventive,2.38,7.02,4891.72
16445,MNT-016445,20201231,57,378,2413,Inspection,4.74,8.89,6919.53
16446,MNT-016446,20240131,98,467,4960,Preventive,2.26,10.55,1610.75
16447,MNT-016447,20191021,38,317,3322,Inspection,0.69,3.82,469.4
16448,MNT-016448,20230525,72,1545,540,Inspection,2.29,22.39,1822.62
16449,MNT-016449,20220113,20,888,2165,Inspection,0.87,13.48,8289.13
16450,MNT-016450,20201209,67,1312,1338,Corrective,2.99,6.99,7535.26
16451,MNT-016451,20201001,71,841,3036,Corrective,1.47,14.13,7543.97
16452,MNT-016452,20201208,90,451,2479,Corrective,7.29,0.59,3094.35
16453,MNT-016453,20220914,7,1287,1215,Corrective,2.27,20.81,2846.82
16454,MNT-016454,20200118,20,801,2368,Inspection,3.92,14.8,2892.64
16455,MNT-016455,20250826,54,934,4026,Corrective,6.19,18.37,3260.44
16456,MNT-016456,20190702,20,192,3466,Preventive,3.59,6.49,9855.91
16457,MNT-016457,20250920,72,1378,2560,Corrective,4.16,8.58,5824.82
16458,MNT-016458,20240609,27,1703,3892,Inspection,3.29,8.57,1247.29
16459,MNT-016459,20191129,66,1400,3209,Corrective,5.71,4.15,443.38
16460,MNT-016460,20210702,49,609,2350,Preventive,1.09,23.53,5920.98
16461,MNT-016461,20200401,7,1633,288,Corrective,2.8,22.42,3889.05
16462,MNT-016462,20240507,99,1372,4553,Corrective,7.94,12.77,4048.7
16463,MNT-016463,20240831,9,1350,2046,Preventive,2.3,15.97,7310.67
16464,MNT-016464,20191027,16,663,2172,Preventive,6.91,19.23,3063.88
16465,MNT-016465,20191101,28,879,2393,Preventive,5.77,11.31,5355.83
16466,MNT-016466,20190727,49,630,1872,Inspection,4.53,6.79,362.11
16467,MNT-016467,20210812,11,213,444,Inspection,5.5,4.63,7321.08
16468,MNT-016468,20210601,2,1956,2863,Preventive,6.86,6.92,6658.89
16469,MNT-016469,20220730,87,1366,490,Inspection,2.08,23.07,790.17
16470,MNT-016470,20240131,94,722,1783,Inspection,7.28,3.07,4062.06
16471,MNT-016471,20190517,82,1112,3618,Corrective,1.69,13.15,9760.76
16472,MNT-016472,20221224,72,141,3116,Inspection,5.7,19.1,9932.45
16473,MNT-016473,20201205,87,1748,934,Corrective,1.18,11.12,9265.68
16474,MNT-016474,20231108,67,1272,3010,Preventive,5.46,0.83,1524.74
16475,MNT-016475,20190405,42,1298,2379,Corrective,7.77,14.13,3339.63
16476,MNT-016476,20201007,23,1796,4713,Preventive,6.3,1.45,2848.31
16477,MNT-016477,20230918,90,1002,2510,Preventive,5.74,13.39,9043.48
16478,MNT-016478,20190612,65,1754,2587,Inspection,2.89,14.48,2023.5
16479,MNT-016479,20201208,82,1451,2692,Preventive,2.21,21.73,6920.24
16480,MNT-016480,20241116,63,1489,532,Inspection,1.08,23.06,3006.45
16481,MNT-016481,20241104,88,1848,963,Inspection,4.81,4.68,7292.24
16482,MNT-016482,20240228,65,414,4714,Corrective,1.62,15.1,4915.71
16483,MNT-016483,20220321,26,1676,994,Inspection,7.49,21.8,6856.18
16484,MNT-016484,20220101,54,261,3787,Preventive,3.95,17.22,5396.31
16485,MNT-016485,20190528,54,1959,1708,Corrective,2.69,13.14,7706.47
16486,MNT-016486,20231110,38,142,2768,Corrective,4.29,2.39,5826.88
16487,MNT-016487,20210121,12,1236,3130,Preventive,7.66,10.52,5837.46
16488,MNT-016488,20241116,82,1528,3858,Preventive,3.54,15.7,8626.72
16489,MNT-016489,20241031,38,371,637,Corrective,3.85,15.12,7058.35
16490,MNT-016490,20210313,71,1440,2869,Inspection,1.14,14.01,5960.99
16491,MNT-016491,20230822,97,1916,2195,Preventive,4.33,17.08,9691.87
16492,MNT-016492,20200420,32,1641,396,Preventive,3.99,10.28,482.69
16493,MNT-016493,20210304,3,912,1646,Inspection,1.58,9.75,3799.11
16494,MNT-016494,20250911,62,1361,3727,Inspection,3.03,21.05,6394.47
16495,MNT-016495,20200713,76,115,4197,Inspection,2.16,20.11,8751.74
16496,MNT-016496,20240210,2,913,4495,Corrective,7.17,10.84,8907.98
16497,MNT-016497,20200904,77,1950,908,Preventive,4.93,9.37,8457.9
16498,MNT-016498,20250915,13,1302,4873,Inspection,7.58,19.74,3104.99
16499,MNT-016499,20230302,50,43,3087,Inspection,6.21,11.2,2365.99
16500,MNT-016500,20210506,29,242,1757,Inspection,2.75,0.81,7015.98
16501,MNT-016501,20190826,89,1974,4767,Corrective,7.26,3.27,8112.69
16502,MNT-016502,20190718,30,307,1804,Corrective,6.43,8.61,9138.27
16503,MNT-016503,20201009,16,1156,3177,Corrective,4.37,13.75,1916.14
16504,MNT-016504,20240512,43,551,2011,Preventive,5.5,18.21,1322.39
16505,MNT-016505,20220826,47,1685,2591,Preventive,2.46,1.31,9094.77
16506,MNT-016506,20250528,16,369,2702,Preventive,5.31,1.45,7931.42
16507,MNT-016507,20250824,35,311,2170,Inspection,2.16,10.39,983.68
16508,MNT-016508,20190717,24,854,2280,Inspection,4.67,7.7,4958.45
16509,MNT-016509,20211230,48,1890,3992,Corrective,1.93,14.62,1129.83
16510,MNT-016510,20190620,8,1106,1432,Preventive,1.08,11.41,3959.78
16511,MNT-016511,20231222,75,1197,2228,Preventive,6.24,9.69,9815.36
16512,MNT-016512,20200507,8,714,1447,Preventive,0.78,12.6,5844.32
16513,MNT-016513,20230117,14,1192,2972,Inspection,2.28,17.23,2451.01
16514,MNT-016514,20190322,9,1853,318,Inspection,7.6,15.73,1525.9
16515,MNT-016515,20190714,45,1457,132,Corrective,7.6,3.43,9496.48
16516,MNT-016516,20200229,35,1104,3266,Preventive,3.81,1.54,5641.13
16517,MNT-016517,20221219,38,371,837,Inspection,2.39,7.52,7996.78
16518,MNT-016518,20190425,15,121,2103,Preventive,5.68,3.39,4094.39
16519,MNT-016519,20190614,64,509,4115,Preventive,5.14,14.94,4853.8
16520,MNT-016520,20210922,77,610,3061,Inspection,5.1,2.56,4813.18
16521,MNT-016521,20230412,10,1239,1671,Inspection,7.26,6.06,8614.08
16522,MNT-016522,20231208,61,1813,2824,Inspection,3.87,0.93,9670.13
16523,MNT-016523,20250710,60,1382,812,Preventive,2.54,4.91,781.89
16524,MNT-016524,20210709,89,1653,1445,Preventive,0.88,2.22,9376.07
16525,MNT-016525,20200413,98,1327,3820,Preventive,2.32,20.1,6537.79
16526,MNT-016526,20240719,64,1073,470,Inspection,4.05,0.52,9731.76
16527,MNT-016527,20240826,65,838,4613,Corrective,7.3,10.05,3166.43
16528,MNT-016528,20241201,78,403,1902,Corrective,2.87,5.01,9897.96
16529,MNT-016529,20200504,23,203,315,Inspection,1.58,3.19,4343.69
16530,MNT-016530,20200616,94,619,4731,Corrective,7.02,13.36,3641.37
16531,MNT-016531,20220212,36,611,1951,Inspection,2.21,1.84,398.14
16532,MNT-016532,20200804,94,1635,1122,Inspection,4.47,20.37,7270.48
16533,MNT-016533,20220301,46,1180,862,Preventive,1.02,23.93,7141.01
16534,MNT-016534,20200203,47,650,915,Corrective,4.61,2.6,1860.56
16535,MNT-016535,20241027,53,470,426,Corrective,7.4,10.69,9785.6
16536,MNT-016536,20230624,71,552,2261,Corrective,2.01,1.02,5985.23
16537,MNT-016537,20250827,90,639,1147,Preventive,5.76,8.57,7723.47
16538,MNT-016538,20210321,94,173,2853,Corrective,4.36,21.34,9562.36
16539,MNT-016539,20241019,78,282,4986,Inspection,2.92,18.94,1562.43
16540,MNT-016540,20240728,38,800,1995,Preventive,7.43,21.26,8092.9
16541,MNT-016541,20200715,100,1510,3612,Corrective,2.99,7.01,7103.85
16542,MNT-016542,20230503,65,741,4190,Inspection,5.61,16.72,7248.13
16543,MNT-016543,20200117,53,805,4243,Preventive,6.46,14.88,5825.16
16544,MNT-016544,20231213,72,1094,3137,Inspection,6.67,15.67,5407.38
16545,MNT-016545,20240530,16,11,4767,Inspection,3.34,16.31,5986.04
16546,MNT-016546,20190419,8,1894,1989,Inspection,3.04,2.77,375.11
16547,MNT-016547,20230727,19,374,3525,Corrective,6.21,3.04,7857.18
16548,MNT-016548,20221105,67,1825,2097,Preventive,5.12,4.13,475.49
16549,MNT-016549,20220129,86,1908,3663,Corrective,3.53,9.54,7513.59
16550,MNT-016550,20250423,58,900,2974,Inspection,4.01,9.6,7662.64
16551,MNT-016551,20251102,71,841,1539,Preventive,5.92,6.44,1888.04
16552,MNT-016552,20210819,92,482,3434,Corrective,6.48,11.98,7543.79
16553,MNT-016553,20190722,78,748,2540,Inspection,6.11,6.12,5991.48
16554,MNT-016554,20230208,51,776,3060,Preventive,5.66,13.82,4922.51
16555,MNT-016555,20210423,58,1130,4511,Corrective,4.63,18.27,6419.69
16556,MNT-016556,20190125,4,931,1616,Preventive,0.79,12.89,2404.67
16557,MNT-016557,20210902,28,843,4311,Corrective,0.69,13.59,2192.12
16558,MNT-016558,20190824,6,660,658,Preventive,2.96,20.04,7370.91
16559,MNT-016559,20250820,19,374,4710,Corrective,6.94,9.13,3944.49
16560,MNT-016560,20210202,76,417,1330,Inspection,1.79,0.59,5053.56
16561,MNT-016561,20210910,53,94,2537,Corrective,5.61,12.48,4125.66
16562,MNT-016562,20231220,79,85,654,Inspection,4.77,10.57,4304.01
16563,MNT-016563,20200620,23,208,4878,Inspection,3.39,23.06,6018.17
16564,MNT-016564,20200207,72,1545,3787,Preventive,4.84,23.04,2792.06
16565,MNT-016565,20231215,55,377,2364,Inspection,3.07,13.6,4606.87
16566,MNT-016566,20191219,97,1128,260,Preventive,4.12,22.62,9037.04
16567,MNT-016567,20250822,84,19,2585,Corrective,6.03,5.38,5044.07
16568,MNT-016568,20230817,71,1935,3182,Preventive,2.02,15.08,7521.45
16569,MNT-016569,20190805,7,1308,4127,Inspection,3.3,0.51,6738.94
16570,MNT-016570,20201214,37,74,2104,Preventive,1.88,2.1,3977.19
16571,MNT-016571,20220401,1,284,839,Inspection,5.97,22.19,1054.24
16572,MNT-016572,20250203,7,148,4336,Inspection,0.97,22.76,127.27
16573,MNT-016573,20240501,25,1593,2059,Preventive,2.53,14.04,3855.16
16574,MNT-016574,20240728,60,127,4807,Corrective,6.56,23.2,4175.07
16575,MNT-016575,20231226,34,1845,3472,Corrective,3.81,5.3,1251.84
16576,MNT-016576,20190104,21,1126,4027,Preventive,4.54,16.24,6530.77
16577,MNT-016577,20190204,32,1322,3600,Preventive,4.8,10.26,2046.19
16578,MNT-016578,20210112,80,1089,1940,Preventive,2.02,3.51,7939.12
16579,MNT-016579,20250615,20,1078,4201,Corrective,3.18,6.88,8622.75
16580,MNT-016580,20230904,80,831,4111,Corrective,7.3,4.92,6955.97
16581,MNT-016581,20231112,49,1513,2249,Inspection,6.01,6.53,1484.22
16582,MNT-016582,20211203,75,1442,2560,Corrective,0.91,10.15,9252.21
16583,MNT-016583,20230122,32,264,679,Inspection,3.23,2.24,1966.86
16584,MNT-016584,20230219,8,389,333,Corrective,4.19,19.58,8178.46
16585,MNT-016585,20250318,92,742,575,Inspection,6.93,8.97,5962.78
16586,MNT-016586,20250115,9,1731,2347,Preventive,2.76,20.4,515.83
16587,MNT-016587,20210406,93,1230,3065,Corrective,1.28,17.44,5620.86
16588,MNT-016588,20220218,33,1557,3165,Corrective,0.55,20.4,5974.99
16589,MNT-016589,20220630,79,1681,2809,Inspection,1.22,22.41,9000.38
16590,MNT-016590,20230328,15,1226,2529,Preventive,1.24,22.04,2896.92
16591,MNT-016591,20210528,55,811,1177,Preventive,1.29,20.3,3962.87
16592,MNT-016592,20190331,90,560,4251,Corrective,4.59,23.08,5968.97
16593,MNT-016593,20201222,88,478,4153,Corrective,1.65,7.25,2686.66
16594,MNT-016594,20250806,25,65,827,Inspection,1.93,23.33,7473.76
16595,MNT-016595,20190813,100,1587,3735,Corrective,1.92,19.42,990.14
16596,MNT-016596,20230326,97,1280,4964,Inspection,7.03,14.09,8365.3
16597,MNT-016597,20230911,38,30,758,Preventive,4.82,10.75,874.75
16598,MNT-016598,20211001,62,1304,2325,Inspection,2.82,12.88,1385.46
16599,MNT-016599,20241104,97,1128,3262,Preventive,3.44,21.25,2386.17
16600,MNT-016600,20211116,87,1940,1484,Inspection,6.01,4.73,3087.63
16601,MNT-016601,20240801,63,158,179,Corrective,3.04,4.48,3758.25
16602,MNT-016602,20221102,29,435,1508,Inspection,2.48,10.69,3314.74
16603,MNT-016603,20220228,41,636,4021,Corrective,1.39,7.74,8105.54
16604,MNT-016604,20231206,72,1274,817,Corrective,1.23,5.68,6068.13
16605,MNT-016605,20231127,44,1163,788,Corrective,3.06,18.02,6789.28
16606,MNT-016606,20200813,68,75,2351,Preventive,4.84,19.76,8910.41
16607,MNT-016607,20250202,2,768,4014,Corrective,1.34,15.28,4288.39
16608,MNT-016608,20220106,65,119,1273,Inspection,7.81,12.57,1818.37
16609,MNT-016609,20211011,44,959,3532,Inspection,5.87,1.85,6756.11
16610,MNT-016610,20231025,38,1155,2694,Preventive,6.93,11.93,5768.02
16611,MNT-016611,20250324,21,322,1572,Corrective,7.77,20.55,8468.91
16612,MNT-016612,20230117,39,898,4830,Inspection,1.75,4.26,9690.77
16613,MNT-016613,20250306,77,1499,447,Inspection,2.59,9.12,4652.84
16614,MNT-016614,20250613,35,1187,2170,Corrective,4.24,13.21,1419.57
16615,MNT-016615,20231022,42,325,4350,Preventive,6.03,19.38,7996.74
16616,MNT-016616,20210302,65,741,3093,Inspection,1.82,10.15,6097.66
16617,MNT-016617,20250830,85,731,4683,Inspection,3.44,14.7,6959.65
16618,MNT-016618,20220103,24,1542,1559,Inspection,0.56,9.64,1143.82
16619,MNT-016619,20240131,92,1179,3206,Preventive,4.02,2.23,8737.89
16620,MNT-016620,20200206,59,1253,3361,Corrective,2.83,12.96,3797.67
16621,MNT-016621,20240716,41,1708,3914,Corrective,7.47,11.19,3664.4
16622,MNT-016622,20220804,71,665,1864,Inspection,6.32,3.47,1430.27
16623,MNT-016623,20231214,77,1086,2815,Inspection,4.19,6.83,1238.71
16624,MNT-016624,20241014,17,1435,2184,Preventive,1.89,4.96,5274.58
16625,MNT-016625,20220226,95,12,2262,Corrective,4.49,9.19,2593.31
16626,MNT-016626,20230530,73,1543,3862,Corrective,2.35,23.14,4730.43
16627,MNT-016627,20250306,67,1138,787,Corrective,5.91,10.28,8876.6
16628,MNT-016628,20200818,93,559,4818,Preventive,2.74,2.08,1670.69
16629,MNT-016629,20211124,76,1359,1996,Preventive,2.32,11.31,7998.83
16630,MNT-016630,20230207,42,1530,12,Corrective,3.48,17.23,6558.6
16631,MNT-016631,20200530,99,298,418,Inspection,5.49,13.63,555.18
16632,MNT-016632,20231211,8,1838,3277,Corrective,4.8,11.73,6632.92
16633,MNT-016633,20250813,88,438,4550,Preventive,0.71,1.39,1610.35
16634,MNT-016634,20190528,11,1401,4653,Corrective,4.28,17.87,4935.95
16635,MNT-016635,20220829,88,188,737,Preventive,4.83,12.62,4409.42
16636,MNT-016636,20211128,50,583,522,Corrective,7.93,21.21,5059.67
16637,MNT-016637,20210424,66,1026,4338,Inspection,4.29,17.87,6566.71
16638,MNT-016638,20221027,69,1343,1040,Inspection,6.73,12.18,9575.94
16639,MNT-016639,20251026,39,1273,1284,Corrective,2.78,4.95,1657.39
16640,MNT-016640,20200602,73,1897,3238,Inspection,7.45,20.83,2941.47
16641,MNT-016641,20241127,31,83,4629,Inspection,2.54,20.32,8928.66
16642,MNT-016642,20251103,72,1391,718,Corrective,2.05,12.69,2941.28
16643,MNT-016643,20200326,17,7,3613,Corrective,6.57,11.06,9621.63
16644,MNT-016644,20250825,69,1343,1308,Inspection,2.29,10.62,434.41
16645,MNT-016645,20200829,53,1182,4448,Corrective,3.22,18.39,3136.65
16646,MNT-016646,20190822,46,1180,1578,Inspection,3.86,8.66,9162.66
16647,MNT-016647,20220712,40,829,3183,Inspection,5.97,14.1,2962.57
16648,MNT-016648,20231202,73,763,51,Preventive,3.81,8.41,9541.39
16649,MNT-016649,20191229,16,35,1821,Inspection,2.79,15.5,219.87
16650,MNT-016650,20221217,93,1955,732,Corrective,5.33,23.51,3960.56
16651,MNT-016651,20200502,39,1196,4106,Preventive,1.16,4.46,7384.17
16652,MNT-016652,20200119,86,223,3098,Preventive,4.22,23.01,8672.48
16653,MNT-016653,20210415,22,180,313,Preventive,3.15,2.25,5013.9
16654,MNT-016654,20220213,15,1970,1023,Corrective,0.73,11.68,2538.23
16655,MNT-016655,20211013,24,1578,101,Inspection,1.79,13.19,8105.81
16656,MNT-016656,20210122,63,680,4049,Inspection,5.3,1.01,6660.93
16657,MNT-016657,20240901,20,1933,34,Preventive,0.84,5.46,5285.27
16658,MNT-016658,20191025,55,1394,2531,Inspection,5.62,17.62,5458.89
16659,MNT-016659,20210125,51,986,4191,Inspection,5.05,1.06,6915.44
16660,MNT-016660,20240319,19,244,2135,Inspection,6.74,5.32,1596.1
16661,MNT-016661,20240621,19,244,3916,Preventive,4.7,8.79,9678.86
16662,MNT-016662,20240315,6,1995,3470,Preventive,2.08,0.87,2371.47
16663,MNT-016663,20211104,81,877,2456,Corrective,7.89,7.57,3477.29
16664,MNT-016664,20240313,100,568,2766,Inspection,7.31,22.68,1196.68
16665,MNT-016665,20200220,2,408,2566,Corrective,5.89,22.11,7158.1
16666,MNT-016666,20210222,78,1571,3940,Corrective,6.43,15.17,3687.78
16667,MNT-016667,20190720,11,1721,4222,Inspection,4.33,15.65,4681.29
16668,MNT-016668,20250513,7,344,223,Inspection,6.56,20.05,8665.66
16669,MNT-016669,20250417,65,638,4006,Preventive,2.57,17.75,8501.33
16670,MNT-016670,20200514,42,973,3661,Preventive,1.21,3.78,5568.63
16671,MNT-016671,20251116,7,1607,4280,Corrective,3.34,7.23,8031.15
16672,MNT-016672,20190224,7,1988,741,Preventive,6.0,0.52,4492.93
16673,MNT-016673,20190117,77,1592,2367,Preventive,2.67,22.24,9685.48
16674,MNT-016674,20230130,67,1825,4097,Preventive,1.1,6.37,5357.46
16675,MNT-016675,20240322,42,944,2078,Corrective,1.3,22.63,4418.21
