maintenance_id,date,location_id,machine_id,employee_id,maintenance_type,downtime_hours,maintenance_cost
MAINT-0012088,2025-11-08,LOC-0001,MCH-000962,EMP-003641,Inspection,10.55,926.29
MAINT-0012089,2024-01-20,LOC-0005,MCH-000322,EMP-002768,Inspection,3.67,284.19
MAINT-0012090,2025-12-06,LOC-0054,MCH-000262,EMP-001340,Inspection,10.62,569.67
MAINT-0012091,2025-12-14,LOC-0040,MCH-000311,EMP-004750,Preventive,1.59,88.88
MAINT-0012092,2025-12-24,LOC-0030,MCH-000808,EMP-004316,Corrective,18.13,541.23
MAINT-0012093,2025-09-30,LOC-0087,MCH-001347,EMP-000191,Inspection,7.4,261.45
MAINT-0012094,2025-11-16,LOC-0088,MCH-000245,EMP-001089,Inspection,0.91,593.84
MAINT-0012095,2025-09-10,LOC-0092,MCH-000023,EMP-002931,Preventive,22.96,553.76
MAINT-0012096,2025-02-21,LOC-0071,MCH-000565,EMP-004933,Preventive,19.11,347.15
MAINT-0012097,2021-08-17,LOC-0082,MCH-001661,EMP-001022,Corrective,14.27,162.15
MAINT-0012099,2025-01-16,LOC-0082,MCH-001124,EMP-000229,Preventive,5.86,419.96
MAINT-0012101,2025-05-18,LOC-0038,MCH-001878,EMP-000383,Corrective,18.53,191.37
MAINT-0012102,2025-10-29,LOC-0004,MCH-000094,EMP-000537,Emergency,20.3,159.2
MAINT-0012103,2024-02-03,LOC-0054,MCH-001007,EMP-001758,Preventive,21.36,401.13
MAINT-0012104,2022-11-16,LOC-0004,MCH-001797,EMP-000341,Corrective,20.46,265.22
MAINT-0012105,2021-11-13,LOC-0099,MCH-000978,EMP-000927,Corrective,3.33,976.07
MAINT-0012106,2025-10-30,LOC-0064,MCH-000072,EMP-002219,Corrective,15.14,918.67
MAINT-0012107,2025-03-10,LOC-0050,MCH-000817,EMP-003152,Preventive,9.3,333.77
MAINT-0012108,2025-08-29,LOC-0043,MCH-000304,EMP-000841,Corrective,1.2,322.6
MAINT-0012109,2024-05-03,LOC-0008,MCH-001897,EMP-003881,Preventive,1.75,1043.45
MAINT-0012110,2024-05-07,LOC-0062,MCH-001997,EMP-002594,Corrective,22.7,381.5
MAINT-0012111,2025-09-07,LOC-0022,MCH-000700,EMP-000211,Inspection,22.08,288.32
MAINT-0012112,2025-09-22,LOC-0013,MCH-001980,EMP-001251,Inspection,1.56,385.46
MAINT-0012113,2025-07-12,LOC-0052,MCH-001161,EMP-002646,Corrective,5.65,429.73
MAINT-0012114,2025-03-27,LOC-0004,MCH-000094,EMP-004915,Corrective,20.64,595.02
MAINT-0012115,2024-07-11,LOC-0044,MCH-000779,EMP-003007,Corrective,0.95,315.29
MAINT-0012116,2025-04-09,LOC-0092,MCH-001459,EMP-001325,Preventive,9.42,207.37
MAINT-0012117,2024-09-30,LOC-0065,MCH-000871,EMP-004989,Preventive,21.84,645.04
MAINT-0012118,2024-02-29,LOC-0034,MCH-000341,EMP-000953,Corrective,12.54,0.0
MAINT-0012119,2025-06-30,LOC-0028,MCH-000153,EMP-003495,Preventive,8.38,236.99
MAINT-0012120,2025-12-27,LOC-0010,MCH-001091,EMP-001353,Preventive,1.62,165.48
MAINT-0012121,2024-08-25,LOC-0017,MCH-001191,EMP-000504,Preventive,2.49,243.98
MAINT-0012122,2024-09-30,LOC-0018,MCH-001968,EMP-003604,Inspection,14.62,514.93
MAINT-0012123,2024-11-18,LOC-0012,MCH-000228,EMP-003473,Corrective,10.51,1129.59
MAINT-0012124,2022-05-20,LOC-0078,MCH-001508,EMP-000539,Preventive,14.13,438.89
MAINT-0012125,2025-05-24,LOC-0020,MCH-000785,EMP-002217,Preventive,3.08,767.59
MAINT-0012126,2024-02-28,LOC-0062,MCH-001820,EMP-001356,Corrective,3.47,375.61
MAINT-0012127,2025-07-13,LOC-0070,MCH-000114,EMP-001840,Emergency,7.07,519.35
MAINT-0012128,2025-10-09,LOC-0012,MCH-000228,EMP-003449,Preventive,8.65,439.45
MAINT-0012129,2022-12-13,LOC-0079,MCH-000619,EMP-000045,Emergency,12.76,244.79
MAINT-0012130,2024-12-31,LOC-0077,MCH-000424,EMP-004246,Inspection,16.04,493.97
MAINT-0012131,2025-04-24,LOC-0020,MCH-000785,EMP-001096,Inspection,3.81,418.0
MAINT-0012132,2023-12-08,LOC-0074,MCH-000281,EMP-004054,Preventive,18.36,1145.18
MAINT-0012133,2025-12-09,LOC-0029,MCH-000652,EMP-000979,Preventive,22.93,907.36
MAINT-0012134,2025-12-27,LOC-0055,MCH-000556,EMP-003406,Corrective,15.16,499.04
MAINT-0012135,2025-08-27,LOC-0071,MCH-000200,EMP-003379,Corrective,19.06,564.48
MAINT-0012136,2025-03-18,LOC-0042,MCH-001507,EMP-002917,Inspection,17.7,280.32
MAINT-0012137,2024-03-30,LOC-0054,MCH-001294,EMP-002173,Corrective,21.26,654.62
MAINT-0012138,2022-12-03,LOC-0064,MCH-001221,EMP-000577,Preventive,4.13,911.29
MAINT-0012139,2025-01-02,LOC-0098,MCH-001867,EMP-002395,Corrective,12.06,518.62
MAINT-0012140,2025-10-05,LOC-0052,MCH-000937,EMP-001149,Preventive,7.85,1021.24
MAINT-0012141,2024-05-18,LOC-0100,MCH-001197,EMP-001185,Emergency,17.62,271.62
MAINT-0012142,2022-01-14,LOC-0039,MCH-001144,EMP-002454,Inspection,3.71,1242.39
MAINT-0012143,2025-12-01,LOC-0065,MCH-001398,EMP-002067,Preventive,10.81,372.56
MAINT-0012144,2025-12-03,LOC-0033,MCH-001134,EMP-003514,Preventive,11.82,1654.07
MAINT-0012146,2022-06-19,LOC-0087,MCH-001183,EMP-004176,Corrective,20.2,75.29
MAINT-0012147,2025-04-13,LOC-0040,MCH-000088,EMP-003174,Preventive,18.17,846.22
MAINT-0012148,2024-10-03,LOC-0051,MCH-000598,EMP-001818,Emergency,14.92,650.16
MAINT-0012149,2025-12-31,LOC-0068,MCH-001233,EMP-000826,Preventive,3.9,244.33
MAINT-0012150,2024-05-02,LOC-0011,MCH-001080,EMP-003990,Inspection,16.89,838.44
MAINT-0012151,2025-01-31,LOC-0072,MCH-000971,EMP-004527,Corrective,12.32,677.88
MAINT-0012152,2023-07-17,LOC-0094,MCH-001565,EMP-002044,Corrective,2.04,164.11
MAINT-0012153,2025-04-09,LOC-0041,MCH-000167,EMP-004976,Inspection,21.23,818.38
MAINT-0012155,2023-08-18,LOC-0036,MCH-000901,EMP-001813,Inspection,23.83,286.43
MAINT-0012156,2023-06-06,LOC-0072,MCH-001994,EMP-001566,Emergency,2.69,257.13
MAINT-0012157,2025-07-31,LOC-0017,MCH-001013,EMP-003888,Preventive,14.35,465.13
MAINT-0012159,2025-04-07,LOC-0054,MCH-000603,EMP-002615,Preventive,0.7,277.68
MAINT-0012160,2022-04-10,LOC-0014,MCH-001312,EMP-004181,Preventive,17.22,196.61
MAINT-0012161,2025-06-05,LOC-0053,MCH-001612,EMP-002244,Preventive,13.59,123.96
MAINT-0012162,2024-10-21,LOC-0029,MCH-001763,EMP-001881,Preventive,24.0,523.19
MAINT-0012163,2022-03-03,LOC-0050,MCH-000398,EMP-004132,Preventive,23.99,507.5
MAINT-0012164,2025-07-21,LOC-0022,MCH-001794,EMP-002599,Inspection,13.18,277.24
MAINT-0012165,2024-12-22,LOC-0035,MCH-000317,EMP-003324,Preventive,7.04,748.42
MAINT-0012166,2023-10-25,LOC-0036,MCH-001292,EMP-001115,Inspection,5.0,685.17
MAINT-0012167,2025-06-16,LOC-0096,MCH-001074,EMP-002686,Inspection,5.23,401.13
MAINT-0012168,2022-11-07,LOC-0085,MCH-000123,EMP-004131,Preventive,4.06,187.11
MAINT-0012169,2024-11-27,LOC-0069,MCH-000189,EMP-002696,Inspection,20.96,401.13
MAINT-0012170,2025-11-30,LOC-0070,MCH-001653,EMP-000851,Inspection,1203.0,130.75
MAINT-0012171,2025-07-12,LOC-0018,MCH-001276,EMP-002080,Preventive,20.25,233.91
MAINT-0012172,2025-11-12,LOC-0029,MCH-000610,EMP-004815,Preventive,16.15,545.84
MAINT-0012173,2025-02-08,LOC-0060,MCH-001297,EMP-004050,Emergency,2.13,199.82
MAINT-0012174,2024-10-06,LOC-0076,MCH-001156,EMP-003941,Inspection,10.54,272.35
MAINT-0012175,2024-12-16,LOC-0012,MCH-000527,EMP-000304,Corrective,3.64,843.76
MAINT-0012176,2025-08-24,LOC-0070,MCH-000611,EMP-002152,Preventive,5.73,490.67
MAINT-0012177,2025-07-13,LOC-0064,MCH-001628,EMP-000577,Inspection,3.44,1193.86
MAINT-0012178,2025-02-04,LOC-0003,MCH-000229,EMP-002340,Preventive,5.82,401.13
MAINT-0012179,2024-11-24,LOC-0067,MCH-000374,EMP-002690,Preventive,6.25,510.63
MAINT-0012180,2024-04-13,LOC-0061,MCH-000030,EMP-004636,Emergency,16.36,295.48
MAINT-0012181,2025-05-10,LOC-0073,MCH-001410,EMP-004800,Corrective,1.48,152.01
MAINT-0012182,2025-12-27,LOC-0024,MCH-001414,EMP-004923,Corrective,14.35,280.75
MAINT-0012183,2024-02-11,LOC-0074,MCH-000281,EMP-004054,Preventive,6.55,123.33
MAINT-0012184,2024-11-05,LOC-0100,MCH-000553,EMP-003472,Preventive,2.99,409.46
MAINT-0012185,2025-11-09,LOC-0044,MCH-000128,EMP-002825,Preventive,8.21,433.57
MAINT-0012186,2024-02-15,LOC-0079,MCH-000065,EMP-004436,Corrective,11.47,193.81
MAINT-0012187,2024-09-25,LOC-0095,MCH-001926,EMP-002235,Corrective,18.44,1409.47
MAINT-0012188,2025-10-19,LOC-0007,MCH-000805,EMP-001620,Preventive,3.5,319.75
MAINT-0012189,2023-12-03,LOC-0058,MCH-000161,EMP-002863,Emergency,4.73,261.22
MAINT-0012190,2025-12-06,LOC-0083,MCH-001655,EMP-003049,Corrective,21.95,249.94
MAINT-0012191,2025-01-19,LOC-0030,MCH-001358,EMP-000665,Preventive,19.49,699.39
MAINT-0012192,2024-06-13,LOC-0077,MCH-001768,EMP-004143,Preventive,6.3,619.72
MAINT-0012193,2025-04-22,LOC-0077,MCH-000008,EMP-003565,Corrective,5.66,464.09
MAINT-0012194,2024-06-10,LOC-0060,MCH-000836,EMP-000022,Preventive,8.19,305.47
MAINT-0012195,2025-09-30,LOC-0088,MCH-001190,EMP-001572,Corrective,1.31,121.22
MAINT-0012197,2025-08-13,LOC-0054,MCH-001940,EMP-001758,Corrective,5.78,424.89
MAINT-0012198,2024-02-27,LOC-0047,MCH-001586,EMP-003278,Corrective,18.36,650.27
MAINT-0012199,2025-08-08,LOC-0085,MCH-000894,EMP-002442,Preventive,5.52,2034.39
MAINT-0012200,2024-11-23,LOC-0098,MCH-000839,EMP-001315,Preventive,1.31,243.47
MAINT-0012201,2024-09-10,LOC-0061,MCH-001648,EMP-004513,Inspection,1.68,1009.51
MAINT-0012202,2025-09-13,LOC-0001,MCH-001813,EMP-003451,Corrective,2.22,1365.71
MAINT-0012203,2025-06-16,LOC-0095,MCH-000005,EMP-002499,Corrective,12.06,73.68
MAINT-0012205,2023-09-23,LOC-0041,MCH-001607,EMP-003224,Corrective,12.99,490.2
MAINT-0012206,2023-11-18,LOC-0081,MCH-000559,EMP-002955,Preventive,6.51,396.64
MAINT-0012207,2025-05-05,LOC-0030,MCH-001322,EMP-002114,Corrective,12.18,777.02
MAINT-0012208,2023-02-16,LOC-0070,MCH-001537,EMP-001560,Preventive,9.33,222.54
MAINT-0012209,2025-12-30,LOC-0045,MCH-001722,EMP-004943,Preventive,0.0,1477.09
MAINT-0012211,2024-03-30,LOC-0055,MCH-001143,EMP-001631,Inspection,1.74,239.76
MAINT-0012212,2025-01-26,LOC-0031,MCH-000729,EMP-002427,Preventive,15.43,758.76
MAINT-0012213,2025-07-21,LOC-0077,MCH-001809,EMP-002380,Emergency,23.32,236.34
MAINT-0012214,2025-12-30,LOC-0064,MCH-001221,EMP-003907,Corrective,2.12,203.35
MAINT-0012215,2025-11-11,LOC-0049,MCH-000950,EMP-001509,Corrective,20.76,229.23
MAINT-0012217,2025-11-02,LOC-0011,MCH-000050,EMP-000371,Preventive,12.92,633.08
MAINT-0012218,2025-06-27,LOC-0086,MCH-001423,EMP-001197,Corrective,12.17,1097.82
MAINT-0012219,2025-07-14,LOC-0097,MCH-000791,EMP-003346,Preventive,1203.0,303.53
MAINT-0012220,2025-09-25,LOC-0084,MCH-001213,EMP-000076,Corrective,0.0,2133.31
MAINT-0012221,2025-12-04,LOC-0054,MCH-000529,EMP-001340,Preventive,7.87,1128.31
MAINT-0012222,2025-10-07,LOC-0024,MCH-001249,EMP-001474,Preventive,2.78,987.64
MAINT-0012223,2025-12-17,LOC-0001,MCH-000746,EMP-001296,Emergency,2.29,475.06
MAINT-0012224,2024-10-15,LOC-0013,MCH-000913,EMP-003211,Inspection,21.92,533.84
MAINT-0012225,2024-07-09,LOC-0006,MCH-001361,EMP-003306,Preventive,20.82,516.3
MAINT-0012226,2024-03-20,LOC-0056,MCH-000594,EMP-000754,Preventive,8.85,360.86
MAINT-0012229,2025-03-15,LOC-0073,MCH-000221,EMP-000350,Corrective,7.67,536.82
MAINT-0012230,2025-04-25,LOC-0045,MCH-001509,EMP-003480,Emergency,21.37,201.16
MAINT-0012231,2024-07-26,LOC-0057,MCH-000058,EMP-004605,Preventive,1.13,156.82
MAINT-0012232,2023-05-17,LOC-0072,MCH-001302,EMP-002759,Preventive,23.84,815.56
MAINT-0012233,2024-11-19,LOC-0031,MCH-001433,EMP-002747,Preventive,13.03,398.77
MAINT-0012234,2024-11-08,LOC-0075,MCH-000363,EMP-000917,Corrective,11.22,363.86
MAINT-0012235,2025-08-13,LOC-0069,MCH-001112,EMP-003760,Corrective,17.3,1196.21
MAINT-0012236,2025-10-13,LOC-0079,MCH-000440,EMP-000909,Inspection,5.73,585.83
MAINT-0012237,2024-08-11,LOC-0052,MCH-001721,EMP-003222,Corrective,10.49,392.58
MAINT-0012238,2025-10-17,LOC-0027,MCH-000516,EMP-004642,Corrective,20.25,952.45
MAINT-0012239,2023-10-22,LOC-0089,MCH-001489,EMP-001740,Corrective,1.58,575.01
MAINT-0012240,2024-03-25,LOC-0004,MCH-001955,EMP-004978,Preventive,13.61,264.86
MAINT-0012241,2024-11-27,LOC-0065,MCH-001680,EMP-002180,Inspection,11.95,408.83
MAINT-0012242,2025-07-21,LOC-0072,MCH-001886,EMP-002111,Corrective,6.91,813.03
MAINT-0012243,2025-10-11,LOC-0052,MCH-000744,EMP-004622,Preventive,2.1,456.55
MAINT-0012244,2025-04-02,LOC-0031,MCH-001311,EMP-002508,Corrective,4.81,202.03
MAINT-0012245,2024-09-29,LOC-0084,MCH-000538,EMP-001407,Corrective,8.61,793.85
MAINT-0012246,2025-12-22,LOC-0096,MCH-000168,EMP-004467,Corrective,1.59,352.99
MAINT-0012247,2024-08-13,LOC-0027,MCH-000646,EMP-004024,Inspection,13.24,328.13
MAINT-0012248,2025-03-22,LOC-0070,MCH-001943,EMP-002463,Preventive,11.29,742.77
MAINT-0012249,2025-06-13,LOC-0066,MCH-001708,EMP-001723,Preventive,5.66,564.12
MAINT-0012250,2024-01-23,LOC-0013,MCH-001980,EMP-000580,Preventive,16.28,327.08
MAINT-0012251,2023-01-16,LOC-0051,MCH-001283,EMP-002689,Preventive,13.49,1215.84
MAINT-0012252,2025-12-23,LOC-0080,MCH-001341,EMP-002112,Preventive,1.39,905.96
MAINT-0012253,2022-02-17,LOC-0085,MCH-001011,EMP-003892,Inspection,17.13,119.08
MAINT-0012254,2025-04-08,LOC-0053,MCH-001062,EMP-002470,Inspection,3.39,185.79
MAINT-0012255,2025-12-16,LOC-0021,MCH-000111,EMP-000457,Inspection,6.96,1100.72
MAINT-0012256,2025-06-11,LOC-0033,MCH-000562,EMP-000411,Inspection,20.95,687.16
MAINT-0012257,2025-12-30,LOC-0096,MCH-000546,EMP-001527,Corrective,11.78,1908.44
MAINT-0012258,2025-10-31,LOC-0023,MCH-001597,EMP-001842,Corrective,13.67,624.69
MAINT-0012259,2023-07-02,LOC-0008,MCH-001897,EMP-003075,Corrective,19.49,591.64
MAINT-0012260,2025-07-06,LOC-0090,MCH-001343,EMP-002015,Preventive,3.96,433.17
MAINT-0012261,2021-10-20,LOC-0066,MCH-001959,EMP-002626,Corrective,20.59,714.4
MAINT-0012262,2025-12-29,LOC-0071,MCH-001567,EMP-004681,Corrective,13.1,282.91
MAINT-0012263,2025-12-24,LOC-0055,MCH-001396,EMP-000478,Preventive,9.43,122.37
MAINT-0012264,2024-02-23,LOC-0086,MCH-001166,EMP-001744,Preventive,6.26,222.84
MAINT-0012265,2025-02-04,LOC-0044,MCH-001444,EMP-001495,Preventive,21.03,76.12
MAINT-0012266,2025-12-24,LOC-0001,MCH-001613,EMP-000650,Preventive,11.81,255.81
MAINT-0012267,2025-01-17,LOC-0079,MCH-000440,EMP-003351,Preventive,1.44,2109.11
MAINT-0012268,2022-12-12,LOC-0077,MCH-000424,EMP-001995,Emergency,3.75,680.23
MAINT-0012269,2024-11-14,LOC-0031,MCH-000018,EMP-003919,Preventive,10.04,305.04
MAINT-0012270,2023-04-19,LOC-0002,MCH-000105,EMP-003675,Inspection,11.59,257.82
MAINT-0012271,2025-06-14,LOC-0018,MCH-000759,EMP-000999,Corrective,9.31,450.27
MAINT-0012272,2025-10-21,LOC-0007,MCH-001375,EMP-004781,Corrective,8.93,1227.54
MAINT-0012273,2025-01-13,LOC-0062,MCH-000066,EMP-003933,Preventive,23.86,805.68
MAINT-0012275,2025-10-29,LOC-0026,MCH-001462,EMP-001488,Preventive,0.52,513.1
MAINT-0012276,2025-03-06,LOC-0022,MCH-001802,EMP-000835,Preventive,6.01,109.23
MAINT-0012277,2022-03-28,LOC-0011,MCH-000819,EMP-003358,Inspection,14.7,442.88
MAINT-0012278,2025-03-29,LOC-0004,MCH-000138,EMP-004576,Corrective,15.62,330.65
MAINT-0012279,2023-11-23,LOC-0085,MCH-000433,EMP-001681,Preventive,17.59,225.87
MAINT-0012280,2025-05-14,LOC-0082,MCH-001661,EMP-000331,Inspection,1.64,495.63
MAINT-0012281,2025-03-08,LOC-0098,MCH-000177,EMP-000221,Preventive,2.32,1253.74
MAINT-0012282,2025-12-15,LOC-0035,MCH-001849,EMP-001139,Corrective,21.9,456.81
MAINT-0012283,2025-01-17,LOC-0053,MCH-001060,EMP-002706,Inspection,23.43,158.92
MAINT-0012284,2025-01-17,LOC-0016,MCH-000220,EMP-000396,Preventive,3.39,604.15
MAINT-0012285,2025-12-20,LOC-0080,MCH-000890,EMP-002737,Emergency,3.55,1205.97
MAINT-0012286,2025-04-25,LOC-0006,MCH-000179,EMP-004929,Inspection,22.12,638.96
MAINT-0012287,2024-07-29,LOC-0045,MCH-000313,EMP-003999,Preventive,7.39,1738.57
MAINT-0012288,2025-03-14,LOC-0087,MCH-000826,EMP-001652,Inspection,6.36,297.65
MAINT-0012289,2024-05-17,LOC-0055,MCH-001396,EMP-004952,Preventive,22.24,401.13
MAINT-0012290,2024-07-10,LOC-0019,MCH-000119,EMP-002834,Preventive,13.75,241.97
MAINT-0012291,2025-02-13,LOC-0019,MCH-001432,EMP-004601,Preventive,21.18,196.8
MAINT-0012292,2024-08-28,LOC-0063,MCH-001912,EMP-003125,Emergency,23.9,489.04
MAINT-0012293,2025-08-19,LOC-0099,MCH-001518,EMP-002260,Preventive,10.68,230.76
MAINT-0012294,2024-10-19,LOC-0009,MCH-001762,EMP-004854,Corrective,13.8,283.82
MAINT-0012295,2025-08-20,LOC-0011,MCH-000478,EMP-000460,Preventive,5.7,1348.1
MAINT-0012296,2024-07-23,LOC-0018,MCH-001121,EMP-002080,Corrective,22.07,1251.1
MAINT-0012297,2025-10-16,LOC-0016,MCH-001635,EMP-000179,Inspection,21.74,109.03
MAINT-0012298,2025-03-31,LOC-0071,MCH-000286,EMP-004689,Corrective,14.53,320.09
MAINT-0012299,2025-11-04,LOC-0090,MCH-001720,EMP-000480,Corrective,5.32,1867.93
MAINT-0012300,2025-10-25,LOC-0032,MCH-000351,EMP-003667,Corrective,5.61,794.06
MAINT-0012301,2023-01-24,LOC-0051,MCH-000302,EMP-002607,Preventive,22.37,504.6
MAINT-0012302,2025-12-31,LOC-0038,MCH-001427,EMP-004226,Corrective,15.41,406.35
MAINT-0012303,2025-11-17,LOC-0010,MCH-001941,EMP-002778,Preventive,18.51,295.4
MAINT-0012304,2023-08-24,LOC-0092,MCH-001416,EMP-001302,Preventive,23.62,546.38
MAINT-0012305,2024-12-03,LOC-0026,MCH-000590,EMP-002744,Inspection,3.04,185.07
MAINT-0012306,2024-10-04,LOC-0075,MCH-001500,EMP-002445,Preventive,7.54,1042.81
MAINT-0012307,2025-05-08,LOC-0051,MCH-000421,EMP-001997,Corrective,11.05,233.43
MAINT-0012308,2025-10-29,LOC-0059,MCH-001764,EMP-002685,Emergency,21.85,547.39
MAINT-0012309,2025-07-10,LOC-0020,MCH-001679,EMP-002217,Corrective,1.82,521.21
MAINT-0012310,2023-11-13,LOC-0039,MCH-001859,EMP-004602,Corrective,17.76,319.3
MAINT-0012311,2025-09-27,LOC-0019,MCH-001918,EMP-003558,Inspection,20.57,314.89
MAINT-0012312,2025-09-15,LOC-0088,MCH-001838,EMP-002818,Preventive,8.84,447.85
MAINT-0012313,2025-06-12,LOC-0054,MCH-000496,EMP-000586,Corrective,7.21,1228.62
MAINT-0012314,2025-06-23,LOC-0002,MCH-001357,EMP-000122,Preventive,12.06,319.04
MAINT-0012315,2025-04-25,LOC-0066,MCH-000309,EMP-002351,Preventive,14.39,318.5
MAINT-0012316,2025-08-22,LOC-0003,MCH-000141,EMP-000788,Corrective,20.84,349.5
MAINT-0012317,2023-09-09,LOC-0063,MCH-001806,EMP-001111,Preventive,10.45,241.21
MAINT-0012318,2022-02-28,LOC-0095,MCH-000099,EMP-001293,Inspection,7.08,584.15
MAINT-0012319,2022-11-11,LOC-0069,MCH-001717,EMP-004099,Emergency,11.8,304.53
MAINT-0012320,2025-06-25,LOC-0047,MCH-001255,EMP-003812,Preventive,23.4,329.82
MAINT-0012321,2024-05-29,LOC-0051,MCH-001359,EMP-001481,Preventive,6.57,503.25
MAINT-0012322,2025-09-17,LOC-0007,MCH-001448,EMP-004781,Corrective,8.46,633.26
MAINT-0012323,2025-09-16,LOC-0045,MCH-001998,EMP-003637,Preventive,4.35,684.33
MAINT-0012324,2024-09-07,LOC-0043,MCH-000304,EMP-003238,Inspection,12.6,213.53
MAINT-0012325,2023-04-03,LOC-0067,MCH-000374,EMP-002830,Preventive,12.11,754.49
MAINT-0012326,2025-12-15,LOC-0098,MCH-000486,EMP-003749,Preventive,15.07,576.8
MAINT-0012327,2025-10-13,LOC-0099,MCH-001521,EMP-004733,Preventive,20.45,404.4
MAINT-0012328,2025-07-21,LOC-0090,MCH-001104,EMP-000051,Corrective,4.54,478.94
MAINT-0012329,2025-08-16,LOC-0091,MCH-001326,EMP-004415,Corrective,10.68,492.74
MAINT-0012330,2025-07-04,LOC-0029,MCH-001482,EMP-000940,Preventive,23.55,1267.22
MAINT-0012331,2025-10-26,LOC-0059,MCH-001055,EMP-003766,Inspection,5.26,636.04
MAINT-0012332,2023-02-13,LOC-0026,MCH-001460,EMP-001973,Inspection,9.54,252.56
MAINT-0012333,2023-03-02,LOC-0065,MCH-000955,EMP-003573,Preventive,21.32,842.96
MAINT-0012334,2025-06-29,LOC-0017,MCH-000106,EMP-001816,Corrective,14.31,858.45
MAINT-0012335,2025-08-01,LOC-0020,MCH-001599,EMP-002841,Corrective,10.78,559.41
MAINT-0012336,2024-10-25,LOC-0027,MCH-000406,EMP-003984,Inspection,3.45,1145.33
MAINT-0012337,2024-08-31,LOC-0007,MCH-001371,EMP-001483,Inspection,14.97,876.66
MAINT-0012338,2025-11-09,LOC-0032,MCH-000379,EMP-003667,Preventive,12.06,1910.38
MAINT-0012339,2022-02-12,LOC-0094,MCH-000724,EMP-004440,Corrective,12.83,778.93
MAINT-0012340,2023-08-20,LOC-0087,MCH-001785,EMP-004165,Preventive,9.79,314.24
MAINT-0012341,2024-02-20,LOC-0018,MCH-000975,EMP-004912,Corrective,5.06,411.97
MAINT-0012342,2025-08-07,LOC-0088,MCH-000081,EMP-004483,Preventive,5.45,557.37
MAINT-0012343,2023-08-25,LOC-0019,MCH-001467,EMP-002448,Emergency,9.39,179.45
MAINT-0012344,2023-04-17,LOC-0036,MCH-001487,EMP-003309,Preventive,9.93,372.23
MAINT-0012345,2025-08-01,LOC-0022,MCH-000898,EMP-000379,Corrective,0.0,449.09
MAINT-0012346,2025-12-14,LOC-0002,MCH-000092,EMP-001774,Inspection,13.26,435.52
MAINT-0012347,2025-09-29,LOC-0016,MCH-001681,EMP-000332,Inspection,4.97,546.7
MAINT-0012348,2023-11-25,LOC-0019,MCH-000790,EMP-002638,Preventive,16.52,235.72
MAINT-0012349,2024-08-13,LOC-0065,MCH-001430,EMP-002022,Preventive,13.21,354.41
MAINT-0012350,2024-12-24,LOC-0043,MCH-000122,EMP-000018,Emergency,12.15,92.37
MAINT-0012351,2023-03-12,LOC-0095,MCH-000164,EMP-002235,Inspection,6.12,510.91
MAINT-0012352,2025-08-19,LOC-0018,MCH-000712,EMP-003169,Preventive,10.01,765.05
MAINT-0012353,2023-10-26,LOC-0035,MCH-001981,EMP-000279,Preventive,7.74,440.91
MAINT-0012354,2025-11-15,LOC-0029,MCH-001102,EMP-003725,Corrective,15.02,247.68
MAINT-0012355,2024-12-15,LOC-0027,MCH-001741,EMP-003984,Preventive,7.47,610.21
MAINT-0012356,2025-12-05,LOC-0076,MCH-000540,EMP-003205,Preventive,0.0,320.37
MAINT-0012357,2023-01-23,LOC-0030,MCH-000383,EMP-000445,Preventive,15.0,1587.98
MAINT-0012358,2022-11-05,LOC-0014,MCH-000626,EMP-000266,Preventive,6.37,529.85
MAINT-0012359,2025-01-01,LOC-0019,MCH-000455,EMP-002763,Preventive,14.18,582.95
MAINT-0012360,2025-09-03,LOC-0062,MCH-000066,EMP-003807,Corrective,21.55,1339.04
MAINT-0012362,2025-09-08,LOC-0096,MCH-000168,EMP-003672,Preventive,15.23,721.29
MAINT-0012363,2025-11-17,LOC-0085,MCH-000799,EMP-001962,Corrective,11.62,316.88
MAINT-0012365,2025-08-28,LOC-0042,MCH-000680,EMP-000518,Preventive,15.71,226.85
MAINT-0012367,2025-12-30,LOC-0098,MCH-000020,EMP-004931,Corrective,20.58,197.29
MAINT-0012368,2025-08-12,LOC-0055,MCH-000060,EMP-000812,Corrective,7.07,197.59
MAINT-0012369,2023-03-13,LOC-0070,MCH-000096,EMP-001542,Corrective,10.4,345.85
MAINT-0012370,2025-12-14,LOC-0065,MCH-001800,EMP-001692,Inspection,18.66,1076.49
MAINT-0012371,2025-04-27,LOC-0034,MCH-001793,EMP-001966,Corrective,7.77,407.99
MAINT-0012372,2025-10-11,LOC-0011,MCH-000050,EMP-003741,Emergency,11.82,1111.19
MAINT-0012373,2025-12-26,LOC-0034,MCH-000637,EMP-000309,Preventive,19.83,231.57
MAINT-0012375,2025-10-23,LOC-0096,MCH-001074,EMP-004988,Preventive,21.34,965.76
MAINT-0012376,2024-01-19,LOC-0021,MCH-001928,EMP-000871,Inspection,19.09,1226.51
MAINT-0012377,2021-02-25,LOC-0072,MCH-001769,EMP-000773,Inspection,3.5,409.44
MAINT-0012378,2025-09-19,LOC-0087,MCH-000979,EMP-002318,Corrective,2.78,305.34
MAINT-0012380,2023-08-24,LOC-0091,MCH-000477,EMP-004415,Preventive,20.89,715.17
MAINT-0012381,2025-03-04,LOC-0071,MCH-001536,EMP-003701,Inspection,12.28,659.64
MAINT-0012382,2024-09-26,LOC-0040,MCH-001372,EMP-004635,Preventive,14.48,648.1
