emissions_key,emissions_id,date_key,location_key,emissions_category,co2_emissions
29406,EMS-029406,20250202,86,Purchased Energy,4499.372
29407,EMS-029407,20220314,1,Direct Emissions,4489.246
29408,EMS-029408,20220820,17,Transportation,425.752
29409,EMS-029409,20210620,78,Purchased Energy,1807.363
29410,EMS-029410,20250815,75,Purchased Energy,552.028
29411,EMS-029411,20220710,29,Direct Emissions,1672.796
29412,EMS-029412,20191012,38,Purchased Energy,3096.934
29413,EMS-029413,20201002,86,Purchased Energy,1465.667
29414,EMS-029414,20210922,50,Purchased Energy,1569.045
29415,EMS-029415,20220921,9,Transportation,2709.066
29416,EMS-029416,20250105,69,Purchased Energy,1602.595
29417,EMS-029417,20231002,63,Direct Emissions,3741.002
29418,EMS-029418,20211225,32,Transportation,2037.266
29419,EMS-029419,20201208,50,Transportation,1878.235
29420,EMS-029420,20200504,61,Purchased Energy,536.138
29421,EMS-029421,20200611,40,Direct Emissions,2862.119
29422,EMS-029422,20200115,60,Transportation,3653.701
29423,EMS-029423,20220720,55,Transportation,4950.43
29424,EMS-029424,20210812,92,Purchased Energy,1725.424
29425,EMS-029425,20250516,38,Purchased Energy,3510.859
29426,EMS-029426,20200613,96,Transportation,4464.976
29427,EMS-029427,20200623,21,Purchased Energy,202.921
29428,EMS-029428,20240221,52,Transportation,4472.218
29429,EMS-029429,20211107,83,Direct Emissions,4336.406
29430,EMS-029430,20210726,21,Purchased Energy,4196.263
29431,EMS-029431,20250105,48,Transportation,1954.87
29432,EMS-029432,20221202,63,Transportation,3934.207
29433,EMS-029433,20241019,46,Transportation,2646.107
29434,EMS-029434,20240224,59,Purchased Energy,3280.246
29435,EMS-029435,20220106,32,Purchased Energy,4601.084
29436,EMS-029436,20231201,22,Transportation,1910.568
29437,EMS-029437,20200921,44,Transportation,1446.479
29438,EMS-029438,20221020,83,Transportation,1376.305
29439,EMS-029439,20220407,57,Transportation,1452.101
29440,EMS-029440,20210619,53,Purchased Energy,1134.433
29441,EMS-029441,20200714,49,Transportation,3699.845
29442,EMS-029442,20190619,98,Direct Emissions,3218.939
29443,EMS-029443,20220727,85,Transportation,1213.127
29444,EMS-029444,20250602,91,Transportation,3268.048
29445,EMS-029445,20210828,11,Purchased Energy,2436.601
29446,EMS-029446,20191216,35,Direct Emissions,2955.409
29447,EMS-029447,20191102,69,Direct Emissions,1071.581
29448,EMS-029448,20210814,54,Purchased Energy,3135.283
29449,EMS-029449,20240811,32,Purchased Energy,4667.252
29450,EMS-029450,20240721,53,Purchased Energy,4729.982
29451,EMS-029451,20220101,98,Transportation,1623.271
29452,EMS-029452,20240516,54,Direct Emissions,62.886
29453,EMS-029453,20221001,76,Direct Emissions,2497.825
29454,EMS-029454,20210217,65,Direct Emissions,461.923
29455,EMS-029455,20220821,100,Purchased Energy,2086.892
29456,EMS-029456,20231208,22,Transportation,3972.302
29457,EMS-029457,20211111,39,Transportation,3785.095
29458,EMS-029458,20191228,64,Purchased Energy,1168.914
29459,EMS-029459,20241001,20,Direct Emissions,1119.44
29460,EMS-029460,20241008,81,Purchased Energy,4666.222
29461,EMS-029461,20230411,96,Direct Emissions,4711.586
29462,EMS-029462,20210410,100,Transportation,4869.173
29463,EMS-029463,20190911,13,Transportation,290.908
29464,EMS-029464,20250826,25,Transportation,4606.373
29465,EMS-029465,20220208,95,Transportation,4075.043
29466,EMS-029466,20250512,36,Direct Emissions,2233.028
29467,EMS-029467,20240819,32,Purchased Energy,4168.164
29468,EMS-029468,20220902,99,Transportation,2061.196
29469,EMS-029469,20250212,28,Direct Emissions,339.061
29470,EMS-029470,20240514,12,Purchased Energy,4141.432
29471,EMS-029471,20200919,39,Transportation,2557.741
29472,EMS-029472,20230131,81,Transportation,2616.745
29473,EMS-029473,20201116,44,Transportation,1608.559
29474,EMS-029474,20251028,49,Purchased Energy,1571.154
29475,EMS-029475,20241006,57,Direct Emissions,2008.306
29476,EMS-029476,20251010,14,Purchased Energy,1362.87
29477,EMS-029477,20201121,33,Purchased Energy,1123.724
29478,EMS-029478,20200714,78,Purchased Energy,3485.264
29479,EMS-029479,20250311,16,Transportation,2991.586
29480,EMS-029480,20211225,38,Direct Emissions,3814.17
29481,EMS-029481,20251008,65,Purchased Energy,2694.593
29482,EMS-029482,20220827,69,Transportation,2737.478
29483,EMS-029483,20250610,45,Direct Emissions,2533.846
29484,EMS-029484,20220416,12,Transportation,2368.432
29485,EMS-029485,20250106,70,Transportation,4972.616
29486,EMS-029486,20241011,47,Purchased Energy,3811.149
29487,EMS-029487,20230228,19,Direct Emissions,4173.631
29488,EMS-029488,20190702,56,Direct Emissions,3057.224
29489,EMS-029489,20230205,62,Purchased Energy,256.003
29490,EMS-029490,20191101,7,Direct Emissions,4183.261
29491,EMS-029491,20220213,33,Transportation,502.974
29492,EMS-029492,20241004,60,Transportation,3526.926
29493,EMS-029493,20200620,62,Direct Emissions,2819.729
29494,EMS-029494,20201122,38,Transportation,1068.766
29495,EMS-029495,20230926,64,Transportation,2338.614
29496,EMS-029496,20200515,15,Direct Emissions,1572.89
29497,EMS-029497,20240614,4,Direct Emissions,1602.222
29498,EMS-029498,20251019,16,Purchased Energy,2834.157
29499,EMS-029499,20241125,43,Transportation,2076.794
29500,EMS-029500,20231031,67,Transportation,2281.54
29501,EMS-029501,20190305,16,Direct Emissions,779.114
29502,EMS-029502,20220803,88,Purchased Energy,1078.36
29503,EMS-029503,20221109,2,Purchased Energy,2611.377
29504,EMS-029504,20250320,5,Direct Emissions,2082.399
29505,EMS-029505,20241214,88,Purchased Energy,608.893
29506,EMS-029506,20240927,26,Transportation,1136.109
29507,EMS-029507,20200701,43,Purchased Energy,221.784
29508,EMS-029508,20250314,34,Direct Emissions,3947.777
29509,EMS-029509,20211016,51,Purchased Energy,2122.858
29510,EMS-029510,20250604,50,Purchased Energy,3148.362
29511,EMS-029511,20230822,68,Direct Emissions,3122.432
29512,EMS-029512,20230807,87,Purchased Energy,3281.958
29513,EMS-029513,20230401,32,Transportation,3579.615
29514,EMS-029514,20250627,98,Transportation,1649.886
29515,EMS-029515,20220331,79,Direct Emissions,33.317
29516,EMS-029516,20240508,14,Direct Emissions,1736.153
29517,EMS-029517,20200601,41,Purchased Energy,290.894
29518,EMS-029518,20220508,66,Transportation,1429.272
29519,EMS-029519,20210813,42,Transportation,4537.724
29520,EMS-029520,20250923,3,Purchased Energy,3188.99
29521,EMS-029521,20240111,71,Direct Emissions,1644.198
29522,EMS-029522,20190601,63,Transportation,2308.048
29523,EMS-029523,20210712,86,Purchased Energy,2683.573
29524,EMS-029524,20230209,94,Transportation,2314.716
29525,EMS-029525,20240510,3,Purchased Energy,3799.785
29526,EMS-029526,20211216,62,Direct Emissions,2080.12
29527,EMS-029527,20230813,19,Purchased Energy,3094.442
29528,EMS-029528,20231002,33,Transportation,596.719
29529,EMS-029529,20220513,56,Purchased Energy,2299.343
29530,EMS-029530,20230424,8,Direct Emissions,4366.234
29531,EMS-029531,20190219,98,Purchased Energy,4681.192
29532,EMS-029532,20190307,38,Transportation,4103.741
29533,EMS-029533,20201204,56,Purchased Energy,2494.694
29534,EMS-029534,20200418,54,Direct Emissions,196.454
29535,EMS-029535,20230210,38,Transportation,751.717
29536,EMS-029536,20200902,13,Transportation,2390.196
29537,EMS-029537,20211117,69,Purchased Energy,1091.484
29538,EMS-029538,20250903,10,Transportation,3721.115
29539,EMS-029539,20201014,79,Purchased Energy,3416.083
29540,EMS-029540,20201204,66,Purchased Energy,3160.875
29541,EMS-029541,20240314,53,Purchased Energy,3591.277
29542,EMS-029542,20210416,30,Direct Emissions,886.246
29543,EMS-029543,20190304,99,Transportation,576.551
29544,EMS-029544,20200913,51,Transportation,2070.862
29545,EMS-029545,20220810,73,Transportation,2985.59
29546,EMS-029546,20230627,48,Direct Emissions,2547.554
29547,EMS-029547,20201204,31,Purchased Energy,3391.575
29548,EMS-029548,20250105,84,Direct Emissions,2553.254
29549,EMS-029549,20201219,22,Direct Emissions,2924.045
29550,EMS-029550,20210212,36,Direct Emissions,994.795
29551,EMS-029551,20191130,91,Transportation,4433.033
29552,EMS-029552,20230303,56,Direct Emissions,2037.461
29553,EMS-029553,20210525,64,Purchased Energy,485.082
29554,EMS-029554,20240726,9,Direct Emissions,4284.445
29555,EMS-029555,20230717,10,Direct Emissions,471.05
29556,EMS-029556,20200103,10,Purchased Energy,4608.983
29557,EMS-029557,20220812,91,Purchased Energy,2031.993
29558,EMS-029558,20201018,31,Purchased Energy,113.503
29559,EMS-029559,20250319,10,Purchased Energy,1362.58
29560,EMS-029560,20191227,17,Purchased Energy,2041.801
29561,EMS-029561,20230228,48,Direct Emissions,180.002
29562,EMS-029562,20190329,19,Direct Emissions,2995.314
29563,EMS-029563,20201110,62,Direct Emissions,1657.549
29564,EMS-029564,20251028,14,Direct Emissions,1721.08
29565,EMS-029565,20190804,84,Purchased Energy,2988.386
29566,EMS-029566,20190901,14,Direct Emissions,285.096
29567,EMS-029567,20221003,26,Purchased Energy,1410.174
29568,EMS-029568,20190808,47,Transportation,786.587
29569,EMS-029569,20200412,15,Purchased Energy,2508.069
29570,EMS-029570,20230602,87,Purchased Energy,57.24
29571,EMS-029571,20251129,60,Direct Emissions,858.715
29572,EMS-029572,20190407,93,Direct Emissions,1342.095
29573,EMS-029573,20231211,93,Transportation,3936.159
29574,EMS-029574,20230214,95,Purchased Energy,1244.596
29575,EMS-029575,20251004,25,Transportation,647.683
29576,EMS-029576,20210811,13,Direct Emissions,3545.714
29577,EMS-029577,20210710,33,Transportation,1125.626
29578,EMS-029578,20190907,87,Direct Emissions,1338.253
29579,EMS-029579,20210731,45,Transportation,3312.144
29580,EMS-029580,20190201,49,Transportation,2925.168
29581,EMS-029581,20210626,67,Direct Emissions,1907.833
29582,EMS-029582,20210108,23,Purchased Energy,1200.468
29583,EMS-029583,20211202,92,Transportation,2961.519
29584,EMS-029584,20210523,26,Purchased Energy,139.66
29585,EMS-029585,20190811,10,Direct Emissions,972.893
29586,EMS-029586,20190224,11,Transportation,3109.266
29587,EMS-029587,20221204,75,Transportation,3257.577
29588,EMS-029588,20250523,46,Transportation,2123.2
29589,EMS-029589,20191218,95,Purchased Energy,1081.601
29590,EMS-029590,20221009,21,Purchased Energy,1110.997
29591,EMS-029591,20231129,1,Transportation,2130.673
29592,EMS-029592,20250219,24,Purchased Energy,853.267
29593,EMS-029593,20220712,8,Direct Emissions,2319.364
29594,EMS-029594,20240611,35,Direct Emissions,4150.252
29595,EMS-029595,20230108,48,Purchased Energy,3534.829
29596,EMS-029596,20240611,52,Direct Emissions,135.11
29597,EMS-029597,20200526,100,Direct Emissions,714.427
29598,EMS-029598,20191212,32,Direct Emissions,3298.668
29599,EMS-029599,20220624,53,Purchased Energy,2059.642
29600,EMS-029600,20250902,31,Direct Emissions,2007.178
29601,EMS-029601,20240514,83,Transportation,1764.747
29602,EMS-029602,20210116,19,Purchased Energy,3337.483
29603,EMS-029603,20251015,83,Direct Emissions,1515.137
29604,EMS-029604,20210605,47,Transportation,2336.362
29605,EMS-029605,20211123,51,Direct Emissions,1242.13
29606,EMS-029606,20230513,44,Transportation,1999.099
29607,EMS-029607,20240916,47,Purchased Energy,2714.136
29608,EMS-029608,20220408,83,Transportation,349.589
29609,EMS-029609,20240419,13,Direct Emissions,1123.011
29610,EMS-029610,20221022,42,Direct Emissions,3812.461
29611,EMS-029611,20220315,90,Transportation,4107.892
29612,EMS-029612,20210329,74,Direct Emissions,3885.471
29613,EMS-029613,20200608,47,Direct Emissions,1007.575
29614,EMS-029614,20200924,22,Direct Emissions,955.952
29615,EMS-029615,20221214,62,Transportation,4627.02
29616,EMS-029616,20190512,74,Direct Emissions,2960.372
29617,EMS-029617,20211203,38,Transportation,4055.223
29618,EMS-029618,20230406,31,Transportation,772.304
29619,EMS-029619,20220427,84,Direct Emissions,462.995
29620,EMS-029620,20190104,81,Purchased Energy,3854.968
29621,EMS-029621,20241019,33,Direct Emissions,4571.356
29622,EMS-029622,20210713,83,Purchased Energy,1588.548
29623,EMS-029623,20240107,13,Transportation,320.703
29624,EMS-029624,20230330,100,Transportation,1311.311
29625,EMS-029625,20211029,89,Transportation,4101.555
29626,EMS-029626,20210914,97,Direct Emissions,3909.085
29627,EMS-029627,20240327,99,Purchased Energy,1074.92
29628,EMS-029628,20231016,2,Direct Emissions,1510.294
29629,EMS-029629,20250920,33,Transportation,1335.138
29630,EMS-029630,20250825,93,Transportation,3512.994
29631,EMS-029631,20211117,2,Transportation,4880.769
29632,EMS-029632,20250409,54,Direct Emissions,137.171
29633,EMS-029633,20210424,32,Direct Emissions,4431.13
29634,EMS-029634,20190520,66,Direct Emissions,2731.253
29635,EMS-029635,20211114,94,Direct Emissions,1614.617
29636,EMS-029636,20251130,61,Transportation,1083.649
29637,EMS-029637,20250605,34,Transportation,1886.817
29638,EMS-029638,20200313,14,Transportation,1696.818
29639,EMS-029639,20200804,73,Transportation,3512.771
29640,EMS-029640,20220304,79,Purchased Energy,1013.27
29641,EMS-029641,20250719,30,Transportation,244.961
29642,EMS-029642,20240612,84,Transportation,4404.154
29643,EMS-029643,20221205,48,Purchased Energy,1081.806
29644,EMS-029644,20210523,54,Transportation,2200.683
29645,EMS-029645,20241223,37,Direct Emissions,4639.666
29646,EMS-029646,20210814,20,Direct Emissions,2037.266
29647,EMS-029647,20190123,87,Purchased Energy,1108.476
29648,EMS-029648,20220108,7,Transportation,853.651
29649,EMS-029649,20210505,94,Purchased Energy,2098.742
29650,EMS-029650,20240229,74,Purchased Energy,1645.51
29651,EMS-029651,20221223,30,Transportation,3505.177
29652,EMS-029652,20211209,65,Purchased Energy,1695.265
29653,EMS-029653,20240629,98,Transportation,2145.656
29654,EMS-029654,20230626,37,Purchased Energy,4068.377
29655,EMS-029655,20250521,22,Purchased Energy,2136.687
29656,EMS-029656,20240705,94,Transportation,2076.919
29657,EMS-029657,20240811,1,Purchased Energy,2024.316
29658,EMS-029658,20190708,31,Transportation,168.834
29659,EMS-029659,20190515,39,Purchased Energy,4114.336
29660,EMS-029660,20200624,86,Transportation,4489.627
29661,EMS-029661,20230327,15,Purchased Energy,4402.193
29662,EMS-029662,20210808,54,Transportation,1690.058
29663,EMS-029663,20210925,41,Direct Emissions,3623.218
29664,EMS-029664,20230514,26,Transportation,1018.126
29665,EMS-029665,20190730,50,Direct Emissions,2971.462
29666,EMS-029666,20241012,5,Transportation,521.629
29667,EMS-029667,20210809,86,Direct Emissions,2398.947
29668,EMS-029668,20240629,99,Purchased Energy,1577.986
29669,EMS-029669,20220313,6,Purchased Energy,3379.635
29670,EMS-029670,20240208,28,Direct Emissions,694.335
29671,EMS-029671,20210130,39,Transportation,4132.502
29672,EMS-029672,20190328,58,Direct Emissions,4188.684
29673,EMS-029673,20211130,81,Direct Emissions,4585.452
29674,EMS-029674,20210209,81,Direct Emissions,3578.844
29675,EMS-029675,20190321,37,Direct Emissions,1316.487
29676,EMS-029676,20250216,16,Direct Emissions,4590.073
29677,EMS-029677,20220830,3,Transportation,4321.546
29678,EMS-029678,20190922,63,Transportation,1093.231
29679,EMS-029679,20191124,43,Direct Emissions,497.097
29680,EMS-029680,20220314,59,Direct Emissions,4059.232
29681,EMS-029681,20211212,86,Direct Emissions,2423.028
29682,EMS-029682,20191226,88,Transportation,1429.637
29683,EMS-029683,20200403,15,Direct Emissions,4218.411
29684,EMS-029684,20240316,17,Purchased Energy,4364.61
29685,EMS-029685,20250924,31,Transportation,1208.656
29686,EMS-029686,20210226,85,Transportation,344.065
29687,EMS-029687,20250526,28,Purchased Energy,3378.541
29688,EMS-029688,20190508,23,Purchased Energy,2483.448
29689,EMS-029689,20210430,80,Purchased Energy,1304.439
29690,EMS-029690,20200104,45,Direct Emissions,439.562
29691,EMS-029691,20230209,45,Transportation,3189.059
29692,EMS-029692,20220530,24,Purchased Energy,881.298
29693,EMS-029693,20240901,18,Transportation,2586.308
29694,EMS-029694,20240909,17,Purchased Energy,352.155
29695,EMS-029695,20210810,44,Transportation,4566.801
29696,EMS-029696,20230331,9,Direct Emissions,3709.25
29697,EMS-029697,20231026,83,Direct Emissions,4284.015
29698,EMS-029698,20240206,20,Transportation,1008.259
29699,EMS-029699,20211030,97,Purchased Energy,4214.601
29700,EMS-029700,20200221,53,Transportation,2802.847
29701,EMS-029701,20240920,67,Direct Emissions,4728.947
29702,EMS-029702,20220902,73,Transportation,3980.806
29703,EMS-029703,20230909,36,Purchased Energy,3803.404
29704,EMS-029704,20230506,20,Purchased Energy,2249.219
29705,EMS-029705,20220309,83,Transportation,292.067
29706,EMS-029706,20201117,33,Purchased Energy,2221.415
29707,EMS-029707,20250328,42,Transportation,1378.024
29708,EMS-029708,20190521,38,Direct Emissions,1686.935
29709,EMS-029709,20250510,11,Direct Emissions,217.951
29710,EMS-029710,20230923,20,Purchased Energy,2059.098
29711,EMS-029711,20240327,97,Transportation,4447.01
29712,EMS-029712,20211028,94,Purchased Energy,4296.152
29713,EMS-029713,20221122,81,Transportation,4219.93
29714,EMS-029714,20240110,23,Direct Emissions,593.263
29715,EMS-029715,20191218,38,Direct Emissions,3527.224
29716,EMS-029716,20250212,49,Direct Emissions,4510.602
29717,EMS-029717,20241212,58,Purchased Energy,2083.438
29718,EMS-029718,20220507,54,Transportation,2967.574
29719,EMS-029719,20250627,95,Direct Emissions,3836.436
29720,EMS-029720,20230122,69,Direct Emissions,3085.111
29721,EMS-029721,20231019,62,Direct Emissions,1334.804
29722,EMS-029722,20240920,79,Transportation,4360.762
29723,EMS-029723,20190408,82,Purchased Energy,3967.213
29724,EMS-029724,20200607,85,Transportation,444.029
29725,EMS-029725,20220322,82,Direct Emissions,1778.802
29726,EMS-029726,20210819,66,Purchased Energy,73.706
29727,EMS-029727,20231202,81,Direct Emissions,2401.522
29728,EMS-029728,20190310,99,Direct Emissions,2539.574
29729,EMS-029729,20240905,95,Purchased Energy,2002.581
29730,EMS-029730,20220731,23,Direct Emissions,710.427
29731,EMS-029731,20241210,90,Transportation,1731.16
29732,EMS-029732,20190512,42,Purchased Energy,380.42
29733,EMS-029733,20241012,79,Purchased Energy,1101.321
29734,EMS-029734,20201113,87,Direct Emissions,2503.348
29735,EMS-029735,20210905,61,Purchased Energy,4603.388
29736,EMS-029736,20201028,7,Direct Emissions,2388.41
29737,EMS-029737,20210618,67,Direct Emissions,4716.727
29738,EMS-029738,20210826,77,Purchased Energy,3393.215
29739,EMS-029739,20250923,78,Transportation,3919.467
29740,EMS-029740,20220705,45,Transportation,4302.084
29741,EMS-029741,20220416,86,Purchased Energy,3424.6
29742,EMS-029742,20191226,78,Purchased Energy,3465.161
29743,EMS-029743,20230131,36,Transportation,4160.515
29744,EMS-029744,20250603,18,Direct Emissions,1560.753
29745,EMS-029745,20200318,62,Direct Emissions,1711.33
29746,EMS-029746,20200219,54,Direct Emissions,1730.093
29747,EMS-029747,20250806,75,Direct Emissions,3649.238
29748,EMS-029748,20251117,100,Direct Emissions,865.812
29749,EMS-029749,20240403,34,Transportation,2364.431
29750,EMS-029750,20200520,97,Direct Emissions,2341.062
29751,EMS-029751,20251020,93,Purchased Energy,3922.342
29752,EMS-029752,20240527,89,Direct Emissions,992.864
29753,EMS-029753,20191024,32,Transportation,2011.892
29754,EMS-029754,20231114,40,Purchased Energy,4231.737
29755,EMS-029755,20200119,20,Purchased Energy,154.452
29756,EMS-029756,20211220,45,Purchased Energy,3283.751
29757,EMS-029757,20210922,87,Direct Emissions,1761.827
29758,EMS-029758,20220224,22,Direct Emissions,2293.674
29759,EMS-029759,20200409,47,Purchased Energy,3325.564
29760,EMS-029760,20230530,16,Direct Emissions,3103.373
29761,EMS-029761,20210821,22,Direct Emissions,4524.206
29762,EMS-029762,20241125,42,Purchased Energy,4545.496
29763,EMS-029763,20210923,81,Direct Emissions,2539.184
29764,EMS-029764,20200922,87,Purchased Energy,3518.913
29765,EMS-029765,20191103,7,Transportation,1030.319
29766,EMS-029766,20200909,9,Direct Emissions,1585.509
29767,EMS-029767,20211105,43,Transportation,1588.523
29768,EMS-029768,20240110,27,Purchased Energy,3063.45
29769,EMS-029769,20220504,97,Direct Emissions,1256.246
29770,EMS-029770,20251201,4,Direct Emissions,2382.89
29771,EMS-029771,20190620,17,Direct Emissions,1787.004
29772,EMS-029772,20250223,47,Transportation,133.156
29773,EMS-029773,20191118,91,Direct Emissions,4078.81
29774,EMS-029774,20200304,41,Transportation,2838.437
29775,EMS-029775,20200926,37,Transportation,1237.706
29776,EMS-029776,20211031,69,Purchased Energy,4989.435
29777,EMS-029777,20220302,14,Purchased Energy,3716.797
29778,EMS-029778,20230530,59,Purchased Energy,4979.554
29779,EMS-029779,20220215,44,Transportation,101.557
29780,EMS-029780,20210111,97,Purchased Energy,2158.319
29781,EMS-029781,20240708,42,Purchased Energy,1869.738
29782,EMS-029782,20200921,80,Transportation,4071.253
29783,EMS-029783,20251219,82,Purchased Energy,3203.114
29784,EMS-029784,20191101,98,Purchased Energy,2342.847
29785,EMS-029785,20200225,71,Direct Emissions,4225.854
29786,EMS-029786,20230301,69,Transportation,734.243
29787,EMS-029787,20220325,70,Transportation,4605.353
29788,EMS-029788,20190408,58,Direct Emissions,3631.156
29789,EMS-029789,20230515,13,Purchased Energy,4823.393
29790,EMS-029790,20250513,29,Direct Emissions,1262.754
29791,EMS-029791,20210319,21,Purchased Energy,2723.03
29792,EMS-029792,20230309,99,Direct Emissions,4910.485
29793,EMS-029793,20190929,43,Purchased Energy,1546.733
29794,EMS-029794,20210214,42,Purchased Energy,3235.894
29795,EMS-029795,20221112,48,Purchased Energy,1075.825
29796,EMS-029796,20190329,27,Purchased Energy,20.197
29797,EMS-029797,20240515,68,Purchased Energy,133.453
29798,EMS-029798,20251008,69,Transportation,2270.638
29799,EMS-029799,20200718,91,Direct Emissions,4858.636
29800,EMS-029800,20241206,95,Transportation,3826.42
29801,EMS-029801,20210304,23,Direct Emissions,674.763
29802,EMS-029802,20220209,21,Purchased Energy,4688.707
29803,EMS-029803,20230821,36,Direct Emissions,3923.945
29804,EMS-029804,20190616,7,Purchased Energy,3375.988
29805,EMS-029805,20220404,100,Purchased Energy,3246.28
29806,EMS-029806,20211225,86,Purchased Energy,3222.101
29807,EMS-029807,20220906,91,Purchased Energy,1604.113
29808,EMS-029808,20251021,25,Transportation,1919.234
29809,EMS-029809,20190907,18,Direct Emissions,455.874
29810,EMS-029810,20200208,75,Direct Emissions,4846.811
29811,EMS-029811,20200908,97,Transportation,4489.478
29812,EMS-029812,20201106,43,Purchased Energy,2202.697
29813,EMS-029813,20210718,82,Purchased Energy,992.97
29814,EMS-029814,20230615,76,Purchased Energy,1854.077
29815,EMS-029815,20240809,29,Direct Emissions,4132.303
29816,EMS-029816,20251027,29,Transportation,2060.501
29817,EMS-029817,20190415,19,Direct Emissions,2069.702
29818,EMS-029818,20220926,94,Purchased Energy,4319.459
29819,EMS-029819,20240411,78,Purchased Energy,3106.516
29820,EMS-029820,20190425,62,Direct Emissions,225.376
29821,EMS-029821,20211108,32,Transportation,1247.119
29822,EMS-029822,20250423,9,Purchased Energy,4964.16
29823,EMS-029823,20251004,55,Direct Emissions,3840.262
29824,EMS-029824,20190815,90,Direct Emissions,2422.095
29825,EMS-029825,20250906,79,Transportation,1975.653
29826,EMS-029826,20240424,39,Transportation,3816.831
29827,EMS-029827,20230630,95,Purchased Energy,3172.836
29828,EMS-029828,20230416,69,Purchased Energy,3173.508
29829,EMS-029829,20210801,60,Direct Emissions,653.575
29830,EMS-029830,20190314,87,Transportation,4826.103
29831,EMS-029831,20240928,53,Purchased Energy,1240.768
29832,EMS-029832,20220819,1,Direct Emissions,4410.544
29833,EMS-029833,20210422,8,Transportation,3282.853
29834,EMS-029834,20210728,73,Direct Emissions,832.357
29835,EMS-029835,20240811,42,Purchased Energy,3881.69
29836,EMS-029836,20240612,44,Direct Emissions,2116.939
29837,EMS-029837,20200810,7,Transportation,4662.977
29838,EMS-029838,20250803,6,Direct Emissions,1335.822
29839,EMS-029839,20200115,13,Purchased Energy,4398.78
29840,EMS-029840,20210413,87,Direct Emissions,3644.069
29841,EMS-029841,20240222,22,Transportation,723.827
29842,EMS-029842,20251124,91,Transportation,1306.518
29843,EMS-029843,20231211,18,Purchased Energy,3209.425
29844,EMS-029844,20220627,71,Transportation,874.708
29845,EMS-029845,20210630,48,Purchased Energy,893.848
29846,EMS-029846,20200623,10,Direct Emissions,2328.466
29847,EMS-029847,20211121,31,Purchased Energy,865.379
29848,EMS-029848,20190208,16,Direct Emissions,2694.654
29849,EMS-029849,20200116,9,Transportation,1026.849
29850,EMS-029850,20240828,72,Transportation,2989.296
29851,EMS-029851,20200207,50,Direct Emissions,4581.35
29852,EMS-029852,20231126,82,Direct Emissions,1566.277
29853,EMS-029853,20190522,73,Transportation,2590.134
29854,EMS-029854,20221205,14,Purchased Energy,2071.131
29855,EMS-029855,20240628,77,Direct Emissions,1519.422
29856,EMS-029856,20240922,15,Transportation,2615.487
29857,EMS-029857,20221203,20,Transportation,1790.608
29858,EMS-029858,20221102,67,Transportation,4594.182
29859,EMS-029859,20231210,2,Purchased Energy,4697.948
29860,EMS-029860,20210929,36,Direct Emissions,3255.872
29861,EMS-029861,20190215,59,Direct Emissions,1492.541
29862,EMS-029862,20231017,85,Purchased Energy,4024.951
29863,EMS-029863,20230812,24,Transportation,956.008
29864,EMS-029864,20250817,18,Direct Emissions,887.821
29865,EMS-029865,20250114,73,Purchased Energy,2363.719
29866,EMS-029866,20220114,2,Purchased Energy,4780.103
29867,EMS-029867,20200725,28,Purchased Energy,1254.777
29868,EMS-029868,20221116,35,Transportation,260.347
29869,EMS-029869,20211204,23,Direct Emissions,4501.855
29870,EMS-029870,20191126,84,Purchased Energy,552.653
29871,EMS-029871,20210101,54,Direct Emissions,487.204
29872,EMS-029872,20211120,1,Direct Emissions,3226.762
29873,EMS-029873,20220326,50,Purchased Energy,3619.968
29874,EMS-029874,20200601,98,Transportation,721.002
29875,EMS-029875,20240325,78,Direct Emissions,4627.317
29876,EMS-029876,20210130,99,Purchased Energy,2579.402
29877,EMS-029877,20240928,98,Purchased Energy,485.783
29878,EMS-029878,20221124,95,Transportation,1718.0
29879,EMS-029879,20220402,90,Purchased Energy,2417.273
29880,EMS-029880,20230408,20,Direct Emissions,1912.347
29881,EMS-029881,20200101,48,Transportation,99.914
29882,EMS-029882,20230411,4,Purchased Energy,4130.647
29883,EMS-029883,20221001,29,Transportation,1427.955
29884,EMS-029884,20210314,82,Direct Emissions,667.256
29885,EMS-029885,20220820,96,Transportation,252.183
29886,EMS-029886,20230603,17,Transportation,1857.692
29887,EMS-029887,20211109,36,Direct Emissions,451.469
29888,EMS-029888,20210308,34,Direct Emissions,3678.219
29889,EMS-029889,20230118,21,Purchased Energy,200.492
29890,EMS-029890,20230401,80,Direct Emissions,3485.571
29891,EMS-029891,20191031,55,Purchased Energy,4111.822
29892,EMS-029892,20220804,58,Transportation,1643.003
29893,EMS-029893,20210124,35,Direct Emissions,3194.664
29894,EMS-029894,20240704,72,Transportation,3756.051
29895,EMS-029895,20190302,72,Transportation,148.222
29896,EMS-029896,20250109,26,Direct Emissions,2133.92
29897,EMS-029897,20190122,77,Transportation,1149.485
29898,EMS-029898,20250110,9,Purchased Energy,1254.653
29899,EMS-029899,20201003,80,Transportation,87.614
29900,EMS-029900,20190706,20,Direct Emissions,1210.297
29901,EMS-029901,20250630,53,Transportation,863.452
29902,EMS-029902,20220821,93,Direct Emissions,1810.941
29903,EMS-029903,20190325,75,Transportation,2871.754
29904,EMS-029904,20200520,4,Purchased Energy,2010.214
29905,EMS-029905,20200211,6,Purchased Energy,4551.88
29906,EMS-029906,20250120,88,Transportation,4714.663
