machine_key,machine_id,location_key,machine_name,machine_type,installation_date,status
330,MCH-000330,56,Flexible Packaging Line 080,Packaging Machine,2016-03-23,Maintenance
331,MCH-000331,5,Robotic Assembly Cell 059,Assembly Machine,2017-10-01,Operational
332,MCH-000332,39,Automated Carton Packer 081,Packaging Machine,2016-06-08,Operational
333,MCH-000333,54,CNC Turning Center 063,CNC Machine,2016-06-13,Operational
334,MCH-000334,28,Industrial Sawing Center 067,Cutting Machine,2017-01-17,Operational
335,MCH-000335,4,CNC Plasma Cutting System 068,Cutting Machine,2018-09-21,Inactive
336,MCH-000336,3,High-Speed Labeling Machine 082,Packaging Machine,2016-12-10,Operational
337,MCH-000337,99,Case Sealing System 083,Packaging Machine,2016-02-25,Operational
338,MCH-000338,99,Precision Assembly Line 060,Assembly Machine,2016-07-30,Operational
339,MCH-000339,12,Flexible Packaging Line 084,Packaging Machine,2018-09-11,Maintenance
340,MCH-000340,68,Automated Carton Packer 085,Packaging Machine,2018-01-18,Operational
341,MCH-000341,45,High-Speed Labeling Machine 086,Packaging Machine,2016-07-27,Maintenance
342,MCH-000342,23,Hydraulic Press 065,Press Machine,2018-08-25,Operational
343,MCH-000343,58,Laser Cutting System 069,Cutting Machine,2018-11-11,Operational
344,MCH-000344,7,CNC Precision Mill 064,CNC Machine,2017-12-31,Operational
345,MCH-000345,71,Precision Slitting Machine 070,Cutting Machine,2018-03-13,Inactive
346,MCH-000346,37,Mechanical Stamping Press 066,Press Machine,2018-02-19,Operational
347,MCH-000347,48,Precision Forming Press 067,Press Machine,2018-01-31,Maintenance
348,MCH-000348,70,Case Sealing System 087,Packaging Machine,2017-09-28,Operational
349,MCH-000349,18,CNC Vertical Machining Center 065,CNC Machine,2018-08-10,Operational
350,MCH-000350,42,Industrial Sawing Center 071,Cutting Machine,2018-03-30,Operational
351,MCH-000351,1,Servo Press System 068,Press Machine,2017-09-01,Operational
352,MCH-000352,48,Automated Assembly Cell 061,Assembly Machine,2018-05-09,Operational
353,MCH-000353,6,Hydraulic Press 069,Press Machine,2016-09-09,Operational
354,MCH-000354,14,CNC Horizontal Machining Center 066,CNC Machine,2018-06-15,Operational
355,MCH-000355,89,Flexible Packaging Line 088,Packaging Machine,2017-11-08,Operational
356,MCH-000356,89,Mechanical Stamping Press 070,Press Machine,2016-01-24,Operational
357,MCH-000357,31,Servo Assembly Station 062,Assembly Machine,2016-10-27,Operational
358,MCH-000358,78,CNC Plasma Cutting System 072,Cutting Machine,2016-02-02,Operational
359,MCH-000359,22,Automated Carton Packer 089,Packaging Machine,2017-05-03,Operational
360,MCH-000360,74,Robotic Assembly Cell 063,Assembly Machine,2017-11-22,Operational
361,MCH-000361,2,High-Speed Labeling Machine 090,Packaging Machine,2016-07-04,Maintenance
362,MCH-000362,67,Precision Assembly Line 064,Assembly Machine,2017-12-31,Operational
363,MCH-000363,99,Automated Assembly Cell 065,Assembly Machine,2017-11-23,Operational
364,MCH-000364,82,Servo Assembly Station 066,Assembly Machine,2016-01-10,Operational
365,MCH-000365,31,Laser Cutting System 073,Cutting Machine,2017-10-21,Maintenance
366,MCH-000366,95,CNC Turning Center 067,CNC Machine,2017-07-18,Operational
367,MCH-000367,51,Precision Slitting Machine 074,Cutting Machine,2016-01-02,Maintenance
368,MCH-000368,30,Industrial Sawing Center 075,Cutting Machine,2017-10-07,Operational
369,MCH-000369,16,CNC Plasma Cutting System 076,Cutting Machine,2017-09-23,Operational
370,MCH-000370,14,Laser Cutting System 077,Cutting Machine,2017-10-13,Operational
371,MCH-000371,38,CNC Precision Mill 068,CNC Machine,2018-01-27,Operational
372,MCH-000372,48,Precision Slitting Machine 078,Cutting Machine,2016-05-13,Operational
373,MCH-000373,19,Industrial Sawing Center 079,Cutting Machine,2018-07-14,Operational
374,MCH-000374,19,Robotic Assembly Cell 067,Assembly Machine,2016-04-03,Operational
375,MCH-000375,6,Precision Assembly Line 068,Assembly Machine,2017-02-28,Operational
376,MCH-000376,19,CNC Plasma Cutting System 080,Cutting Machine,2017-01-28,Operational
377,MCH-000377,55,Precision Forming Press 071,Press Machine,2018-12-09,Operational
378,MCH-000378,57,CNC Vertical Machining Center 069,CNC Machine,2017-06-29,Maintenance
379,MCH-000379,23,Laser Cutting System 081,Cutting Machine,2017-01-04,Inactive
380,MCH-000380,42,Precision Slitting Machine 082,Cutting Machine,2018-11-22,Operational
381,MCH-000381,91,Industrial Sawing Center 083,Cutting Machine,2016-09-19,Operational
382,MCH-000382,51,Case Sealing System 091,Packaging Machine,2016-04-20,Maintenance
383,MCH-000383,93,CNC Horizontal Machining Center 070,CNC Machine,2017-04-05,Operational
384,MCH-000384,78,Servo Press System 072,Press Machine,2018-08-12,Operational
385,MCH-000385,52,Automated Assembly Cell 069,Assembly Machine,2018-12-15,Maintenance
386,MCH-000386,72,CNC Turning Center 071,CNC Machine,2016-02-15,Operational
387,MCH-000387,97,Hydraulic Press 073,Press Machine,2017-11-18,Operational
388,MCH-000388,53,Mechanical Stamping Press 074,Press Machine,2018-09-03,Operational
389,MCH-000389,8,Precision Forming Press 075,Press Machine,2017-10-17,Operational
390,MCH-000390,67,CNC Precision Mill 072,CNC Machine,2018-04-24,Operational
391,MCH-000391,55,Servo Press System 076,Press Machine,2016-09-09,Operational
392,MCH-000392,17,Flexible Packaging Line 092,Packaging Machine,2017-11-17,Operational
393,MCH-000393,60,CNC Plasma Cutting System 084,Cutting Machine,2018-07-20,Operational
394,MCH-000394,68,Automated Carton Packer 093,Packaging Machine,2017-09-26,Operational
395,MCH-000395,15,Hydraulic Press 077,Press Machine,2017-05-12,Operational
396,MCH-000396,10,CNC Vertical Machining Center 073,CNC Machine,2018-10-13,Inactive
397,MCH-000397,3,Laser Cutting System 085,Cutting Machine,2016-01-29,Operational
398,MCH-000398,1,Precision Slitting Machine 086,Cutting Machine,2018-02-25,Operational
399,MCH-000399,86,Mechanical Stamping Press 078,Press Machine,2017-11-28,Operational
400,MCH-000400,45,Industrial Sawing Center 087,Cutting Machine,2018-07-02,Maintenance
401,MCH-000401,28,Servo Assembly Station 070,Assembly Machine,2018-04-29,Operational
402,MCH-000402,88,High-Speed Labeling Machine 094,Packaging Machine,2017-09-10,Operational
403,MCH-000403,78,Robotic Assembly Cell 071,Assembly Machine,2018-11-17,Operational
404,MCH-000404,66,Precision Forming Press 079,Press Machine,2017-05-07,Operational
405,MCH-000405,61,Precision Assembly Line 072,Assembly Machine,2018-12-02,Operational
406,MCH-000406,99,CNC Plasma Cutting System 088,Cutting Machine,2018-02-26,Operational
407,MCH-000407,100,Case Sealing System 095,Packaging Machine,2017-06-17,Operational
408,MCH-000408,2,Flexible Packaging Line 096,Packaging Machine,2016-01-18,Operational
409,MCH-000409,30,Servo Press System 080,Press Machine,2017-05-03,Maintenance
410,MCH-000410,54,Laser Cutting System 089,Cutting Machine,2018-06-14,Operational
411,MCH-000411,12,Automated Carton Packer 097,Packaging Machine,2016-03-12,Operational
412,MCH-000412,23,Automated Assembly Cell 073,Assembly Machine,2017-08-31,Operational
413,MCH-000413,72,CNC Horizontal Machining Center 074,CNC Machine,2017-09-26,Operational
414,MCH-000414,65,Precision Slitting Machine 090,Cutting Machine,2016-02-07,Operational
415,MCH-000415,1,Hydraulic Press 081,Press Machine,2016-07-21,Operational
416,MCH-000416,37,Servo Assembly Station 074,Assembly Machine,2018-08-25,Operational
417,MCH-000417,76,Robotic Assembly Cell 075,Assembly Machine,2017-03-18,Operational
418,MCH-000418,86,CNC Turning Center 075,CNC Machine,2017-07-07,Operational
419,MCH-000419,81,Industrial Sawing Center 091,Cutting Machine,2018-10-24,Operational
420,MCH-000420,100,Precision Assembly Line 076,Assembly Machine,2018-08-04,Operational
421,MCH-000421,60,CNC Plasma Cutting System 092,Cutting Machine,2017-05-25,Operational
422,MCH-000422,23,Laser Cutting System 093,Cutting Machine,2017-08-12,Operational
423,MCH-000423,78,Precision Slitting Machine 094,Cutting Machine,2018-02-12,Operational
424,MCH-000424,49,Industrial Sawing Center 095,Cutting Machine,2018-06-20,Inactive
425,MCH-000425,85,CNC Plasma Cutting System 096,Cutting Machine,2016-12-25,Operational
426,MCH-000426,53,Automated Assembly Cell 077,Assembly Machine,2018-04-22,Maintenance
427,MCH-000427,99,Servo Assembly Station 078,Assembly Machine,2018-09-19,Operational
428,MCH-000428,59,CNC Precision Mill 076,CNC Machine,2017-02-20,Operational
429,MCH-000429,56,CNC Vertical Machining Center 077,CNC Machine,2018-09-18,Operational
430,MCH-000430,3,CNC Horizontal Machining Center 078,CNC Machine,2017-11-20,Operational
431,MCH-000431,55,CNC Turning Center 079,CNC Machine,2017-05-21,Operational
432,MCH-000432,100,Robotic Assembly Cell 079,Assembly Machine,2018-09-12,Operational
433,MCH-000433,32,Mechanical Stamping Press 082,Press Machine,2017-01-15,Operational
434,MCH-000434,31,Precision Forming Press 083,Press Machine,2018-10-10,Operational
435,MCH-000435,29,High-Speed Labeling Machine 098,Packaging Machine,2018-04-04,Operational
436,MCH-000436,41,Servo Press System 084,Press Machine,2016-12-12,Operational
437,MCH-000437,11,Precision Assembly Line 080,Assembly Machine,2016-02-27,Maintenance
438,MCH-000438,88,Automated Assembly Cell 081,Assembly Machine,2017-11-22,Operational
439,MCH-000439,19,Case Sealing System 099,Packaging Machine,2017-04-26,Operational
440,MCH-000440,44,CNC Precision Mill 080,CNC Machine,2016-07-03,Operational
441,MCH-000441,61,Laser Cutting System 097,Cutting Machine,2016-04-26,Operational
442,MCH-000442,54,CNC Vertical Machining Center 081,CNC Machine,2018-04-26,Operational
443,MCH-000443,83,Flexible Packaging Line 100,Packaging Machine,2017-06-22,Operational
444,MCH-000444,55,CNC Horizontal Machining Center 082,CNC Machine,2018-08-05,Operational
445,MCH-000445,55,CNC Turning Center 083,CNC Machine,2018-04-06,Operational
446,MCH-000446,62,CNC Precision Mill 084,CNC Machine,2017-06-27,Maintenance
447,MCH-000447,74,CNC Vertical Machining Center 085,CNC Machine,2017-05-26,Maintenance
448,MCH-000448,62,Servo Assembly Station 082,Assembly Machine,2017-01-06,Operational
449,MCH-000449,59,Robotic Assembly Cell 083,Assembly Machine,2016-09-06,Operational
450,MCH-000450,34,Hydraulic Press 085,Press Machine,2018-07-26,Operational
451,MCH-000451,90,CNC Horizontal Machining Center 086,CNC Machine,2018-04-08,Operational
452,MCH-000452,5,Precision Assembly Line 084,Assembly Machine,2018-01-03,Operational
453,MCH-000453,15,Automated Carton Packer 101,Packaging Machine,2017-07-29,Operational
454,MCH-000454,28,Automated Assembly Cell 085,Assembly Machine,2016-02-17,Operational
455,MCH-000455,56,Mechanical Stamping Press 086,Press Machine,2016-10-07,Operational
456,MCH-000456,29,Servo Assembly Station 086,Assembly Machine,2018-11-16,Operational
457,MCH-000457,25,Robotic Assembly Cell 087,Assembly Machine,2018-04-04,Inactive
458,MCH-000458,70,High-Speed Labeling Machine 102,Packaging Machine,2017-11-13,Operational
459,MCH-000459,76,Precision Assembly Line 088,Assembly Machine,2016-10-21,Operational
460,MCH-000460,93,Case Sealing System 103,Packaging Machine,2016-10-05,Operational
461,MCH-000461,75,Precision Forming Press 087,Press Machine,2016-04-17,Maintenance
462,MCH-000462,1,Precision Slitting Machine 098,Cutting Machine,2017-03-17,Operational
463,MCH-000463,8,Industrial Sawing Center 099,Cutting Machine,2018-10-23,Operational
464,MCH-000464,34,Servo Press System 088,Press Machine,2016-07-09,Operational
465,MCH-000465,14,Hydraulic Press 089,Press Machine,2016-12-05,Operational
466,MCH-000466,6,Automated Assembly Cell 089,Assembly Machine,2016-06-17,Operational
467,MCH-000467,98,Servo Assembly Station 090,Assembly Machine,2017-11-09,Operational
468,MCH-000468,43,Robotic Assembly Cell 091,Assembly Machine,2017-01-12,Maintenance
469,MCH-000469,6,Flexible Packaging Line 104,Packaging Machine,2018-11-10,Operational
470,MCH-000470,53,Precision Assembly Line 092,Assembly Machine,2018-08-22,Inactive
471,MCH-000471,20,Automated Assembly Cell 093,Assembly Machine,2016-09-26,Operational
472,MCH-000472,63,CNC Plasma Cutting System 100,Cutting Machine,2018-01-30,Operational
473,MCH-000473,60,Mechanical Stamping Press 090,Press Machine,2016-07-27,Operational
474,MCH-000474,97,Precision Forming Press 091,Press Machine,2018-12-24,Operational
475,MCH-000475,32,Automated Carton Packer 105,Packaging Machine,2018-07-16,Maintenance
476,MCH-000476,87,Servo Assembly Station 094,Assembly Machine,2017-08-17,Operational
477,MCH-000477,44,Laser Cutting System 101,Cutting Machine,2017-08-11,Operational
478,MCH-000478,88,CNC Turning Center 087,CNC Machine,2016-02-07,Operational
479,MCH-000479,48,Servo Press System 092,Press Machine,2018-05-11,Operational
480,MCH-000480,65,CNC Precision Mill 088,CNC Machine,2017-01-09,Operational
481,MCH-000481,22,CNC Vertical Machining Center 089,CNC Machine,2018-09-23,Operational
482,MCH-000482,92,Precision Slitting Machine 102,Cutting Machine,2017-01-01,Operational
483,MCH-000483,29,Robotic Assembly Cell 095,Assembly Machine,2017-08-22,Operational
484,MCH-000484,5,High-Speed Labeling Machine 106,Packaging Machine,2016-04-28,Operational
485,MCH-000485,63,Case Sealing System 107,Packaging Machine,2018-11-14,Operational
486,MCH-000486,36,Flexible Packaging Line 108,Packaging Machine,2018-04-08,Inactive
487,MCH-000487,71,Precision Assembly Line 096,Assembly Machine,2017-05-02,Maintenance
488,MCH-000488,98,Industrial Sawing Center 103,Cutting Machine,2017-03-30,Operational
489,MCH-000489,15,Automated Assembly Cell 097,Assembly Machine,2017-09-28,Operational
490,MCH-000490,25,Hydraulic Press 093,Press Machine,2018-11-20,Operational
491,MCH-000491,18,CNC Plasma Cutting System 104,Cutting Machine,2017-04-29,Operational
492,MCH-000492,65,Laser Cutting System 105,Cutting Machine,2017-12-07,Operational
493,MCH-000493,88,Precision Slitting Machine 106,Cutting Machine,2017-01-15,Operational
494,MCH-000494,74,CNC Horizontal Machining Center 090,CNC Machine,2016-09-30,Operational
495,MCH-000495,4,Automated Carton Packer 109,Packaging Machine,2016-12-20,Operational
496,MCH-000496,70,High-Speed Labeling Machine 110,Packaging Machine,2017-04-26,Operational
497,MCH-000497,100,Servo Assembly Station 098,Assembly Machine,2016-09-07,Operational
498,MCH-000498,7,Robotic Assembly Cell 099,Assembly Machine,2017-05-25,Operational
499,MCH-000499,57,CNC Turning Center 091,CNC Machine,2016-09-24,Operational
500,MCH-000500,6,Mechanical Stamping Press 094,Press Machine,2017-03-06,Operational
501,MCH-000501,53,Precision Forming Press 095,Press Machine,2016-06-08,Operational
502,MCH-000502,37,Servo Press System 096,Press Machine,2017-02-20,Operational
503,MCH-000503,31,Case Sealing System 111,Packaging Machine,2016-12-01,Operational
504,MCH-000504,17,Hydraulic Press 097,Press Machine,2017-12-26,Operational
505,MCH-000505,60,Flexible Packaging Line 112,Packaging Machine,2016-02-18,Unknown
506,MCH-000506,43,Mechanical Stamping Press 098,Press Machine,2016-06-09,Operational
507,MCH-000507,4,Precision Forming Press 099,Press Machine,2018-11-28,Operational
508,MCH-000508,29,Precision Assembly Line 100,Assembly Machine,2017-11-22,Operational
509,MCH-000509,64,Servo Press System 100,Press Machine,2017-10-17,Operational
510,MCH-000510,94,Automated Carton Packer 113,Packaging Machine,2018-08-12,Operational
511,MCH-000511,68,Hydraulic Press 101,Press Machine,2018-11-12,Operational
512,MCH-000512,88,High-Speed Labeling Machine 114,Packaging Machine,2016-07-06,Operational
513,MCH-000513,60,Automated Assembly Cell 101,Assembly Machine,2017-06-08,Operational
514,MCH-000514,97,Industrial Sawing Center 107,Cutting Machine,2017-10-26,Operational
515,MCH-000515,46,CNC Plasma Cutting System 108,Cutting Machine,2017-09-28,Operational
516,MCH-000516,41,CNC Precision Mill 092,CNC Machine,2017-08-21,Operational
517,MCH-000517,31,Laser Cutting System 109,Cutting Machine,2016-07-16,Operational
518,MCH-000518,60,Servo Assembly Station 102,Assembly Machine,2018-01-06,Inactive
519,MCH-000519,7,Case Sealing System 115,Packaging Machine,2016-01-22,Operational
520,MCH-000520,45,Precision Slitting Machine 110,Cutting Machine,2016-06-29,Operational
521,MCH-000521,43,Flexible Packaging Line 116,Packaging Machine,2018-11-18,Operational
522,MCH-000522,41,CNC Vertical Machining Center 093,CNC Machine,2017-10-25,Operational
523,MCH-000523,48,Mechanical Stamping Press 102,Press Machine,2016-07-14,Operational
524,MCH-000524,25,Industrial Sawing Center 111,Cutting Machine,2017-12-18,Operational
525,MCH-000525,46,CNC Horizontal Machining Center 094,CNC Machine,2017-01-30,Operational
526,MCH-000526,84,CNC Turning Center 095,CNC Machine,2016-08-06,Unknown
527,MCH-000527,67,CNC Plasma Cutting System 112,Cutting Machine,2018-09-10,Operational
528,MCH-000528,81,CNC Precision Mill 096,CNC Machine,2016-09-09,Operational
529,MCH-000529,66,Automated Carton Packer 117,Packaging Machine,2017-02-22,Operational
530,MCH-000530,94,Precision Forming Press 103,Press Machine,2016-11-09,Operational
531,MCH-000531,78,CNC Vertical Machining Center 097,CNC Machine,2016-06-09,Inactive
532,MCH-000532,6,Servo Press System 104,Press Machine,2018-08-17,Operational
533,MCH-000533,68,Hydraulic Press 105,Press Machine,2018-02-01,Operational
534,MCH-000534,19,Mechanical Stamping Press 106,Press Machine,2017-05-09,Operational
535,MCH-000535,67,Laser Cutting System 113,Cutting Machine,2016-07-15,Operational
536,MCH-000536,87,Precision Forming Press 107,Press Machine,2016-12-19,Operational
537,MCH-000537,97,Servo Press System 108,Press Machine,2018-05-14,Operational
538,MCH-000538,92,CNC Horizontal Machining Center 098,CNC Machine,2016-02-15,Inactive
539,MCH-000539,70,Robotic Assembly Cell 103,Assembly Machine,2017-08-31,Operational
540,MCH-000540,88,CNC Turning Center 099,CNC Machine,2016-12-05,Operational
541,MCH-000541,56,Precision Slitting Machine 114,Cutting Machine,2017-12-06,Operational
542,MCH-000542,33,High-Speed Labeling Machine 118,Packaging Machine,2018-04-13,Operational
543,MCH-000543,39,CNC Precision Mill 100,CNC Machine,2016-07-22,Maintenance
544,MCH-000544,71,Case Sealing System 119,Packaging Machine,2018-09-15,Operational
545,MCH-000545,65,Precision Assembly Line 104,Assembly Machine,2016-11-09,Operational
546,MCH-000546,83,Industrial Sawing Center 115,Cutting Machine,2018-04-16,Operational
547,MCH-000547,53,Flexible Packaging Line 120,Packaging Machine,2016-05-17,Operational
548,MCH-000548,35,CNC Vertical Machining Center 101,CNC Machine,2018-08-16,Operational
549,MCH-000549,91,CNC Plasma Cutting System 116,Cutting Machine,2017-12-18,Operational
550,MCH-000550,78,Laser Cutting System 117,Cutting Machine,2017-07-29,Operational
551,MCH-000551,43,Precision Slitting Machine 118,Cutting Machine,2018-05-17,Maintenance
552,MCH-000552,71,Industrial Sawing Center 119,Cutting Machine,2017-08-16,Operational
553,MCH-000553,95,Automated Carton Packer 121,Packaging Machine,2017-02-26,Operational
554,MCH-000554,22,Automated Assembly Cell 105,Assembly Machine,2016-09-13,Operational
555,MCH-000555,28,High-Speed Labeling Machine 122,Packaging Machine,2017-10-27,Operational
556,MCH-000556,74,Servo Assembly Station 106,Assembly Machine,2016-12-16,Operational
557,MCH-000557,27,Robotic Assembly Cell 107,Assembly Machine,2016-10-26,Maintenance
558,MCH-000558,34,CNC Plasma Cutting System 120,Cutting Machine,2018-11-18,Operational
559,MCH-000559,93,Laser Cutting System 121,Cutting Machine,2016-09-10,Operational
560,MCH-000560,90,Hydraulic Press 109,Press Machine,2017-12-12,Operational
561,MCH-000561,19,Precision Slitting Machine 122,Cutting Machine,2016-09-29,Operational
562,MCH-000562,31,Precision Assembly Line 108,Assembly Machine,2016-11-23,Operational
563,MCH-000563,74,Automated Assembly Cell 109,Assembly Machine,2018-05-28,Operational
564,MCH-000564,52,Mechanical Stamping Press 110,Press Machine,2018-03-21,Operational
565,MCH-000565,78,Industrial Sawing Center 123,Cutting Machine,2016-01-15,Operational
566,MCH-000566,99,CNC Plasma Cutting System 124,Cutting Machine,2016-01-12,Operational
567,MCH-000567,13,Case Sealing System 123,Packaging Machine,2016-11-25,Operational
568,MCH-000568,100,Flexible Packaging Line 124,Packaging Machine,2018-08-05,Operational
569,MCH-000569,74,Laser Cutting System 125,Cutting Machine,2018-07-06,Operational
570,MCH-000570,88,Servo Assembly Station 110,Assembly Machine,2017-07-11,Unknown
571,MCH-000571,49,CNC Horizontal Machining Center 102,CNC Machine,2018-12-10,Operational
572,MCH-000572,41,Automated Carton Packer 125,Packaging Machine,2016-04-23,Operational
573,MCH-000573,41,Precision Forming Press 111,Press Machine,2017-08-02,Operational
574,MCH-000574,70,Precision Slitting Machine 126,Cutting Machine,2016-06-29,Operational
575,MCH-000575,86,CNC Turning Center 103,CNC Machine,2017-06-27,Operational
576,MCH-000576,59,Servo Press System 112,Press Machine,2018-06-06,Maintenance
577,MCH-000577,73,Robotic Assembly Cell 111,Assembly Machine,2016-03-01,Operational
578,MCH-000578,25,Industrial Sawing Center 127,Cutting Machine,2017-01-14,Operational
579,MCH-000579,31,Hydraulic Press 113,Press Machine,2016-01-05,Operational
580,MCH-000580,15,CNC Precision Mill 104,CNC Machine,2016-12-07,Operational
581,MCH-000581,70,Mechanical Stamping Press 114,Press Machine,2018-04-05,Operational
582,MCH-000582,27,Precision Forming Press 115,Press Machine,2018-02-01,Operational
583,MCH-000583,50,CNC Vertical Machining Center 105,CNC Machine,2016-09-23,Operational
584,MCH-000584,34,CNC Plasma Cutting System 128,Cutting Machine,2018-09-09,Operational
585,MCH-000585,74,CNC Horizontal Machining Center 106,CNC Machine,2016-08-13,Operational
586,MCH-000586,57,Precision Assembly Line 112,Assembly Machine,2017-03-04,Operational
587,MCH-000587,7,High-Speed Labeling Machine 126,Packaging Machine,2016-01-09,Operational
588,MCH-000588,14,Laser Cutting System 129,Cutting Machine,2018-06-16,Operational
589,MCH-000589,51,Case Sealing System 127,Packaging Machine,2017-08-27,Operational
590,MCH-000590,93,Precision Slitting Machine 130,Cutting Machine,2016-01-14,Operational
591,MCH-000591,29,Servo Press System 116,Press Machine,2016-12-07,Operational
592,MCH-000592,93,Flexible Packaging Line 128,Packaging Machine,2016-01-29,Operational
593,MCH-000593,98,Automated Carton Packer 129,Packaging Machine,2018-02-28,Operational
594,MCH-000594,5,CNC Turning Center 107,CNC Machine,2016-11-16,Operational
595,MCH-000595,65,Automated Assembly Cell 113,Assembly Machine,2018-01-31,Operational
596,MCH-000596,20,Industrial Sawing Center 131,Cutting Machine,2016-05-08,Operational
597,MCH-000597,15,Hydraulic Press 117,Press Machine,2017-05-30,Operational
598,MCH-000598,47,CNC Plasma Cutting System 132,Cutting Machine,2016-07-18,Operational
599,MCH-000599,65,CNC Precision Mill 108,CNC Machine,2018-11-07,Operational
600,MCH-000600,85,Mechanical Stamping Press 118,Press Machine,2018-10-29,Operational
601,MCH-000601,7,High-Speed Labeling Machine 130,Packaging Machine,2017-02-08,Operational
602,MCH-000602,57,Servo Assembly Station 114,Assembly Machine,2018-10-23,Operational
603,MCH-000603,59,Case Sealing System 131,Packaging Machine,2018-02-15,Operational
604,MCH-000604,77,Laser Cutting System 133,Cutting Machine,2017-06-05,Operational
605,MCH-000605,4,CNC Vertical Machining Center 109,CNC Machine,2017-09-18,Operational
606,MCH-000606,93,Robotic Assembly Cell 115,Assembly Machine,2018-09-18,Operational
607,MCH-000607,11,Precision Forming Press 119,Press Machine,2017-01-30,Inactive
608,MCH-000608,38,Precision Slitting Machine 134,Cutting Machine,2018-02-17,Operational
609,MCH-000609,49,Industrial Sawing Center 135,Cutting Machine,2018-04-16,Inactive
610,MCH-000610,77,Flexible Packaging Line 132,Packaging Machine,2018-08-23,Operational
611,MCH-000611,36,CNC Horizontal Machining Center 110,CNC Machine,2018-06-02,Operational
612,MCH-000612,68,Servo Press System 120,Press Machine,2018-11-28,Operational
613,MCH-000613,50,Precision Assembly Line 116,Assembly Machine,2016-06-15,Operational
614,MCH-000614,82,Hydraulic Press 121,Press Machine,2018-01-13,Operational
615,MCH-000615,88,Mechanical Stamping Press 122,Press Machine,2016-07-16,Operational
616,MCH-000616,89,Automated Carton Packer 133,Packaging Machine,2016-09-28,Operational
617,MCH-000617,51,High-Speed Labeling Machine 134,Packaging Machine,2016-10-08,Operational
618,MCH-000618,10,Case Sealing System 135,Packaging Machine,2018-08-11,Operational
619,MCH-000619,94,CNC Turning Center 111,CNC Machine,2017-01-11,Operational
620,MCH-000620,93,Precision Forming Press 123,Press Machine,2018-08-27,Inactive
621,MCH-000621,39,Flexible Packaging Line 136,Packaging Machine,2017-02-03,Operational
622,MCH-000622,62,Automated Carton Packer 137,Packaging Machine,2017-07-19,Operational
623,MCH-000623,52,Automated Assembly Cell 117,Assembly Machine,2016-04-20,Operational
624,MCH-000624,28,Servo Assembly Station 118,Assembly Machine,2016-08-14,Operational
625,MCH-000625,91,CNC Precision Mill 112,CNC Machine,2018-10-23,Operational
626,MCH-000626,71,CNC Vertical Machining Center 113,CNC Machine,2018-12-13,Operational
627,MCH-000627,25,Robotic Assembly Cell 119,Assembly Machine,2016-01-03,Inactive
628,MCH-000628,81,High-Speed Labeling Machine 138,Packaging Machine,2016-06-05,Maintenance
629,MCH-000629,12,Case Sealing System 139,Packaging Machine,2018-04-12,Operational
630,MCH-000630,49,CNC Horizontal Machining Center 114,CNC Machine,2018-07-21,Operational
631,MCH-000631,44,Servo Press System 124,Press Machine,2018-02-28,Operational
632,MCH-000632,74,Flexible Packaging Line 140,Packaging Machine,2017-02-14,Operational
633,MCH-000633,94,CNC Plasma Cutting System 136,Cutting Machine,2017-02-09,Operational
634,MCH-000634,85,CNC Turning Center 115,CNC Machine,2016-05-13,Operational
635,MCH-000635,44,Precision Assembly Line 120,Assembly Machine,2016-05-30,Operational
636,MCH-000636,41,Automated Assembly Cell 121,Assembly Machine,2018-09-06,Inactive
637,MCH-000637,37,Automated Carton Packer 141,Packaging Machine,2016-04-04,Operational
638,MCH-000638,65,Hydraulic Press 125,Press Machine,2018-12-10,Operational
639,MCH-000639,90,CNC Precision Mill 116,CNC Machine,2017-10-19,Operational
640,MCH-000640,52,CNC Vertical Machining Center 117,CNC Machine,2018-05-17,Operational
641,MCH-000641,22,Laser Cutting System 137,Cutting Machine,2018-08-09,Operational
642,MCH-000642,94,High-Speed Labeling Machine 142,Packaging Machine,2018-01-04,Operational
643,MCH-000643,10,Servo Assembly Station 122,Assembly Machine,2016-11-14,Operational
644,MCH-000644,20,Case Sealing System 143,Packaging Machine,2016-04-02,Maintenance
645,MCH-000645,57,Robotic Assembly Cell 123,Assembly Machine,2017-07-04,Operational
646,MCH-000646,69,CNC Horizontal Machining Center 118,CNC Machine,2017-03-01,Operational
647,MCH-000647,70,Flexible Packaging Line 144,Packaging Machine,2018-05-29,Operational
648,MCH-000648,32,Precision Assembly Line 124,Assembly Machine,2016-06-24,Operational
649,MCH-000649,21,Automated Carton Packer 145,Packaging Machine,2018-03-09,Operational
650,MCH-000650,47,CNC Turning Center 119,CNC Machine,2017-07-21,Operational
651,MCH-000651,56,CNC Precision Mill 120,CNC Machine,2016-08-09,Operational
652,MCH-000652,44,CNC Vertical Machining Center 121,CNC Machine,2017-05-17,Operational
653,MCH-000653,62,Precision Slitting Machine 138,Cutting Machine,2018-05-13,Operational
654,MCH-000654,29,Industrial Sawing Center 139,Cutting Machine,2016-05-04,Operational
655,MCH-000655,23,High-Speed Labeling Machine 146,Packaging Machine,2016-10-19,Operational
656,MCH-000656,24,Automated Assembly Cell 125,Assembly Machine,2016-08-09,Operational
657,MCH-000657,39,Case Sealing System 147,Packaging Machine,2017-09-15,Operational
658,MCH-000658,13,Flexible Packaging Line 148,Packaging Machine,2018-10-01,Operational
659,MCH-000659,63,CNC Plasma Cutting System 140,Cutting Machine,2016-01-27,Operational
